,if,q=9,and,"a=1,2,4,5,7",",",or,8,",",how,many,primes,would,be,in,a,progression,?
5,0.08536272495985031,0.042613450437784195,0.027511591091752052,-0.025266973301768303,0.10738879442214966,0.09617871046066284,0.044650737196207047,0.10738879442214966,0.03444203734397888,0.006714559160172939,0.07605086266994476,0.02515469864010811,0.0338023342192173,0.0862177163362503,0.07282212376594543,0.09348252415657043,0.06222071498632431
",",0.257730096578598,0.1831604391336441,0.6633074283599854,0.12454771995544434,1.0000001192092896,0.3769497275352478,-0.02218378335237503,1.0000001192092896,0.22659391164779663,0.40610817074775696,0.29003697633743286,0.32586824893951416,0.39254459738731384,0.5201468467712402,0.427140474319458,0.18310736119747162,0.31091248989105225
7,-0.2102416604757309,0.10216400772333145,-0.012642918154597282,0.25697287917137146,0.07715427130460739,-0.19248951971530914,-0.07250144332647324,0.07715427130460739,-0.2171877920627594,-0.167693629860878,-0.1972256898880005,-0.1984405219554901,-0.23325690627098083,-0.02604081481695175,-0.06565704196691513,-0.11081419885158539,-0.15092156827449799
",",0.257730096578598,0.1831604391336441,0.6633074283599854,0.12454771995544434,1.0000001192092896,0.3769497275352478,-0.02218378335237503,1.0000001192092896,0.22659391164779663,0.40610817074775696,0.29003697633743286,0.32586824893951416,0.39254459738731384,0.5201468467712402,0.427140474319458,0.18310736119747162,0.31091248989105225
and,0.3498523235321045,0.11708466708660126,1.0,0.029496898874640465,0.6633074283599854,0.4713204801082611,-0.0012589808320626616,0.6633074283599854,0.33647966384887695,0.5296266674995422,0.24551862478256226,0.34921059012413025,0.41766801476478577,0.4954058527946472,0.3739250600337982,0.24485918879508972,0.20544172823429108
8,-0.062053486704826355,-0.052132055163383484,-0.0012589808320626616,-0.010268264450132847,-0.02218378335237503,0.014247426763176918,1.0,-0.02218378335237503,-0.009672639891505241,-0.018996136263012886,-0.02337402105331421,-0.05683831498026848,-0.07709845900535583,-0.05886392667889595,-0.06709446758031845,0.051716167479753494,-0.04056251794099808
),0.2878422141075134,0.2714085578918457,0.4961937665939331,0.07398378103971481,0.63033527135849,0.3706604242324829,0.02711588703095913,0.63033527135849,0.17939934134483337,0.16602720320224762,0.20394806563854218,0.2093871831893921,0.24578070640563965,0.3326910734176636,0.3640355169773102,0.1748335212469101,0.42300865054130554
there,0.37692952156066895,0.013923886232078075,0.4242868423461914,0.010108880698680878,0.4587128460407257,0.4594070315361023,-0.021948497742414474,0.4587128460407257,0.3328511416912079,0.4993700683116913,0.2533605694770813,0.33190950751304626,0.41019052267074585,0.5361666083335876,0.4214206337928772,0.20078927278518677,0.29405656456947327
are,0.32547882199287415,-0.00223662075586617,0.48576638102531433,-0.08791065961122513,0.4062570035457611,0.5374364256858826,-0.02638988383114338,0.4062570035457611,0.311818927526474,0.5655534863471985,0.2606703042984009,0.32024338841438293,0.5556803941726685,0.3841303884983063,0.265255331993103,0.21953335404396057,0.24591213464736938
infinitely,0.4333735406398773,0.051699183881282806,0.25105470418930054,-0.1254846453666687,0.23814058303833008,0.2654784321784973,-0.05233012139797211,0.23814058303833008,0.30373772978782654,0.3059374988079071,0.38976576924324036,0.40041017532348633,0.3661438226699829,0.1889370232820511,0.2828744947910309,0.23389841616153717,0.3284112513065338
many,0.2803558111190796,-0.0032493744511157274,0.5296266674995422,0.012618114240467548,0.40610817074775696,0.36905089020729065,-0.018996136263012886,0.40610817074775696,0.4425291419029236,0.9999999403953552,0.2377949059009552,0.33440667390823364,0.3961109519004822,0.41474202275276184,0.2872205972671509,0.24488206207752228,0.2124512493610382
prime,0.09983985871076584,0.12382510304450989,0.21528048813343048,0.20553064346313477,0.2565026581287384,0.12635108828544617,0.06146295741200447,0.2565026581287384,0.0754077360033989,0.12904198467731476,0.7104739546775818,0.16885465383529663,0.14576895534992218,0.18097394704818726,0.17998681962490082,0.16303981840610504,0.11276303976774216
numbers,0.300189733505249,0.031567882746458054,0.24053069949150085,-0.01636725664138794,0.26479464769363403,0.28782588243484497,0.009858550503849983,0.26479464769363403,0.26623308658599854,0.3370567262172699,0.47689586877822876,0.27861475944519043,0.2776923179626465,0.23087690770626068,0.24434582889080048,0.2629198133945465,0.19297972321510315
.,0.421799898147583,0.10240006446838379,0.588965117931366,0.00986643135547638,0.6812511086463928,0.36683785915374756,-0.04428426921367645,0.6812511086463928,0.3287222981452942,0.3974229395389557,0.2564551830291748,0.35067233443260193,0.4383580684661865,0.5591574311256409,0.50484299659729,0.23092976212501526,0.4130953550338745
