,one,of,fis,',agenda,items,was,to,force,women,to,start,doing,what,?
by,0.29445651173591614,0.3646814823150635,0.1904708743095398,0.2610379159450531,0.22591739892959595,0.19412761926651,0.4752357602119446,0.33534231781959534,0.24997374415397644,0.13107776641845703,0.33534231781959534,0.19754154980182648,0.2209082692861557,0.2455483376979828,0.17966607213020325
the,0.5514441132545471,0.733189046382904,0.2955470383167267,0.474788099527359,0.24096648395061493,0.23580949008464813,0.48711544275283813,0.535392165184021,0.2800885736942291,0.279754102230072,0.535392165184021,0.3656389117240906,0.29305580258369446,0.42745697498321533,0.22068053483963013
ruling,0.23201754689216614,0.32411321997642517,0.13482488691806793,0.16312740743160248,0.3078465759754181,0.07442714273929596,0.2731495797634125,0.22289033234119415,0.20900371670722961,0.19510217010974884,0.22289033234119415,0.16896602511405945,0.22032004594802856,0.2606501579284668,0.18874719738960266
leftist-nationalist,0.23324677348136902,0.20279674232006073,0.10672695934772491,0.1620248556137085,0.3387575149536133,0.06232031062245369,0.283243328332901,0.19496901333332062,0.24462182819843292,0.174745112657547,0.19496901333332062,0.21939758956432343,0.21060679852962494,0.23912282288074493,0.1837528795003891
fln,0.15649712085723877,0.2241692990064621,0.18335814774036407,0.26855599880218506,0.18683069944381714,0.03036569431424141,0.2575496435165405,0.1348097026348114,0.26357150077819824,0.1544683426618576,0.1348097026348114,0.07415942847728729,0.1610821783542633,0.08638540655374527,0.20526915788650513
government,0.22701126337051392,0.3475167155265808,0.12858766317367554,0.1762593388557434,0.3798384368419647,0.1268477588891983,0.2995857298374176,0.28343796730041504,0.32347920536994934,0.21577410399913788,0.28343796730041504,0.20619621872901917,0.25811320543289185,0.28074538707733154,0.18851417303085327
",",0.3696635365486145,0.4946078956127167,0.288654088973999,0.5178600549697876,0.29892265796661377,0.21073096990585327,0.45456063747406006,0.44245919585227966,0.22091743350028992,0.18865817785263062,0.44245919585227966,0.2934366464614868,0.31285786628723145,0.3087472915649414,0.31091248989105225
it,0.4284902811050415,0.38761502504348755,0.25032639503479004,0.5141429305076599,0.2623211741447449,0.2588444650173187,0.4577186405658722,0.513711154460907,0.22565218806266785,0.18747682869434357,0.513711154460907,0.2786519229412079,0.3171647787094116,0.45803478360176086,0.25732165575027466
used,0.3009188175201416,0.3075267970561981,0.17519283294677734,0.24871127307415009,0.11667612195014954,0.3634958863258362,0.23679393529891968,0.40058770775794983,0.19033478200435638,0.15819348394870758,0.40058770775794983,0.23499257862567902,0.31186214089393616,0.27546408772468567,0.22430120408535004
its,0.42848992347717285,0.48690423369407654,0.1834583729505539,0.296459436416626,0.20226845145225525,0.2540733218193054,0.3518870174884796,0.3691340684890747,0.2075270563364029,0.1283923238515854,0.3691340684890747,0.2116464227437973,0.208609938621521,0.30393704771995544,0.15103481709957123
preaching,0.17520292103290558,0.2585231065750122,0.06634969264268875,0.16604408621788025,0.2127554714679718,0.14575918018817902,0.22692738473415375,0.2709999084472656,0.109706349670887,0.20299744606018066,0.2709999084472656,0.20840559899806976,0.2866764962673187,0.296420693397522,0.20984579622745514
to,0.4025384783744812,0.41548454761505127,0.21550846099853516,0.34544456005096436,0.2539592385292053,0.3191612660884857,0.3636345863342285,1.0,0.24496492743492126,0.24881750345230103,1.0,0.33345553278923035,0.3272162973880768,0.455847829580307,0.29463258385658264
advocate,0.21431618928909302,0.22164754569530487,0.03077417053282261,0.19923071563243866,0.40921080112457275,0.0804634615778923,0.24468748271465302,0.21481721103191376,0.187946155667305,0.26719364523887634,0.21481721103191376,0.21823027729988098,0.22224901616573334,0.25457003712654114,0.19954998791217804
the,0.5514441132545471,0.733189046382904,0.2955470383167267,0.474788099527359,0.24096648395061493,0.23580949008464813,0.48711544275283813,0.535392165184021,0.2800885736942291,0.279754102230072,0.535392165184021,0.3656389117240906,0.29305580258369446,0.42745697498321533,0.22068053483963013
establishment,0.1804167479276657,0.27824047207832336,0.1655227541923523,0.2525516450405121,0.2312232404947281,0.11015231162309647,0.25249096751213074,0.17847758531570435,0.26855993270874023,0.23850589990615845,0.17847758531570435,0.30915960669517517,0.20577053725719452,0.1702135056257248,0.1661023646593094
of,0.4999135136604309,1.0,0.22401471436023712,0.39136970043182373,0.21928389370441437,0.21522082388401031,0.4069072902202606,0.41548454761505127,0.27094775438308716,0.22431409358978271,0.41548454761505127,0.23166994750499725,0.25269845128059387,0.33290785551071167,0.1826142966747284
a,0.4910551905632019,0.5052502155303955,0.26405221223831177,0.48837921023368835,0.2459258884191513,0.2916238307952881,0.4508470594882965,0.45503583550453186,0.2451154738664627,0.20322243869304657,0.45503583550453186,0.29672953486442566,0.3023574650287628,0.3320399522781372,0.23916715383529663
legal,0.2124170958995819,0.2720220685005188,0.17141366004943848,0.1528448909521103,0.2964842617511749,0.15711569786071777,0.21931737661361694,0.2818027436733246,0.16783714294433594,0.25825005769729614,0.2818027436733246,0.1415061056613922,0.2544032335281372,0.26388198137283325,0.2143220454454422
system,0.2139107882976532,0.25597915053367615,0.21500973403453827,0.15434524416923523,0.24171674251556396,0.16897077858448029,0.2147521674633026,0.26662686467170715,0.14612840116024017,0.09222830832004547,0.26662686467170715,0.26913440227508545,0.2054232954978943,0.23557309806346893,0.15556083619594574
following,0.3153666853904724,0.3576679527759552,0.1362714171409607,0.30183088779449463,0.1599295288324356,0.190652534365654,0.16493390500545502,0.31711265444755554,0.14972396194934845,0.1537587195634842,0.31711265444755554,0.2569311857223511,0.1522415429353714,0.2506418824195862,0.1555173695087433
sharia,0.20463229715824127,0.2735002636909485,0.21013131737709045,0.21340155601501465,0.3203773498535156,0.12289261817932129,0.18241116404533386,0.2600368559360504,0.1862720400094986,0.2259862869977951,0.2600368559360504,0.13316676020622253,0.2461569458246231,0.29208725690841675,0.22811804711818695
law,0.17846634984016418,0.2816956341266632,0.1489161103963852,0.20381797850131989,0.2822614312171936,0.08561237901449203,0.21553055942058563,0.259207159280777,0.23490524291992188,0.17617177963256836,0.259207159280777,0.11647485196590424,0.20713311433792114,0.2145031988620758,0.1528988480567932
",",0.3696635365486145,0.4946078956127167,0.288654088973999,0.5178600549697876,0.29892265796661377,0.21073096990585327,0.45456063747406006,0.44245919585227966,0.22091743350028992,0.18865817785263062,0.44245919585227966,0.2934366464614868,0.31285786628723145,0.3087472915649414,0.31091248989105225
economic,0.17755547165870667,0.3030148148536682,0.24307741224765778,0.1378166526556015,0.30325010418891907,0.16228245198726654,0.1954469084739685,0.26856908202171326,0.2068079560995102,0.1850556582212448,0.26856908202171326,0.1829000562429428,0.14872147142887115,0.18082544207572937,0.1206481084227562
liberalization,0.23830759525299072,0.29476019740104675,0.20490045845508575,0.15838246047496796,0.38342320919036865,0.17257927358150482,0.16983091831207275,0.2391578108072281,0.25168487429618835,0.12134739011526108,0.2391578108072281,0.21400193870067596,0.27060815691947937,0.29425597190856934,0.25164350867271423
and,0.42438167333602905,0.5116966962814331,0.21142849326133728,0.3053182065486908,0.2819797396659851,0.2645854949951172,0.3740963041782379,0.48971283435821533,0.24372100830078125,0.24605001509189606,0.48971283435821533,0.2890162169933319,0.31533369421958923,0.31309178471565247,0.20544172823429108
development,0.2519296407699585,0.28700894117355347,0.08922223001718521,0.18499505519866943,0.34357887506484985,0.17277345061302185,0.2344081997871399,0.27639102935791016,0.1412595808506012,0.18201059103012085,0.27639102935791016,0.24220651388168335,0.16753511130809784,0.19014155864715576,0.1211358830332756
program,0.20825394988059998,0.17376001179218292,0.1752796173095703,0.17602020502090454,0.27397873997688293,0.1846521943807602,0.1849333792924881,0.23681028187274933,0.1292528659105301,0.19525696337223053,0.23681028187274933,0.22431209683418274,0.33618149161338806,0.25047802925109863,0.1440187245607376
",",0.3696635365486145,0.4946078956127167,0.288654088973999,0.5178600549697876,0.29892265796661377,0.21073096990585327,0.45456063747406006,0.44245919585227966,0.22091743350028992,0.18865817785263062,0.44245919585227966,0.2934366464614868,0.31285786628723145,0.3087472915649414,0.31091248989105225
education,0.1546267718076706,0.3015166223049164,0.12261941283941269,0.17848768830299377,0.33208778500556946,0.1470862776041031,0.23187610507011414,0.2626708149909973,0.13963131606578827,0.2989157736301422,0.2626708149909973,0.1569468080997467,0.17364726960659027,0.19940856099128723,0.18067774176597595
in,0.4129433035850525,0.5696388483047485,0.26741597056388855,0.4158826768398285,0.1731167435646057,0.2189844399690628,0.45514053106307983,0.45010748505592346,0.21744468808174133,0.3171939551830292,0.45010748505592346,0.29979339241981506,0.27240219712257385,0.30808621644973755,0.20430970191955566
arabic,0.15716063976287842,0.2065649777650833,0.15550880134105682,0.17821916937828064,0.06811452656984329,0.18127164244651794,0.17652206122875214,0.22180728614330292,0.14949151873588562,0.1731032282114029,0.22180728614330292,0.12615613639354706,0.16704875230789185,0.1854897290468216,0.18792502582073212
rather,0.32654035091400146,0.3045461177825928,0.1755950003862381,0.2039514183998108,0.26879221200942993,0.3345687687397003,0.23478160798549652,0.4052407741546631,0.17618229985237122,0.11347649991512299,0.4052407741546631,0.3027535080909729,0.4179325997829437,0.3923804461956024,0.3053998053073883
than,0.43810948729515076,0.33036211133003235,0.16179829835891724,0.174348384141922,0.14668188989162445,0.27981314063072205,0.1872616857290268,0.3192550539970398,0.19686487317085266,0.1842823326587677,0.3192550539970398,0.24455207586288452,0.3118548095226288,0.29388150572776794,0.24917294085025787
french,0.18462896347045898,0.19450366497039795,0.1535271406173706,0.15956202149391174,0.18724419176578522,0.12319909036159515,0.2523815333843231,0.1713797152042389,0.19081366062164307,0.24588030576705933,0.1713797152042389,0.15454748272895813,0.17994537949562073,0.17393042147159576,0.1386883556842804
",",0.3696635365486145,0.4946078956127167,0.288654088973999,0.5178600549697876,0.29892265796661377,0.21073096990585327,0.45456063747406006,0.44245919585227966,0.22091743350028992,0.18865817785263062,0.44245919585227966,0.2934366464614868,0.31285786628723145,0.3087472915649414,0.31091248989105225
and,0.42438167333602905,0.5116966962814331,0.21142849326133728,0.3053182065486908,0.2819797396659851,0.2645854949951172,0.3740963041782379,0.48971283435821533,0.24372100830078125,0.24605001509189606,0.48971283435821533,0.2890162169933319,0.31533369421958923,0.31309178471565247,0.20544172823429108
gender,0.24983303248882294,0.20023681223392487,0.13281762599945068,0.21683530509471893,0.34629133343696594,0.1284879893064499,0.08980228006839752,0.23450952768325806,0.18618088960647583,0.4116610288619995,0.23450952768325806,0.19697187840938568,0.2130780965089798,0.2898462414741516,0.22791960835456848
segregation,0.18381942808628082,0.23205973207950592,0.19641421735286713,0.17362205684185028,0.27236995100975037,0.07837183773517609,0.21125862002372742,0.25611576437950134,0.18044906854629517,0.20290231704711914,0.25611576437950134,0.2796016335487366,0.2678661346435547,0.23693522810935974,0.207676500082016
",",0.3696635365486145,0.4946078956127167,0.288654088973999,0.5178600549697876,0.29892265796661377,0.21073096990585327,0.45456063747406006,0.44245919585227966,0.22091743350028992,0.18865817785263062,0.44245919585227966,0.2934366464614868,0.31285786628723145,0.3087472915649414,0.31091248989105225
with,0.3855307400226593,0.41827285289764404,0.24908152222633362,0.2546919286251068,0.19115616381168365,0.22310049831867218,0.27411898970603943,0.4239959120750427,0.15703244507312775,0.1728040874004364,0.4239959120750427,0.26863762736320496,0.26442378759384155,0.2464839518070221,0.2433311939239502
women,0.25721925497055054,0.22431409358978271,0.1721373349428177,0.2106771022081375,0.21606819331645966,0.1460525095462799,0.2088247686624527,0.24881750345230103,0.1318371742963791,0.9999998807907104,0.24881750345230103,0.1850021928548813,0.1800370067358017,0.14828920364379883,0.1616753786802292
staying,0.2859126925468445,0.26079121232032776,0.13409531116485596,0.19165180623531342,0.15629629790782928,0.11607985943555832,0.24225476384162903,0.33957424759864807,0.13887320458889008,0.1735251098871231,0.33957424759864807,0.2268257886171341,0.3563547730445862,0.3306172490119934,0.20980606973171234
home,0.2382688969373703,0.24402645230293274,0.1186787337064743,0.2281721532344818,0.14809782803058624,0.20504552125930786,0.25139835476875305,0.31056779623031616,0.12661714851856232,0.14910061657428741,0.31056779623031616,0.21431651711463928,0.12450268119573593,0.1608789712190628,0.0757145956158638
to,0.4025384783744812,0.41548454761505127,0.21550846099853516,0.34544456005096436,0.2539592385292053,0.3191612660884857,0.3636345863342285,1.0,0.24496492743492126,0.24881750345230103,1.0,0.33345553278923035,0.3272162973880768,0.455847829580307,0.29463258385658264
alleviate,0.3230747878551483,0.28653743863105774,0.14927731454372406,0.24085767567157745,0.2827221155166626,0.16277596354484558,0.1291200816631317,0.3515854477882385,0.17681817710399628,0.1773620992898941,0.3515854477882385,0.21252532303333282,0.2846279740333557,0.3571125864982605,0.2700364887714386
the,0.5514441132545471,0.733189046382904,0.2955470383167267,0.474788099527359,0.24096648395061493,0.23580949008464813,0.48711544275283813,0.535392165184021,0.2800885736942291,0.279754102230072,0.535392165184021,0.3656389117240906,0.29305580258369446,0.42745697498321533,0.22068053483963013
high,0.2040119767189026,0.2803038954734802,0.14671292901039124,0.146336168050766,0.12958338856697083,0.13564130663871765,0.19978567957878113,0.28947713971138,0.15698935091495514,0.1358758956193924,0.28947713971138,0.15571045875549316,0.1513001024723053,0.20466077327728271,0.11137914657592773
rate,0.2532431185245514,0.24132871627807617,0.1892080008983612,0.1500471532344818,0.08652696758508682,0.17663194239139557,0.16712123155593872,0.28584644198417664,0.2274700403213501,0.1454852968454361,0.28584644198417664,0.25189149379730225,0.20633721351623535,0.21845893561840057,0.1308269053697586
of,0.4999135136604309,1.0,0.22401471436023712,0.39136970043182373,0.21928389370441437,0.21522082388401031,0.4069072902202606,0.41548454761505127,0.27094775438308716,0.22431409358978271,0.41548454761505127,0.23166994750499725,0.25269845128059387,0.33290785551071167,0.1826142966747284
unemployment,0.19320178031921387,0.2186087667942047,0.24102450907230377,0.10599799454212189,0.26200446486473083,0.1735733598470688,0.1676269918680191,0.20550286769866943,0.2661886513233185,0.26925355195999146,0.20550286769866943,0.23015286028385162,0.2357068955898285,0.1712515503168106,0.20707537233829498
among,0.3877730369567871,0.3679063022136688,0.1881621927022934,0.1365710347890854,0.23937729001045227,0.20270763337612152,0.23730893433094025,0.26594701409339905,0.14851370453834534,0.21163523197174072,0.26594701409339905,0.11775372922420502,0.1739734560251236,0.21154822409152985,0.14343059062957764
young,0.23334138095378876,0.28555598855018616,0.15671856701374054,0.1777324378490448,0.1594657450914383,0.09907492250204086,0.2406257688999176,0.22202858328819275,0.12233906984329224,0.30950191617012024,0.22202858328819275,0.2120734006166458,0.12765532732009888,0.18808799982070923,0.14931946992874146
algerian,0.13959765434265137,0.1534215658903122,0.11763596534729004,0.16612102091312408,0.16981671750545502,0.16963714361190796,0.20577487349510193,0.08267530053853989,0.1950238198041916,0.2248419225215912,0.08267530053853989,0.13630808889865875,0.11127134412527084,0.10543034970760345,0.19738948345184326
men,0.23262150585651398,0.2133621722459793,0.18628360331058502,0.20266716182231903,0.1475236415863037,0.16756436228752136,0.24763761460781097,0.24045762419700623,0.22819167375564575,0.7021679878234863,0.24045762419700623,0.19869336485862732,0.2043708711862564,0.18620994687080383,0.1408759206533432
.,0.4123194217681885,0.5352458953857422,0.2793008089065552,0.4806240200996399,0.24725869297981262,0.23707115650177002,0.40146201848983765,0.4645031690597534,0.2783275842666626,0.2560822069644928,0.4645031690597534,0.3501981496810913,0.3253456652164459,0.3567904531955719,0.4130953550338745
