,how,could,human,inequality,be,addressed,without,resulting,in,an,increase,of,environmental,damage,?
",",0.22659391164779663,0.27399855852127075,0.23877760767936707,0.21822890639305115,0.39254459738731384,0.2503169775009155,0.24492648243904114,0.24877792596817017,0.5201468467712402,0.3581022024154663,0.20005576312541962,0.4946078956127167,0.2779713571071625,0.27360406517982483,0.31091248989105225
population,0.1651063710451126,0.15403155982494354,0.24092526733875275,0.3072609305381775,0.15517795085906982,0.13128463923931122,0.10437873005867004,0.2981306314468384,0.3268454372882843,0.16069892048835754,0.3007703125476837,0.3060894012451172,0.21584682166576385,0.1954619139432907,0.14449454843997955
levels,0.30174899101257324,0.242852583527565,0.19468696415424347,0.24878159165382385,0.3238581120967865,0.1765456199645996,0.257545530796051,0.35198479890823364,0.2418597936630249,0.1761990785598755,0.4056810140609741,0.23668165504932404,0.3155761957168579,0.24111270904541016,0.1541307419538498
would,0.43239715695381165,0.8068214654922485,0.23225337266921997,0.2849980294704437,0.5202695727348328,0.2769779860973358,0.32984134554862976,0.3109046220779419,0.30461156368255615,0.2650099992752075,0.29228541254997253,0.3353942930698395,0.18009857833385468,0.2512190639972687,0.37178951501846313
start,0.29369035363197327,0.235317662358284,0.1552705019712448,0.23329566419124603,0.3203446865081787,0.1482698768377304,0.2691649794578552,0.2882407307624817,0.29979339241981506,0.1929628849029541,0.32801270484924316,0.23166994750499725,0.0896800234913826,0.20193064212799072,0.26634979248046875
to,0.44169697165489197,0.5461788773536682,0.25612473487854004,0.24361056089401245,0.4972836375236511,0.29102611541748047,0.37970873713493347,0.26808956265449524,0.45010748505592346,0.3138085603713989,0.3378143310546875,0.41548454761505127,0.22996102273464203,0.23714354634284973,0.29463258385658264
drop,0.2935728132724762,0.262360543012619,0.18293987214565277,0.18643276393413544,0.2709459662437439,0.15105882287025452,0.2524484097957611,0.31354084610939026,0.18230557441711426,0.19905981421470642,0.3424789309501648,0.1734435260295868,0.227466881275177,0.22169233858585358,0.19426988065242767
to,0.44169697165489197,0.5461788773536682,0.25612473487854004,0.24361056089401245,0.4972836375236511,0.29102611541748047,0.37970873713493347,0.26808956265449524,0.45010748505592346,0.3138085603713989,0.3378143310546875,0.41548454761505127,0.22996102273464203,0.23714354634284973,0.29463258385658264
a,0.29312583804130554,0.3736826181411743,0.2368878275156021,0.1783585250377655,0.39883795380592346,0.15799720585346222,0.2797018885612488,0.3510841131210327,0.539380669593811,0.44552403688430786,0.24428929388523102,0.5052502155303955,0.22703608870506287,0.22061721980571747,0.23916715383529663
sustainable,0.1990329921245575,0.2412031590938568,0.40779224038124084,0.44633978605270386,0.25081226229667664,0.19398444890975952,0.2814428210258484,0.2450941652059555,0.2855221629142761,0.15524578094482422,0.3192640542984009,0.24827149510383606,0.5933297872543335,0.24671554565429688,0.22072604298591614
level,0.27169108390808105,0.22110362350940704,0.16214919090270996,0.24342113733291626,0.2645954489707947,0.20382662117481232,0.27427852153778076,0.24982893466949463,0.279204785823822,0.20686616003513336,0.3183557689189911,0.23504668474197388,0.26296159625053406,0.18782936036586761,0.20528386533260345
(,0.1676948219537735,0.18447557091712952,0.16274376213550568,0.1679764688014984,0.2349044382572174,0.23521099984645844,0.1785571426153183,0.137907013297081,0.3087427020072937,0.286407470703125,0.15438681840896606,0.35032153129577637,0.23713918030261993,0.21535637974739075,0.40561532974243164
1/3,-0.31000402569770813,-0.4158060550689697,-0.1590593457221985,-0.16073712706565857,-0.3544491231441498,-0.16898246109485626,-0.34473052620887756,-0.2893255054950714,-0.33549797534942627,-0.16742056608200073,-0.2618366479873657,-0.3558923304080963,-0.1686442643404007,-0.3387618958950043,-0.17796869575977325
of,0.2480744868516922,0.29043012857437134,0.3083189129829407,0.27910974621772766,0.33904364705085754,0.2637386918067932,0.3081340193748474,0.3631994426250458,0.5696388483047485,0.32280945777893066,0.3156060576438904,1.0,0.29166820645332336,0.23761005699634552,0.1826142966747284
current,0.17794625461101532,0.1547253578901291,0.14195935428142548,0.1830274760723114,0.322500079870224,0.21471424400806427,0.1474859118461609,0.19737020134925842,0.1955713927745819,0.1350913941860199,0.2114545851945877,0.31470298767089844,0.1903916299343109,0.1250128149986267,0.12074550241231918
levels,0.30174899101257324,0.242852583527565,0.19468696415424347,0.24878159165382385,0.3238581120967865,0.1765456199645996,0.257545530796051,0.35198479890823364,0.2418597936630249,0.1761990785598755,0.4056810140609741,0.23668165504932404,0.3155761957168579,0.24111270904541016,0.1541307419538498
",",0.22659391164779663,0.27399855852127075,0.23877760767936707,0.21822890639305115,0.39254459738731384,0.2503169775009155,0.24492648243904114,0.24877792596817017,0.5201468467712402,0.3581022024154663,0.20005576312541962,0.4946078956127167,0.2779713571071625,0.27360406517982483,0.31091248989105225
so,0.6081400513648987,0.6098856329917908,0.268932044506073,0.2933100759983063,0.5552230477333069,0.2752005159854889,0.44620227813720703,0.2802499532699585,0.31275880336761475,0.30126363039016724,0.2968546152114868,0.3184450566768646,0.17722326517105103,0.2871064245700836,0.43163934350013733
about,0.44264400005340576,0.29409685730934143,0.2514776289463043,0.23402167856693268,0.26362910866737366,0.24156059324741364,0.3084058463573456,0.19851450622081757,0.39797019958496094,0.2700941264629364,0.2309124618768692,0.40939709544181824,0.20526306331157684,0.2661645710468292,0.302409827709198
2,-0.02554285153746605,-0.01880846731364727,-0.0233270563185215,-0.009325506165623665,0.02104739472270012,0.005475370679050684,-0.09023833274841309,0.02599109709262848,0.01447046548128128,-0.001586342230439186,-0.06488480418920517,-0.013777675107121468,-0.002859718631953001,-0.014749756082892418,0.001977203879505396
billion,0.2582297921180725,0.2067616879940033,0.19210320711135864,0.242679625749588,0.2263132482767105,0.13092045485973358,0.18116797506809235,0.25632444024086,0.18475750088691711,0.14776355028152466,0.3142911195755005,0.19335569441318512,0.2231891006231308,0.37549126148223877,0.25791820883750916
people,0.2932034730911255,0.28952425718307495,0.23340152204036713,0.2395709902048111,0.2593584358692169,0.18702828884124756,0.21929283440113068,0.2098129391670227,0.39605680108070374,0.16753636300563812,0.23550847172737122,0.3251037895679474,0.20135284960269928,0.25487422943115234,0.23739641904830933
),0.17939934134483337,0.19699417054653168,0.15862447023391724,0.16527613997459412,0.24578070640563965,0.23844818770885468,0.19944514334201813,0.13999134302139282,0.3326910734176636,0.2873353958129883,0.15013758838176727,0.3680361211299896,0.2189716398715973,0.21017350256443024,0.42300865054130554
",",0.22659391164779663,0.27399855852127075,0.23877760767936707,0.21822890639305115,0.39254459738731384,0.2503169775009155,0.24492648243904114,0.24877792596817017,0.5201468467712402,0.3581022024154663,0.20005576312541962,0.4946078956127167,0.2779713571071625,0.27360406517982483,0.31091248989105225
human,0.29366981983184814,0.26518023014068604,1.0,0.4040670692920685,0.2650514245033264,0.16770662367343903,0.2410159409046173,0.2826111614704132,0.23986108601093292,0.18078956007957458,0.24208638072013855,0.3083189129829407,0.3838781714439392,0.19935376942157745,0.19748784601688385
inequality,0.35896143317222595,0.2929317355155945,0.4040670692920685,1.0000001192092896,0.2602038085460663,0.32039034366607666,0.2391948252916336,0.31035488843917847,0.19402410089969635,0.17885848879814148,0.35598164796829224,0.27910974621772766,0.36266228556632996,0.16562147438526154,0.23619021475315094
can,0.49246567487716675,0.6550644040107727,0.26860877871513367,0.2628359794616699,0.5791122913360596,0.20687350630760193,0.40443679690361023,0.31103232502937317,0.26527702808380127,0.23671309649944305,0.30042919516563416,0.2603091299533844,0.26355448365211487,0.305695116519928,0.3226337134838104
be,0.4158933162689209,0.4791525900363922,0.2650514245033264,0.2602038085460663,1.0,0.3500763177871704,0.4152284264564514,0.27251505851745605,0.3481820821762085,0.33041056990623474,0.3498366177082062,0.33904364705085754,0.22704657912254333,0.23756302893161774,0.3324260413646698
addressed/corrected,0.3439813256263733,0.3234396278858185,0.2466445416212082,0.3450588285923004,0.4196792542934418,0.8135336637496948,0.33545416593551636,0.25955730676651,0.27018532156944275,0.2505699694156647,0.300674706697464,0.296760618686676,0.26507458090782166,0.25160863995552063,0.42526885867118835
",",0.22659391164779663,0.27399855852127075,0.23877760767936707,0.21822890639305115,0.39254459738731384,0.2503169775009155,0.24492648243904114,0.24877792596817017,0.5201468467712402,0.3581022024154663,0.20005576312541962,0.4946078956127167,0.2779713571071625,0.27360406517982483,0.31091248989105225
while,0.2918691337108612,0.30216607451438904,0.16917027533054352,0.18921519815921783,0.3466706871986389,0.22517451643943787,0.40961626172065735,0.3549862504005432,0.3399278521537781,0.23181851208209991,0.2049781084060669,0.3366928696632385,0.21300305426120758,0.23805171251296997,0.21076419949531555
still,0.38034671545028687,0.3513669967651367,0.22132448852062225,0.26391950249671936,0.4066932499408722,0.2612762749195099,0.31430956721305847,0.1990080326795578,0.3424699008464813,0.20023715496063232,0.20590338110923767,0.3288819193840027,0.18102513253688812,0.24815967679023743,0.3039587736129761
not,0.4869767427444458,0.5930190086364746,0.26186084747314453,0.30771467089653015,0.5788898468017578,0.26938265562057495,0.49322307109832764,0.28026118874549866,0.3403114080429077,0.3722182512283325,0.28865352272987366,0.3307090103626251,0.22075118124485016,0.2867008447647095,0.41942933201789856
resulting,0.22508853673934937,0.2810590863227844,0.2826111614704132,0.31035488843917847,0.27251505851745605,0.21181340515613556,0.3705958425998688,1.0,0.3149644732475281,0.23642291128635406,0.4070611894130707,0.3631994426250458,0.2915397584438324,0.370216429233551,0.10813049972057343
in,0.2601168751716614,0.29357993602752686,0.23986108601093292,0.19402410089969635,0.3481820821762085,0.18254108726978302,0.2553589344024658,0.3149644732475281,1.0,0.2605783939361572,0.25893163681030273,0.5696388483047485,0.2718023955821991,0.21804088354110718,0.20430970191955566
an,0.2520636022090912,0.24300263822078705,0.18078956007957458,0.17885848879814148,0.33041056990623474,0.20002016425132751,0.20276303589344025,0.23642291128635406,0.2605783939361572,1.0,0.22955887019634247,0.32280945777893066,0.25311926007270813,0.15997314453125,0.19793890416622162
increase,0.29766717553138733,0.26027926802635193,0.24208638072013855,0.35598164796829224,0.3498366177082062,0.24502868950366974,0.28726819157600403,0.4070611894130707,0.25893163681030273,0.22955887019634247,1.0,0.3156060576438904,0.3207588791847229,0.2717510461807251,0.11119163036346436
of,0.2480744868516922,0.29043012857437134,0.3083189129829407,0.27910974621772766,0.33904364705085754,0.2637386918067932,0.3081340193748474,0.3631994426250458,0.5696388483047485,0.32280945777893066,0.3156060576438904,1.0,0.29166820645332336,0.23761005699634552,0.1826142966747284
environmental,0.21605196595191956,0.16936542093753815,0.3838781714439392,0.36266228556632996,0.22704657912254333,0.20261730253696442,0.22626186907291412,0.2915397584438324,0.2718023955821991,0.25311926007270813,0.3207588791847229,0.29166820645332336,1.0,0.2804345488548279,0.19728143513202667
damage,0.24169136583805084,0.2990167737007141,0.19935376942157745,0.16562147438526154,0.23756302893161774,0.16435684263706207,0.2848949134349823,0.370216429233551,0.21804088354110718,0.15997314453125,0.2717510461807251,0.23761005699634552,0.2804345488548279,1.0,0.2121051400899887
.,0.3287222981452942,0.3200591504573822,0.24595768749713898,0.22563500702381134,0.4383580684661865,0.2463299036026001,0.29967203736305237,0.29411986470222473,0.5591574311256409,0.3581749200820923,0.24619564414024353,0.5352458953857422,0.2907167375087738,0.2985546886920929,0.4130953550338745
