,how,much,larger,would,cicada,predator,populations,be,if,cicada,outbreaks,occurred,at,14,and,15,year,intervals,?
and,0.33647966384887695,0.38395699858665466,0.34781917929649353,0.34921059012413025,0.2785507142543793,0.18938322365283966,0.26962190866470337,0.41766801476478577,0.3498523235321045,0.2785507142543793,0.22070027887821198,0.21147121489048004,0.3571503460407257,0.10622510313987732,1.0,0.031420208513736725,0.2506658732891083,0.21572305262088776,0.20544172823429108
15-year,0.14324291050434113,0.1684233546257019,0.20704448223114014,0.18809737265110016,0.30536678433418274,0.16971078515052795,0.29905304312705994,0.22276195883750916,0.27005496621131897,0.30536678433418274,0.29600605368614197,0.306682288646698,0.2896203100681305,0.14253005385398865,0.26904743909835815,0.0027309758588671684,0.5855780839920044,0.3038056492805481,0.3212217092514038
cicadas,0.2562096416950226,0.2659425437450409,0.3285292685031891,0.18736185133457184,0.8881425857543945,0.3602789044380188,0.389629602432251,0.24954043328762054,0.22035445272922516,0.8881425857543945,0.2868722975254059,0.1568356603384018,0.13099846243858337,0.050006214529275894,0.3113635182380676,-0.021522436290979385,0.1867261677980423,0.2573080062866211,0.23876745998859406
would,0.43239715695381165,0.41720274090766907,0.2998374104499817,1.0000001192092896,0.1812252551317215,0.19784249365329742,0.19616946578025818,0.5202695727348328,0.5543612837791443,0.1812252551317215,0.16449885070323944,0.23858915269374847,0.3073931038379669,0.0462336428463459,0.34921059012413025,-0.011512133292853832,0.259968101978302,0.2967248558998108,0.37178951501846313
be,0.4158933162689209,0.3977218568325043,0.319801926612854,0.5202695727348328,0.24022652208805084,0.20762014389038086,0.22982792556285858,1.0,0.5628611445426941,0.24022652208805084,0.18335139751434326,0.21005749702453613,0.30379733443260193,0.07815895229578018,0.41766801476478577,-0.030703280121088028,0.2296248972415924,0.356805682182312,0.3324260413646698
up,0.2819872200489044,0.310188889503479,0.3005222678184509,0.35289904475212097,0.15763187408447266,0.18658693134784698,0.18667063117027283,0.27963516116142273,0.34649282693862915,0.15763187408447266,0.18927162885665894,0.13038933277130127,0.26974549889564514,0.11166831105947495,0.4032393991947174,-0.017793744802474976,0.16653390228748322,0.2410375475883484,0.1819818764925003
to,0.44169697165489197,0.40610215067863464,0.27928784489631653,0.5965728163719177,0.21260800957679749,0.21441271901130676,0.21785755455493927,0.4972836375236511,0.4559597074985504,0.21260800957679749,0.15566755831241608,0.16706319153308868,0.36524343490600586,0.005055660381913185,0.48971283435821533,-0.047946229577064514,0.23523004353046417,0.26596659421920776,0.29463258385658264
2,-0.02554285153746605,-0.1400752067565918,-0.04031788185238838,0.027047324925661087,0.013727114535868168,-0.022819919511675835,-0.005453845486044884,0.02104739472270012,-0.05319981276988983,0.013727114535868168,0.08748040348291397,0.04853750392794609,0.043934281915426254,0.015122559852898121,-0.0926629975438118,0.020737016573548317,-0.043360184878110886,-0.044403329491615295,0.001977203879505396
%,0.1237400695681572,0.26866111159324646,0.23430319130420685,0.16993220150470734,0.20653899013996124,0.05147319659590721,0.3869122862815857,0.16802801191806793,0.24220140278339386,0.20653899013996124,0.1616491973400116,0.1741701364517212,0.18534855544567108,0.07369213551282883,0.24616369605064392,0.0035482889506965876,0.12068747729063034,0.20086301863193512,0.21441808342933655
higher,0.2273179441690445,0.3946162462234497,0.3840040862560272,0.280769407749176,0.20048236846923828,0.18383392691612244,0.24616841971874237,0.31005796790122986,0.3211262822151184,0.20048236846923828,0.14488491415977478,0.14743278920650482,0.2542303204536438,-0.0017644769977778196,0.3147866129875183,-0.018588049337267876,0.20488835871219635,0.3415905237197876,0.15679465234279633
than,0.29763275384902954,0.632695198059082,0.5064740180969238,0.3915237784385681,0.21371695399284363,0.22011901438236237,0.25374290347099304,0.46516597270965576,0.387159138917923,0.21371695399284363,0.11919901520013809,0.26027852296829224,0.27679139375686646,0.03267841786146164,0.39361441135406494,-0.0893169417977333,0.25389936566352844,0.3055766820907593,0.24917294085025787
during,0.26830652356147766,0.2644806206226349,0.20922568440437317,0.25707411766052246,0.22970108687877655,0.1828184872865677,0.2242916226387024,0.24990400671958923,0.2040780633687973,0.22970108687877655,0.36524394154548645,0.4484703242778778,0.372769296169281,-0.08428303897380829,0.36462149024009705,0.06340177357196808,0.3447895348072052,0.24437344074249268,0.1325719803571701
outbreaks,0.1572246551513672,0.20187906920909882,0.1898891180753708,0.16449885070323944,0.2665746808052063,0.220102459192276,0.36299532651901245,0.18335139751434326,0.18709556758403778,0.2665746808052063,1.0,0.43002140522003174,0.11635392159223557,0.04084167629480362,0.22070027887821198,-0.06915684789419174,0.20281274616718292,0.23805661499500275,0.18502937257289886
of,0.2480744868516922,0.2671096920967102,0.32469573616981506,0.3353942930698395,0.25360360741615295,0.12216665595769882,0.2561377286911011,0.33904364705085754,0.2557544410228729,0.25360360741615295,0.23829330503940582,0.31296631693840027,0.42558613419532776,0.05099077150225639,0.5116966962814331,-0.02319195494055748,0.2578314542770386,0.1844199150800705,0.1826142966747284
13-,0.022594397887587547,0.03992076963186264,0.03763550519943237,0.03451615944504738,0.1556008756160736,-0.01590091362595558,0.04349140450358391,-0.011638355441391468,-0.022833997383713722,0.1556008756160736,0.04547165706753731,0.0727662742137909,0.03925823047757149,-0.12455378472805023,-0.03253588080406189,0.06609601527452469,0.02408466674387455,0.11788896471261978,0.02746666595339775
and,0.33647966384887695,0.38395699858665466,0.34781917929649353,0.34921059012413025,0.2785507142543793,0.18938322365283966,0.26962190866470337,0.41766801476478577,0.3498523235321045,0.2785507142543793,0.22070027887821198,0.21147121489048004,0.3571503460407257,0.10622510313987732,1.0,0.031420208513736725,0.2506658732891083,0.21572305262088776,0.20544172823429108
17-year,0.14504531025886536,0.13581933081150055,0.16148343682289124,0.17973282933235168,0.3000904321670532,0.1616426259279251,0.31530648469924927,0.2056993544101715,0.2636488080024719,0.3000904321670532,0.2692505717277527,0.26722314953804016,0.2790222465991974,0.17891065776348114,0.2456888109445572,-0.0025216303765773773,0.5803451538085938,0.3082751929759979,0.3322920501232147
cicadas,0.2562096416950226,0.2659425437450409,0.3285292685031891,0.18736185133457184,0.8881425857543945,0.3602789044380188,0.389629602432251,0.24954043328762054,0.22035445272922516,0.8881425857543945,0.2868722975254059,0.1568356603384018,0.13099846243858337,0.050006214529275894,0.3113635182380676,-0.021522436290979385,0.1867261677980423,0.2573080062866211,0.23876745998859406
.,0.3287222981452942,0.3374604284763336,0.25803330540657043,0.35067233443260193,0.3057559132575989,0.20652525126934052,0.25785329937934875,0.4383580684661865,0.421799898147583,0.3057559132575989,0.23385362327098846,0.2029680609703064,0.4549728035926819,0.08621564507484436,0.588965117931366,-0.05741225555539131,0.32538118958473206,0.24027910828590393,0.4130953550338745
