,what,former,mvp,was,shown,in,the,locker,room,?
howley,0.20245139300823212,0.20558950304985046,0.13057038187980652,0.2173720747232437,0.1583615243434906,0.19749870896339417,0.18301665782928467,0.2840724289417267,0.14537738263607025,0.23596522212028503
(,0.2411840260028839,0.2858748733997345,0.24375715851783752,0.2980341613292694,0.17931321263313293,0.3087427020072937,0.33289089798927307,0.1862148493528366,0.17635542154312134,0.40561532974243164
mvp,0.0985465794801712,0.1845436990261078,0.9999998807907104,0.23143374919891357,0.08311758935451508,0.15104249119758606,0.19830666482448578,0.20677192509174347,0.073203906416893,0.19954749941825867
of,0.33290785551071167,0.30415382981300354,0.16760475933551788,0.4069072902202606,0.24332952499389648,0.5696388483047485,0.733189046382904,0.13386467099189758,0.15195634961128235,0.1826142966747284
super,0.13651713728904724,0.15229178965091705,0.3814384639263153,0.21420986950397491,0.09250687062740326,0.18576006591320038,0.21959073841571808,0.15439563989639282,0.1193331629037857,0.166326642036438
bowl,0.15942467749118805,0.12867674231529236,0.5169888734817505,0.21915455162525177,0.12991680204868317,0.17236235737800598,0.21576224267482758,0.1468813717365265,0.1825386881828308,0.21118052303791046
v,0.16628342866897583,0.14463679492473602,0.16715121269226074,0.16128918528556824,0.08321698009967804,0.15216681361198425,0.18580520153045654,0.14762821793556213,0.04686594009399414,0.28677162528038025
),0.26259949803352356,0.3046077489852905,0.23705145716667175,0.3267642855644226,0.20446927845478058,0.3326910734176636,0.3456730246543884,0.2009229063987732,0.189469575881958,0.42300865054130554
appeared,0.1569073647260666,0.12423916161060333,0.18005269765853882,0.35842156410217285,0.4102210998535156,0.31264984607696533,0.30265679955482483,0.12774412333965302,0.12119094282388687,0.1384376585483551
via,0.16736915707588196,0.10533160716295242,0.12894853949546814,0.1762484461069107,0.19176526367664337,0.19981135427951813,0.23979412019252777,0.12627574801445007,0.03977051004767418,0.19443516433238983
video,0.1880173683166504,0.12961654365062714,0.17074552178382874,0.2250826209783554,0.24224098026752472,0.20259293913841248,0.2506899833679199,0.17682020366191864,0.26632824540138245,0.22771678864955902
",",0.3087472915649414,0.2738454341888428,0.2245774120092392,0.45456063747406006,0.25911012291908264,0.5201468467712402,0.4933079481124878,0.22236251831054688,0.1888306885957718,0.31091248989105225
while,0.35511791706085205,0.12930430471897125,0.05988391861319542,0.3253832161426544,0.2730392515659332,0.3399278521537781,0.39804592728614807,0.23545295000076294,0.3196212351322174,0.21076419949531555
peyton,0.2249990701675415,0.21424748003482819,0.31993234157562256,0.30385082960128784,0.13171133399009705,0.25605714321136475,0.2709864377975464,0.32263901829719543,0.16024631261825562,0.17519715428352356
manning,0.20007498562335968,0.1946796029806137,0.3574136793613434,0.2607507109642029,0.06849415600299835,0.22345924377441406,0.27058160305023193,0.27134570479393005,0.16481930017471313,0.15856626629829407
(,0.2411840260028839,0.2858748733997345,0.24375715851783752,0.2980341613292694,0.17931321263313293,0.3087427020072937,0.33289089798927307,0.1862148493528366,0.17635542154312134,0.40561532974243164
mvp,0.0985465794801712,0.1845436990261078,0.9999998807907104,0.23143374919891357,0.08311758935451508,0.15104249119758606,0.19830666482448578,0.20677192509174347,0.073203906416893,0.19954749941825867
of,0.33290785551071167,0.30415382981300354,0.16760475933551788,0.4069072902202606,0.24332952499389648,0.5696388483047485,0.733189046382904,0.13386467099189758,0.15195634961128235,0.1826142966747284
super,0.13651713728904724,0.15229178965091705,0.3814384639263153,0.21420986950397491,0.09250687062740326,0.18576006591320038,0.21959073841571808,0.15439563989639282,0.1193331629037857,0.166326642036438
bowl,0.15942467749118805,0.12867674231529236,0.5169888734817505,0.21915455162525177,0.12991680204868317,0.17236235737800598,0.21576224267482758,0.1468813717365265,0.1825386881828308,0.21118052303791046
xli,0.15313658118247986,0.15341641008853912,0.5291078090667725,0.23609445989131927,0.14304545521736145,0.180316761136055,0.2716911733150482,0.18746091425418854,0.07698733359575272,0.17183956503868103
and,0.31309178471565247,0.2516189515590668,0.16702094674110413,0.3740963041782379,0.28805026412010193,0.4954058527946472,0.5171257257461548,0.2638232409954071,0.2611854374408722,0.20544172823429108
current,0.18294453620910645,0.30976104736328125,0.14299221336841583,0.20140352845191956,0.12844882905483246,0.1955713927745819,0.3314409554004669,0.08523052930831909,0.13993388414382935,0.12074550241231918
broncos,0.1787765771150589,0.221938818693161,0.43668341636657715,0.23574475944042206,0.1303578019142151,0.20316283404827118,0.25985947251319885,0.27871108055114746,0.21662794053554535,0.18377114832401276
quarterback,0.15767325460910797,0.2783065140247345,0.49506956338882446,0.24103644490242004,0.09803535044193268,0.17283181846141815,0.23757418990135193,0.27527934312820435,0.15981332957744598,0.13221268355846405
),0.26259949803352356,0.3046077489852905,0.23705145716667175,0.3267642855644226,0.20446927845478058,0.3326910734176636,0.3456730246543884,0.2009229063987732,0.189469575881958,0.42300865054130554
was,0.22111038863658905,0.2544213533401489,0.23143374919891357,1.0000001192092896,0.21061603724956512,0.45514053106307983,0.48711544275283813,0.16082142293453217,0.18439160287380219,0.18412111699581146
shown,0.2601207196712494,0.10816802084445953,0.08311758935451508,0.21061603724956512,1.0000001192092896,0.2988935708999634,0.3387985825538635,0.09306637197732925,0.18097643554210663,0.2433658242225647
in,0.30808621644973755,0.2668642997741699,0.15104249119758606,0.45514053106307983,0.2988935708999634,1.0,0.6662389636039734,0.19096653163433075,0.19083113968372345,0.20430970191955566
the,0.42745697498321533,0.2251449078321457,0.19830666482448578,0.48711544275283813,0.3387985825538635,0.6662389636039734,1.0,0.23370850086212158,0.2031363844871521,0.22068053483963013
locker,0.20110997557640076,0.17315393686294556,0.20677192509174347,0.16082142293453217,0.09306637197732925,0.19096653163433075,0.23370850086212158,0.9999998807907104,0.3458435833454132,0.172280952334404
room,0.22132179141044617,0.13253578543663025,0.073203906416893,0.18439160287380219,0.18097643554210663,0.19083113968372345,0.2031363844871521,0.3458435833454132,1.0000001192092896,0.1769251674413681
preparing,0.29370415210723877,0.14295633137226105,0.05090315267443657,0.11593728512525558,0.18905575573444366,0.258937269449234,0.2806416451931,0.20384478569030762,0.2996372878551483,0.18170884251594543
for,0.3017193675041199,0.23718710243701935,0.27104631066322327,0.3863949179649353,0.28684258460998535,0.4322226941585541,0.4739971458911896,0.2570940852165222,0.23959091305732727,0.264628142118454
the,0.42745697498321533,0.2251449078321457,0.19830666482448578,0.48711544275283813,0.3387985825538635,0.6662389636039734,1.0,0.23370850086212158,0.2031363844871521,0.22068053483963013
game,0.2246788740158081,0.11397566646337509,0.33141279220581055,0.2568269371986389,0.1953601986169815,0.23986028134822845,0.285271555185318,0.21251660585403442,0.20693346858024597,0.1829071193933487
.,0.3567904531955719,0.20895031094551086,0.19778521358966827,0.40146201848983765,0.3143177330493927,0.5591574311256409,0.5934505462646484,0.23636658489704132,0.22915366291999817,0.4130953550338745
