,who,was,named,the,president,and,ceo,of,abc,after,goldenson,suffered,a,heart,attack,?
chief,0.2604494094848633,0.2651097774505615,0.23456020653247833,0.2586921751499176,0.33028361201286316,0.21687087416648865,0.34887635707855225,0.26361605525016785,0.10720478743314743,0.1696692407131195,0.13451354205608368,0.09942103177309036,0.14642393589019775,0.16213460266590118,0.2008855938911438,0.09466830641031265
operating,0.18843333423137665,0.22596235573291779,0.18064963817596436,0.28778329491615295,0.1529301106929779,0.2427442967891693,0.2595508098602295,0.27346423268318176,0.21622143685817719,0.18482060730457306,0.2150970995426178,0.15634600818157196,0.2654561996459961,0.103357695043087,0.22332443296909332,0.15840965509414673
officer,0.31437572836875916,0.33140087127685547,0.1754225790500641,0.25777485966682434,0.3609405755996704,0.22929392755031586,0.3746963143348694,0.23883900046348572,0.16009317338466644,0.2823500633239746,0.12366031855344772,0.20851323008537292,0.241327702999115,0.13104192912578583,0.1898559033870697,0.119948610663414
of,0.2827862501144409,0.4069072902202606,0.2820465862751007,0.733189046382904,0.21610750257968903,0.5116966962814331,0.14724358916282654,1.0,0.14607268571853638,0.3867455720901489,0.21861588954925537,0.2524636387825012,0.5052502155303955,0.21639685332775116,0.20644454658031464,0.1826142966747284
abc,0.14673753082752228,0.21565799415111542,0.2247007191181183,0.2068762183189392,0.20593604445457458,0.16453155875205994,0.17861904203891754,0.14607268571853638,1.0000001192092896,0.20314010977745056,0.29072654247283936,0.13467173278331757,0.21331243216991425,0.11522094905376434,0.08515200018882751,0.19065172970294952
a,0.36608949303627014,0.4508470594882965,0.3292267918586731,0.5829201340675354,0.16959697008132935,0.3739250600337982,0.12584517896175385,0.5052502155303955,0.21331243216991425,0.3831600844860077,0.29056107997894287,0.2735525667667389,1.0,0.2465386986732483,0.2556389570236206,0.23916715383529663
few,0.3378944993019104,0.21633684635162354,0.1581827700138092,0.34660017490386963,0.11358419805765152,0.39845648407936096,0.09220442920923233,0.2682102620601654,0.09540363401174545,0.35943305492401123,0.14426065981388092,0.206773042678833,0.2765968441963196,0.13034941256046295,0.21135573089122772,0.2334265559911728
months,0.2560766637325287,0.30324822664260864,0.12898647785186768,0.2680157423019409,0.2209913283586502,0.2746278941631317,0.11863626539707184,0.22298860549926758,0.1686926782131195,0.41579800844192505,0.1552155464887619,0.2160109281539917,0.24924878776073456,0.16229844093322754,0.20093804597854614,0.2804218530654907
after,0.32549580931663513,0.49306565523147583,0.4528660774230957,0.4565047025680542,0.25286588072776794,0.3765919506549835,0.13435561954975128,0.3867455720901489,0.20314010977745056,1.0,0.20644427835941315,0.3252882957458496,0.3831600844860077,0.15879827737808228,0.19542589783668518,0.16608688235282898
goldenson,0.2747582197189331,0.2537340223789215,0.2382652908563614,0.28907305002212524,0.2002224326133728,0.2949160933494568,0.22704105079174042,0.21861588954925537,0.29072654247283936,0.20644427835941315,1.0,0.16739478707313538,0.29056107997894287,0.21920645236968994,0.1468750685453415,0.2495560646057129
reduced,0.07765808701515198,0.1765998750925064,0.05912913382053375,0.2897622883319855,0.078916534781456,0.266709566116333,0.01099319662898779,0.30275818705558777,0.0899609923362732,0.22767780721187592,0.1350919008255005,0.3121258616447449,0.2214837223291397,0.11175388097763062,0.15559594333171844,0.10234767943620682
his,0.44966956973075867,0.4405253231525421,0.19388648867607117,0.4394008219242096,0.25683027505874634,0.4234102666378021,0.1980770081281662,0.38364991545677185,0.18588677048683167,0.41949746012687683,0.278635174036026,0.3798946738243103,0.3497250974178314,0.2571284770965576,0.27747949957847595,0.18075084686279297
role,0.2767873704433441,0.2561398148536682,0.16772618889808655,0.26607486605644226,0.1807754784822464,0.2629789710044861,0.22260554134845734,0.1797693818807602,0.22653192281723022,0.19953297078609467,0.2284960150718689,0.16508601605892181,0.22880133986473083,0.13293661177158356,0.10651908814907074,0.18676944077014923
in,0.2792111933231354,0.45514053106307983,0.28130269050598145,0.6662389636039734,0.18811661005020142,0.4954058527946472,0.13535729050636292,0.5696388483047485,0.1697147786617279,0.44050168991088867,0.2430626004934311,0.277639776468277,0.539380669593811,0.2078341841697693,0.1944931447505951,0.20430970191955566
the,0.3733934462070465,0.48711544275283813,0.3521348536014557,1.0,0.24330610036849976,0.5171257257461548,0.16098161041736603,0.733189046382904,0.2068762183189392,0.4565047025680542,0.28907305002212524,0.2558774948120117,0.5829201340675354,0.23747070133686066,0.2508925497531891,0.22068053483963013
company,0.2383776307106018,0.2293137013912201,0.14068835973739624,0.26591673493385315,0.22260580956935883,0.23788511753082275,0.470624715089798,0.20467796921730042,0.16210390627384186,0.21655593812465668,0.3027794659137726,0.1322009563446045,0.22037413716316223,0.09300314635038376,0.1571546047925949,0.12195809185504913
after,0.32549580931663513,0.49306565523147583,0.4528660774230957,0.4565047025680542,0.25286588072776794,0.3765919506549835,0.13435561954975128,0.3867455720901489,0.20314010977745056,1.0,0.20644427835941315,0.3252882957458496,0.3831600844860077,0.15879827737808228,0.19542589783668518,0.16608688235282898
suffering,0.2780556380748749,0.2591327726840973,0.08898212015628815,0.2523275911808014,0.1669607311487198,0.21953801810741425,0.11603939533233643,0.25025078654289246,0.09001512080430984,0.31763479113578796,0.21906286478042603,0.752670168876648,0.2802475094795227,0.39765504002571106,0.29822656512260437,0.12642043828964233
a,0.36608949303627014,0.4508470594882965,0.3292267918586731,0.5829201340675354,0.16959697008132935,0.3739250600337982,0.12584517896175385,0.5052502155303955,0.21331243216991425,0.3831600844860077,0.29056107997894287,0.2735525667667389,1.0,0.2465386986732483,0.2556389570236206,0.23916715383529663
heart,0.1650623083114624,0.23247237503528595,0.09980621188879013,0.23747070133686066,0.18293505907058716,0.25639602541923523,0.14762353897094727,0.21639685332775116,0.11522094905376434,0.15879827737808228,0.21920645236968994,0.2970992624759674,0.2465386986732483,1.0000001192092896,0.5163317918777466,0.11825142055749893
attack,0.2050056904554367,0.22693441808223724,0.1192854717373848,0.2508925497531891,0.16285334527492523,0.24922382831573486,0.11216490715742111,0.20644454658031464,0.08515200018882751,0.19542589783668518,0.1468750685453415,0.3055625855922699,0.2556389570236206,0.5163317918777466,1.0,0.126759335398674
.,0.3541337847709656,0.40146201848983765,0.24760639667510986,0.5934505462646484,0.26255303621292114,0.588965117931366,0.17370131611824036,0.5352458953857422,0.2567209303379059,0.35870397090911865,0.2818927466869354,0.14637410640716553,0.50484299659729,0.2621944844722748,0.3003302216529846,0.4130953550338745
