,what,was,the,last,doctor,who,episode,that,dudley,simpson,wrote,music,for,?
pertwee/tom,0.29618772864341736,0.3396742641925812,0.3575747013092041,0.31222060322761536,0.4224468767642975,0.3780026137828827,0.40916937589645386,0.3060368299484253,0.4174736440181732,0.3347150981426239,0.2744711637496948,0.2649979293346405,0.2887446880340576,0.29853135347366333
baker,0.1443992257118225,0.23070454597473145,0.23057734966278076,0.2545592486858368,0.24323499202728271,0.2846620976924896,0.19317132234573364,0.12917645275592804,0.31452101469039917,0.24737867712974548,0.1359865516424179,0.18121017515659332,0.1485782116651535,0.1649734377861023
periods,0.21756020188331604,0.15220573544502258,0.27702534198760986,0.2687348425388336,0.1486486792564392,0.16850873827934265,0.19124655425548553,0.26062262058258057,0.08572567999362946,0.015357897616922855,0.18762141466140747,0.18622371554374695,0.289463609457016,0.167264923453331
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.20407600700855255,0.3365725874900818,0.18198037147521973,0.4137537479400635,0.33135104179382324,0.25540685653686523,0.27225261926651,0.30347302556037903,0.4464869201183319,0.31091248989105225
ending,0.18526051938533783,0.21682487428188324,0.3726840615272522,0.3255360722541809,0.15020909905433655,0.11476068943738937,0.27905040979385376,0.2724566161632538,0.08472976088523865,0.1690700650215149,0.2143162488937378,0.15426108241081238,0.2565373480319977,0.14182089269161224
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.1975114792585373,0.17277967929840088,0.3282766342163086,0.2304430603981018,0.4154358208179474,0.19627678394317627,0.16616053879261017,0.18946580588817596,0.23035649955272675,0.39140474796295166,0.2433311939239502
the,0.42745697498321533,0.48711544275283813,1.0,0.3698786795139313,0.2820442318916321,0.3733934462070465,0.25342556834220886,0.5473989248275757,0.21380428969860077,0.23521888256072998,0.2426944375038147,0.2714049816131592,0.4739971458911896,0.22068053483963013
horns,0.15901176631450653,0.11280150711536407,0.17515531182289124,0.11089920997619629,0.06528892368078232,0.13637501001358032,0.13003595173358917,0.18316593766212463,0.12676727771759033,0.10728704929351807,0.14038948714733124,0.24179422855377197,0.17688149213790894,0.12250912934541702
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.3052992522716522,0.16895952820777893,0.2827862501144409,0.17369085550308228,0.41498205065727234,0.22010725736618042,0.1791120320558548,0.30241408944129944,0.25892743468284607,0.4185989499092102,0.1826142966747284
nimon,0.1749892681837082,0.25508198142051697,0.30179402232170105,0.2547799050807953,0.24276603758335114,0.2906084358692169,0.3041716516017914,0.23258216679096222,0.23231573402881622,0.2049105018377304,0.2704639434814453,0.1651521623134613,0.211270272731781,0.20897544920444489
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.290768563747406,0.1570640504360199,0.2443375140428543,0.19250941276550293,0.2264307141304016,0.27494165301322937,0.15098623931407928,0.16633541882038116,0.17256039381027222,0.3357032239437103,0.40561532974243164
1979,0.17707666754722595,0.1920030564069748,0.3323744237422943,0.1813759058713913,0.13568224012851715,0.215601846575737,0.13817265629768372,0.2636651396751404,0.1055729016661644,0.1031390130519867,0.073895163834095,4.061367508256808e-05,0.12817136943340302,0.09159877151250839
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.30915912985801697,0.1509941965341568,0.2457384318113327,0.1890215277671814,0.23478686809539795,0.25012093782424927,0.13731203973293304,0.18445713818073273,0.18973706662654877,0.3639558255672455,0.42300865054130554
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.3548945486545563,0.22361043095588684,0.3541337847709656,0.23102888464927673,0.4460422694683075,0.2620043158531189,0.29926401376724243,0.2480330765247345,0.3013017475605011,0.4726039469242096,0.4130953550338745
