,what,brand,sponsored,the,``,crash,the,super,bowl,'',contest,?
longtime,0.10752114653587341,0.23659294843673706,0.2895278334617615,0.2717287242412567,-0.052495457231998444,0.12827453017234802,0.2717287242412567,0.13511623442173004,0.13373984396457672,-0.03334547206759453,0.1659134477376938,0.07657656818628311
sponsor,0.12293374538421631,0.37060442566871643,0.8300502896308899,0.251558393239975,-0.03282247483730316,0.13107220828533173,0.251558393239975,0.15293210744857788,0.14598821103572845,-0.0656292513012886,0.23389379680156708,0.10142356157302856
of,0.33290785551071167,0.13266319036483765,0.21318376064300537,0.733189046382904,0.06780257821083069,0.19993825256824493,0.733189046382904,0.14718765020370483,0.2243070751428604,0.13035868108272552,0.2265491932630539,0.1826142966747284
the,0.42745697498321533,0.18590734899044037,0.2539086937904358,1.0,0.029072100296616554,0.22774840891361237,1.0,0.21959073841571808,0.21576224267482758,0.041273195296525955,0.25173527002334595,0.22068053483963013
game,0.2246788740158081,0.2098376601934433,0.17864055931568146,0.285271555185318,-0.06292625516653061,0.3072862923145294,0.285271555185318,0.3480181396007538,0.2413962334394455,0.07443881779909134,0.24918979406356812,0.1829071193933487
",",0.3087472915649414,0.26502054929733276,0.17832541465759277,0.4933079481124878,0.09681109338998795,0.2718193829059601,0.4933079481124878,0.22322475910186768,0.1810409277677536,-0.037358131259679794,0.26351213455200195,0.31091248989105225
held,0.0974166989326477,0.19108062982559204,0.3430180251598358,0.32185450196266174,-0.018358707427978516,0.10157875716686249,0.32185450196266174,0.1602509617805481,0.1913566142320633,-0.060258932411670685,0.28594648838043213,0.14103956520557404
its,0.30393704771995544,0.23890109360218048,0.21351934969425201,0.559237003326416,0.06146819889545441,0.17916423082351685,0.559237003326416,0.14685668051242828,0.15285100042819977,-0.001744768233038485,0.14400608837604523,0.15103481709957123
``,0.008517155423760414,-0.10335689038038254,-0.16573815047740936,0.029072100296616554,1.0,-0.04089120030403137,0.029072100296616554,0.012585706077516079,-0.004176590591669083,-0.09173435717821121,0.04525066912174225,0.0685480609536171
crash,0.20558272302150726,0.12493734806776047,0.11835542321205139,0.22774840891361237,-0.04089120030403137,1.0,0.22774840891361237,0.2481457144021988,0.10602368414402008,-0.03710440918803215,0.1699630171060562,0.10927160084247589
the,0.42745697498321533,0.18590734899044037,0.2539086937904358,1.0,0.029072100296616554,0.22774840891361237,1.0,0.21959073841571808,0.21576224267482758,0.041273195296525955,0.25173527002334595,0.22068053483963013
super,0.13651713728904724,0.19824068248271942,0.1619618982076645,0.21959073841571808,0.012585706077516079,0.2481457144021988,0.21959073841571808,1.0000001192092896,0.4848237931728363,-0.02655862085521221,0.16601161658763885,0.166326642036438
bowl,0.15942467749118805,0.13646726310253143,0.15806248784065247,0.21576224267482758,-0.004176590591669083,0.10602368414402008,0.21576224267482758,0.4848237931728363,1.0,-0.008809788152575493,0.20366907119750977,0.21118052303791046
'',0.08143015950918198,0.13272756338119507,-0.03241896256804466,0.041273195296525955,-0.09173435717821121,-0.03710440918803215,0.041273195296525955,-0.02655862085521221,-0.008809788152575493,1.0,0.07599218189716339,0.018684765323996544
contest,0.23279163241386414,0.27936193346977234,0.24587011337280273,0.25173527002334595,0.04525066912174225,0.1699630171060562,0.25173527002334595,0.16601161658763885,0.20366907119750977,0.07599218189716339,1.0000001192092896,0.18081821501255035
that,0.6297725439071655,0.20620881021022797,0.2073379009962082,0.5473989248275757,0.05285148695111275,0.19628146290779114,0.5473989248275757,0.18258553743362427,0.10987387597560883,0.007880004122853279,0.18732452392578125,0.32716336846351624
allowed,0.2693612575531006,0.1743481308221817,0.3220962882041931,0.2985120713710785,0.06970605254173279,0.13877232372760773,0.2985120713710785,0.16178861260414124,0.14780659973621368,-0.006666950415819883,0.14896993339061737,0.2309964895248413
viewers,0.29856956005096436,0.22432440519332886,0.21140091121196747,0.24207380414009094,-0.031395092606544495,0.1654842495918274,0.24207380414009094,0.23741967976093292,0.2652997076511383,-0.016816217452287674,0.2705657482147217,0.2274174839258194
to,0.455847829580307,0.2430490255355835,0.1753130853176117,0.535392165184021,0.06720756739377975,0.18840226531028748,0.535392165184021,0.17783479392528534,0.16993016004562378,-0.009905828163027763,0.20070356130599976,0.29463258385658264
create,0.2962724268436432,0.20952412486076355,0.21266044676303864,0.25265660881996155,-5.6175398640334606e-05,0.17270520329475403,0.25265660881996155,0.21969249844551086,0.1438857913017273,0.048974115401506424,0.16609270870685577,0.300167441368103
their,0.35142919421195984,0.2283676415681839,0.16712595522403717,0.516537070274353,0.05465886741876602,0.10633789002895355,0.516537070274353,0.14342328906059265,0.1663845032453537,0.011550518684089184,0.18711251020431519,0.1898253709077835
own,0.35062843561172485,0.2579781711101532,0.2314509004354477,0.334675133228302,0.0022472564596682787,0.15952183306217194,0.334675133228302,0.10335887968540192,0.05038973689079285,0.007983271963894367,0.22296983003616333,0.1937696635723114
doritos,0.23697175085544586,0.18697312474250793,0.2024277001619339,0.2968476712703705,-0.019051872193813324,0.2516134977340698,0.2968476712703705,0.21040309965610504,0.15428942441940308,-0.002098969416692853,0.22860608994960785,0.2596014738082886
ads,0.2199193388223648,0.2876976728439331,0.23155970871448517,0.18265272676944733,-0.096687912940979,0.16021916270256042,0.18265272676944733,0.13339225947856903,0.1365683674812317,-0.06044115126132965,0.14581017196178436,0.24816089868545532
for,0.3017193675041199,0.22029200196266174,0.26302003860473633,0.4739971458911896,0.01270448137074709,0.13132241368293762,0.4739971458911896,0.22938419878482819,0.24430087208747864,-0.04479556903243065,0.2538227438926697,0.264628142118454
a,0.3320399522781372,0.21772219240665436,0.18844401836395264,0.5829201340675354,0.07272057235240936,0.2545112371444702,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.04890415817499161,0.229091614484787,0.23916715383529663
chance,0.3029831349849701,0.19480037689208984,0.12466948479413986,0.26683303713798523,0.013458652421832085,0.22613121569156647,0.26683303713798523,0.12130912393331528,0.1688411682844162,-0.02797381393611431,0.2877986431121826,0.274066299200058
to,0.455847829580307,0.2430490255355835,0.1753130853176117,0.535392165184021,0.06720756739377975,0.18840226531028748,0.535392165184021,0.17783479392528534,0.16993016004562378,-0.009905828163027763,0.20070356130599976,0.29463258385658264
have,0.39808809757232666,0.18271255493164062,0.15059465169906616,0.40389683842658997,0.1022237241268158,0.17644590139389038,0.40389683842658997,0.19903038442134857,0.19536113739013672,0.0312618687748909,0.14304040372371674,0.32991164922714233
it,0.45803478360176086,0.2514258027076721,0.18296325206756592,0.6251175999641418,0.035206809639930725,0.18906952440738678,0.6251175999641418,0.19638319313526154,0.1748591959476471,-0.016964951530098915,0.20310786366462708,0.25732165575027466
aired,0.1692323386669159,0.260457843542099,0.25455060601234436,0.2525516450405121,-0.037323497235774994,0.18450064957141876,0.2525516450405121,0.22168377041816711,0.1768631637096405,-0.001198898651637137,0.23271557688713074,0.22283338010311127
during,0.24137552082538605,0.11821993440389633,0.19366081058979034,0.4838213622570038,0.007871326059103012,0.1704915314912796,0.4838213622570038,0.16951335966587067,0.22041946649551392,-0.08359146863222122,0.2021019011735916,0.1325719803571701
the,0.42745697498321533,0.18590734899044037,0.2539086937904358,1.0,0.029072100296616554,0.22774840891361237,1.0,0.21959073841571808,0.21576224267482758,0.041273195296525955,0.25173527002334595,0.22068053483963013
game,0.2246788740158081,0.2098376601934433,0.17864055931568146,0.285271555185318,-0.06292625516653061,0.3072862923145294,0.285271555185318,0.3480181396007538,0.2413962334394455,0.07443881779909134,0.24918979406356812,0.1829071193933487
.,0.3567904531955719,0.1755143702030182,0.19480463862419128,0.5934505462646484,0.05720457062125206,0.22298724949359894,0.5934505462646484,0.2757420241832733,0.21516893804073334,-0.07181349396705627,0.20280277729034424,0.4130953550338745
