,what,company,won,a,free,advertisement,due,to,the,quickbooks,contest,?
",",0.3087472915649414,0.2697763442993164,0.35968565940856934,0.427140474319458,0.2434854805469513,0.20957398414611816,0.3106630742549896,0.44245919585227966,0.4933079481124878,0.34557226300239563,0.26351213455200195,0.31091248989105225
in,0.30808621644973755,0.22141718864440918,0.3280489146709442,0.539380669593811,0.25575435161590576,0.18713390827178955,0.2516716718673706,0.45010748505592346,0.6662389636039734,0.27834874391555786,0.3096996545791626,0.20430970191955566
which,0.5261979103088379,0.25990763306617737,0.15727952122688293,0.56894451379776,0.25454452633857727,0.21595683693885803,0.26323074102401733,0.5345056653022766,0.6521818041801453,0.3840883672237396,0.18239639699459076,0.25814583897590637
death,0.2267695665359497,0.1059088408946991,0.1303234100341797,0.16249743103981018,0.12239740043878555,0.12088068574666977,0.14663876593112946,0.19568277895450592,0.21438048779964447,0.14537860453128815,0.10098680108785629,0.21149799227714539
wish,0.4103936553001404,0.20549477636814117,0.21930664777755737,0.2952733337879181,0.24624298512935638,0.2508520781993866,0.15786908566951752,0.4275972843170166,0.25205081701278687,0.3157390058040619,0.16978420317173004,0.35864195227622986
coffee,0.20077385008335114,0.23402269184589386,0.11501673609018326,0.2200593799352646,0.14819340407848358,0.2647891640663147,0.11628520488739014,0.1756085306406021,0.20381483435630798,0.28235989809036255,0.17565950751304626,0.1695348024368286
had,0.23849567770957947,0.19269630312919617,0.3003121316432953,0.34897568821907043,0.10895809531211853,0.1723053753376007,0.24372361600399017,0.37984350323677063,0.3875846862792969,0.2560007870197296,0.17754459381103516,0.20728366076946259
a,0.3320399522781372,0.22037413716316223,0.22534137964248657,1.0,0.23877057433128357,0.22613872587680817,0.2190696746110916,0.45503583550453186,0.5829201340675354,0.3290599584579468,0.229091614484787,0.23916715383529663
30-second,0.2115969955921173,0.05657489225268364,0.259460985660553,0.3324473798274994,0.17601285874843597,0.06229706481099129,0.1609683334827423,0.265219122171402,0.3721327483654022,0.25064828991889954,0.1457606554031372,0.18454498052597046
commercial,0.12070754915475845,0.2870384752750397,0.14020659029483795,0.2696971893310547,0.22110521793365479,0.36191609501838684,0.2727236747741699,0.2572329044342041,0.23051398992538452,0.28941214084625244,0.1535993218421936,0.04216946288943291
aired,0.1692323386669159,0.1785302758216858,0.21412378549575806,0.1767585724592209,0.13047800958156586,0.1595616638660431,0.25667229294776917,0.18075093626976013,0.2525516450405121,0.2540830969810486,0.23271557688713074,0.22283338010311127
free,0.22754132747650146,0.16017454862594604,0.11954578012228012,0.23877057433128357,1.0,0.2641090154647827,0.10862275213003159,0.2913753390312195,0.22231732308864594,0.3495238125324249,0.15106257796287537,0.1278279572725296
of,0.33290785551071167,0.20467796921730042,0.20832067728042603,0.5052502155303955,0.2430545836687088,0.07516897469758987,0.2533245384693146,0.41548454761505127,0.733189046382904,0.2620433568954468,0.2265491932630539,0.1826142966747284
charge,0.23255030810832977,0.20915955305099487,0.13928905129432678,0.2415132075548172,0.22856684029102325,0.1779041290283203,0.1416051834821701,0.22747951745986938,0.2730984687805176,0.18210305273532867,0.1310151219367981,0.0958876758813858
courtesy,0.29687967896461487,0.1326783150434494,0.14671337604522705,0.22637400031089783,0.15509194135665894,0.2313777059316635,0.23125877976417542,0.26306912302970886,0.2154114693403244,0.3523602783679962,0.24623355269432068,0.34395626187324524
of,0.33290785551071167,0.20467796921730042,0.20832067728042603,0.5052502155303955,0.2430545836687088,0.07516897469758987,0.2533245384693146,0.41548454761505127,0.733189046382904,0.2620433568954468,0.2265491932630539,0.1826142966747284
quickbooks,0.32950910925865173,0.2871352434158325,0.19560450315475464,0.3290599584579468,0.3495238125324249,0.36312341690063477,0.2437475621700287,0.388448566198349,0.31170687079429626,1.0,0.15614621341228485,0.33220136165618896
.,0.3567904531955719,0.266353577375412,0.3011801838874817,0.50484299659729,0.238864928483963,0.22056788206100464,0.19861014187335968,0.4645031690597534,0.5934505462646484,0.35264942049980164,0.20280277729034424,0.4130953550338745
