,what,did,mote,think,the,yuan,class,system,really,represented,?
person,0.41527870297431946,0.230915367603302,0.16868329048156738,0.39047741889953613,0.3487054407596588,0.20560964941978455,0.17457152903079987,0.2800223231315613,0.3958205282688141,0.14902165532112122,0.324093222618103
's,0.02692362666130066,0.05069678649306297,0.09774325788021088,0.015562640503048897,-0.01540423184633255,0.01965653896331787,-0.017892489209771156,0.04329425096511841,0.033575400710105896,0.09158138185739517,-0.023395681753754616
standing,0.19543994963169098,0.256275475025177,0.20857833325862885,0.24237921833992004,0.32312217354774475,0.16596516966819763,0.1770707666873932,0.16600073873996735,0.24881035089492798,0.24369169771671295,0.11972658336162567
within,0.2498195916414261,0.15734176337718964,0.15398618578910828,0.21521104872226715,0.39827480912208557,0.15617184340953827,0.17449864745140076,0.28371384739875793,0.24547171592712402,0.2183355987071991,0.1870293766260147
the,0.42745697498321533,0.34736719727516174,0.2048702836036682,0.3102172613143921,1.0,0.2548272907733917,0.18034407496452332,0.3233085572719574,0.3639739453792572,0.3256146013736725,0.22068053483963013
classes,0.20746955275535583,0.19076485931873322,0.051787931472063065,0.2234298437833786,0.21469499170780182,0.17328386008739471,0.7096753120422363,0.1976381242275238,0.15810607373714447,0.14096848666667938,0.14397528767585754
was,0.22111038863658905,0.41399896144866943,0.22490952908992767,0.245719313621521,0.48711544275283813,0.19482262432575226,0.12477036565542221,0.2147521674633026,0.25870808959007263,0.28321829438209534,0.18412111699581146
not,0.5449194312095642,0.6481515765190125,0.1636262983083725,0.5479815602302551,0.4310511648654938,0.13675616681575775,0.1832761913537979,0.25763750076293945,0.6162753701210022,0.20617760717868805,0.41942933201789856
a,0.3320399522781372,0.2552328109741211,0.19878526031970978,0.35850703716278076,0.5829201340675354,0.18084076046943665,0.23462694883346558,0.2589043080806732,0.4043869972229004,0.3039659857749939,0.23916715383529663
guarantee,0.3311726450920105,0.3308688998222351,0.15561389923095703,0.37314745783805847,0.31387829780578613,0.14458954334259033,0.1847032606601715,0.2888295352458954,0.3486952781677246,0.18595314025878906,0.28807559609413147
of,0.33290785551071167,0.2513895630836487,0.2205207645893097,0.2625778615474701,0.733189046382904,0.22696353495121002,0.19740594923496246,0.25597915053367615,0.28025540709495544,0.3891753554344177,0.1826142966747284
their,0.35142919421195984,0.38078752160072327,0.23987193405628204,0.26494300365448,0.516537070274353,0.18182556331157684,0.19463683664798737,0.22435083985328674,0.2958415746688843,0.16984786093235016,0.1898253709077835
standing,0.19543994963169098,0.256275475025177,0.20857833325862885,0.24237921833992004,0.32312217354774475,0.16596516966819763,0.1770707666873932,0.16600073873996735,0.24881035089492798,0.24369169771671295,0.11972658336162567
",",0.3087472915649414,0.3015086054801941,0.2271718680858612,0.3095206320285797,0.4933079481124878,0.20958951115608215,0.1753857135772705,0.18439900875091553,0.31353938579559326,0.3088570833206177,0.31091248989105225
since,0.29783400893211365,0.27613121271133423,0.13697519898414612,0.3333882689476013,0.4054957628250122,0.13567188382148743,0.11163710057735443,0.16340304911136627,0.33874496817588806,0.2741992175579071,0.2876587212085724
there,0.35085538029670715,0.29736605286598206,0.23500965535640717,0.37467920780181885,0.47025805711746216,0.15268465876579285,0.1560887098312378,0.19495093822479248,0.4350855350494385,0.26125791668891907,0.29405656456947327
were,0.22298263013362885,0.4162326455116272,0.2555443346500397,0.26015451550483704,0.3906462490558624,0.19657303392887115,0.17030099034309387,0.1800099015235901,0.2176922708749771,0.2571416199207306,0.17890112102031708
rich,0.22860300540924072,0.16406011581420898,0.2797887325286865,0.1655552238225937,0.2007024586200714,0.11628105491399765,0.2174953818321228,0.015938198193907738,0.22551199793815613,0.14363114535808563,0.13849185407161713
and,0.31309178471565247,0.34479495882987976,0.2595386207103729,0.30740439891815186,0.5171257257461548,0.22359056770801544,0.20710228383541107,0.231138214468956,0.31692802906036377,0.2506123185157776,0.20544172823429108
well,0.4154493808746338,0.4341743588447571,0.3039664924144745,0.39401528239250183,0.42630070447921753,0.09698395431041718,0.21077598631381989,0.2583600878715515,0.43651282787323,0.26570385694503784,0.24815571308135986
socially,0.2431422770023346,0.20166553556919098,0.2172519713640213,0.3353855013847351,0.18457017838954926,0.06046220660209656,0.22072775661945343,0.17840254306793213,0.37305042147636414,0.208628848195076,0.13515418767929077
standing,0.19543994963169098,0.256275475025177,0.20857833325862885,0.24237921833992004,0.32312217354774475,0.16596516966819763,0.1770707666873932,0.16600073873996735,0.24881035089492798,0.24369169771671295,0.11972658336162567
chinese,0.11643128097057343,0.19065357744693756,0.18092644214630127,0.18768835067749023,0.2785343527793884,0.5665212273597717,0.16544924676418304,0.2205471247434616,0.16881737112998962,0.17838887870311737,0.20843194425106049
while,0.35511791706085205,0.3330625295639038,0.21402987837791443,0.37481528520584106,0.39804592728614807,0.1749042421579361,0.19063960015773773,0.17709384858608246,0.40583929419517517,0.15651492774486542,0.21076419949531555
there,0.35085538029670715,0.29736605286598206,0.23500965535640717,0.37467920780181885,0.47025805711746216,0.15268465876579285,0.1560887098312378,0.19495093822479248,0.4350855350494385,0.26125791668891907,0.29405656456947327
were,0.22298263013362885,0.4162326455116272,0.2555443346500397,0.26015451550483704,0.3906462490558624,0.19657303392887115,0.17030099034309387,0.1800099015235901,0.2176922708749771,0.2571416199207306,0.17890112102031708
less,0.31119704246520996,0.1984580159187317,0.13864359259605408,0.404102623462677,0.29185041785240173,0.16002900898456573,0.16479140520095825,0.22348380088806152,0.4266945719718933,0.1535203456878662,0.22418740391731262
rich,0.22860300540924072,0.16406011581420898,0.2797887325286865,0.1655552238225937,0.2007024586200714,0.11628105491399765,0.2174953818321228,0.015938198193907738,0.22551199793815613,0.14363114535808563,0.13849185407161713
mongol,0.15870186686515808,0.17534953355789185,0.17994002997875214,0.18655820190906525,0.2924198508262634,0.5039428472518921,0.12757331132888794,0.18115635216236115,0.16235610842704773,0.07734888792037964,0.12849251925945282
and,0.31309178471565247,0.34479495882987976,0.2595386207103729,0.30740439891815186,0.5171257257461548,0.22359056770801544,0.20710228383541107,0.231138214468956,0.31692802906036377,0.2506123185157776,0.20544172823429108
semu,0.14724323153495789,0.09489951282739639,0.16195030510425568,0.1794392317533493,0.2706955075263977,0.33350616693496704,0.2376808226108551,0.2658689022064209,0.11407379060983658,0.16862063109874725,0.22317923605442047
than,0.29388150572776794,0.24820660054683685,0.13105382025241852,0.3669995665550232,0.3227543234825134,0.2070830762386322,0.15766671299934387,0.19727610051631927,0.383975625038147,0.21716128289699554,0.24917294085025787
there,0.35085538029670715,0.29736605286598206,0.23500965535640717,0.37467920780181885,0.47025805711746216,0.15268465876579285,0.1560887098312378,0.19495093822479248,0.4350855350494385,0.26125791668891907,0.29405656456947327
were,0.22298263013362885,0.4162326455116272,0.2555443346500397,0.26015451550483704,0.3906462490558624,0.19657303392887115,0.17030099034309387,0.1800099015235901,0.2176922708749771,0.2571416199207306,0.17890112102031708
mongol,0.15870186686515808,0.17534953355789185,0.17994002997875214,0.18655820190906525,0.2924198508262634,0.5039428472518921,0.12757331132888794,0.18115635216236115,0.16235610842704773,0.07734888792037964,0.12849251925945282
and,0.31309178471565247,0.34479495882987976,0.2595386207103729,0.30740439891815186,0.5171257257461548,0.22359056770801544,0.20710228383541107,0.231138214468956,0.31692802906036377,0.2506123185157776,0.20544172823429108
semu,0.14724323153495789,0.09489951282739639,0.16195030510425568,0.1794392317533493,0.2706955075263977,0.33350616693496704,0.2376808226108551,0.2658689022064209,0.11407379060983658,0.16862063109874725,0.22317923605442047
who,0.40942975878715515,0.34038686752319336,0.24427224695682526,0.3902704119682312,0.3733934462070465,0.20351146161556244,0.17484316229820251,0.1550477296113968,0.4232684373855591,0.17065028846263885,0.26220351457595825
lived,0.18411467969417572,0.2549818158149719,0.2388826161623001,0.16754472255706787,0.2897515296936035,0.10524705797433853,0.1470005214214325,0.10199832916259766,0.2097037136554718,0.24607634544372559,0.1798510104417801
in,0.30808621644973755,0.2593238651752472,0.200958713889122,0.23837615549564362,0.6662389636039734,0.14850552380084991,0.1761927455663681,0.21978288888931274,0.2523984909057617,0.33309870958328247,0.20430970191955566
poverty,0.20925714075565338,0.146656334400177,0.18511651456356049,0.23035497963428497,0.20494918525218964,0.2093716710805893,0.20497596263885498,0.08383291959762573,0.22184424102306366,0.18117839097976685,0.16537553071975708
and,0.31309178471565247,0.34479495882987976,0.2595386207103729,0.30740439891815186,0.5171257257461548,0.22359056770801544,0.20710228383541107,0.231138214468956,0.31692802906036377,0.2506123185157776,0.20544172823429108
were,0.22298263013362885,0.4162326455116272,0.2555443346500397,0.26015451550483704,0.3906462490558624,0.19657303392887115,0.17030099034309387,0.1800099015235901,0.2176922708749771,0.2571416199207306,0.17890112102031708
ill,0.1912720948457718,0.3117789030075073,0.25270605087280273,0.22949188947677612,0.17770197987556458,0.06951601803302765,0.12301924079656601,0.09867848455905914,0.27476659417152405,0.11834295839071274,0.15247376263141632
treated,0.30911949276924133,0.32099777460098267,0.15167003870010376,0.3436947762966156,0.26177066564559937,0.12349949032068253,0.11798348277807236,0.17301493883132935,0.29539868235588074,0.33282169699668884,0.20855045318603516
.,0.3567904531955719,0.35288307070732117,0.23505349457263947,0.31119775772094727,0.5934505462646484,0.17233723402023315,0.24688394367694855,0.2277725487947464,0.32864809036254883,0.26645728945732117,0.4130953550338745
