,what,were,the,years,two,regulations,that,conflicted,with,an,italian,law,originate,in,the,simmenthal,spa,case,?
of,0.33290785551071167,0.34038281440734863,0.733189046382904,0.2904134690761566,0.37726253271102905,0.24404282867908478,0.41498205065727234,0.22336991131305695,0.41827285289764404,0.32280945777893066,0.20819662511348724,0.2816956341266632,0.2774103581905365,0.5696388483047485,0.733189046382904,0.26596641540527344,0.20652975142002106,0.24743439257144928,0.1826142966747284
1970,-0.04533620923757553,0.10516884177923203,0.013761552982032299,0.04817329719662666,0.020508291199803352,0.0033335110638290644,-0.06732507795095444,0.05549177899956703,0.028211066499352455,-0.04249673709273338,0.03550082817673683,-0.011118251830339432,0.00698569742962718,0.052265819162130356,0.013761552982032299,0.10523158311843872,0.0787455141544342,-0.03958597034215927,-0.007446378003805876
for,0.3017193675041199,0.33592689037323,0.4739971458911896,0.2878222167491913,0.34734001755714417,0.29771095514297485,0.4137635827064514,0.1804390698671341,0.39140474796295166,0.3236706852912903,0.18703393638134003,0.1650637686252594,0.12992353737354279,0.4322226941585541,0.4739971458911896,0.18346551060676575,0.19077621400356293,0.30355575680732727,0.264628142118454
importing,0.34119799733161926,0.1979476660490036,0.267599493265152,0.16387228667736053,0.16321662068367004,0.3843744099140167,0.36546969413757324,0.3130863904953003,0.2504892647266388,0.1795693337917328,0.0946367084980011,0.21698246896266937,0.19300667941570282,0.2097962200641632,0.267599493265152,0.1292889267206192,0.16811291873455048,0.28900963068008423,0.3787722587585449
beef,0.15624041855335236,0.1891089677810669,0.1725420504808426,0.10169355571269989,0.15835890173912048,0.24214276671409607,0.16078932583332062,0.1088397279381752,0.16091082990169525,0.11211829632520676,0.13892090320587158,0.120012067258358,0.15711598098278046,0.16856670379638672,0.1725420504808426,0.29156431555747986,0.3446476459503174,0.18661163747310638,0.20306159555912018
from,0.2737620174884796,0.29991888999938965,0.40150508284568787,0.31063511967658997,0.25732070207595825,0.17854002118110657,0.3477667272090912,0.20757880806922913,0.26272761821746826,0.20876385271549225,0.1760130226612091,0.19070591032505035,0.33798637986183167,0.4274188280105591,0.40150508284568787,0.16298039257526398,0.044380705803632736,0.19219538569450378,0.19969791173934937
france,0.17793065309524536,0.24330811202526093,0.35517507791519165,0.22875502705574036,0.2037719339132309,0.12892523407936096,0.21517932415008545,0.20782902836799622,0.20020143687725067,0.152912437915802,0.28557464480400085,0.21867059171199799,0.12545011937618256,0.3812309503555298,0.35517507791519165,0.23432980477809906,0.2336352914571762,0.20046505331993103,0.15069349110126495
to,0.455847829580307,0.31913647055625916,0.535392165184021,0.23891852796077728,0.3343428373336792,0.2838025987148285,0.5436353087425232,0.22922003269195557,0.4239959120750427,0.3138085603713989,0.12072206288576126,0.259207159280777,0.3088313639163971,0.45010748505592346,0.535392165184021,0.18487074971199036,0.1610560417175293,0.3172709345817566,0.29463258385658264
italy,0.16949890553951263,0.21057331562042236,0.2633645832538605,0.2184305340051651,0.1952686309814453,0.1756974458694458,0.17940302193164825,0.11381026357412338,0.18881605565547943,0.1049756184220314,0.6474564671516418,0.09191471338272095,0.13082782924175262,0.3334544897079468,0.2633645832538605,0.18828828632831573,0.2677241861820221,0.1242690235376358,0.11567100137472153
was,0.22111038863658905,0.590133786201477,0.48711544275283813,0.35855233669281006,0.27166637778282166,0.17856933176517487,0.33670201897621155,0.2099931836128235,0.27411898970603943,0.3694365322589874,0.27526864409446716,0.21553055942058563,0.22734445333480835,0.45514053106307983,0.48711544275283813,0.25332316756248474,0.1847681999206543,0.18986068665981293,0.18412111699581146
contrary,0.4802809953689575,0.22887811064720154,0.2533678412437439,0.15642952919006348,0.17678149044513702,0.3123321831226349,0.4887920618057251,0.3243446946144104,0.226548969745636,0.207393616437912,0.15687991678714752,0.2917371690273285,0.274120956659317,0.2451411634683609,0.2533678412437439,0.133017435669899,0.12965330481529236,0.334132581949234,0.3430522680282593
to,0.455847829580307,0.31913647055625916,0.535392165184021,0.23891852796077728,0.3343428373336792,0.2838025987148285,0.5436353087425232,0.22922003269195557,0.4239959120750427,0.3138085603713989,0.12072206288576126,0.259207159280777,0.3088313639163971,0.45010748505592346,0.535392165184021,0.18487074971199036,0.1610560417175293,0.3172709345817566,0.29463258385658264
two,0.23363454639911652,0.4493520259857178,0.43858039379119873,0.301040381193161,1.0000001192092896,0.20471309125423431,0.3858162462711334,0.27453696727752686,0.4333336651325226,0.1867314726114273,0.19245563447475433,0.18560174107551575,0.11695890873670578,0.36463531851768494,0.43858039379119873,0.1152854859828949,0.14082615077495575,0.2038683444261551,0.19645625352859497
regulations,0.21871556341648102,0.2787844240665436,0.31027951836586,0.1705998182296753,0.20471309125423431,0.9999998807907104,0.3077736794948578,0.2561753988265991,0.24787288904190063,0.17660343647003174,0.14327333867549896,0.3650396764278412,0.16429342329502106,0.24893879890441895,0.31027951836586,0.20299571752548218,0.16977104544639587,0.25152817368507385,0.17806588113307953
from,0.2737620174884796,0.29991888999938965,0.40150508284568787,0.31063511967658997,0.25732070207595825,0.17854002118110657,0.3477667272090912,0.20757880806922913,0.26272761821746826,0.20876385271549225,0.1760130226612091,0.19070591032505035,0.33798637986183167,0.4274188280105591,0.40150508284568787,0.16298039257526398,0.044380705803632736,0.19219538569450378,0.19969791173934937
1964,-0.0811573788523674,-0.03175492212176323,-0.01880853809416294,-0.07299438118934631,-0.023429132997989655,0.03407042473554611,-0.04103170335292816,0.06011829152703285,-0.0009764161077328026,-0.02463567815721035,-0.16110791265964508,-0.04227618873119354,-0.02976231276988983,0.00943821482360363,-0.01880853809416294,-0.015185048803687096,-0.02134992741048336,-0.03490587696433067,0.041380032896995544
and,0.31309178471565247,0.42175528407096863,0.5171257257461548,0.300204873085022,0.4671151638031006,0.29460906982421875,0.4731321930885315,0.2363303005695343,0.5477725267410278,0.2838519215583801,0.25177788734436035,0.254730761051178,0.18956467509269714,0.4954058527946472,0.5171257257461548,0.23325757682323456,0.23442207276821136,0.2394348531961441,0.20544172823429108
1968,-0.07854823768138885,0.055725548416376114,0.07431387901306152,-0.0035764591302722692,0.05264568701386452,-0.0035508209839463234,-0.023069702088832855,-0.012703741900622845,0.020693374797701836,-0.07470530271530151,-0.09116306900978088,-0.03143744170665741,0.005545744672417641,0.08920387923717499,0.07431387901306152,-0.004921870771795511,0.007563946768641472,0.04193015396595001,-0.08543776720762253
.,0.3567904531955719,0.3378238379955292,0.5934505462646484,0.31919315457344055,0.3524959683418274,0.2695655822753906,0.4460422694683075,0.2543891966342926,0.4446153938770294,0.3581749200820923,0.21152353286743164,0.24482665956020355,0.16736671328544617,0.5591574311256409,0.5934505462646484,0.2968953847885132,0.19771762192249298,0.32712292671203613,0.4130953550338745
