,charles,conrad,and,alan,bean,were,on,what,spacecraft,to,the,moon,?
and,0.23640480637550354,0.2439681440591812,1.0,0.20941360294818878,0.21386843919754028,0.42175528407096863,0.4077630043029785,0.31309178471565247,0.19242209196090698,0.48971283435821533,0.5171257257461548,0.2018347829580307,0.20544172823429108
rookie,0.13609007000923157,0.13312813639640808,0.1566481590270996,0.17269544303417206,0.14952433109283447,0.16584043204784393,0.19121524691581726,0.119657002389431,0.2135375291109085,0.10144312679767609,0.2438497394323349,0.18629314005374908,0.14955708384513855
alan,0.32183611392974854,0.36433014273643494,0.20941360294818878,1.0,0.31189537048339844,0.14903970062732697,0.25406479835510254,0.134607195854187,0.21556535363197327,0.20647886395454407,0.20789864659309387,0.16917753219604492,0.12765617668628693
l.,-0.016738813370466232,-0.0007643632125109434,-0.017862869426608086,0.0033081548754125834,-0.07693225890398026,-0.021123556420207024,0.127570241689682,0.11054152995347977,-0.011537911370396614,-0.004813444335013628,0.06809674203395844,-0.04546527564525604,0.05018472298979759
bean,0.09895964711904526,0.18370896577835083,0.21386843919754028,0.31189537048339844,0.9999999403953552,0.14613460004329681,0.20909035205841064,0.15427419543266296,0.16052685678005219,0.1754371076822281,0.24443063139915466,0.2383604645729065,0.2199403941631317
made,0.15028272569179535,0.13169455528259277,0.34954607486724854,0.16644631326198578,0.1965048611164093,0.32412371039390564,0.37619519233703613,0.23419176042079926,0.24836282432079315,0.3377571105957031,0.3885267674922943,0.18392427265644073,0.17218779027462006
a,0.20142732560634613,0.15481716394424438,0.3739250600337982,0.19186390936374664,0.2558877766132355,0.17203083634376526,0.3848365545272827,0.3320399522781372,0.1892588883638382,0.45503583550453186,0.5829201340675354,0.23150557279586792,0.23916715383529663
precision,0.04638782888650894,0.06885293126106262,0.23773539066314697,0.06785131245851517,0.1101997047662735,0.1508559286594391,0.1680731326341629,0.20072388648986816,0.18704059720039368,0.2581193745136261,0.1824358105659485,0.16584208607673645,0.22088395059108734
landing,0.18966786563396454,0.18890689313411713,0.1899331510066986,0.13692796230316162,0.09657233953475952,0.20515987277030945,0.31166619062423706,0.17083740234375,0.4569951593875885,0.27316537499427795,0.24055521190166473,0.3334655165672302,0.11133739352226257
on,0.2223377376794815,0.21529193222522736,0.4077630043029785,0.25406479835510254,0.20909035205841064,0.2774328887462616,0.9999999403953552,0.34226128458976746,0.20470470190048218,0.41031414270401,0.5107308030128479,0.20249907672405243,0.2714994251728058
apollo,0.21982842683792114,0.26741573214530945,0.15251155197620392,0.2233792543411255,0.1760236620903015,0.183358833193779,0.16069947183132172,0.13561789691448212,0.5222378373146057,0.23190522193908691,0.2169172167778015,0.512973427772522,0.191528782248497
12,0.0604214146733284,0.01451273076236248,0.18034417927265167,-0.06854252517223358,0.2192171812057495,0.1640433669090271,0.14110936224460602,0.1696145385503769,0.056220218539237976,0.22845682501792908,0.28907760977745056,0.12179964780807495,0.10021790862083435
within,0.08748653531074524,0.12919208407402039,0.35049548745155334,0.04198157414793968,0.11134304851293564,0.19996105134487152,0.2702226936817169,0.2498195916414261,0.2410249412059784,0.34980177879333496,0.39827480912208557,0.19297604262828827,0.1870293766260147
walking,0.15235120058059692,0.08600176125764847,0.23937377333641052,0.20733773708343506,0.14982804656028748,0.17676614224910736,0.24367409944534302,0.24905268847942352,0.1573512703180313,0.212619811296463,0.22236526012420654,0.21984151005744934,0.14641889929771423
distance,0.14012837409973145,0.12257439643144608,0.25180765986442566,0.11743772774934769,0.11018303036689758,0.16949033737182617,0.1673055738210678,0.18809965252876282,0.2981283366680145,0.26426711678504944,0.26146480441093445,0.2918136715888977,0.05407539755105972
of,0.22512592375278473,0.23755612969398499,0.5116966962814331,0.13826394081115723,0.1939946860074997,0.34038281440734863,0.3966929316520691,0.33290785551071167,0.16566437482833862,0.41548454761505127,0.733189046382904,0.18815091252326965,0.1826142966747284
the,0.20777860283851624,0.20398280024528503,0.5171257257461548,0.20789864659309387,0.24443063139915466,0.3906462490558624,0.5107308030128479,0.42745697498321533,0.21476294100284576,0.535392165184021,1.0,0.23613092303276062,0.22068053483963013
surveyor,0.28735074400901794,0.3274194598197937,0.23860572278499603,0.17989268898963928,0.12362311035394669,0.20548449456691742,0.1993754506111145,0.2449166178703308,0.40501880645751953,0.2366403043270111,0.2486654818058014,0.2685759663581848,0.0702582448720932
3,0.09994373470544815,0.09669490158557892,0.07610447704792023,0.02235240675508976,0.09552470594644547,-0.03975234925746918,0.08950094133615494,0.04473085701465607,0.07074547559022903,0.09797177463769913,0.06283142417669296,0.16477151215076447,0.005975271109491587
unmanned,0.12298732995986938,0.23118597269058228,0.18569563329219818,0.1455306112766266,0.10234056413173676,0.22852395474910736,0.2769596576690674,0.15572723746299744,0.6685492992401123,0.22133085131645203,0.19982010126113892,0.41749516129493713,0.20850330591201782
lunar,0.13514937460422516,0.14110682904720306,0.206029012799263,0.16189944744110107,0.27294647693634033,0.19600282609462738,0.22814977169036865,0.18274477124214172,0.5617541670799255,0.15437743067741394,0.23309995234012604,0.6080004572868347,0.1628302037715912
probe,0.19566339254379272,0.2248629629611969,0.2034701257944107,0.2214888632297516,0.18331469595432281,0.21497979760169983,0.2452963888645172,0.23586252331733704,0.7470163702964783,0.2592054009437561,0.24742954969406128,0.4977322220802307,0.17372576892375946
",",0.24990057945251465,0.2934437096118927,0.6633074283599854,0.240205317735672,0.30109143257141113,0.36755475401878357,0.49057599902153015,0.3087472915649414,0.1987742930650711,0.44245919585227966,0.4933079481124878,0.18567080795764923,0.31091248989105225
which,0.1476125568151474,0.1304786205291748,0.506277859210968,0.13013914227485657,0.1990283876657486,0.2807837128639221,0.4245251417160034,0.5261979103088379,0.19304737448692322,0.5345056653022766,0.6521818041801453,0.19790339469909668,0.25814583897590637
had,0.21397867798805237,0.1550193578004837,0.3872550129890442,0.18350955843925476,0.09998136758804321,0.6150832772254944,0.36692994832992554,0.23849567770957947,0.15351621806621552,0.37984350323677063,0.3875846862792969,0.12309138476848602,0.20728366076946259
landed,0.22704792022705078,0.19559542834758759,0.21959416568279266,0.1560807079076767,0.11935354769229889,0.3130110204219818,0.3289313316345215,0.24085459113121033,0.46796733140945435,0.26572170853614807,0.2935211956501007,0.34728366136550903,0.1640893667936325
in,0.21346928179264069,0.23843570053577423,0.4954058527946472,0.20067796111106873,0.23846127092838287,0.3815755248069763,0.46853652596473694,0.30808621644973755,0.19417698681354523,0.45010748505592346,0.6662389636039734,0.1284755915403366,0.20430970191955566
april,0.2016223669052124,0.2509876787662506,0.26820316910743713,0.23158013820648193,0.1676013171672821,0.21921442449092865,0.32559236884117126,0.21502700448036194,0.15126456320285797,0.20614087581634521,0.23232673108577728,0.15379345417022705,0.25704094767570496
1967,0.02235911786556244,0.04010824114084244,-0.056995928287506104,-0.01624513790011406,-0.06995394825935364,-0.07374727725982666,-0.11705082654953003,-0.0218155886977911,-0.16147097945213318,-0.0018660398200154305,-0.012038951739668846,-0.14574888348579407,0.017933469265699387
on,0.2223377376794815,0.21529193222522736,0.4077630043029785,0.25406479835510254,0.20909035205841064,0.2774328887462616,0.9999999403953552,0.34226128458976746,0.20470470190048218,0.41031414270401,0.5107308030128479,0.20249907672405243,0.2714994251728058
the,0.20777860283851624,0.20398280024528503,0.5171257257461548,0.20789864659309387,0.24443063139915466,0.3906462490558624,0.5107308030128479,0.42745697498321533,0.21476294100284576,0.535392165184021,1.0,0.23613092303276062,0.22068053483963013
ocean,0.09039869904518127,0.14729763567447662,0.25057733058929443,0.11359435319900513,0.22178524732589722,0.19213443994522095,0.24104316532611847,0.21858152747154236,0.30947059392929077,0.30701687932014465,0.3185477554798126,0.28745272755622864,0.15205028653144836
of,0.22512592375278473,0.23755612969398499,0.5116966962814331,0.13826394081115723,0.1939946860074997,0.34038281440734863,0.3966929316520691,0.33290785551071167,0.16566437482833862,0.41548454761505127,0.733189046382904,0.18815091252326965,0.1826142966747284
storms,0.14045394957065582,0.11034004390239716,0.2643095850944519,0.11718130856752396,0.16967907547950745,0.24331773817539215,0.20974822342395782,0.22552527487277985,0.32316702604293823,0.25212258100509644,0.28328952193260193,0.27008122205734253,0.19934114813804626
.,0.2551998198032379,0.2446795105934143,0.588965117931366,0.2215200960636139,0.25896331667900085,0.3378238379955292,0.49257001280784607,0.3567904531955719,0.19334369897842407,0.4645031690597534,0.5934505462646484,0.2040150910615921,0.4130953550338745
