,the,west,saw,themselves,as,what,compared,to,the,east,?
the,1.0,0.32918402552604675,0.318278044462204,0.3444426357746124,0.48381632566452026,0.42745697498321533,0.28685078024864197,0.535392165184021,1.0,0.3383176326751709,0.22068053483963013
east,0.3383176326751709,0.7585000991821289,0.1605989933013916,0.09717609733343124,0.19617025554180145,0.19840149581432343,0.11835811287164688,0.24717837572097778,0.3383176326751709,1.0000001192092896,0.10070597380399704
as,0.48381632566452026,0.1651858687400818,0.2733803391456604,0.28746727108955383,1.0,0.31749409437179565,0.2889116704463959,0.42092081904411316,0.48381632566452026,0.19617025554180145,0.27043893933296204
irrational,0.20413942635059357,0.09053745865821838,0.13749247789382935,0.2201080173254013,0.2655057907104492,0.3281012773513794,0.308501660823822,0.26647433638572693,0.20413942635059357,0.11759046465158463,0.22898778319358826
and,0.5171257257461548,0.273951917886734,0.2664891481399536,0.3146885335445404,0.49487000703811646,0.31309178471565247,0.38507750630378723,0.48971283435821533,0.5171257257461548,0.27633291482925415,0.20544172823429108
backward,0.2820543348789215,0.15049903094768524,0.15830516815185547,0.2383149117231369,0.21847118437290192,0.23209011554718018,0.25755634903907776,0.24636629223823547,0.2820543348789215,0.12660858035087585,0.15489192306995392
in,0.6662389636039734,0.34078434109687805,0.24892163276672363,0.17596714198589325,0.3887844979763031,0.30808621644973755,0.2479310929775238,0.45010748505592346,0.6662389636039734,0.32659441232681274,0.20430970191955566
opposition,0.26783087849617004,0.1618846207857132,0.255520224571228,0.21099407970905304,0.25817179679870605,0.2798226773738861,0.245481476187706,0.2251589596271515,0.26783087849617004,0.18926279246807098,0.15647298097610474
to,0.535392165184021,0.24611181020736694,0.2710057497024536,0.37259936332702637,0.42092081904411316,0.455847829580307,0.2345995306968689,1.0,0.535392165184021,0.24717837572097778,0.29463258385658264
the,1.0,0.32918402552604675,0.318278044462204,0.3444426357746124,0.48381632566452026,0.42745697498321533,0.28685078024864197,0.535392165184021,1.0,0.3383176326751709,0.22068053483963013
rational,0.2502481937408447,0.0793597474694252,0.18045395612716675,0.20485873520374298,0.2546485960483551,0.35778647661209106,0.2931196987628937,0.3314196467399597,0.2502481937408447,0.11992527544498444,0.25988996028900146
and,0.5171257257461548,0.273951917886734,0.2664891481399536,0.3146885335445404,0.49487000703811646,0.31309178471565247,0.38507750630378723,0.48971283435821533,0.5171257257461548,0.27633291482925415,0.20544172823429108
progressive,0.2495650351047516,0.17269283533096313,0.16178543865680695,0.23344962298870087,0.19707521796226501,0.20924389362335205,0.3072976768016815,0.17989914119243622,0.2495650351047516,0.15804429352283478,0.12022990733385086
west,0.32918402552604675,1.0,0.12887778878211975,0.10945788770914078,0.1651858687400818,0.1946573108434677,0.11398645490407944,0.24611181020736694,0.32918402552604675,0.7585000991821289,0.12088293582201004
.,0.5934505462646484,0.2804967761039734,0.23244720697402954,0.20394743978977203,0.515582263469696,0.3567904531955719,0.27071613073349,0.4645031690597534,0.5934505462646484,0.28351864218711853,0.4130953550338745
