,which,network,began,airing,the,tgif,comedy,family,matters,for,the,1997-98,season,?
find,0.24280805885791779,0.17016646265983582,0.05297546833753586,0.16536952555179596,0.2696352005004883,0.22775396704673767,0.1178867369890213,0.13284306228160858,0.24219027161598206,0.3409616947174072,0.2696352005004883,0.09022673219442368,0.13914048671722412,0.30313602089881897
new,0.33739399909973145,0.18174515664577484,0.22779060900211334,0.24581193923950195,0.3845241069793701,0.13681672513484955,0.14458589255809784,0.19251659512519836,0.1868038773536682,0.2700757384300232,0.3845241069793701,-0.0004318818391766399,0.17859753966331482,0.14782847464084625
hits,0.2629992365837097,0.13812746107578278,0.08605218678712845,0.21436002850532532,0.2569194734096527,0.21598011255264282,0.16567891836166382,0.1347639262676239,0.08690308034420013,0.14230342209339142,0.2569194734096527,-0.08874385803937912,0.1455974280834198,0.18031644821166992
(,0.2589828372001648,0.20757101476192474,0.09924181550741196,0.17155054211616516,0.33289089798927307,0.24866566061973572,0.18415077030658722,0.11613968014717102,0.2852385342121124,0.3357032239437103,0.33289089798927307,-0.034098271280527115,0.1242075115442276,0.40561532974243164
with,0.46403205394744873,0.2153671681880951,0.23196780681610107,0.22436270117759705,0.4223487675189972,0.2142193466424942,0.24219387769699097,0.16764762997627258,0.29535746574401855,0.39140474796295166,0.4223487675189972,-0.027501683682203293,0.26700887084007263,0.2433311939239502
boy,0.21630562841892242,0.17473548650741577,0.10725829750299454,0.18488062918186188,0.21782036125659943,0.116768978536129,0.2138654738664627,0.23513588309288025,0.16971459984779358,0.14056088030338287,0.21782036125659943,-0.014211215078830719,0.11634965986013412,0.1530727595090866
meets,0.178209587931633,0.1474875956773758,0.10501737892627716,0.18811997771263123,0.28454074263572693,0.17750753462314606,0.16809716820716858,0.1090240404009819,0.2808159589767456,0.21659912168979645,0.28454074263572693,0.021522311493754387,0.15166738629341125,0.16143257915973663
world,0.29213306307792664,0.15614745020866394,0.2530422508716583,0.24481827020645142,0.33604270219802856,0.13954909145832062,0.1763853132724762,0.19297344982624054,0.224314883351326,0.2444595992565155,0.33604270219802856,-0.06070374324917793,0.2245829552412033,0.17579582333564758
and,0.506277859210968,0.27591994404792786,0.3021392226219177,0.20396430790424347,0.5171257257461548,0.19440199434757233,0.2702628970146179,0.23506124317646027,0.3753611743450165,0.5064792633056641,0.5171257257461548,0.015568547882139683,0.2369309365749359,0.20544172823429108
sabrina,0.12935607135295868,0.23515455424785614,0.2293681800365448,0.37653449177742004,0.19646796584129333,0.20115457475185394,0.37328168749809265,0.20766086876392365,0.22372101247310638,0.16848142445087433,0.19646796584129333,-0.11398264020681381,0.31983038783073425,0.15246722102165222
",",0.3658004403114319,0.1932937651872635,0.2705576717853546,0.2531873881816864,0.4933079481124878,0.25964197516441345,0.17748676240444183,0.22142739593982697,0.3183421194553375,0.4464869201183319,0.4933079481124878,0.0066559272818267345,0.2232367992401123,0.31091248989105225
the,0.6521818041801453,0.27187061309814453,0.3059147596359253,0.26751524209976196,1.0,0.28913572430610657,0.18746663630008698,0.2394849956035614,0.32925453782081604,0.4739971458911896,1.0,0.0377921536564827,0.2507155239582062,0.22068053483963013
teenage,0.1811484694480896,0.20310260355472565,0.21147288382053375,0.3509913384914398,0.2080013006925583,0.19478268921375275,0.3586130738258362,0.22732333838939667,0.20823419094085693,0.16067081689834595,0.2080013006925583,-0.09002893418073654,0.1976146548986435,0.18613165616989136
witch,0.14654073119163513,0.14003005623817444,0.1766529530286789,0.20664344727993011,0.1809207648038864,0.11174584180116653,0.25002148747444153,0.14730419218540192,0.21109233796596527,0.16751901805400848,0.1809207648038864,-0.05928794667124748,0.18892715871334076,0.1568947434425354
",",0.3658004403114319,0.1932937651872635,0.2705576717853546,0.2531873881816864,0.4933079481124878,0.25964197516441345,0.17748676240444183,0.22142739593982697,0.3183421194553375,0.4464869201183319,0.4933079481124878,0.0066559272818267345,0.2232367992401123,0.31091248989105225
the,0.6521818041801453,0.27187061309814453,0.3059147596359253,0.26751524209976196,1.0,0.28913572430610657,0.18746663630008698,0.2394849956035614,0.32925453782081604,0.4739971458911896,1.0,0.0377921536564827,0.2507155239582062,0.22068053483963013
latter,0.3792044222354889,0.12567268311977386,0.14802034199237823,0.16168688237667084,0.37523433566093445,0.10015122592449188,0.11500932276248932,0.18890061974525452,0.262378066778183,0.22359251976013184,0.37523433566093445,-0.011480352841317654,0.1735713928937912,0.12733961641788483
of,0.5011631846427917,0.21800683438777924,0.2330763041973114,0.173755943775177,0.733189046382904,0.23987232148647308,0.16859161853790283,0.1893671154975891,0.298933744430542,0.4185989499092102,0.733189046382904,0.028782935813069344,0.1598338931798935,0.1826142966747284
which,1.0,0.27261900901794434,0.15610557794570923,0.22464780509471893,0.6521818041801453,0.22292566299438477,0.19440831243991852,0.2529175877571106,0.3272422254085541,0.44095608592033386,0.6521818041801453,-0.022714748978614807,0.20103639364242554,0.25814583897590637
moved,0.18368463218212128,0.14462128281593323,0.3827507197856903,0.16639098525047302,0.32031023502349854,0.19890350103378296,0.13809138536453247,0.28266802430152893,0.1460394710302353,0.24037009477615356,0.32031023502349854,0.012640351429581642,0.20242880284786224,0.15112607181072235
to,0.5345056653022766,0.25940340757369995,0.2731419503688812,0.23053817451000214,0.535392165184021,0.21771599352359772,0.1824766844511032,0.21285007894039154,0.32389286160469055,0.4451248347759247,0.535392165184021,0.07282356172800064,0.22382742166519165,0.29463258385658264
the,0.6521818041801453,0.27187061309814453,0.3059147596359253,0.26751524209976196,1.0,0.28913572430610657,0.18746663630008698,0.2394849956035614,0.32925453782081604,0.4739971458911896,1.0,0.0377921536564827,0.2507155239582062,0.22068053483963013
wb,0.16772578656673431,0.47085684537887573,0.19583101570606232,0.5002273917198181,0.19860628247261047,0.306149423122406,0.29250824451446533,0.19170105457305908,0.17949850857257843,0.16442802548408508,0.19860628247261047,-0.13402105867862701,0.3371027410030365,0.2028430849313736
in,0.4840516746044159,0.19496823847293854,0.34154343605041504,0.2771850824356079,0.6662389636039734,0.2538115680217743,0.2529917359352112,0.2165997177362442,0.22737738490104675,0.4322226941585541,0.6662389636039734,-0.03926508128643036,0.2184021919965744,0.20430970191955566
september,0.14178714156150818,0.21962985396385193,0.2613760828971863,0.3207615911960602,0.2516939043998718,0.2092760056257248,0.17406487464904785,0.12377149611711502,0.19139358401298523,0.2689499855041504,0.2516939043998718,-0.04219036176800728,0.23395207524299622,0.2665146589279175
2000,-0.12876750528812408,-0.010939844883978367,-0.01898011565208435,0.024919982999563217,-0.015081177465617657,-0.15180851519107819,0.18482078611850739,0.01713612861931324,-0.04047627002000809,0.008091370575129986,-0.015081177465617657,-0.0242464579641819,-0.004738435614854097,-0.0824366956949234
",",0.3658004403114319,0.1932937651872635,0.2705576717853546,0.2531873881816864,0.4933079481124878,0.25964197516441345,0.17748676240444183,0.22142739593982697,0.3183421194553375,0.4464869201183319,0.4933079481124878,0.0066559272818267345,0.2232367992401123,0.31091248989105225
beginning,0.3885711133480072,0.17297467589378357,0.4659745693206787,0.3101425766944885,0.49622642993927,0.2155800759792328,0.09535989910364151,0.1305796504020691,0.217215895652771,0.2987837791442871,0.49622642993927,0.04381371662020683,0.2846515476703644,0.19413669407367706
to,0.5345056653022766,0.25940340757369995,0.2731419503688812,0.23053817451000214,0.535392165184021,0.21771599352359772,0.1824766844511032,0.21285007894039154,0.32389286160469055,0.4451248347759247,0.535392165184021,0.07282356172800064,0.22382742166519165,0.29463258385658264
wane,0.21266187727451324,0.1960763931274414,0.2666476368904114,0.25707677006721497,0.2410838007926941,0.1705423891544342,0.2753337621688843,0.18646781146526337,0.24411222338676453,0.2169845700263977,0.2410838007926941,-0.006866599433124065,0.17756690084934235,0.1687653809785843
as,0.41006597876548767,0.2054080367088318,0.25156188011169434,0.2499011754989624,0.48381632566452026,0.24886266887187958,0.18734407424926758,0.21415938436985016,0.2599027454853058,0.44774648547172546,0.48381632566452026,-0.026979807764291763,0.22911055386066437,0.27043893933296204
well,0.42522135376930237,0.19074887037277222,0.303363174200058,0.20702187716960907,0.42630070447921753,0.19159531593322754,0.17382939159870148,0.19322776794433594,0.2735045552253723,0.46352139115333557,0.42630070447921753,0.02644726261496544,0.2359195351600647,0.24815571308135986
by,0.40543368458747864,0.214903324842453,0.2443893402814865,0.148124098777771,0.4408751428127289,0.19556568562984467,0.24676813185214996,0.1652497947216034,0.21173028647899628,0.3248702883720398,0.4408751428127289,-0.004971515852957964,0.10566911846399307,0.17966607213020325
this,0.6719430088996887,0.2292335033416748,0.22080519795417786,0.2402251660823822,0.6274310946464539,0.31255534291267395,0.15028387308120728,0.23053522408008575,0.3744667172431946,0.5082864165306091,0.6274310946464539,-0.0006433750968426466,0.22691239416599274,0.3155723512172699
point,0.28051429986953735,0.09409748017787933,0.15700188279151917,0.17762109637260437,0.3084787130355835,0.1948995739221573,0.08629655092954636,-0.001530439592897892,0.23742450773715973,0.22027306258678436,0.3084787130355835,-0.0018524443730711937,0.1703224629163742,0.19189560413360596
),0.2758678197860718,0.23536871373653412,0.11767619848251343,0.1877932995557785,0.3456730246543884,0.26360297203063965,0.20077310502529144,0.15234941244125366,0.2901943624019623,0.3639558255672455,0.3456730246543884,-0.007621776778250933,0.14535100758075714,0.42300865054130554
following,0.342348575592041,0.10740548372268677,0.20716668665409088,0.16875113546848297,0.39779382944107056,0.20534870028495789,0.13074500858783722,0.10888514667749405,0.1321033090353012,0.2965082824230194,0.39779382944107056,-0.03455261513590813,0.19700250029563904,0.1555173695087433
the,0.6521818041801453,0.27187061309814453,0.3059147596359253,0.26751524209976196,1.0,0.28913572430610657,0.18746663630008698,0.2394849956035614,0.32925453782081604,0.4739971458911896,1.0,0.0377921536564827,0.2507155239582062,0.22068053483963013
loss,0.29022935032844543,0.17821484804153442,0.17004190385341644,0.1454933136701584,0.27898719906806946,0.11753863841295242,0.06299713999032974,0.1160147488117218,0.2427419126033783,0.24238932132720947,0.27898719906806946,-0.15164899826049805,0.1905544549226761,0.1312553584575653
of,0.5011631846427917,0.21800683438777924,0.2330763041973114,0.173755943775177,0.733189046382904,0.23987232148647308,0.16859161853790283,0.1893671154975891,0.298933744430542,0.4185989499092102,0.733189046382904,0.028782935813069344,0.1598338931798935,0.1826142966747284
family,0.2529175877571106,0.14454790949821472,0.15339726209640503,0.14030079543590546,0.2394849956035614,0.12623319029808044,0.2162700742483139,0.9999998807907104,0.19243229925632477,0.18213365972042084,0.2394849956035614,-0.0783572643995285,0.18399521708488464,0.15222905576229095
matters,0.3272422254085541,0.2399059683084488,0.18146485090255737,0.19412147998809814,0.32925453782081604,0.16375035047531128,0.22712180018424988,0.19243229925632477,0.9999999403953552,0.32145094871520996,0.32925453782081604,0.13917170464992523,0.11357303708791733,0.3182642459869385
and,0.506277859210968,0.27591994404792786,0.3021392226219177,0.20396430790424347,0.5171257257461548,0.19440199434757233,0.2702628970146179,0.23506124317646027,0.3753611743450165,0.5064792633056641,0.5171257257461548,0.015568547882139683,0.2369309365749359,0.20544172823429108
step,0.24213433265686035,0.14573226869106293,0.10631680488586426,0.17761269211769104,0.20505109429359436,0.24324102699756622,0.17101231217384338,0.11999320238828659,0.13524143397808075,0.2152853012084961,0.20505109429359436,-0.04262501373887062,0.13016527891159058,0.23299238085746765
by,0.40543368458747864,0.214903324842453,0.2443893402814865,0.148124098777771,0.4408751428127289,0.19556568562984467,0.24676813185214996,0.1652497947216034,0.21173028647899628,0.3248702883720398,0.4408751428127289,-0.004971515852957964,0.10566911846399307,0.17966607213020325
step,0.24213433265686035,0.14573226869106293,0.10631680488586426,0.17761269211769104,0.20505109429359436,0.24324102699756622,0.17101231217384338,0.11999320238828659,0.13524143397808075,0.2152853012084961,0.20505109429359436,-0.04262501373887062,0.13016527891159058,0.23299238085746765
to,0.5345056653022766,0.25940340757369995,0.2731419503688812,0.23053817451000214,0.535392165184021,0.21771599352359772,0.1824766844511032,0.21285007894039154,0.32389286160469055,0.4451248347759247,0.535392165184021,0.07282356172800064,0.22382742166519165,0.29463258385658264
cbs,0.18413257598876953,0.4702880382537842,0.24462759494781494,0.5128318071365356,0.2283918708562851,0.24080109596252441,0.3580200672149658,0.1004178375005722,0.22695930302143097,0.20941372215747833,0.2283918708562851,-0.15142865478992462,0.3174813985824585,0.14594407379627228
as,0.41006597876548767,0.2054080367088318,0.25156188011169434,0.2499011754989624,0.48381632566452026,0.24886266887187958,0.18734407424926758,0.21415938436985016,0.2599027454853058,0.44774648547172546,0.48381632566452026,-0.026979807764291763,0.22911055386066437,0.27043893933296204
part,0.4460882246494293,0.20589607954025269,0.22625130414962769,0.16308946907520294,0.527681291103363,0.25723910331726074,0.15265481173992157,0.1703721582889557,0.23650018870830536,0.250704288482666,0.527681291103363,0.010588512755930424,0.1408039629459381,0.08557961881160736
of,0.5011631846427917,0.21800683438777924,0.2330763041973114,0.173755943775177,0.733189046382904,0.23987232148647308,0.16859161853790283,0.1893671154975891,0.298933744430542,0.4185989499092102,0.733189046382904,0.028782935813069344,0.1598338931798935,0.1826142966747284
its,0.5154205560684204,0.25264307856559753,0.17474952340126038,0.29788294434547424,0.559237003326416,0.21559324860572815,0.12177159637212753,0.12390610575675964,0.24170106649398804,0.2992613911628723,0.559237003326416,-0.0947686955332756,0.21298545598983765,0.15103481709957123
own,0.3863328993320465,0.18604424595832825,0.29605594277381897,0.14618872106075287,0.334675133228302,0.2014964371919632,0.18023532629013062,0.2178601771593094,0.31413552165031433,0.30703625082969666,0.334675133228302,-0.03789232298731804,0.14604689180850983,0.1937696635723114
failed,0.24439416825771332,0.12291707843542099,0.3240909278392792,0.19122569262981415,0.32787200808525085,0.1484086513519287,0.11174047738313675,0.09316688776016235,0.19683296978473663,0.27369165420532227,0.32787200808525085,-0.03064804896712303,0.16643068194389343,0.16487033665180206
attempt,0.21686731278896332,0.14200010895729065,0.2156394124031067,0.15287891030311584,0.2614527940750122,0.21360339224338531,0.14259862899780273,0.06455003470182419,0.18766574561595917,0.1486808806657791,0.2614527940750122,0.10341806709766388,0.12586058676242828,0.16559520363807678
at,0.3286694884300232,0.20603609085083008,0.2547261416912079,0.23267783224582672,0.457212895154953,0.26623761653900146,0.12592391669750214,0.13297022879123688,0.16851180791854858,0.34237727522850037,0.457212895154953,-0.03011298179626465,0.18120098114013672,0.21978627145290375
a,0.56894451379776,0.17299489676952362,0.21651826798915863,0.1968962401151657,0.5829201340675354,0.3449760377407074,0.2229022979736328,0.24362227320671082,0.25797080993652344,0.44038116931915283,0.5829201340675354,-0.006836989428848028,0.1855505406856537,0.23916715383529663
family-oriented,0.3362710177898407,0.26928403973579407,0.29655858874320984,0.24682675302028656,0.30746281147003174,0.21069565415382385,0.2609826326370239,0.6442461013793945,0.23038987815380096,0.24530230462551117,0.30746281147003174,-0.07390652596950531,0.20111261308193207,0.18623007833957672
friday,0.1918993592262268,0.24563635885715485,0.17551574110984802,0.4042762219905853,0.22505587339401245,0.2250029742717743,0.2897522449493408,0.16597731411457062,0.2267594188451767,0.17577068507671356,0.22505587339401245,-0.05640088766813278,0.23729246854782104,0.15959392488002777
comedy,0.19440831243991852,0.25875306129455566,0.21772140264511108,0.34270337224006653,0.18746663630008698,0.1877892017364502,0.9999999403953552,0.2162700742483139,0.22712180018424988,0.22553135454654694,0.18746663630008698,-0.05308396741747856,0.22992604970932007,0.23552699387073517
block,0.2888992428779602,0.2720596492290497,0.06418228894472122,0.3212239146232605,0.20056472718715668,0.3445141613483429,0.1846848577260971,0.16635413467884064,0.19007059931755066,0.2480357587337494,0.20056472718715668,-0.017931055277585983,0.15341229736804962,0.27211859822273254
in,0.4840516746044159,0.19496823847293854,0.34154343605041504,0.2771850824356079,0.6662389636039734,0.2538115680217743,0.2529917359352112,0.2165997177362442,0.22737738490104675,0.4322226941585541,0.6662389636039734,-0.03926508128643036,0.2184021919965744,0.20430970191955566
the,0.6521818041801453,0.27187061309814453,0.3059147596359253,0.26751524209976196,1.0,0.28913572430610657,0.18746663630008698,0.2394849956035614,0.32925453782081604,0.4739971458911896,1.0,0.0377921536564827,0.2507155239582062,0.22068053483963013
1997–98,-0.04432598501443863,-0.03431140258908272,-0.08375119417905807,-0.1451987624168396,0.015346071682870388,-0.04792334884405136,-0.046581268310546875,-0.08483085036277771,0.12908563017845154,0.0053153326734900475,0.015346071682870388,0.9076648950576782,-0.23527425527572632,0.04920037463307381
season,0.20103639364242554,0.27325206995010376,0.2107011079788208,0.46946603059768677,0.2507155239582062,0.18444892764091492,0.22992604970932007,0.18399521708488464,0.11357303708791733,0.24490800499916077,0.2507155239582062,-0.24314893782138824,1.0,0.16793298721313477
.,0.45942068099975586,0.23909442126750946,0.19236212968826294,0.26848000288009644,0.5934505462646484,0.3540515899658203,0.2036953866481781,0.24114800989627838,0.2861754298210144,0.4726039469242096,0.5934505462646484,0.027629192918539047,0.24674734473228455,0.4130953550338745
