,how,many,hymns,did,luther,contribute,to,the,erfurt,enchiridion,?
of,0.2480744868516922,0.37253960967063904,0.23365463316440582,0.2513895630836487,0.1719115972518921,0.22662346065044403,0.41548454761505127,0.733189046382904,0.24919012188911438,0.2441796064376831,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.1660911738872528,0.34736719727516174,0.1759674996137619,0.21503010392189026,0.535392165184021,1.0,0.30728837847709656,0.24047186970710754,0.22068053483963013
32,-0.0881153866648674,-0.07172217220067978,-0.026696844026446342,-0.016982844099402428,-0.08392008394002914,0.06827061623334885,0.048358622938394547,-0.06675421446561813,0.051266781985759735,0.039811838418245316,0.04494665935635567
songs,0.18321603536605835,0.2647671401500702,0.4678293466567993,0.23489907383918762,0.2370348870754242,0.20620238780975342,0.19596417248249054,0.21576808393001556,0.14099155366420746,0.2670128345489502,0.18278652429580688
in,0.2601168751716614,0.41474202275276184,0.1669730842113495,0.2593238651752472,0.20523880422115326,0.2068682163953781,0.45010748505592346,0.6662389636039734,0.2858373522758484,0.18411299586296082,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.1660911738872528,0.34736719727516174,0.1759674996137619,0.21503010392189026,0.535392165184021,1.0,0.30728837847709656,0.24047186970710754,0.22068053483963013
first,0.27731001377105713,0.2931244373321533,0.16188344359397888,0.33691170811653137,0.20517638325691223,0.1845315843820572,0.3792489171028137,0.49448907375335693,0.23562638461589813,0.20408707857131958,0.18701928853988647
choral,0.18080298602581024,0.23449206352233887,0.5386718511581421,0.17647361755371094,0.2976004183292389,0.19059301912784576,0.14084021747112274,0.23280717432498932,0.24601076543331146,0.2956562042236328,0.18975581228733063
hymnal,0.08671420812606812,0.17266538739204407,0.7368002533912659,0.1597420573234558,0.2560838758945465,0.16710790991783142,0.15616528689861298,0.27393218874931335,0.2111259549856186,0.43155819177627563,0.14759886264801025
with,0.3525622487068176,0.35744401812553406,0.15511345863342285,0.25472134351730347,0.14705438911914825,0.1963426023721695,0.4239959120750427,0.4223487675189972,0.20623566210269928,0.15155939757823944,0.2433311939239502
settings,0.3208860158920288,0.3195092976093292,0.3091748058795929,0.18772609531879425,0.18367978930473328,0.2421262562274933,0.27957916259765625,0.20917028188705444,0.1257380098104477,0.22001613676548004,0.31880196928977966
by,0.34370526671409607,0.3409687578678131,0.21136409044265747,0.18574509024620056,0.15382802486419678,0.18315626680850983,0.33534231781959534,0.4408751428127289,0.19720646739006042,0.19632235169410706,0.17966607213020325
johann,0.20110131800174713,0.24165810644626617,0.30150309205055237,0.20292572677135468,0.3837730586528778,0.1143031045794487,0.1611560434103012,0.1716882735490799,0.4267064034938812,0.25679463148117065,0.1194499209523201
walter,0.13098296523094177,0.14315828680992126,0.10237504541873932,0.13293832540512085,0.18744529783725739,0.15799495577812195,0.15203003585338593,0.16759788990020752,0.2502247393131256,0.20471908152103424,0.1297207623720169
",",0.22659391164779663,0.40610817074775696,0.2567901313304901,0.3015086054801941,0.23255878686904907,0.24528558552265167,0.44245919585227966,0.4933079481124878,0.26545068621635437,0.2684158384799957,0.31091248989105225
eyn,0.2352113127708435,0.21087631583213806,0.30923327803611755,0.23961198329925537,0.2493324875831604,0.218086838722229,0.19207321107387543,0.22783589363098145,0.3521600663661957,0.29636549949645996,0.23610107600688934
geystlich,0.1707104742527008,0.2691570222377777,0.29927706718444824,0.2000371664762497,0.2909928858280182,0.20585259795188904,0.2289443016052246,0.3494434654712677,0.49406179785728455,0.4026801586151123,0.18203496932983398
gesangk,0.20411458611488342,0.291952520608902,0.36718595027923584,0.13131850957870483,0.1921539157629013,0.24452921748161316,0.2197267711162567,0.27518439292907715,0.38732337951660156,0.4581111967563629,0.2352396696805954
buchleyn,0.21198882162570953,0.24343499541282654,0.242059126496315,0.23353783786296844,0.33800825476646423,0.12372039258480072,0.1792261004447937,0.29175880551338196,0.5144268870353699,0.38816457986831665,0.17880962789058685
",",0.22659391164779663,0.40610817074775696,0.2567901313304901,0.3015086054801941,0.23255878686904907,0.24528558552265167,0.44245919585227966,0.4933079481124878,0.26545068621635437,0.2684158384799957,0.31091248989105225
all,0.3725806474685669,0.5443700551986694,0.16958795487880707,0.33943864703178406,0.1917443871498108,0.2965119481086731,0.42520734667778015,0.4860881567001343,0.18576835095882416,0.15740744769573212,0.29575422406196594
published,0.17517933249473572,0.18215684592723846,0.24387440085411072,0.17877818644046783,0.15444858372211456,0.14432214200496674,0.12403073906898499,0.22017472982406616,0.16793230175971985,0.3049086332321167,0.16280238330364227
in,0.2601168751716614,0.41474202275276184,0.1669730842113495,0.2593238651752472,0.20523880422115326,0.2068682163953781,0.45010748505592346,0.6662389636039734,0.2858373522758484,0.18411299586296082,0.20430970191955566
1524,0.027438178658485413,-0.028263110667467117,0.01317218691110611,0.07726114243268967,0.07155809551477432,0.047219786792993546,-0.017873845994472504,-0.09282234311103821,-0.09548615664243698,-0.16368913650512695,0.10532363504171371
.,0.3287222981452942,0.3974229395389557,0.18507489562034607,0.35288307070732117,0.24907569587230682,0.26095086336135864,0.4645031690597534,0.5934505462646484,0.2888825237751007,0.21351154148578644,0.4130953550338745
