,what,report,had,the,correct,date,?
source,0.2553733289241791,0.2556673288345337,0.10380333662033081,0.30258262157440186,0.2567227780818939,0.2386081963777542,0.2462312877178192
",",0.3087472915649414,0.250803142786026,0.35487717390060425,0.4933079481124878,0.2781456708908081,0.2279704213142395,0.31091248989105225
an,0.2821882665157318,0.18313995003700256,0.22327841818332672,0.4207492768764496,0.2193278968334198,0.1483449637889862,0.19793890416622162
icsi,0.15329110622406006,0.2460496872663498,0.10327624529600143,0.22932714223861694,0.2138739973306656,0.1350145936012268,0.12318231910467148
report,0.2868559956550598,0.9999998807907104,0.2547707259654999,0.2556745111942291,0.3150649070739746,0.22441412508487701,0.3138936758041382
``,0.008517155423760414,-0.049207452684640884,0.0518546998500824,0.029072100296616554,0.13137005269527435,0.1086900606751442,0.0685480609536171
variations,0.1686444729566574,0.12878230214118958,0.18990999460220337,0.24438314139842987,0.28984466195106506,0.14980880916118622,0.21286094188690186
of,0.33290785551071167,0.22992923855781555,0.37755560874938965,0.733189046382904,0.22131142020225525,0.19568462669849396,0.1826142966747284
snow,0.16016478836536407,0.1719648689031601,0.13035264611244202,0.20050467550754547,0.09406238049268723,0.10302955657243729,0.1894082874059677
and,0.31309178471565247,0.20391902327537537,0.3872550129890442,0.5171257257461548,0.2299775332212448,0.21585220098495483,0.20544172823429108
ice,0.17764540016651154,0.054214902222156525,0.1031918153166771,0.22322975099086761,0.11907344311475754,0.14578159153461456,0.1261633038520813
in,0.30808621644973755,0.204250767827034,0.385026752948761,0.6662389636039734,0.22980515658855438,0.21362407505512238,0.20430970191955566
the,0.42745697498321533,0.2556745111942291,0.3875846862792969,1.0,0.3107529580593109,0.25333094596862793,0.22068053483963013
past,0.3538547456264496,0.18769216537475586,0.31564903259277344,0.2747827172279358,0.2730153799057007,0.1713452786207199,0.2598046660423279
and,0.31309178471565247,0.20391902327537537,0.3872550129890442,0.5171257257461548,0.2299775332212448,0.21585220098495483,0.20544172823429108
at,0.2838611304759979,0.2458806037902832,0.3288320302963257,0.457212895154953,0.23780132830142975,0.24779295921325684,0.21978627145290375
present,0.30940163135528564,0.1386442929506302,0.17341838777065277,0.2829846143722534,0.12422846257686615,0.18576951324939728,0.21759982407093048
on,0.34226128458976746,0.29382312297821045,0.36692994832992554,0.5107308030128479,0.24195939302444458,0.21806180477142334,0.2714994251728058
a,0.3320399522781372,0.2148611694574356,0.34897568821907043,0.5829201340675354,0.2943843901157379,0.20166118443012238,0.23916715383529663
global,0.21706031262874603,0.34266501665115356,0.1309780329465866,0.17898012697696686,0.18844206631183624,0.164154514670372,0.22985349595546722
and,0.31309178471565247,0.20391902327537537,0.3872550129890442,0.5171257257461548,0.2299775332212448,0.21585220098495483,0.20544172823429108
regional,0.1532609760761261,0.2090093493461609,0.16700899600982666,0.3125704526901245,0.10556824505329132,-0.0004217140667606145,0.09246466308832169
scale,0.23262472450733185,0.24007031321525574,0.15672510862350464,0.1833842247724533,0.26089322566986084,0.14479108154773712,0.21142835915088654
'',0.08143015950918198,-0.046842265874147415,0.024004416540265083,0.041273195296525955,0.07119958847761154,0.041999153792858124,0.018684765323996544
.,0.3567904531955719,0.277835488319397,0.37348684668540955,0.5934505462646484,0.25020819902420044,0.2508279085159302,0.4130953550338745
