,which,county,is,developing,its,business,center,?
international,0.2492714822292328,0.20254679024219513,0.19279639422893524,0.26478275656700134,0.20182117819786072,0.2881801724433899,0.27054473757743835,0.15335838496685028
corporations,0.30426913499832153,0.21545498073101044,0.2094166874885559,0.3668200671672821,0.2837909162044525,0.5044231414794922,0.17959286272525787,0.16678984463214874
headquartered,0.23452304303646088,0.27043119072914124,0.22352874279022217,0.22912892699241638,0.3557033836841583,0.3217640817165375,0.3166922330856323,0.08021588623523712
at,0.3286694884300232,0.17917996644973755,0.25906258821487427,0.18731263279914856,0.2685394287109375,0.1551831066608429,0.29677248001098633,0.21978627145290375
the,0.6521818041801453,0.21715226769447327,0.5823672413825989,0.3203009068965912,0.559237003326416,0.2389037162065506,0.29064592719078064,0.22068053483963013
university,0.17800195515155792,0.28115567564964294,0.20346471667289734,0.13524428009986877,0.18994906544685364,0.3387548327445984,0.2763576805591583,0.11887256056070328
of,0.5011631846427917,0.2393190860748291,0.4854315221309662,0.27299609780311584,0.48690423369407654,0.23985227942466736,0.24526838958263397,0.1826142966747284
california,0.17128102481365204,0.31051957607269287,0.20727038383483887,0.15413354337215424,0.16180482506752014,0.2592327892780304,0.21444468200206757,0.1409905105829239
",",0.3658004403114319,0.26861095428466797,0.4691906273365021,0.23282839357852936,0.33157986402511597,0.2952407896518707,0.1905742734670639,0.31091248989105225
irvine,0.1850646585226059,0.27283623814582825,0.19597867131233215,0.1782931387424469,0.2311321198940277,0.24999652802944183,0.22162628173828125,0.12018196284770966
.,0.45942068099975586,0.25379708409309387,0.4569662809371948,0.2637762427330017,0.3566088080406189,0.25987809896469116,0.29649654030799866,0.4130953550338745
