,who,played,quarterback,for,the,broncos,after,peyton,manning,was,benched,?
yards,0.13584628701210022,0.2433556765317917,0.5115955471992493,0.21746347844600677,0.16070343554019928,0.4475782513618469,0.212543323636055,0.4152722656726837,0.5283294916152954,0.1823360025882721,0.27449795603752136,0.12453813850879669
in,0.2792111933231354,0.27605336904525757,0.17283181846141815,0.4322226941585541,0.6662389636039734,0.20316283404827118,0.44050168991088867,0.25605714321136475,0.22345924377441406,0.45514053106307983,0.2651612460613251,0.20430970191955566
this,0.3345087468624115,0.13682743906974792,0.18535488843917847,0.5082864165306091,0.6274310946464539,0.17023660242557526,0.3357301354408264,0.20724311470985413,0.18256357312202454,0.3638818562030792,0.2347659021615982,0.3155723512172699
game,0.2523840069770813,0.3575804531574249,0.3376569449901581,0.2608485519886017,0.285271555185318,0.32325026392936707,0.19855184853076935,0.2882009446620941,0.3214661478996277,0.2568269371986389,0.17888057231903076,0.1829071193933487
",",0.3365725874900818,0.2987361550331116,0.2844501733779907,0.4464869201183319,0.4933079481124878,0.2558487057685852,0.38860568404197693,0.2979121208190918,0.30921146273612976,0.45456063747406006,0.24511919915676117,0.31091248989105225
but,0.4487357437610626,0.19553227722644806,0.1965695172548294,0.45162561535835266,0.4859698414802551,0.15171389281749725,0.38354751467704773,0.22605301439762115,0.1814679205417633,0.36023372411727905,0.3266448676586151,0.27921953797340393
was,0.3318818509578705,0.3139837682247162,0.24103644490242004,0.3863949179649353,0.48711544275283813,0.23574475944042206,0.49306565523147583,0.30385082960128784,0.2607507109642029,1.0000001192092896,0.29002535343170166,0.18412111699581146
benched,0.21739095449447632,0.2700815796852112,0.2405954748392105,0.28759801387786865,0.29863762855529785,0.2974630296230316,0.22781939804553986,0.19492819905281067,0.18112057447433472,0.29002535343170166,1.0,0.15811972320079803
after,0.32549580931663513,0.1869119256734848,0.23578743636608124,0.3650246858596802,0.4565047025680542,0.19149857759475708,1.0,0.20551642775535583,0.2410842478275299,0.49306565523147583,0.22781939804553986,0.16608688235282898
throwing,0.272938996553421,0.21469932794570923,0.33489251136779785,0.29772108793258667,0.2748998701572418,0.29000940918922424,0.28253433108329773,0.22289134562015533,0.3527540862560272,0.19002126157283783,0.28987595438957214,0.15241092443466187
four,0.1980169266462326,0.2532992959022522,0.21486496925354004,0.27783235907554626,0.40344667434692383,0.2302631437778473,0.2891320586204529,0.15142901241779327,0.18119344115257263,0.2866098880767822,0.26413482427597046,0.14532537758350372
interceptions,0.1534418761730194,0.2739860415458679,0.571014940738678,0.30427032709121704,0.22331646084785461,0.46478694677352905,0.24836258590221405,0.33540111780166626,0.47789567708969116,0.1664523184299469,0.22962170839309692,0.10945115238428116
in,0.2792111933231354,0.27605336904525757,0.17283181846141815,0.4322226941585541,0.6662389636039734,0.20316283404827118,0.44050168991088867,0.25605714321136475,0.22345924377441406,0.45514053106307983,0.2651612460613251,0.20430970191955566
favor,0.23959270119667053,0.12622472643852234,0.11950575560331345,0.30653244256973267,0.24460799992084503,0.06540460139513016,0.22026179730892181,0.15329214930534363,0.163068026304245,0.24904057383537292,0.2385380119085312,0.17767609655857086
of,0.2827862501144409,0.21120788156986237,0.19996441900730133,0.4185989499092102,0.733189046382904,0.19310332834720612,0.3867455720901489,0.19771021604537964,0.20024974644184113,0.4069072902202606,0.26379573345184326,0.1826142966747284
backup,0.26672443747520447,0.2709680199623108,0.3529213070869446,0.31058427691459656,0.16621318459510803,0.3204871416091919,0.1991530805826187,0.21073152124881744,0.21875864267349243,0.15120089054107666,0.20258282124996185,0.17985056340694427
quarterback,0.17410103976726532,0.3817291557788849,1.0000001192092896,0.2683273255825043,0.23757418990135193,0.5632858872413635,0.23578743636608124,0.4457186758518219,0.5449647903442383,0.24103644490242004,0.2405954748392105,0.13221268355846405
brock,0.2690875828266144,0.2141684591770172,0.32153961062431335,0.24430376291275024,0.23602567613124847,0.3391517698764801,0.2707996070384979,0.37369444966316223,0.3958284854888916,0.2579764723777771,0.22970597445964813,0.20300763845443726
osweiler,0.27503159642219543,0.304717481136322,0.3039955794811249,0.15501289069652557,0.24842987954616547,0.28366371989250183,0.18274463713169098,0.3422071039676666,0.35742703080177307,0.3337530195713043,0.16982509195804596,0.24945171177387238
",",0.3365725874900818,0.2987361550331116,0.2844501733779907,0.4464869201183319,0.4933079481124878,0.2558487057685852,0.38860568404197693,0.2979121208190918,0.30921146273612976,0.45456063747406006,0.24511919915676117,0.31091248989105225
who,0.9999998807907104,0.26104769110679626,0.17410103976726532,0.37110671401023865,0.3733934462070465,0.1763724684715271,0.32549580931663513,0.2135157585144043,0.33436715602874756,0.3318818509578705,0.21739095449447632,0.26220351457595825
took,0.2481452226638794,0.27391278743743896,0.11687327176332474,0.27585867047309875,0.31657639145851135,0.15956847369670868,0.39438313245773315,0.20924805104732513,0.18411393463611603,0.48213186860084534,0.24660147726535797,0.14109265804290771
over,0.316001296043396,0.1576818823814392,0.1507319062948227,0.3419422209262848,0.39856547117233276,0.19116328656673431,0.3694296181201935,0.1471358835697174,0.21337655186653137,0.24486446380615234,0.2733903229236603,0.25742942094802856
as,0.3923053741455078,0.27623358368873596,0.2484835833311081,0.44774648547172546,0.48381632566452026,0.23052668571472168,0.3014480769634247,0.2639015316963196,0.27189740538597107,0.3677520453929901,0.24158981442451477,0.27043893933296204
the,0.3733934462070465,0.2603478729724884,0.23757418990135193,0.4739971458911896,1.0,0.25985947251319885,0.4565047025680542,0.2709864377975464,0.27058160305023193,0.48711544275283813,0.29863762855529785,0.22068053483963013
starter,0.2485215663909912,0.28748592734336853,0.46648067235946655,0.3375835716724396,0.36284002661705017,0.4098651707172394,0.3624477684497833,0.3804500997066498,0.4245178699493408,0.3373163640499115,0.23256030678749084,0.3015357255935669
for,0.37110671401023865,0.31373727321624756,0.2683273255825043,0.9999999403953552,0.4739971458911896,0.2739109396934509,0.3650246858596802,0.30435749888420105,0.33057859539985657,0.3863949179649353,0.28759801387786865,0.264628142118454
most,0.35393568873405457,0.20543669164180756,0.17665012180805206,0.3906237483024597,0.47635307908058167,0.18892337381839752,0.22962093353271484,0.19589126110076904,0.20313040912151337,0.29933857917785645,0.22653533518314362,0.2107497900724411
of,0.2827862501144409,0.21120788156986237,0.19996441900730133,0.4185989499092102,0.733189046382904,0.19310332834720612,0.3867455720901489,0.19771021604537964,0.20024974644184113,0.4069072902202606,0.26379573345184326,0.1826142966747284
the,0.3733934462070465,0.2603478729724884,0.23757418990135193,0.4739971458911896,1.0,0.25985947251319885,0.4565047025680542,0.2709864377975464,0.27058160305023193,0.48711544275283813,0.29863762855529785,0.22068053483963013
remainder,0.1671915501356125,0.15462054312229156,0.20683065056800842,0.22694335877895355,0.3679514229297638,0.21967114508152008,0.3124816417694092,0.19076557457447052,0.18110941350460052,0.2262793779373169,0.23639941215515137,0.13579487800598145
of,0.2827862501144409,0.21120788156986237,0.19996441900730133,0.4185989499092102,0.733189046382904,0.19310332834720612,0.3867455720901489,0.19771021604537964,0.20024974644184113,0.4069072902202606,0.26379573345184326,0.1826142966747284
the,0.3733934462070465,0.2603478729724884,0.23757418990135193,0.4739971458911896,1.0,0.25985947251319885,0.4565047025680542,0.2709864377975464,0.27058160305023193,0.48711544275283813,0.29863762855529785,0.22068053483963013
regular,0.2929244339466095,0.23121318221092224,0.2009545862674713,0.3314341604709625,0.3214086890220642,0.26932692527770996,0.1619330197572708,0.20771534740924835,0.23367728292942047,0.15137939155101776,0.2905846834182739,0.18334713578224182
season,0.13809308409690857,0.34322720766067505,0.360336571931839,0.24490800499916077,0.2507155239582062,0.3664494454860687,0.2122335433959961,0.37801364064216614,0.33529460430145264,0.24797968566417694,0.2252551019191742,0.16793298721313477
.,0.3541337847709656,0.2876244783401489,0.23691914975643158,0.4726039469242096,0.5934505462646484,0.2612393796443939,0.35870397090911865,0.2932659685611725,0.2937074899673462,0.40146201848983765,0.2625218331813812,0.4130953550338745
