,what,was,used,to,from,political,alliances,among,the,mongolian,tribal,confederations,?
mongolia,0.18044717609882355,0.12289638072252274,0.1301976591348648,0.1695680171251297,0.2318730354309082,0.18008466064929962,0.2044922113418579,0.2065439373254776,0.26887956261634827,0.875663697719574,0.20273417234420776,0.22865234315395355,0.12165829539299011
were,0.22298263013362885,0.590133786201477,0.27636459469795227,0.31913647055625916,0.29991888999938965,0.16721121966838837,0.24086961150169373,0.35641026496887207,0.3906462490558624,0.16115030646324158,0.23247285187244415,0.2964321970939636,0.17890112102031708
united,0.20036718249320984,0.31727492809295654,0.2768322229385376,0.2715383470058441,0.27339106798171997,0.23496483266353607,0.2869478762149811,0.20236220955848694,0.34367692470550537,0.17552751302719116,0.16233934462070465,0.31123337149620056,0.17266890406608582
politically,0.1967483013868332,0.29656219482421875,0.19969648122787476,0.26632463932037354,0.19711101055145264,0.7816418409347534,0.35239145159721375,0.2600501477718353,0.2379349023103714,0.1976192593574524,0.243015319108963,0.24968093633651733,0.14733245968818665
",",0.3087472915649414,0.45456063747406006,0.3120402991771698,0.44245919585227966,0.39760664105415344,0.27072274684906006,0.23022378981113434,0.2640531659126282,0.4933079481124878,0.22636307775974274,0.21239762008190155,0.2575796842575073,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.3150506615638733,0.48971283435821533,0.3601827025413513,0.33013346791267395,0.3204081654548645,0.39211368560791016,0.5171257257461548,0.22904802858829498,0.2447868138551712,0.26416292786598206,0.20544172823429108
arranged,0.1523403525352478,0.1825263798236847,0.2412746548652649,0.2805038392543793,0.14867505431175232,0.2169487327337265,0.1821618229150772,0.22166942059993744,0.26620063185691833,0.061855386942625046,0.13792084157466888,0.13649095594882965,0.08499907702207565
marriages,0.11869081109762192,0.22351133823394775,0.14909036457538605,0.2021845281124115,0.13330470025539398,0.29283761978149414,0.3724012076854706,0.25456881523132324,0.17725931107997894,0.08225677162408829,0.26191428303718567,0.25747573375701904,0.12736597657203674
were,0.22298263013362885,0.590133786201477,0.27636459469795227,0.31913647055625916,0.29991888999938965,0.16721121966838837,0.24086961150169373,0.35641026496887207,0.3906462490558624,0.16115030646324158,0.23247285187244415,0.2964321970939636,0.17890112102031708
often,0.3849453330039978,0.2700076997280121,0.521835446357727,0.4351843297481537,0.2687282860279083,0.21065454185009003,0.22555771470069885,0.3451395034790039,0.38004449009895325,0.17781274020671844,0.14443045854568481,0.21290116012096405,0.23748154938220978
used,0.27546408772468567,0.23679393529891968,0.9999998807907104,0.40058770775794983,0.25821518898010254,0.18879330158233643,0.23775939643383026,0.17694588005542755,0.3718377649784088,0.14643366634845734,0.10757366567850113,0.14375317096710205,0.22430120408535004
to,0.455847829580307,0.3636345863342285,0.40058770775794983,1.0,0.4069952368736267,0.2065112292766571,0.24479655921459198,0.26594701409339905,0.535392165184021,0.152916818857193,0.26872000098228455,0.23383289575576782,0.29463258385658264
solidify,0.2835043668746948,0.09048189967870712,0.276958167552948,0.3242603838443756,0.1898675113916397,0.21279004216194153,0.21055930852890015,0.2365916669368744,0.2534604072570801,0.19502264261245728,0.09236250072717667,0.23462703824043274,0.23976245522499084
temporary,0.1866864562034607,0.15720134973526,0.24266865849494934,0.30926498770713806,0.22154687345027924,0.22676020860671997,0.20485259592533112,0.10762505978345871,0.3147225081920624,0.1852342188358307,0.1422147899866104,0.20116010308265686,0.11651745438575745
alliances,0.15345780551433563,0.20688338577747345,0.23775939643383026,0.24479655921459198,0.15926484763622284,0.359613835811615,1.0,0.2694920003414154,0.28790780901908875,0.22306762635707855,0.23491881787776947,0.40433114767074585,0.09782075881958008
.,0.3567904531955719,0.40146201848983765,0.33111312985420227,0.4645031690597534,0.41536515951156616,0.24802669882774353,0.2333255261182785,0.22495509684085846,0.5934505462646484,0.18073968589305878,0.14948855340480804,0.2815103828907013,0.4130953550338745
