,what,group,can,teachers,in,wales,register,with,?
recent,0.24256184697151184,0.18942813575267792,0.2552427649497986,0.09841229021549225,0.2857761085033417,0.2461531162261963,0.17366720736026764,0.2035779356956482,0.2544887959957123
years,0.1981470286846161,0.16637369990348816,0.1606326848268509,0.18620695173740387,0.33554986119270325,0.1275542825460434,0.12807054817676544,0.21224987506866455,0.1914375126361847
suggest,0.39558762311935425,0.20285993814468384,0.37343552708625793,0.17552579939365387,0.21134044229984283,0.20931147038936615,0.17801876366138458,0.286651074886322,0.39672672748565674
that,0.6297725439071655,0.3089635670185089,0.4522190988063812,0.24071024358272552,0.435920387506485,0.19660557806491852,0.2517932951450348,0.4154358208179474,0.32716336846351624
the,0.42745697498321533,0.30795547366142273,0.312528520822525,0.22025763988494873,0.6662389636039734,0.23852568864822388,0.21045131981372833,0.4223487675189972,0.22068053483963013
average,0.24068789184093475,0.1889266073703766,0.2423829287290573,0.18556272983551025,0.23465414345264435,0.10876185446977615,0.2030387669801712,0.23698946833610535,0.21764592826366425
age,0.1895245760679245,0.18531271815299988,0.17416419088840485,0.24455204606056213,0.30576348304748535,0.16845040023326874,0.15938201546669006,0.1666649878025055,0.16859300434589386
of,0.33290785551071167,0.25542253255844116,0.2603091299533844,0.27737662196159363,0.5696388483047485,0.23133093118667603,0.17440496385097504,0.41827285289764404,0.1826142966747284
teachers,0.2526462972164154,0.2087937891483307,0.1946156919002533,1.0,0.2128150761127472,0.14693664014339447,0.19366194307804108,0.17936164140701294,0.19522249698638916
in,0.30808621644973755,0.2304753065109253,0.26527702808380127,0.2128150761127472,1.0,0.18714384734630585,0.23328366875648499,0.4080928862094879,0.20430970191955566
wales,0.1505342721939087,0.16846990585327148,0.19180549681186676,0.14693664014339447,0.18714384734630585,1.0000001192092896,0.24951131641864777,0.18474267423152924,0.15627945959568024
is,0.28837618231773376,0.22153858840465546,0.44256699085235596,0.15701442956924438,0.5394441485404968,0.1638261377811432,0.18546757102012634,0.3250955045223236,0.22961433231830597
falling,0.26906242966651917,0.13589338958263397,0.2713957130908966,0.08296145498752594,0.20502512156963348,0.15847419202327728,0.10687139630317688,0.28124576807022095,0.159834623336792
with,0.2464839518070221,0.23998425900936127,0.3572797477245331,0.17936164140701294,0.4080928862094879,0.18474267423152924,0.08248954266309738,0.9999999403953552,0.2433311939239502
teachers,0.2526462972164154,0.2087937891483307,0.1946156919002533,1.0,0.2128150761127472,0.14693664014339447,0.19366194307804108,0.17936164140701294,0.19522249698638916
being,0.3760843276977539,0.23862861096858978,0.433290958404541,0.1817714124917984,0.33162933588027954,0.15361307561397552,0.22091037034988403,0.36860430240631104,0.26743772625923157
younger,0.1693686693906784,0.15899759531021118,0.09449228644371033,0.2734074890613556,0.19353795051574707,0.18670235574245453,0.12319072335958481,0.179209902882576,0.12709127366542816
than,0.29388150572776794,0.19962939620018005,0.3532506823539734,0.19273844361305237,0.3270052373409271,0.14649517834186554,0.23755376040935516,0.3028803765773773,0.24917294085025787
in,0.30808621644973755,0.2304753065109253,0.26527702808380127,0.2128150761127472,1.0,0.18714384734630585,0.23328366875648499,0.4080928862094879,0.20430970191955566
previous,0.2743692696094513,0.1488751918077469,0.18248246610164642,0.08585592359304428,0.2318485975265503,0.176352858543396,0.15433163940906525,0.2219962477684021,0.16724538803100586
years,0.1981470286846161,0.16637369990348816,0.1606326848268509,0.18620695173740387,0.33554986119270325,0.1275542825460434,0.12807054817676544,0.21224987506866455,0.1914375126361847
.,0.3567904531955719,0.27268800139427185,0.35783761739730835,0.24628326296806335,0.5591574311256409,0.27743059396743774,0.1815701276063919,0.4446153938770294,0.4130953550338745
