,where,did,maududi,'s,books,place,islam,?
of,0.38066378235816956,0.2513895630836487,0.32255080342292786,-0.03817026689648628,0.18863578140735626,0.2685627043247223,0.21728332340717316,0.1826142966747284
knowledge,0.22444497048854828,0.25804615020751953,0.2400311529636383,0.1227627545595169,0.2889266014099121,0.16290903091430664,0.26754164695739746,0.2853184640407562
'',0.016034942120313644,0.01978493109345436,0.04544191062450409,-0.04859459400177002,0.03635586425662041,0.0002055529475910589,0.020673450082540512,0.018684765323996544
carried,0.2122698873281479,0.17487744987010956,0.20524412393569946,-0.015492361038923264,0.1520543098449707,0.2132190763950348,0.17474263906478882,0.1305524855852127
forward,0.24935045838356018,0.11627615243196487,0.13181611895561218,-0.04863479360938072,0.10591598600149155,0.21833135187625885,0.15275050699710846,0.19862937927246094
some,0.39480453729629517,0.42553430795669556,0.2677299678325653,0.056411296129226685,0.26289233565330505,0.25975656509399414,0.18991950154304504,0.2562315762042999
of,0.38066378235816956,0.2513895630836487,0.32255080342292786,-0.03817026689648628,0.18863578140735626,0.2685627043247223,0.21728332340717316,0.1826142966747284
maududi,0.26026996970176697,0.2033180296421051,1.0000001192092896,0.0782967358827591,0.255994975566864,0.18758292496204376,0.44002339243888855,0.2149532437324524
's,0.0007701900321990252,0.05069678649306297,0.0782967358827591,0.9999999403953552,0.09176487475633621,-0.03236493840813637,-0.002025830326601863,-0.023395681753754616
key,0.17695274949073792,0.14891697466373444,0.16493284702301025,0.0072502619586884975,0.1631021350622177,0.19054295122623444,0.08696910738945007,0.18782930076122284
principles,0.14265765249729156,0.19997194409370422,0.19761870801448822,-0.03721999749541283,0.27125081419944763,0.10904309153556824,0.3220410645008087,0.19203636050224304
.,0.41390106081962585,0.35288307070732117,0.3790089786052704,-0.003708066651597619,0.2393038123846054,0.2844318151473999,0.2825687527656555,0.4130953550338745
