,in,many,countries,",",what,kind,of,pay,gap,is,there,?
countries,0.3027990758419037,0.4298940598964691,0.9999999403953552,0.2966555655002594,0.22319257259368896,0.21813634037971497,0.2800094783306122,0.30859214067459106,0.15931865572929382,0.254234254360199,0.31948450207710266,0.15128466486930847
ranges,0.19038642942905426,0.22908641397953033,0.21544601023197174,0.23355913162231445,0.20017047226428986,0.13141973316669464,0.25018027424812317,0.07675687968730927,0.2615065276622772,0.26551249623298645,0.1955561488866806,0.10840721428394318
from,0.4274188280105591,0.33099696040153503,0.2355131208896637,0.39760664105415344,0.2737620174884796,0.1906990259885788,0.4249346852302551,0.19024398922920227,0.1334429681301117,0.27355384826660156,0.2965545952320099,0.19969791173934937
53,0.2449575811624527,0.13812990486621857,0.13519282639026642,0.37032660841941833,0.17928816378116608,0.08578833192586899,0.2749468684196472,0.1230797991156578,-0.028046980500221252,0.2136807143688202,0.13790486752986908,0.24864983558654785
%,0.19465309381484985,0.24948352575302124,0.22668170928955078,0.22757403552532196,0.20738190412521362,0.1554429829120636,0.19953428208827972,0.11059221625328064,0.08649060875177383,0.18672586977481842,0.17662706971168518,0.21441808342933655
in,1.0,0.41474202275276184,0.3027990758419037,0.5201468467712402,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.14415781199932098,0.1954546719789505,0.5394441485404968,0.5361666083335876,0.20430970191955566
botswana,0.1863333135843277,0.18012288212776184,0.27138376235961914,0.22354184091091156,0.15850311517715454,0.11062406748533249,0.24477657675743103,0.13129988312721252,0.07819772511720657,0.2142167091369629,0.17000770568847656,0.196000874042511
to,0.45010748505592346,0.40243685245513916,0.3111797273159027,0.44245919585227966,0.455847829580307,0.28460726141929626,0.41548454761505127,0.26723966002464294,0.22861579060554504,0.42745086550712585,0.40669289231300354,0.29463258385658264
-40,-0.011053298600018024,0.1198786124587059,0.012356503866612911,-0.02520371787250042,0.09968777745962143,0.18023432791233063,0.05877599120140076,0.029630053788423538,0.10441361367702484,0.13272927701473236,0.062342576682567596,0.0032168636098504066
%,0.19465309381484985,0.24948352575302124,0.22668170928955078,0.22757403552532196,0.20738190412521362,0.1554429829120636,0.19953428208827972,0.11059221625328064,0.08649060875177383,0.18672586977481842,0.17662706971168518,0.21441808342933655
in,1.0,0.41474202275276184,0.3027990758419037,0.5201468467712402,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.14415781199932098,0.1954546719789505,0.5394441485404968,0.5361666083335876,0.20430970191955566
bahrain,0.20764829218387604,0.21033509075641632,0.321719229221344,0.2116164118051529,0.17038606107234955,0.1433333456516266,0.27227750420570374,0.1853371262550354,0.13073579967021942,0.19359727203845978,0.14146888256072998,0.12445306032896042
.,0.5591574311256409,0.3974229395389557,0.27938392758369446,0.6812511086463928,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.17372290790081024,0.17168964445590973,0.4569662809371948,0.43897318840026855,0.4130953550338745
