,are,there,any,other,aviation,communities,such,as,sierra,sky,park,in,the,united,states,?
there,0.5433560013771057,1.0,0.4219859838485718,0.5342466235160828,0.2138100117444992,0.31802257895469666,0.40646296739578247,0.33535557985305786,0.12130030989646912,0.1475900560617447,0.1617884486913681,0.5361666083335876,0.47025805711746216,0.19206386804580688,0.22680425643920898,0.29405656456947327
are,1.0,0.5433560013771057,0.40178635716438293,0.5932393670082092,0.17162001132965088,0.32897651195526123,0.4654397666454315,0.3826591968536377,0.15553076565265656,0.18122971057891846,0.10887601226568222,0.3841303884983063,0.40399202704429626,0.16919764876365662,0.1846873015165329,0.24591213464736938
now,0.3292219042778015,0.37896034121513367,0.22918546199798584,0.2513696551322937,0.16022111475467682,0.2954055964946747,0.16498908400535583,0.3483183979988098,0.13726061582565308,0.18885265290737152,0.171828031539917,0.3619694113731384,0.38266420364379883,0.2517772912979126,0.21356189250946045,0.29641881585121155
numerous,0.4010654389858246,0.333070307970047,0.2966887950897217,0.4581121802330017,0.18825995922088623,0.2716597020626068,0.40850311517715454,0.29683956503868103,0.15042534470558167,0.11147996038198471,0.16793487966060638,0.30740252137184143,0.3353725075721741,0.17011624574661255,0.20599603652954102,0.0875130444765091
such,0.4654397666454315,0.40646296739578247,0.4017013609409332,0.6041211485862732,0.19167768955230713,0.2612803876399994,1.0,0.6207084655761719,0.1266496777534485,0.148077130317688,0.14655959606170654,0.2704046070575714,0.3575236201286316,0.18984757363796234,0.20258460938930511,0.17851735651493073
communities,0.32897651195526123,0.31802257895469666,0.27175992727279663,0.3363402783870697,0.20714221894741058,1.0,0.2612803876399994,0.218340665102005,0.20343910157680511,0.10393272340297699,0.21755586564540863,0.2479604333639145,0.24729211628437042,0.2807944715023041,0.3186040222644806,0.20171424746513367
across,0.24150612950325012,0.31968754529953003,0.25297996401786804,0.34819990396499634,0.11251707375049591,0.29218000173568726,0.2170799970626831,0.23795689642429352,0.18856318295001984,0.289288192987442,0.17622362077236176,0.36988839507102966,0.3816230297088623,0.25026658177375793,0.25786298513412476,0.17034576833248138
the,0.40399202704429626,0.47025805711746216,0.4525727927684784,0.44152235984802246,0.2703816592693329,0.24729211628437042,0.3575236201286316,0.48381632566452026,0.24346426129341125,0.26521286368370056,0.24748283624649048,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
united,0.16919764876365662,0.19206386804580688,0.2582687437534332,0.2444620579481125,0.29017433524131775,0.2807944715023041,0.18984757363796234,0.27979812026023865,0.2740510106086731,0.19968673586845398,0.24208851158618927,0.3938477039337158,0.34367692470550537,1.0000001192092896,0.8952266573905945,0.17266890406608582
states,0.1846873015165329,0.22680425643920898,0.2922753691673279,0.28788650035858154,0.2738320827484131,0.3186040222644806,0.20258460938930511,0.26192235946655273,0.24475271999835968,0.21542562544345856,0.19378487765789032,0.3977442979812622,0.3463578522205353,0.8952266573905945,1.0,0.16272737085819244
and,0.48576638102531433,0.4242868423461914,0.3363793194293976,0.5504306554794312,0.2400548756122589,0.2877669930458069,0.44540345668792725,0.49487000703811646,0.2265646904706955,0.2200697511434555,0.21340665221214294,0.4954058527946472,0.5171257257461548,0.28213179111480713,0.2974761426448822,0.20544172823429108
around,0.3560173511505127,0.3998771011829376,0.2696807086467743,0.3442040681838989,0.12528695166110992,0.2761059105396271,0.25625625252723694,0.28430190682411194,0.10619530826807022,0.17042289674282074,0.18102654814720154,0.41294145584106445,0.40085816383361816,0.23650239408016205,0.219786137342453,0.14729668200016022
the,0.40399202704429626,0.47025805711746216,0.4525727927684784,0.44152235984802246,0.2703816592693329,0.24729211628437042,0.3575236201286316,0.48381632566452026,0.24346426129341125,0.26521286368370056,0.24748283624649048,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
world,0.22463127970695496,0.2121586799621582,0.2628823220729828,0.2941931188106537,0.1904575675725937,0.18880543112754822,0.21748292446136475,0.22848254442214966,0.2172059267759323,0.15971718728542328,0.23394280672073364,0.3038199245929718,0.33604270219802856,0.3110230267047882,0.2862738072872162,0.17579582333564758
.,0.3452940285205841,0.43897318840026855,0.39295488595962524,0.41511186957359314,0.2238127440214157,0.2306760847568512,0.3298943042755127,0.515582263469696,0.2076444774866104,0.19117935001850128,0.22825266420841217,0.5591574311256409,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.4130953550338745
