,why,were,johann,esch,and,heinrich,voes,executed,by,the,catholic,church,?
esch,0.17207030951976776,0.13031509518623352,0.3386606276035309,1.0000001192092896,0.2045113891363144,0.3791395425796509,0.3675757944583893,0.1411980390548706,0.1981421560049057,0.2576843202114105,0.1553315818309784,0.20144453644752502,0.18257418274879456
and,0.27806392312049866,0.42175528407096863,0.22396446764469147,0.2045113891363144,1.0,0.20870816707611084,0.3322458267211914,0.2023094892501831,0.4289871156215668,0.5171257257461548,0.2147825062274933,0.1976170688867569,0.20544172823429108
heinrich,0.12344390153884888,0.22979095578193665,0.5721694231033325,0.3791395425796509,0.20870816707611084,1.0000001192092896,0.2614362835884094,0.1791856437921524,0.19551144540309906,0.22804324328899384,0.24377577006816864,0.17858682572841644,0.16990648210048676
voes,0.24694891273975372,0.30858397483825684,0.28347307443618774,0.3675757944583893,0.3322458267211914,0.2614362835884094,1.0000001192092896,0.1078360378742218,0.17329886555671692,0.3069547414779663,0.2238273322582245,0.16354288160800934,0.23562505841255188
",",0.2827242314815521,0.36755475401878357,0.23122678697109222,0.25994279980659485,0.6633074283599854,0.22393231093883514,0.3500317931175232,0.26300084590911865,0.3680937886238098,0.4933079481124878,0.2713983952999115,0.2707274258136749,0.31091248989105225
the,0.30742117762565613,0.3906462490558624,0.1716882735490799,0.2576843202114105,0.5171257257461548,0.22804324328899384,0.3069547414779663,0.16640569269657135,0.4408751428127289,1.0,0.26391419768333435,0.23846197128295898,0.22068053483963013
first,0.21323956549167633,0.3285558819770813,0.216554194688797,0.10977533459663391,0.3167642652988434,0.20418240129947662,0.24115578830242157,0.15158605575561523,0.3877052962779999,0.49448907375335693,0.1505795419216156,0.11462637037038803,0.18701928853988647
individuals,0.24094070494174957,0.30676528811454773,0.12401977181434631,0.1478768140077591,0.2956017851829529,0.1388048529624939,0.20223690569400787,0.13258935511112213,0.25637397170066833,0.3022412955760956,0.19720982015132904,0.16704195737838745,0.20243582129478455
to,0.4100138247013092,0.31913647055625916,0.1611560434103012,0.22360774874687195,0.48971283435821533,0.1774436980485916,0.29723629355430603,0.1549084484577179,0.33534231781959534,0.535392165184021,0.2619607746601105,0.24439501762390137,0.29463258385658264
be,0.4042811989784241,0.4064064621925354,0.19901368021965027,0.17444856464862823,0.41766801476478577,0.22852428257465363,0.17822620272636414,0.20138591527938843,0.43158695101737976,0.4248143136501312,0.1558610200881958,0.14655785262584686,0.3324260413646698
martyred,0.18984755873680115,0.3376254737377167,0.3040466010570526,0.13603733479976654,0.2964535653591156,0.323752760887146,0.23842163383960724,0.4020387530326843,0.28222352266311646,0.3024164140224457,0.5039349794387817,0.5037654042243958,0.1638646274805069
by,0.19170543551445007,0.4406847059726715,0.23808029294013977,0.1981421560049057,0.4289871156215668,0.19551144540309906,0.17329886555671692,0.2772490680217743,1.0000001192092896,0.4408751428127289,0.17329150438308716,0.135782390832901,0.17966607213020325
the,0.30742117762565613,0.3906462490558624,0.1716882735490799,0.2576843202114105,0.5171257257461548,0.22804324328899384,0.3069547414779663,0.16640569269657135,0.4408751428127289,1.0,0.26391419768333435,0.23846197128295898,0.22068053483963013
roman,0.1719542294740677,0.20911568403244019,0.2515431046485901,0.16551996767520905,0.2730041444301605,0.2723923921585083,0.23588518798351288,0.16052620112895966,0.169524148106575,0.2862859070301056,0.6597542762756348,0.4228571951389313,0.1663191318511963
catholic,0.20735277235507965,0.2294636070728302,0.25915196537971497,0.1553315818309784,0.2147825062274933,0.24377577006816864,0.2238273322582245,0.22518742084503174,0.17329150438308716,0.26391419768333435,1.0000001192092896,0.6546704173088074,0.16609853506088257
church,0.20738767087459564,0.21372953057289124,0.23930971324443817,0.20144453644752502,0.1976170688867569,0.17858682572841644,0.16354288160800934,0.17282027006149292,0.135782390832901,0.23846197128295898,0.6546704173088074,0.9999999403953552,0.18081501126289368
for,0.3869043290615082,0.33592689037323,0.09551481157541275,0.1386023461818695,0.5064792633056641,0.1679978221654892,0.2860173285007477,0.12544190883636475,0.3248702883720398,0.4739971458911896,0.15741609036922455,0.15542230010032654,0.264628142118454
lutheran,0.11616145819425583,0.22986336052417755,0.4200665056705475,0.24809253215789795,0.20310066640377045,0.3702767789363861,0.22153311967849731,0.14148864150047302,0.1214221715927124,0.20315466821193695,0.5552475452423096,0.6308091282844543,0.1752520203590393
views,0.25251302123069763,0.20760318636894226,0.15737953782081604,0.16407929360866547,0.24296055734157562,0.12020979821681976,0.20920081436634064,0.1269688904285431,0.1954949051141739,0.23137402534484863,0.2789909839630127,0.2394399344921112,0.19388815760612488
",",0.2827242314815521,0.36755475401878357,0.23122678697109222,0.25994279980659485,0.6633074283599854,0.22393231093883514,0.3500317931175232,0.26300084590911865,0.3680937886238098,0.4933079481124878,0.2713983952999115,0.2707274258136749,0.31091248989105225
prompting,0.13804014027118683,0.2111310362815857,-0.007357610389590263,0.09406488388776779,0.2881278991699219,0.13882331550121307,0.19712643325328827,0.22581468522548676,0.18980656564235687,0.2722083330154419,0.10639302432537079,0.1291232407093048,0.1389094889163971
luther,0.14022491872310638,0.18652333319187164,0.3837730586528778,0.2504364550113678,0.20796556770801544,0.38229793310165405,0.1679193377494812,0.16000324487686157,0.15382802486419678,0.1759674996137619,0.30848968029022217,0.379041463136673,0.1732746809720993
to,0.4100138247013092,0.31913647055625916,0.1611560434103012,0.22360774874687195,0.48971283435821533,0.1774436980485916,0.29723629355430603,0.1549084484577179,0.33534231781959534,0.535392165184021,0.2619607746601105,0.24439501762390137,0.29463258385658264
write,0.33657538890838623,0.18767966330051422,0.2190401405096054,0.17289435863494873,0.2489921897649765,0.20887991786003113,0.22645844519138336,0.2191300392150879,0.16883166134357452,0.23380951583385468,0.15548492968082428,0.17554832994937897,0.3189060389995575
the,0.30742117762565613,0.3906462490558624,0.1716882735490799,0.2576843202114105,0.5171257257461548,0.22804324328899384,0.3069547414779663,0.16640569269657135,0.4408751428127289,1.0,0.26391419768333435,0.23846197128295898,0.22068053483963013
hymn,0.19023016095161438,0.1622665822505951,0.2852459251880646,0.12358668446540833,0.1816401183605194,0.22248801589012146,0.2788707911968231,0.0548788420855999,0.1872738152742386,0.22713270783424377,0.29464513063430786,0.35886234045028687,0.15131041407585144
``,0.05334433168172836,0.006090171169489622,0.03752487525343895,0.01327887549996376,0.036644238978624344,-0.02058250457048416,0.14872319996356964,0.06533906608819962,-0.030704375356435776,0.029072100296616554,0.11989553272724152,0.038532305508852005,0.0685480609536171
ein,0.2298499345779419,0.09054046124219894,0.3246457874774933,0.3446436822414398,0.12921111285686493,0.3836052119731903,0.26340562105178833,0.07303790003061295,0.0995226725935936,0.1496526598930359,0.08697591722011566,0.08287189900875092,0.19649122655391693
neues,0.18426476418972015,0.18049412965774536,0.40916740894317627,0.48185214400291443,0.22866764664649963,0.46552857756614685,0.47618892788887024,0.10984182357788086,0.12443514168262482,0.26944249868392944,0.21269235014915466,0.2220187783241272,0.1800583302974701
lied,0.23915259540081024,0.3236873745918274,0.313754677772522,0.2564484775066376,0.19285555183887482,0.43299412727355957,0.3082602620124817,0.22519934177398682,0.24357390403747559,0.18987156450748444,0.13249742984771729,0.09288449585437775,0.21382153034210205
wir,0.09535964578390121,0.09080073237419128,0.27979084849357605,0.26552507281303406,0.17531509697437286,0.32599690556526184,0.3003188669681549,0.05842287465929985,0.11136328428983688,0.15802772343158722,0.02757054939866066,0.09573490917682648,0.07741018384695053
heben,0.17172306776046753,0.17103826999664307,0.40908345580101013,0.49445000290870667,0.2428978830575943,0.4708588123321533,0.35819414258003235,0.10946980118751526,0.191463440656662,0.2968805730342865,0.200875386595726,0.25528663396835327,0.15229463577270508
an,0.22638356685638428,0.08893381804227829,0.1104193851351738,0.1603725105524063,0.2838519215583801,0.1332644373178482,0.10823000222444534,0.13675062358379364,0.2719563841819763,0.4207492768764496,0.16177888214588165,0.09629998356103897,0.19793890416622162
'',-0.038651224225759506,0.007215402089059353,-0.02574603445827961,0.02155599184334278,0.021612688899040222,0.01023302972316742,-0.10927513241767883,0.07542188465595245,-0.010275691747665405,0.041273195296525955,0.025899190455675125,0.0220292080193758,0.018684765323996544
(,0.23387731611728668,0.14743882417678833,0.20336338877677917,0.23200370371341705,0.4862271547317505,0.20396681129932404,0.3089350163936615,0.15510983765125275,0.20696312189102173,0.33289089798927307,0.18460820615291595,0.17581534385681152,0.40561532974243164
``,0.05334433168172836,0.006090171169489622,0.03752487525343895,0.01327887549996376,0.036644238978624344,-0.02058250457048416,0.14872319996356964,0.06533906608819962,-0.030704375356435776,0.029072100296616554,0.11989553272724152,0.038532305508852005,0.0685480609536171
a,0.2667238116264343,0.17203083634376526,0.16699613630771637,0.25117871165275574,0.3739250600337982,0.1490541249513626,0.25383517146110535,0.18743865191936493,0.32094135880470276,0.5829201340675354,0.2060672640800476,0.19588641822338104,0.23916715383529663
new,0.15616938471794128,0.21711495518684387,0.23103107511997223,0.19488391280174255,0.31402453780174255,0.19904977083206177,0.1829679310321808,0.09678096324205399,0.25394493341445923,0.3845241069793701,0.20539364218711853,0.1963353157043457,0.14782847464084625
song,0.23103205859661102,0.16558121144771576,0.13258248567581177,0.18408940732479095,0.24326705932617188,0.15964098274707794,0.2767053246498108,0.12792593240737915,0.22902745008468628,0.300855815410614,0.16451653838157654,0.1599452942609787,0.20782215893268585
we,0.5258660912513733,0.2341374158859253,0.15510758757591248,0.22413921356201172,0.2896674871444702,0.09390824288129807,0.2921946048736572,0.10848942399024963,0.21095210313796997,0.3206169009208679,0.1640443652868271,0.1827777624130249,0.535264790058136
raise,0.19620783627033234,0.1699560433626175,0.08239150792360306,0.12077615410089493,0.2588892877101898,0.08831354975700378,0.21197105944156647,0.08853975683450699,0.16105258464813232,0.2657596468925476,0.17366662621498108,0.20354655385017395,0.13340649008750916
'',-0.038651224225759506,0.007215402089059353,-0.02574603445827961,0.02155599184334278,0.021612688899040222,0.01023302972316742,-0.10927513241767883,0.07542188465595245,-0.010275691747665405,0.041273195296525955,0.025899190455675125,0.0220292080193758,0.018684765323996544
),0.25356316566467285,0.1566188633441925,0.223369762301445,0.21957515180110931,0.4961937665939331,0.21412314474582672,0.30392932891845703,0.16215182840824127,0.2151763141155243,0.3456730246543884,0.19267836213111877,0.1983546018600464,0.42300865054130554
",",0.2827242314815521,0.36755475401878357,0.23122678697109222,0.25994279980659485,0.6633074283599854,0.22393231093883514,0.3500317931175232,0.26300084590911865,0.3680937886238098,0.4933079481124878,0.2713983952999115,0.2707274258136749,0.31091248989105225
which,0.4444611668586731,0.2807837128639221,0.18708594143390656,0.20456787943840027,0.506277859210968,0.16738486289978027,0.25796717405319214,0.08209755271673203,0.40543368458747864,0.6521818041801453,0.1894230842590332,0.20821009576320648,0.25814583897590637
is,0.26410171389579773,0.29386836290359497,0.12211661785840988,0.28567907214164734,0.3859752118587494,0.1208101436495781,0.2180837243795395,0.1313817948102951,0.3899846076965332,0.5823672413825989,0.19233417510986328,0.203276589512825,0.22961433231830597
generally,0.3794300854206085,0.3300529420375824,0.1011325791478157,0.12852956354618073,0.4087323546409607,0.11048390716314316,0.18644261360168457,0.13209448754787445,0.2987501621246338,0.41466525197029114,0.17419087886810303,0.1768280267715454,0.23411904275417328
known,0.17885276675224304,0.2330206036567688,0.14868685603141785,0.16740083694458008,0.3468935489654541,0.16339629888534546,0.173031285405159,0.17510247230529785,0.24461808800697327,0.3624623417854309,0.13806496560573578,0.1530768871307373,0.18314571678638458
in,0.23227278888225555,0.3815755248069763,0.1748005747795105,0.2858602702617645,0.4954058527946472,0.19218875467777252,0.26026925444602966,0.213726207613945,0.370934396982193,0.6662389636039734,0.26313918828964233,0.2493300437927246,0.20430970191955566
english,0.2154494673013687,0.19933702051639557,0.1702652871608734,0.17988985776901245,0.3409043252468109,0.11043333262205124,0.18785566091537476,0.18855182826519012,0.20002366602420807,0.23982001841068268,0.22562259435653687,0.18600057065486908,0.23251567780971527
by,0.19170543551445007,0.4406847059726715,0.23808029294013977,0.1981421560049057,0.4289871156215668,0.19551144540309906,0.17329886555671692,0.2772490680217743,1.0000001192092896,0.4408751428127289,0.17329150438308716,0.135782390832901,0.17966607213020325
john,0.22121897339820862,0.19632886350154877,0.3444092571735382,0.10802894830703735,0.21634717285633087,0.2588716745376587,0.10334097594022751,0.1782478243112564,0.2502059042453766,0.2230520099401474,0.27142834663391113,0.21100085973739624,0.13162356615066528
c.,0.005804105661809444,-0.033603355288505554,-0.14757905900478363,-0.07721692323684692,-0.0882335752248764,-0.0035371226258575916,-0.18803153932094574,-0.002361116698011756,-0.05647776648402214,-0.23451577126979828,-0.10229033976793289,-0.1475481539964676,0.019047532230615616
messenger,0.20918847620487213,0.15036062896251678,0.21547475457191467,0.08948002755641937,0.25545042753219604,0.2648329734802246,0.19334110617637634,0.07978638261556625,0.19740040600299835,0.2849069833755493,0.15090636909008026,0.1353878527879715,0.14740361273288727
's,-0.016663772985339165,0.007088581565767527,0.04714272543787956,0.07046228647232056,0.06895173341035843,-0.02021484635770321,0.0779278352856636,-0.03337468206882477,-0.010884488001465797,-0.01540423184633255,0.06979791074991226,0.023664841428399086,-0.023395681753754616
translation,0.1592843383550644,0.11350913345813751,0.216543510556221,0.19427376985549927,0.2206902801990509,0.1686844676733017,0.1951451152563095,0.18529002368450165,0.2213759869337082,0.26402729749679565,0.20597462356090546,0.16764633357524872,0.22574150562286377
by,0.19170543551445007,0.4406847059726715,0.23808029294013977,0.1981421560049057,0.4289871156215668,0.19551144540309906,0.17329886555671692,0.2772490680217743,1.0000001192092896,0.4408751428127289,0.17329150438308716,0.135782390832901,0.17966607213020325
the,0.30742117762565613,0.3906462490558624,0.1716882735490799,0.2576843202114105,0.5171257257461548,0.22804324328899384,0.3069547414779663,0.16640569269657135,0.4408751428127289,1.0,0.26391419768333435,0.23846197128295898,0.22068053483963013
title,0.17754040658473969,0.11128851026296616,0.15463705360889435,0.10568837076425552,0.20763245224952698,0.09920050203800201,0.22431640326976776,0.04994625225663185,0.2110508531332016,0.27465343475341797,0.14045803248882294,0.1188686266541481,0.34551161527633667
and,0.27806392312049866,0.42175528407096863,0.22396446764469147,0.2045113891363144,1.0,0.20870816707611084,0.3322458267211914,0.2023094892501831,0.4289871156215668,0.5171257257461548,0.2147825062274933,0.1976170688867569,0.20544172823429108
first,0.21323956549167633,0.3285558819770813,0.216554194688797,0.10977533459663391,0.3167642652988434,0.20418240129947662,0.24115578830242157,0.15158605575561523,0.3877052962779999,0.49448907375335693,0.1505795419216156,0.11462637037038803,0.18701928853988647
line,0.16947408020496368,0.16909393668174744,0.1092066764831543,0.14225615561008453,0.24584348499774933,0.13220477104187012,0.1914309412240982,0.09186792373657227,0.1433108150959015,0.29789501428604126,0.08497189730405807,0.12342790514230728,0.16271452605724335
``,0.05334433168172836,0.006090171169489622,0.03752487525343895,0.01327887549996376,0.036644238978624344,-0.02058250457048416,0.14872319996356964,0.06533906608819962,-0.030704375356435776,0.029072100296616554,0.11989553272724152,0.038532305508852005,0.0685480609536171
flung,0.2333478182554245,0.17326577007770538,0.19801174104213715,0.2633748948574066,0.2699326276779175,0.20207341015338898,0.2811835706233978,0.19145947694778442,0.1103435605764389,0.2535496950149536,0.10579732805490494,0.16058941185474396,0.22495220601558685
to,0.4100138247013092,0.31913647055625916,0.1611560434103012,0.22360774874687195,0.48971283435821533,0.1774436980485916,0.29723629355430603,0.1549084484577179,0.33534231781959534,0.535392165184021,0.2619607746601105,0.24439501762390137,0.29463258385658264
the,0.30742117762565613,0.3906462490558624,0.1716882735490799,0.2576843202114105,0.5171257257461548,0.22804324328899384,0.3069547414779663,0.16640569269657135,0.4408751428127289,1.0,0.26391419768333435,0.23846197128295898,0.22068053483963013
heedless,0.3248637020587921,0.21873869001865387,0.16601374745368958,0.14293725788593292,0.2923963665962219,0.1749788224697113,0.25928226113319397,0.21313461661338806,0.27060121297836304,0.22303225100040436,0.17252014577388763,0.10184378921985626,0.2773325443267822
winds,0.16537167131900787,0.20812810957431793,0.06953379511833191,0.09089811146259308,0.2642352879047394,0.09287092089653015,0.2828773856163025,0.1552492380142212,0.18703052401542664,0.2427695244550705,0.1422806978225708,0.17602741718292236,0.1398162990808487
'',-0.038651224225759506,0.007215402089059353,-0.02574603445827961,0.02155599184334278,0.021612688899040222,0.01023302972316742,-0.10927513241767883,0.07542188465595245,-0.010275691747665405,0.041273195296525955,0.025899190455675125,0.0220292080193758,0.018684765323996544
and,0.27806392312049866,0.42175528407096863,0.22396446764469147,0.2045113891363144,1.0,0.20870816707611084,0.3322458267211914,0.2023094892501831,0.4289871156215668,0.5171257257461548,0.2147825062274933,0.1976170688867569,0.20544172823429108
sung,0.16947519779205322,0.22117821872234344,0.277709037065506,0.1660187691450119,0.20095162093639374,0.15855056047439575,0.29040253162384033,0.2234189808368683,0.2219431847333908,0.22431433200836182,0.24881045520305634,0.2285812348127365,0.15781855583190918
to,0.4100138247013092,0.31913647055625916,0.1611560434103012,0.22360774874687195,0.48971283435821533,0.1774436980485916,0.29723629355430603,0.1549084484577179,0.33534231781959534,0.535392165184021,0.2619607746601105,0.24439501762390137,0.29463258385658264
the,0.30742117762565613,0.3906462490558624,0.1716882735490799,0.2576843202114105,0.5171257257461548,0.22804324328899384,0.3069547414779663,0.16640569269657135,0.4408751428127289,1.0,0.26391419768333435,0.23846197128295898,0.22068053483963013
tune,0.23507294058799744,0.18121883273124695,0.2087264508008957,0.12074540555477142,0.22970038652420044,0.14241386950016022,0.3151984214782715,0.11522036790847778,0.154837504029274,0.22937244176864624,0.14310088753700256,0.24886538088321686,0.19689199328422546
ibstone,0.15174351632595062,0.22187428176403046,0.22633424401283264,0.17794834077358246,0.24250775575637817,0.2630305290222168,0.26761505007743835,0.20246784389019012,0.2326577603816986,0.32725298404693604,0.21689428389072418,0.2690989375114441,0.1895511895418167
composed,0.10626590251922607,0.2611818015575409,0.2711155414581299,0.1936025321483612,0.25432297587394714,0.19541700184345245,0.1884947121143341,0.15201924741268158,0.3350425958633423,0.21816956996917725,0.13622695207595825,0.16340003907680511,0.0784355029463768
in,0.23227278888225555,0.3815755248069763,0.1748005747795105,0.2858602702617645,0.4954058527946472,0.19218875467777252,0.26026925444602966,0.213726207613945,0.370934396982193,0.6662389636039734,0.26313918828964233,0.2493300437927246,0.20430970191955566
1875,0.14380359649658203,0.10010270029306412,0.1469450145959854,0.056816548109054565,0.09004559367895126,0.18875662982463837,0.1575709581375122,0.17456381022930145,0.07055536657571793,0.20612575113773346,0.19644811749458313,0.13836298882961273,0.22339659929275513
by,0.19170543551445007,0.4406847059726715,0.23808029294013977,0.1981421560049057,0.4289871156215668,0.19551144540309906,0.17329886555671692,0.2772490680217743,1.0000001192092896,0.4408751428127289,0.17329150438308716,0.135782390832901,0.17966607213020325
maria,0.12610432505607605,0.1747012585401535,0.3051920235157013,0.23057912290096283,0.19233694672584534,0.318875789642334,0.2407122254371643,0.19102349877357483,0.16644179821014404,0.15531538426876068,0.3151688277721405,0.3094607889652252,0.16458186507225037
c.,0.005804105661809444,-0.033603355288505554,-0.14757905900478363,-0.07721692323684692,-0.0882335752248764,-0.0035371226258575916,-0.18803153932094574,-0.002361116698011756,-0.05647776648402214,-0.23451577126979828,-0.10229033976793289,-0.1475481539964676,0.019047532230615616
tiddeman,0.2472655326128006,0.19856764376163483,0.3054910898208618,0.18591949343681335,0.30093082785606384,0.335269957780838,0.3625110685825348,0.24800840020179749,0.2990514934062958,0.25957992672920227,0.18591490387916565,0.17043408751487732,0.24509061872959137
.,0.32909876108169556,0.3378238379955292,0.2245039939880371,0.26163220405578613,0.588965117931366,0.2512672543525696,0.33349889516830444,0.21886415779590607,0.3936232924461365,0.5934505462646484,0.270730584859848,0.28898224234580994,0.4130953550338745
