,what,institute,published,findings,in,september,2012,regarding,the,forbes,richest,400,americans,?
politifact,0.29743894934654236,0.31216368079185486,0.25186675786972046,0.33955928683280945,0.25360679626464844,0.22479437291622162,0.19984954595565796,0.34757962822914124,0.21818405389785767,0.2628633677959442,0.26939716935157776,0.05980721861124039,0.2435058206319809,0.27299514412879944
the,0.42745697498321533,0.24399729073047638,0.22017472982406616,0.2911088168621063,0.6662389636039734,0.2516939043998718,0.46885523200035095,0.29280903935432434,1.0,0.22108957171440125,0.27766263484954834,0.17705115675926208,0.3275100290775299,0.22068053483963013
top,0.21232028305530548,0.1795160472393036,0.12713244557380676,0.08327418565750122,0.2235720455646515,0.12882740795612335,0.1650688797235489,0.09796062856912613,0.31754136085510254,0.2263355255126953,0.1784248650074005,0.19601263105869293,0.11195775121450424,0.17265194654464722
400,0.19401682913303375,0.02457873336970806,0.11249956488609314,0.01999077945947647,0.1977328509092331,0.15920792520046234,0.231156587600708,0.032245803624391556,0.17705115675926208,0.11917620152235031,0.03967668116092682,1.0,0.026167768985033035,0.14271585643291473
richest,0.15347081422805786,0.19727864861488342,0.1531788557767868,0.17348366975784302,0.2720588445663452,0.158529594540596,0.3305136263370514,0.08685224503278732,0.27766263484954834,0.45115312933921814,1.0,0.03967668116092682,0.2053712159395218,0.15691500902175903
americans,0.2497653216123581,0.17652985453605652,0.11742448806762695,0.2299736589193344,0.24953381717205048,0.21034622192382812,0.1866443008184433,0.2137576937675476,0.3275100290775299,0.18753477931022644,0.2053712159395218,0.026167768985033035,1.0,0.19417695701122284
``,0.008517155423760414,-0.13274848461151123,-0.08193813264369965,0.028370235115289688,0.04765888676047325,0.0468718446791172,0.1563650369644165,-0.06146683171391487,0.029072100296616554,-0.06194201111793518,0.030559908598661423,-0.10072708129882812,0.00415491359308362,0.0685480609536171
have,0.39808809757232666,0.13914279639720917,0.16495348513126373,0.35239848494529724,0.36843645572662354,0.13580821454524994,0.2888771593570709,0.36691728234291077,0.40389683842658997,0.19483143091201782,0.16106930375099182,0.06559506803750992,0.28350692987442017,0.32991164922714233
more,0.3484537899494171,0.14443695545196533,0.1610749363899231,0.274347722530365,0.32563260197639465,0.1615612506866455,0.24289831519126892,0.295168399810791,0.39758381247520447,0.2216503769159317,0.20074482262134552,0.11689270287752151,0.2998882234096527,0.27894994616508484
wealth,0.2415573000907898,0.16847509145736694,0.1193602979183197,0.24806427955627441,0.1835664063692093,0.12037475407123566,0.3106018602848053,0.2508760988712311,0.24999672174453735,0.3331485688686371,0.5262152552604675,0.03731580451130867,0.2542923092842102,0.1624586433172226
than,0.29388150572776794,0.12901818752288818,0.10761144012212753,0.23030723631381989,0.3270052373409271,0.12621603906154633,0.26248160004615784,0.2226802408695221,0.3227543234825134,0.18903563916683197,0.20574013888835907,0.08722815662622452,0.2501428425312042,0.24917294085025787
half,0.13016436994075775,0.05260592699050903,0.13830049335956573,0.10448773205280304,0.25644969940185547,0.08923261612653732,0.23530897498130798,0.11612808704376221,0.3189295828342438,0.15406960248947144,0.1929003894329071,0.11155281215906143,0.16127902269363403,0.07471233606338501
of,0.33290785551071167,0.2977932393550873,0.23023100197315216,0.25754475593566895,0.5696388483047485,0.16787530481815338,0.4422316551208496,0.2715161442756653,0.733189046382904,0.22141948342323303,0.3122171461582184,0.1451684534549713,0.22938047349452972,0.1826142966747284
all,0.41981086134910583,0.14723584055900574,0.18508489429950714,0.27411335706710815,0.3335905969142914,0.18492653965950012,0.2778983414173126,0.27316439151763916,0.4860881567001343,0.14225129783153534,0.2586996853351593,0.11065758019685745,0.28793179988861084,0.29575422406196594
americans,0.2497653216123581,0.17652985453605652,0.11742448806762695,0.2299736589193344,0.24953381717205048,0.21034622192382812,0.1866443008184433,0.2137576937675476,0.3275100290775299,0.18753477931022644,0.2053712159395218,0.026167768985033035,1.0,0.19417695701122284
combined,0.21267308294773102,0.1250988245010376,0.13498567044734955,0.13573969900608063,0.3370276689529419,0.17409896850585938,0.2625443637371063,0.1653594672679901,0.3713363707065582,0.07827401906251907,0.1909211426973343,0.06454223394393921,0.29124897718429565,0.17985320091247559
.,0.3567904531955719,0.21288537979125977,0.23857341706752777,0.28905197978019714,0.5591574311256409,0.34760621190071106,0.37805238366127014,0.27343305945396423,0.5934505462646484,0.26415112614631653,0.25926893949508667,0.1989181786775589,0.2883085310459137,0.4130953550338745
'',0.08143015950918198,0.03744862228631973,0.013779557310044765,0.023538371548056602,0.07432962208986282,-0.10145189613103867,0.05186492204666138,0.023724932223558426,0.041273195296525955,-0.0041730040684342384,0.06304971128702164,-0.025032708421349525,-0.01845560036599636,0.018684765323996544
