,how,do,students,learn,about,the,church,?
profess,0.1842958629131317,0.28797656297683716,0.34331899881362915,0.2614293694496155,0.21237307786941528,0.13365837931632996,0.11412407457828522,0.1686413735151291
their,0.3316696584224701,0.35424983501434326,0.26472482085227966,0.29630035161972046,0.25792208313941956,0.516537070274353,0.17209430038928986,0.1898253709077835
ultimate,0.228495255112648,0.1830611228942871,0.11876747757196426,0.22444429993629456,0.10723564028739929,0.293570339679718,0.08538392931222916,0.2316586822271347
faith,0.22136688232421875,0.2685910761356354,0.2275819629430771,0.22964370250701904,0.2067527323961258,0.20665863156318665,0.3661857843399048,0.2833177447319031
in,0.2601168751716614,0.23402775824069977,0.2676171064376831,0.18581099808216095,0.39797019958496094,0.6662389636039734,0.2493300437927246,0.20430970191955566
christ,0.2164338231086731,0.2089453637599945,0.24215632677078247,0.1377330720424652,0.2188844084739685,0.25124865770339966,0.4993642270565033,0.13772203028202057
.,0.3287222981452942,0.3613996207714081,0.2607303857803345,0.2426602691411972,0.42038556933403015,0.5934505462646484,0.28898224234580994,0.4130953550338745
,how,do,students,learn,about,the,church,?
the,0.33890387415885925,0.30239659547805786,0.25268980860710144,0.2269158810377121,0.37995871901512146,1.0,0.23846197128295898,0.22068053483963013
book,0.2598314583301544,0.12677046656608582,0.21749956905841827,0.23995627462863922,0.29224592447280884,0.2652374505996704,0.21005752682685852,0.20572158694267273
of,0.2480744868516922,0.26150479912757874,0.25513339042663574,0.16631516814231873,0.40939709544181824,0.733189046382904,0.3079429268836975,0.1826142966747284
discipline,0.2309175431728363,0.1809845119714737,0.32113873958587646,0.23754799365997314,0.1435399055480957,0.1981438249349594,0.18012699484825134,0.06836310029029846
normally,0.3486819565296173,0.3550597131252289,0.22574181854724884,0.22834986448287964,0.25334760546684265,0.3523634970188141,0.1296411156654358,0.20675471425056458
allows,0.3641282320022583,0.31501758098602295,0.19089077413082123,0.3361670672893524,0.1780758798122406,0.2995605766773224,0.0767684131860733,0.16094227135181427
any,0.38858675956726074,0.4126444458961487,0.2413250207901001,0.26058924198150635,0.32218730449676514,0.4525727927684784,0.17543654143810272,0.4113408327102661
youth,0.1299026757478714,0.12687990069389343,0.2954041063785553,0.2899532914161682,0.1756204068660736,0.26209625601768494,0.14205121994018555,0.18005552887916565
at,0.2154216170310974,0.1511090099811554,0.26965975761413574,0.2055140882730484,0.3110121488571167,0.457212895154953,0.1633070856332779,0.21978627145290375
least,0.2839330732822418,0.2657918632030487,0.23093768954277039,0.19839917123317719,0.3718268573284149,0.3428877890110016,0.16437524557113647,0.28866854310035706
completing,0.247789666056633,0.17668963968753815,0.3971891701221466,0.25420451164245605,0.21567897498607635,0.31240642070770264,0.14706237614154816,0.08928072452545166
sixth,0.08715979754924774,0.10186619311571121,0.19669164717197418,0.1321953535079956,0.17927709221839905,0.36289259791374207,0.12124820053577423,0.11620894819498062
grade,0.22027473151683807,0.14036765694618225,0.3770787715911865,0.21374818682670593,0.17562784254550934,0.19111110270023346,0.1590431183576584,0.12344983220100403
to,0.44169697165489197,0.38876664638519287,0.2905822694301605,0.3487244248390198,0.391953706741333,0.535392165184021,0.24439501762390137,0.29463258385658264
participate,0.2134709358215332,0.31955114006996155,0.37788763642311096,0.399585098028183,0.21340401470661163,0.24406622350215912,0.0920606255531311,0.2079276293516159
",",0.22659391164779663,0.3283645510673523,0.26501646637916565,0.21191197633743286,0.3877100944519043,0.4933079481124878,0.2707274258136749,0.31091248989105225
although,0.26196205615997314,0.23230431973934174,0.16039614379405975,0.19755540788173676,0.2556116580963135,0.3265823423862457,0.1689356565475464,0.15541206300258636
the,0.33890387415885925,0.30239659547805786,0.25268980860710144,0.2269158810377121,0.37995871901512146,1.0,0.23846197128295898,0.22068053483963013
pastor,0.06708782911300659,0.15152743458747864,0.20735451579093933,0.16366046667099,0.11930934339761734,0.13653714954853058,0.44673746824264526,0.1683567762374878
has,0.26820555329322815,0.22084827721118927,0.1987207978963852,0.20360004901885986,0.35519757866859436,0.4177538752555847,0.19444791972637177,0.15994466841220856
discretionary,0.2631337344646454,0.2660232484340668,0.18513624370098114,0.2292470932006836,0.17770670354366302,0.18018560111522675,0.16243185102939606,0.2022637128829956
authority,0.1743316799402237,0.23318396508693695,0.18701200187206268,0.16210222244262695,0.2059016078710556,0.2645063102245331,0.24663107097148895,0.18404170870780945
to,0.44169697165489197,0.38876664638519287,0.2905822694301605,0.3487244248390198,0.391953706741333,0.535392165184021,0.24439501762390137,0.29463258385658264
allow,0.35843566060066223,0.4335261583328247,0.22235995531082153,0.3407544791698456,0.16038528084754944,0.27822166681289673,0.15094247460365295,0.2042745053768158
a,0.29312583804130554,0.26237669587135315,0.2676560878753662,0.2111419141292572,0.34171196818351746,0.5829201340675354,0.19588641822338104,0.23916715383529663
younger,0.1497439742088318,0.09515095502138138,0.23251478374004364,0.33802956342697144,0.2227979302406311,0.19571860134601593,0.10706234723329544,0.12709127366542816
person,0.37843647599220276,0.2984497845172882,0.29168909788131714,0.3196859657764435,0.27779239416122437,0.3487054407596588,0.21334819495677948,0.324093222618103
to,0.44169697165489197,0.38876664638519287,0.2905822694301605,0.3487244248390198,0.391953706741333,0.535392165184021,0.24439501762390137,0.29463258385658264
participate,0.2134709358215332,0.31955114006996155,0.37788763642311096,0.399585098028183,0.21340401470661163,0.24406622350215912,0.0920606255531311,0.2079276293516159
.,0.3287222981452942,0.3613996207714081,0.2607303857803345,0.2426602691411972,0.42038556933403015,0.5934505462646484,0.28898224234580994,0.4130953550338745
