,how,old,was,toghun,temur,when,he,became,emperor,?
the,0.33890387415885925,0.31849798560142517,0.48711544275283813,0.270424485206604,0.2950887978076935,0.5091903209686279,0.4571082592010498,0.36325156688690186,0.2871226370334625,0.22068053483963013
last,0.24577783048152924,0.246697798371315,0.32424551248550415,0.18716254830360413,0.16675755381584167,0.3294509947299957,0.28069037199020386,0.22279223799705505,0.25426870584487915,0.22371746599674225
of,0.2480744868516922,0.30522194504737854,0.4069072902202606,0.2873504161834717,0.2597799301147461,0.3757161796092987,0.38706058263778687,0.3638904094696045,0.2615426778793335,0.1826142966747284
the,0.33890387415885925,0.31849798560142517,0.48711544275283813,0.270424485206604,0.2950887978076935,0.5091903209686279,0.4571082592010498,0.36325156688690186,0.2871226370334625,0.22068053483963013
nine,0.1557593196630478,0.29499074816703796,0.2782309651374817,0.2098362296819687,0.2741774916648865,0.29506564140319824,0.28116974234580994,0.21695667505264282,0.1344134360551834,0.13964155316352844
successors,0.1924082636833191,0.10115225613117218,0.2502745985984802,0.21722236275672913,0.19260114431381226,0.18330097198486328,0.09812291711568832,0.2642875015735626,0.22217756509780884,0.10190409421920776
of,0.2480744868516922,0.30522194504737854,0.4069072902202606,0.2873504161834717,0.2597799301147461,0.3757161796092987,0.38706058263778687,0.3638904094696045,0.2615426778793335,0.1826142966747284
kublai,0.20475788414478302,0.16627556085586548,0.3139400780200958,0.4445301294326782,0.49416813254356384,0.24958351254463196,0.3360303044319153,0.25881412625312805,0.4727574288845062,0.14562560617923737
khan,0.11783289164304733,0.16570699214935303,0.23483267426490784,0.37790825963020325,0.4582233130931854,0.16355718672275543,0.24136358499526978,0.19657786190509796,0.30382612347602844,0.12862591445446014
",",0.22659391164779663,0.26524028182029724,0.45456063747406006,0.29529309272766113,0.24545347690582275,0.36674630641937256,0.40251094102859497,0.2798398435115814,0.20295536518096924,0.31091248989105225
was,0.16678167879581451,0.2867572605609894,1.0000001192092896,0.16988223791122437,0.2032104879617691,0.37326499819755554,0.5410010814666748,0.6575068235397339,0.2147601991891861,0.18412111699581146
summoned,0.15039044618606567,0.2407606989145279,0.22964097559452057,0.16183459758758545,0.3083218038082123,0.24434083700180054,0.2817617356777191,0.20698492228984833,0.29985755681991577,0.12790928781032562
back,0.2557322680950165,0.22640980780124664,0.2438982129096985,0.14730900526046753,0.22476455569267273,0.4184971749782562,0.2946772873401642,0.16146813333034515,0.17208223044872284,0.2397768795490265
from,0.22939439117908478,0.26649054884910583,0.31171464920043945,0.13354331254959106,0.17681562900543213,0.405669629573822,0.3314535319805145,0.22486808896064758,0.1362302154302597,0.19969791173934937
guangxi,0.2036413699388504,0.12787459790706635,0.19729043543338776,0.5292642116546631,0.4454682171344757,0.20874816179275513,0.17158716917037964,0.20003649592399597,0.40480655431747437,0.1489756554365158
and,0.33647966384887695,0.29022282361984253,0.3740963041782379,0.22120755910873413,0.24190698564052582,0.4716290831565857,0.45427167415618896,0.31226563453674316,0.18361839652061462,0.20544172823429108
succeeded,0.13908007740974426,0.1414261907339096,0.36064937710762024,0.2002873420715332,0.2549959719181061,0.24497203528881073,0.2522366940975189,0.33840975165367126,0.28229397535324097,0.12414717674255371
to,0.44169697165489197,0.2412436157464981,0.3636345863342285,0.15596270561218262,0.1902887374162674,0.5423505902290344,0.385390967130661,0.20401327311992645,0.2257286012172699,0.29463258385658264
the,0.33890387415885925,0.31849798560142517,0.48711544275283813,0.270424485206604,0.2950887978076935,0.5091903209686279,0.4571082592010498,0.36325156688690186,0.2871226370334625,0.22068053483963013
throne,0.09724017977714539,0.219940185546875,0.25343436002731323,0.23853172361850739,0.328471839427948,0.19116877019405365,0.27619946002960205,0.18199019134044647,0.500496506690979,0.17206846177577972
.,0.3287222981452942,0.32390445470809937,0.40146201848983765,0.25734615325927734,0.24080398678779602,0.475719153881073,0.38061028718948364,0.2806840240955353,0.2352581024169922,0.4130953550338745
