,what,unforeseen,problem,caused,tesla,to,hit,his,experiment,with,a,sledgehammer,?
belatedly,0.3736460208892822,0.3218620717525482,0.2696410119533539,0.23286843299865723,0.10894859582185745,0.3188488483428955,0.1498841792345047,0.28342512249946594,0.18262331187725067,0.33837202191352844,0.24447695910930634,0.21021690964698792,0.3108814060688019
realizing,0.3602903485298157,0.3956878185272217,0.3244527578353882,0.23909184336662292,0.19892823696136475,0.319404274225235,0.14730972051620483,0.3884192109107971,0.3212212324142456,0.2931171953678131,0.23148460686206818,0.3065342605113983,0.15329746901988983
the,0.42745697498321533,0.3630446493625641,0.24928659200668335,0.24990202486515045,0.1324402391910553,0.535392165184021,0.2674407958984375,0.4394008219242096,0.168198361992836,0.4223487675189972,0.5829201340675354,0.3153368830680847,0.22068053483963013
danger,0.272107869386673,0.37546056509017944,0.2989318072795868,0.3286232054233551,0.01197147835046053,0.2797633111476898,0.21896801888942719,0.24842992424964905,0.18874023854732513,0.1593252271413803,0.21425296366214752,0.25922077894210815,0.18314020335674286
",",0.3087472915649414,0.3337016999721527,0.23938199877738953,0.2600580155849457,0.20599327981472015,0.44245919585227966,0.2842342257499695,0.3378419280052185,0.19933569431304932,0.4120737314224243,0.427140474319458,0.33077073097229004,0.31091248989105225
he,0.3114890456199646,0.22603702545166016,0.18912115693092346,0.15931689739227295,0.12373391538858414,0.385390967130661,0.23131521046161652,0.7171558737754822,0.21155096590518951,0.2845253646373749,0.4393508732318878,0.3558255732059479,0.2089974731206894
was,0.22111038863658905,0.20410574972629547,0.17229199409484863,0.25113144516944885,0.16455206274986267,0.3636345863342285,0.25608164072036743,0.4405253231525421,0.21177788078784943,0.27411898970603943,0.4508470594882965,0.2695351243019104,0.18412111699581146
forced,0.2257918417453766,0.32436248660087585,0.21406973898410797,0.3367319405078888,0.07736244797706604,0.3537954092025757,0.1508583128452301,0.3238677382469177,0.07961782068014145,0.20199844241142273,0.23652443289756775,0.2494375854730606,0.17547516524791718
to,0.455847829580307,0.3815426528453827,0.2502208352088928,0.2414499819278717,0.17548894882202148,1.0,0.20389078557491302,0.3715193271636963,0.23297391831874847,0.4239959120750427,0.45503583550453186,0.3180110454559326,0.29463258385658264
use,0.3453877568244934,0.29727572202682495,0.41154801845550537,0.1918901652097702,0.2487000823020935,0.47261837124824524,0.20344272255897522,0.19605936110019684,0.2309819757938385,0.3356984257698059,0.30793872475624084,0.22827455401420593,0.32795652747154236
a,0.3320399522781372,0.2604835033416748,0.2605542540550232,0.22472180426120758,0.2211925983428955,0.45503583550453186,0.2646505832672119,0.3497250974178314,0.22814621031284332,0.3783375024795532,1.0,0.3050985038280487,0.23916715383529663
sledge,0.2143087536096573,0.17821161448955536,0.14830777049064636,0.1333610564470291,0.23965753614902496,0.29700329899787903,0.33516478538513184,0.2701364755630493,0.2038169801235199,0.2951117157936096,0.26454415917396545,0.7167723774909973,0.15496596693992615
hammer,0.14866802096366882,0.1311882883310318,0.10086832195520401,0.0817146822810173,0.15577633678913116,0.1698368787765503,0.30960598587989807,0.19984544813632965,0.06761539727449417,0.21992939710617065,0.26310548186302185,0.702232301235199,0.15159104764461517
to,0.455847829580307,0.3815426528453827,0.2502208352088928,0.2414499819278717,0.17548894882202148,1.0,0.20389078557491302,0.3715193271636963,0.23297391831874847,0.4239959120750427,0.45503583550453186,0.3180110454559326,0.29463258385658264
terminate,0.2702018916606903,0.3468274176120758,0.269119530916214,0.20163731276988983,0.1771371066570282,0.31959468126296997,0.11168882995843887,0.11616802960634232,0.2175949513912201,0.24337852001190186,0.2106388509273529,0.19463105499744415,0.15546758472919464
the,0.42745697498321533,0.3630446493625641,0.24928659200668335,0.24990202486515045,0.1324402391910553,0.535392165184021,0.2674407958984375,0.4394008219242096,0.168198361992836,0.4223487675189972,0.5829201340675354,0.3153368830680847,0.22068053483963013
experiment,0.29811543226242065,0.2225237637758255,0.2937794625759125,0.11752232909202576,0.29310449957847595,0.23297391831874847,0.1317685842514038,0.21297486126422882,1.0000001192092896,0.21030481159687042,0.22814621031284332,0.20094597339630127,0.14968745410442352
",",0.3087472915649414,0.3337016999721527,0.23938199877738953,0.2600580155849457,0.20599327981472015,0.44245919585227966,0.2842342257499695,0.3378419280052185,0.19933569431304932,0.4120737314224243,0.427140474319458,0.33077073097229004,0.31091248989105225
just,0.5854880809783936,0.451261430978775,0.35045257210731506,0.27762869000434875,0.18591703474521637,0.5153104066848755,0.2866242527961731,0.2649642527103424,0.26670628786087036,0.30194807052612305,0.47693389654159546,0.24669480323791504,0.4144178032875061
as,0.31749409437179565,0.3089058995246887,0.2586832344532013,0.16101646423339844,0.10285310447216034,0.42092081904411316,0.20771877467632294,0.3146366477012634,0.2577669024467468,0.40387406945228577,0.39550232887268066,0.24212788045406342,0.27043893933296204
the,0.42745697498321533,0.3630446493625641,0.24928659200668335,0.24990202486515045,0.1324402391910553,0.535392165184021,0.2674407958984375,0.4394008219242096,0.168198361992836,0.4223487675189972,0.5829201340675354,0.3153368830680847,0.22068053483963013
police,0.1865120679140091,0.22961466014385223,0.16092000901699066,0.16176126897335052,0.18494682013988495,0.27044278383255005,0.19092577695846558,0.2076575607061386,0.1820659637451172,0.16068950295448303,0.23870114982128143,0.2286040335893631,0.1765819936990738
arrived,0.25085949897766113,0.17557914555072784,0.23960691690444946,0.244234099984169,0.10046279430389404,0.3039925694465637,0.21872872114181519,0.26259487867355347,0.16067442297935486,0.16000589728355408,0.1703106015920639,0.16821829974651337,0.1681029200553894
.,0.3567904531955719,0.3046920597553253,0.22562150657176971,0.2413787543773651,0.17949827015399933,0.4645031690597534,0.25226855278015137,0.3119256794452667,0.23954947292804718,0.4446153938770294,0.50484299659729,0.3098401427268982,0.4130953550338745
