,what,impact,did,this,loss,have,on,abercrombie,?
expedition,0.19300568103790283,0.20832912623882294,0.21760712563991547,0.2078135907649994,0.15924078226089478,0.1561347097158432,0.21539552509784698,0.257188618183136,0.10355690121650696
that,0.6297725439071655,0.3073127269744873,0.47518548369407654,0.6909449696540833,0.26437413692474365,0.6182622313499451,0.42569106817245483,0.20517434179782867,0.32716336846351624
successfully,0.20084762573242188,0.15994644165039062,0.27148011326789856,0.316473126411438,0.20622220635414124,0.2646556496620178,0.22496876120567322,0.1791544258594513,0.0971045047044754
destroyed,0.19114850461483002,0.2583773136138916,0.24185357987880707,0.2623656392097473,0.2964421510696411,0.2135493904352188,0.22352316975593567,0.11293154954910278,0.10318030416965485
fort,0.19451747834682465,0.11336123943328857,0.17500312626361847,0.15597425401210785,0.09287378937005997,0.09801232814788818,0.2436540275812149,0.2280774563550949,0.15686731040477753
frontenac,0.1465948224067688,0.17440681159496307,0.09316479414701462,0.21047000586986542,0.14620360732078552,0.14452894032001495,0.21547813713550568,0.3581044375896454,0.2187342494726181
",",0.3087472915649414,0.2012101411819458,0.3015086054801941,0.4316047728061676,0.23328691720962524,0.3541618287563324,0.49057599902153015,0.3788672983646393,0.31091248989105225
including,0.18328791856765747,0.2574659585952759,0.26678287982940674,0.27006515860557556,0.16208650171756744,0.41958683729171753,0.324923574924469,0.16329866647720337,0.1633303165435791
caches,0.2841510772705078,0.17886888980865479,0.13258683681488037,0.31236663460731506,0.21408195793628693,0.2600983679294586,0.19340458512306213,0.22418054938316345,0.290126234292984
of,0.33290785551071167,0.21139270067214966,0.2513895630836487,0.45148900151252747,0.26357072591781616,0.3802283704280853,0.3966929316520691,0.27341529726982117,0.1826142966747284
supplies,0.16484728455543518,0.13891658186912537,0.25997665524482727,0.25981682538986206,0.2829001247882843,0.24662575125694275,0.20651875436306,0.21611683070659637,0.08799431473016739
destined,0.264759361743927,0.22965075075626373,0.25003793835639954,0.32272234559059143,0.23673664033412933,0.26093918085098267,0.21987205743789673,0.12057362496852875,0.19572137296199799
for,0.3017193675041199,0.24428735673427582,0.318512886762619,0.5082864165306091,0.24238932132720947,0.41175219416618347,0.36199691891670227,0.23412787914276123,0.264628142118454
new,0.2130378633737564,0.15411044657230377,0.227974995970726,0.3234144449234009,0.1320178359746933,0.2689777910709381,0.31106263399124146,0.2675846219062805,0.14782847464084625
france,0.17793065309524536,0.11676787585020065,0.2138325721025467,0.23969228565692902,0.17066322267055511,0.16535663604736328,0.2042606770992279,0.23509739339351654,0.15069349110126495
's,0.02692362666130066,-0.004318447783589363,0.05069678649306297,0.02106832154095173,-0.008489351719617844,-0.02807004563510418,0.0026888418942689896,0.006517860572785139,-0.023395681753754616
western,0.2454150915145874,0.15626361966133118,0.15773870050907135,0.2114744484424591,0.04853910207748413,0.21198882162570953,0.21336692571640015,0.21382011473178864,0.17439141869544983
forts,0.15526413917541504,0.13693810999393463,0.2425449937582016,0.23937974870204926,0.16845819354057312,0.1866007149219513,0.27010348439216614,0.26530784368515015,0.10221049934625626
and,0.31309178471565247,0.19650109112262726,0.34479495882987976,0.42353692650794983,0.20191490650177002,0.4711785912513733,0.4077630043029785,0.30352672934532166,0.20544172823429108
furs,0.18284986913204193,0.19670286774635315,0.25156256556510925,0.14102984964847565,0.1664958894252777,0.26615050435066223,0.25679922103881836,0.21524661779403687,0.12158351391553879
destined,0.264759361743927,0.22965075075626373,0.25003793835639954,0.32272234559059143,0.23673664033412933,0.26093918085098267,0.21987205743789673,0.12057362496852875,0.19572137296199799
for,0.3017193675041199,0.24428735673427582,0.318512886762619,0.5082864165306091,0.24238932132720947,0.41175219416618347,0.36199691891670227,0.23412787914276123,0.264628142118454
europe,0.17179538309574127,0.19088202714920044,0.22473940253257751,0.2922499477863312,0.17111626267433167,0.2433963268995285,0.250590980052948,0.1228099837899208,0.18278923630714417
.,0.3567904531955719,0.2026742696762085,0.35288307070732117,0.500583827495575,0.21266451478004456,0.41614407300949097,0.49257001280784607,0.3442099690437317,0.4130953550338745
