,what,swiss,city,was,the,center,of,the,calvinist,movement,?
in,0.30808621644973755,0.18513751029968262,0.3911624252796173,0.45514053106307983,0.6662389636039734,0.27253323793411255,0.5696388483047485,0.6662389636039734,0.2584109604358673,0.26725053787231445,0.20430970191955566
his,0.26976513862609863,0.1496613621711731,0.1923673152923584,0.4405253231525421,0.4394008219242096,0.11023364216089249,0.38364991545677185,0.4394008219242096,0.2529049217700958,0.2293611615896225,0.18075084686279297
time,0.36319252848625183,0.12666912376880646,0.21582140028476715,0.3641340136528015,0.43061500787734985,0.14071393013000488,0.35127586126327515,0.43061500787734985,0.20885156095027924,0.208505317568779,0.27391523122787476
",",0.3087472915649414,0.22296437621116638,0.35839709639549255,0.45456063747406006,0.4933079481124878,0.1905742734670639,0.4946078956127167,0.4933079481124878,0.2624487280845642,0.1862073689699173,0.31091248989105225
using,0.27984681725502014,0.20125184953212738,0.09093160182237625,0.18766598403453827,0.28364112973213196,0.14891180396080017,0.24298200011253357,0.28364112973213196,0.1366458237171173,0.21144835650920868,0.2804589569568634
a,0.3320399522781372,0.20721806585788727,0.2349124401807785,0.4508470594882965,0.5829201340675354,0.2640431225299835,0.5052502155303955,0.5829201340675354,0.197673037648201,0.23380696773529053,0.23916715383529663
clever,0.30906975269317627,0.18489602208137512,0.15174689888954163,0.188552126288414,0.183566153049469,0.11096902936697006,0.2068856656551361,0.183566153049469,0.2838263213634491,0.16820374131202698,0.1915235072374344
derogatory,0.3532276451587677,0.05127251520752907,0.11471124738454819,0.2516309916973114,0.21792484819889069,0.08108089864253998,0.19642187654972076,0.21792484819889069,0.2568832337856293,0.22843104600906372,0.2580302059650421
pun,0.26052117347717285,0.034160807728767395,0.11962084472179413,0.14240269362926483,0.17253096401691437,0.04014426842331886,0.14148959517478943,0.17253096401691437,0.15424568951129913,0.11835625022649765,0.25195467472076416
on,0.34226128458976746,0.12748053669929504,0.2549738585948944,0.3909217119216919,0.5107308030128479,0.23809784650802612,0.3966929316520691,0.5107308030128479,0.15983359515666962,0.15348097681999207,0.2714994251728058
the,0.42745697498321533,0.17452241480350494,0.35769423842430115,0.48711544275283813,1.0,0.29064592719078064,0.733189046382904,1.0,0.22695963084697723,0.339571475982666,0.22068053483963013
name,0.18623162806034088,0.09065664559602737,0.22892655432224274,0.2646567225456238,0.3171212375164032,0.1019691452383995,0.24075818061828613,0.3171212375164032,0.1356242597103119,0.11319326609373093,0.15381577610969543
hugues,0.1411924511194229,0.29887497425079346,0.15630018711090088,0.23024730384349823,0.23052576184272766,0.16127707064151764,0.25119030475616455,0.23052576184272766,0.3770977556705475,0.2606903910636902,0.21094021201133728
by,0.2455483376979828,0.21864043176174164,0.21020644903182983,0.4752357602119446,0.4408751428127289,0.12630024552345276,0.3646814823150635,0.4408751428127289,0.21429139375686646,0.20122553408145905,0.17966607213020325
way,0.4835909903049469,0.07910474389791489,0.16813746094703674,0.2418399453163147,0.36217406392097473,0.21238040924072266,0.266871839761734,0.36217406392097473,0.16588495671749115,0.2296699434518814,0.31575819849967957
of,0.33290785551071167,0.13239948451519012,0.32503411173820496,0.4069072902202606,0.733189046382904,0.24526838958263397,1.0,0.733189046382904,0.2458454817533493,0.2662941515445709,0.1826142966747284
the,0.42745697498321533,0.17452241480350494,0.35769423842430115,0.48711544275283813,1.0,0.29064592719078064,0.733189046382904,1.0,0.22695963084697723,0.339571475982666,0.22068053483963013
dutch,0.1643560230731964,0.3112940788269043,0.1846301406621933,0.2182149887084961,0.1705695390701294,0.09885864704847336,0.14408773183822632,0.1705695390701294,0.31896889209747314,0.18015222251415253,0.1081366017460823
word,0.30982115864753723,0.07704745978116989,0.13568852841854095,0.20755049586296082,0.2835540175437927,0.07030059397220612,0.23799116909503937,0.2835540175437927,0.13621151447296143,0.2139785885810852,0.19046713411808014
huisgenoten,0.28445008397102356,0.24781787395477295,0.27183279395103455,0.24479518830776215,0.3869563341140747,0.20452864468097687,0.3770736753940582,0.3869563341140747,0.31194400787353516,0.2109624445438385,0.268787145614624
(,0.2411840260028839,0.1667776256799698,0.19590984284877777,0.2980341613292694,0.33289089798927307,0.1899242252111435,0.35032153129577637,0.33289089798927307,0.19033785164356232,0.11378148943185806,0.40561532974243164
literally,0.23442214727401733,0.08929404616355896,0.1635315865278244,0.2175421267747879,0.33578670024871826,0.06042766571044922,0.2612607181072235,0.33578670024871826,0.14608539640903473,0.22279949486255646,0.20582281053066254
housemates,0.28543996810913086,0.1377851665019989,0.21003614366054535,0.29366517066955566,0.2366355061531067,0.11212923377752304,0.23043610155582428,0.2366355061531067,0.21053041517734528,0.07099582254886627,0.25745272636413574
),0.26259949803352356,0.1705211102962494,0.2113075703382492,0.3267642855644226,0.3456730246543884,0.2161751240491867,0.3680361211299896,0.3456730246543884,0.2016104757785797,0.14506514370441437,0.42300865054130554
",",0.3087472915649414,0.22296437621116638,0.35839709639549255,0.45456063747406006,0.4933079481124878,0.1905742734670639,0.4946078956127167,0.4933079481124878,0.2624487280845642,0.1862073689699173,0.31091248989105225
referring,0.37071776390075684,0.12696059048175812,0.07540594041347504,0.2598342299461365,0.2939433753490448,0.11497649550437927,0.273641973733902,0.2939433753490448,0.20181480050086975,0.19001300632953644,0.23602885007858276
to,0.455847829580307,0.0861743912100792,0.20300441980361938,0.3636345863342285,0.535392165184021,0.17764393985271454,0.41548454761505127,0.535392165184021,0.16533730924129486,0.2780168950557709,0.29463258385658264
the,0.42745697498321533,0.17452241480350494,0.35769423842430115,0.48711544275283813,1.0,0.29064592719078064,0.733189046382904,1.0,0.22695963084697723,0.339571475982666,0.22068053483963013
connotations,0.24339759349822998,0.1465166062116623,0.09143774211406708,0.11574309319257736,0.21004317700862885,0.10606005787849426,0.20531411468982697,0.21004317700862885,0.2579471468925476,0.24181804060935974,0.2622579038143158
of,0.33290785551071167,0.13239948451519012,0.32503411173820496,0.4069072902202606,0.733189046382904,0.24526838958263397,1.0,0.733189046382904,0.2458454817533493,0.2662941515445709,0.1826142966747284
a,0.3320399522781372,0.20721806585788727,0.2349124401807785,0.4508470594882965,0.5829201340675354,0.2640431225299835,0.5052502155303955,0.5829201340675354,0.197673037648201,0.23380696773529053,0.23916715383529663
somewhat,0.3670333921909332,0.1272415816783905,0.051018357276916504,0.22471950948238373,0.24373650550842285,0.1999586671590805,0.23703616857528687,0.24373650550842285,0.17950035631656647,0.18427205085754395,0.23247024416923523
related,0.258600115776062,0.1066797748208046,0.11219891905784607,0.10734758526086807,0.26962998509407043,0.1499318927526474,0.2691357135772705,0.26962998509407043,0.14041733741760254,0.1840178519487381,0.17689068615436554
word,0.30982115864753723,0.07704745978116989,0.13568852841854095,0.20755049586296082,0.2835540175437927,0.07030059397220612,0.23799116909503937,0.2835540175437927,0.13621151447296143,0.2139785885810852,0.19046713411808014
in,0.30808621644973755,0.18513751029968262,0.3911624252796173,0.45514053106307983,0.6662389636039734,0.27253323793411255,0.5696388483047485,0.6662389636039734,0.2584109604358673,0.26725053787231445,0.20430970191955566
german,0.1960553526878357,0.48001304268836975,0.1623651087284088,0.26016926765441895,0.256483793258667,0.10744909197092056,0.2122138887643814,0.256483793258667,0.31192758679389954,0.17953594028949738,0.13978645205497742
eidgenosse,0.2158912867307663,0.2418978214263916,0.3163594901561737,0.34144285321235657,0.3385602533817291,0.2038663923740387,0.3209753632545471,0.3385602533817291,0.3924911320209503,0.20604167878627777,0.24547460675239563
(,0.2411840260028839,0.1667776256799698,0.19590984284877777,0.2980341613292694,0.33289089798927307,0.1899242252111435,0.35032153129577637,0.33289089798927307,0.19033785164356232,0.11378148943185806,0.40561532974243164
confederates,0.16096070408821106,0.2758716940879822,0.22772349417209625,0.2779650390148163,0.280586838722229,0.1706276386976242,0.22481465339660645,0.280586838722229,0.23000527918338776,0.18164856731891632,0.1546296775341034
as,0.31749409437179565,0.15373334288597107,0.21195319294929504,0.3677520453929901,0.48381632566452026,0.20052886009216309,0.3886612355709076,0.48381632566452026,0.20615388453006744,0.22513282299041748,0.27043893933296204
in,0.30808621644973755,0.18513751029968262,0.3911624252796173,0.45514053106307983,0.6662389636039734,0.27253323793411255,0.5696388483047485,0.6662389636039734,0.2584109604358673,0.26725053787231445,0.20430970191955566
``,0.008517155423760414,-0.005742949899286032,-0.009671642445027828,-0.012679691426455975,0.029072100296616554,-0.06624045968055725,0.06780257821083069,0.029072100296616554,0.13815419375896454,0.12191136181354523,0.0685480609536171
a,0.3320399522781372,0.20721806585788727,0.2349124401807785,0.4508470594882965,0.5829201340675354,0.2640431225299835,0.5052502155303955,0.5829201340675354,0.197673037648201,0.23380696773529053,0.23916715383529663
citizen,0.20342512428760529,0.19754022359848022,0.3487338423728943,0.2881135940551758,0.21445687115192413,0.2050476372241974,0.19158314168453217,0.21445687115192413,0.19495804607868195,0.14422565698623657,0.1601516604423523
of,0.33290785551071167,0.13239948451519012,0.32503411173820496,0.4069072902202606,0.733189046382904,0.24526838958263397,1.0,0.733189046382904,0.2458454817533493,0.2662941515445709,0.1826142966747284
one,0.376489520072937,0.14862275123596191,0.26093539595603943,0.3752199709415436,0.5514441132545471,0.1608579307794571,0.4999135136604309,0.5514441132545471,0.168643519282341,0.19366180896759033,0.2673267424106598
of,0.33290785551071167,0.13239948451519012,0.32503411173820496,0.4069072902202606,0.733189046382904,0.24526838958263397,1.0,0.733189046382904,0.2458454817533493,0.2662941515445709,0.1826142966747284
the,0.42745697498321533,0.17452241480350494,0.35769423842430115,0.48711544275283813,1.0,0.29064592719078064,0.733189046382904,1.0,0.22695963084697723,0.339571475982666,0.22068053483963013
states,0.21526020765304565,0.19728714227676392,0.33636292815208435,0.2847922146320343,0.3463578522205353,0.23873774707317352,0.30884552001953125,0.3463578522205353,0.2244073748588562,0.15724661946296692,0.16272737085819244
of,0.33290785551071167,0.13239948451519012,0.32503411173820496,0.4069072902202606,0.733189046382904,0.24526838958263397,1.0,0.733189046382904,0.2458454817533493,0.2662941515445709,0.1826142966747284
the,0.42745697498321533,0.17452241480350494,0.35769423842430115,0.48711544275283813,1.0,0.29064592719078064,0.733189046382904,1.0,0.22695963084697723,0.339571475982666,0.22068053483963013
swiss,0.06743662059307098,1.0,0.11988233774900436,0.1790563017129898,0.17452241480350494,0.0976274386048317,0.13239948451519012,0.17452241480350494,0.2853023409843445,0.10238196700811386,0.11023817211389542
confederacy,0.17569701373577118,0.2671601474285126,0.25653332471847534,0.25470244884490967,0.28824374079704285,0.13728483021259308,0.2617518901824951,0.28824374079704285,0.2835133671760559,0.1867392212152481,0.13736024498939514
'',0.08143015950918198,-0.04336067661643028,0.08278307318687439,0.04456103965640068,0.041273195296525955,0.050313957035541534,0.13035868108272552,0.041273195296525955,-0.020859451964497566,-0.06533791124820709,0.018684765323996544
),0.26259949803352356,0.1705211102962494,0.2113075703382492,0.3267642855644226,0.3456730246543884,0.2161751240491867,0.3680361211299896,0.3456730246543884,0.2016104757785797,0.14506514370441437,0.42300865054130554
.,0.3567904531955719,0.2041017711162567,0.29856356978416443,0.40146201848983765,0.5934505462646484,0.29649654030799866,0.5352458953857422,0.5934505462646484,0.2680860161781311,0.22796523571014404,0.4130953550338745
