,what,show,did,peter,jennings,anchor,for,abc,?
2006,-0.0008085015579126775,0.0827491506934166,-0.07636451721191406,-0.14090119302272797,-0.09138217568397522,-0.010099515318870544,0.037143539637327194,-0.0046123359352350235,-0.1194092258810997
in,0.30808621644973755,0.27595704793930054,0.2593238651752472,0.168073832988739,0.2230689972639084,0.15393804013729095,0.4322226941585541,0.1697147786617279,0.20430970191955566
honor,0.15029305219650269,0.15994031727313995,0.2171061933040619,0.12243273854255676,0.22501111030578613,0.12357840687036514,0.26361149549484253,0.21873915195465088,0.1187526285648346
of,0.33290785551071167,0.21383242309093475,0.2513895630836487,0.14779731631278992,0.15836428105831146,0.1308683305978775,0.4185989499092102,0.14607268571853638,0.1826142966747284
the,0.42745697498321533,0.319829523563385,0.34736719727516174,0.24086274206638336,0.2316640317440033,0.21501964330673218,0.4739971458911896,0.2068762183189392,0.22068053483963013
recently,0.2653191089630127,0.21614985167980194,0.25495946407318115,0.18265196681022644,0.17663684487342834,0.124993696808815,0.35907360911369324,0.2179136574268341,0.18352322280406952
deceased,0.15471790730953217,0.18919937312602997,0.20821893215179443,0.19786196947097778,0.25126025080680847,0.15511354804039001,0.15509682893753052,0.13897162675857544,0.18392853438854218
longtime,0.10752114653587341,0.20359551906585693,0.14097586274147034,0.23668725788593292,0.31284216046333313,0.22631286084651947,0.29208657145500183,0.2799105942249298,0.07657656818628311
abc,0.1317344456911087,0.4449407458305359,0.13353709876537323,0.16186381876468658,0.3551056385040283,0.3904791474342346,0.22510288655757904,1.0000001192092896,0.19065172970294952
news,0.2584491968154907,0.2762581408023834,0.18422135710716248,0.15973451733589172,0.2260841727256775,0.4332883059978485,0.181859090924263,0.40620431303977966,0.1899169683456421
chief,0.1647547483444214,0.10772254317998886,0.18907910585403442,0.14190736413002014,0.19999368488788605,0.20586900413036346,0.12645672261714935,0.10720478743314743,0.09466830641031265
anchor,0.14488151669502258,0.3411145508289337,0.07074887305498123,0.1339767724275589,0.250811368227005,1.0000001192092896,0.19156086444854736,0.3904791474342346,0.12241752445697784
and,0.31309178471565247,0.3455478549003601,0.34479495882987976,0.1996251344680786,0.30274343490600586,0.1994468867778778,0.5064792633056641,0.16453155875205994,0.20544172823429108
anchor,0.14488151669502258,0.3411145508289337,0.07074887305498123,0.1339767724275589,0.250811368227005,1.0000001192092896,0.19156086444854736,0.3904791474342346,0.12241752445697784
of,0.33290785551071167,0.21383242309093475,0.2513895630836487,0.14779731631278992,0.15836428105831146,0.1308683305978775,0.4185989499092102,0.14607268571853638,0.1826142966747284
world,0.21669597923755646,0.2047518640756607,0.1944720596075058,0.2080259472131729,0.19283658266067505,0.14465506374835968,0.2444595992565155,0.16711202263832092,0.17579582333564758
news,0.2584491968154907,0.2762581408023834,0.18422135710716248,0.15973451733589172,0.2260841727256775,0.4332883059978485,0.181859090924263,0.40620431303977966,0.1899169683456421
tonight,0.2661179304122925,0.421644926071167,0.2205238938331604,0.18841704726219177,0.33926206827163696,0.3302247226238251,0.22831808030605316,0.4244754910469055,0.33557331562042236
.,0.3567904531955719,0.3016606271266937,0.35288307070732117,0.2575187087059021,0.33106324076652527,0.17134621739387512,0.4726039469242096,0.2567209303379059,0.4130953550338745
