,what,study,covered,subjects,in,"80,000",schools,?
the,0.42745697498321533,0.2533665597438812,0.3132939636707306,0.22999566793441772,0.6662389636039734,0.00957481749355793,0.22905772924423218,0.22068053483963013
united,0.20036718249320984,0.18590544164180756,0.16470444202423096,0.15505412220954895,0.3938477039337158,-0.043591972440481186,0.30707988142967224,0.17266890406608582
kingdom,0.17826133966445923,0.16186504065990448,0.14114093780517578,0.17137426137924194,0.28265801072120667,-0.005805680062621832,0.19974325597286224,0.12927088141441345
is,0.28837618231773376,0.20457550883293152,0.2292746752500534,0.2020462304353714,0.5394441485404968,-0.04319292679429054,0.2022145688533783,0.22961433231830597
not,0.5449194312095642,0.24789275228977203,0.2587623596191406,0.35759761929512024,0.3403114080429077,0.019915342330932617,0.2299577295780182,0.41942933201789856
explicitly,0.3763854503631592,0.17903777956962585,0.20058047771453857,0.32899320125579834,0.14657194912433624,0.07799030095338821,0.21614746749401093,0.2977891266345978
available,0.22032985091209412,0.13928565382957458,0.2479943037033081,0.21191059052944183,0.1939793825149536,0.11515931040048599,0.1876397579908371,0.2501629889011383
and,0.31309178471565247,0.300253301858902,0.3234351575374603,0.34629026055336,0.4954058527946472,0.03932880237698555,0.29319998621940613,0.20544172823429108
therefore,0.4125064015388489,0.20900022983551025,0.1694875955581665,0.2903539836406708,0.2696720361709595,-0.01788203977048397,0.25964680314064026,0.3325358033180237
not,0.5449194312095642,0.24789275228977203,0.2587623596191406,0.35759761929512024,0.3403114080429077,0.019915342330932617,0.2299577295780182,0.41942933201789856
necessarily,0.4277169704437256,0.18109029531478882,0.14852456748485565,0.35107994079589844,0.14690805971622467,0.08586562424898148,0.17708294093608856,0.32468926906585693
reliable,0.3740312159061432,0.16903230547904968,0.24818205833435059,0.3514704704284668,0.1770780235528946,0.055293019860982895,0.181260347366333,0.36605745553970337
.,0.3567904531955719,0.23432257771492004,0.2543253004550934,0.23730939626693726,0.5591574311256409,-0.06706900149583817,0.2752705216407776,0.4130953550338745
,what,study,covered,subjects,in,"80,000",schools,?
the,0.42745697498321533,0.2533665597438812,0.3132939636707306,0.22999566793441772,0.6662389636039734,0.00957481749355793,0.22905772924423218,0.22068053483963013
aauw,0.23340453207492828,0.23488305509090424,0.13958582282066345,0.22377310693264008,0.28094354271888733,-0.03389798849821091,0.27720949053764343,0.2740646004676819
study,0.3123835027217865,1.0,0.1759023219347,0.37327906489372253,0.2875489294528961,0.0719771683216095,0.3008359670639038,0.15902167558670044
",",0.3087472915649414,0.26425549387931824,0.30773067474365234,0.2749216854572296,0.5201468467712402,-0.052330054342746735,0.2760516405105591,0.31091248989105225
however,0.4480680823326111,0.2542448937892914,0.27552324533462524,0.30169257521629333,0.3982149362564087,0.02397972345352173,0.25584128499031067,0.2152075469493866
",",0.3087472915649414,0.26425549387931824,0.30773067474365234,0.2749216854572296,0.5201468467712402,-0.052330054342746735,0.2760516405105591,0.31091248989105225
posed,0.21864047646522522,0.17686547338962555,0.3333611488342285,0.2727924883365631,0.21349729597568512,-0.06700204312801361,0.09426966309547424,0.21519874036312103
questions,0.4857400059700012,0.2772075831890106,0.1537637710571289,0.4720616936683655,0.19608618319034576,-0.03737872466444969,0.24010376632213593,0.42967134714126587
about,0.47976887226104736,0.31766602396965027,0.31541121006011963,0.37109434604644775,0.39797019958496094,-0.09619472920894623,0.21555131673812866,0.302409827709198
fourteen,0.12124263495206833,0.1616007685661316,0.18534646928310394,0.2086828052997589,0.2813277244567871,-0.04433740675449371,0.23687247931957245,0.10843432694673538
types,0.25706279277801514,0.21438869833946228,0.2461807280778885,0.2867773771286011,0.18516337871551514,0.1254855841398239,0.24229037761688232,0.1285012811422348
of,0.33290785551071167,0.29377859830856323,0.28798651695251465,0.24864935874938965,0.5696388483047485,0.04774238169193268,0.265506386756897,0.1826142966747284
sexual,0.2455441951751709,0.23782110214233398,0.13431969285011292,0.2960580885410309,0.18284602463245392,0.07197096943855286,0.13406893610954285,0.1814439743757248
harassment,0.3716079592704773,0.1649761199951172,0.1738067865371704,0.29108959436416626,0.16939677298069,-0.10237736254930496,0.2230018526315689,0.31330880522727966
and,0.31309178471565247,0.300253301858902,0.3234351575374603,0.34629026055336,0.4954058527946472,0.03932880237698555,0.29319998621940613,0.20544172823429108
various,0.26045072078704834,0.30358561873435974,0.28414106369018555,0.34545639157295227,0.266343355178833,0.19307097792625427,0.27643775939941406,0.12823495268821716
degrees,0.2201736718416214,0.19099409878253937,0.22550149261951447,0.2869311273097992,0.19378258287906647,0.030522577464580536,0.279267281293869,0.1299446076154709
of,0.33290785551071167,0.29377859830856323,0.28798651695251465,0.24864935874938965,0.5696388483047485,0.04774238169193268,0.265506386756897,0.1826142966747284
frequency,0.2807137370109558,0.24111294746398926,0.13573183119297028,0.23992939293384552,0.17656390368938446,0.03424613177776337,0.10212641209363937,0.17067383229732513
and,0.31309178471565247,0.300253301858902,0.3234351575374603,0.34629026055336,0.4954058527946472,0.03932880237698555,0.29319998621940613,0.20544172823429108
included,0.2288810908794403,0.17587797343730927,0.3699350655078888,0.2300185263156891,0.32433560490608215,0.14187666773796082,0.21462614834308624,0.14385655522346497
only,0.41415658593177795,0.25600171089172363,0.2870831787586212,0.28654560446739197,0.42992329597473145,0.05905314162373543,0.2455408126115799,0.2767370045185089
abuses,0.24031168222427368,0.1856977641582489,0.11917362362146378,0.35102972388267517,0.1745140552520752,-0.11368546634912491,0.25301483273506165,0.1949743926525116
by,0.2455483376979828,0.1623244434595108,0.2547268867492676,0.24780595302581787,0.370934396982193,0.03507217764854431,0.1415957361459732,0.17966607213020325
teachers,0.2526462972164154,0.39217743277549744,0.10119368135929108,0.38129734992980957,0.2128150761127472,0.10499276965856552,0.5533654689788818,0.19522249698638916
.,0.3567904531955719,0.23432257771492004,0.2543253004550934,0.23730939626693726,0.5591574311256409,-0.06706900149583817,0.2752705216407776,0.4130953550338745
