,what,spacecraft,contained,data,to,determine,the,oxygen,content,of,the,sun,?
the,0.42745697498321533,0.21476294100284576,0.31440216302871704,0.20546740293502808,0.535392165184021,0.40889066457748413,1.0,0.20428593456745148,0.21174471080303192,0.733189046382904,1.0,0.258540540933609,0.22068053483963013
crashed,0.1518300175666809,0.34800589084625244,0.1464381366968155,0.13781817257404327,0.20131708681583405,0.12061688303947449,0.24208064377307892,0.16060301661491394,0.0787397250533104,0.21300823986530304,0.24208064377307892,0.1379900425672531,0.04458551108837128
genesis,0.27655747532844543,0.2488313615322113,0.1907528191804886,0.16189727187156677,0.1967007964849472,0.13889968395233154,0.2291790246963501,0.17181871831417084,0.17367534339427948,0.16213548183441162,0.2291790246963501,0.2385510504245758,0.2113482803106308
spacecraft,0.19567668437957764,1.0000001192092896,0.16729043424129486,0.22343215346336365,0.25703316926956177,0.18544480204582214,0.21476294100284576,0.33789265155792236,0.20093132555484772,0.16566437482833862,0.21476294100284576,0.22437657415866852,0.17708687484264374
has,0.20338068902492523,0.15289145708084106,0.325886070728302,0.1715058982372284,0.3619994819164276,0.2546979784965515,0.4177538752555847,0.1811927706003189,0.2251708209514618,0.3909035325050354,0.4177538752555847,0.18989816308021545,0.15994466841220856
shown,0.2601207196712494,0.1979469656944275,0.24717599153518677,0.13945606350898743,0.23958280682563782,0.2908691465854645,0.3387985825538635,0.1918422132730484,0.24161472916603088,0.24332952499389648,0.3387985825538635,0.14167220890522003,0.2433658242225647
that,0.6297725439071655,0.2425282597541809,0.32780370116233826,0.2643236517906189,0.5436353087425232,0.41576048731803894,0.5473989248275757,0.2717767655849457,0.3454494774341583,0.41498205065727234,0.5473989248275757,0.2795715630054474,0.32716336846351624
the,0.42745697498321533,0.21476294100284576,0.31440216302871704,0.20546740293502808,0.535392165184021,0.40889066457748413,1.0,0.20428593456745148,0.21174471080303192,0.733189046382904,1.0,0.258540540933609,0.22068053483963013
sun,0.207769975066185,0.22437657415866852,0.07380311191082001,0.09160643815994263,0.17790719866752625,0.07526831328868866,0.258540540933609,0.19829581677913666,0.14526543021202087,0.22858914732933044,0.258540540933609,1.0000001192092896,0.1497713327407837
has,0.20338068902492523,0.15289145708084106,0.325886070728302,0.1715058982372284,0.3619994819164276,0.2546979784965515,0.4177538752555847,0.1811927706003189,0.2251708209514618,0.3909035325050354,0.4177538752555847,0.18989816308021545,0.15994466841220856
a,0.3320399522781372,0.1892588883638382,0.301316499710083,0.2163095474243164,0.45503583550453186,0.3650607168674469,0.5829201340675354,0.21662019193172455,0.20795699954032898,0.5052502155303955,0.5829201340675354,0.18251942098140717,0.23916715383529663
higher,0.2538340389728546,0.1588415950536728,0.1770474910736084,0.2019665390253067,0.3279348313808441,0.3210931420326233,0.3292480409145355,0.24069128930568695,0.25686880946159363,0.3096220791339874,0.3292480409145355,0.2234966903924942,0.15679465234279633
proportion,0.21334725618362427,0.11595051735639572,0.19135259091854095,0.15922811627388,0.27622002363204956,0.32916149497032166,0.2945463955402374,0.27083340287208557,0.30199113488197327,0.326309472322464,0.2945463955402374,0.13776858150959015,0.16980072855949402
of,0.33290785551071167,0.16566437482833862,0.37918418645858765,0.20013196766376495,0.41548454761505127,0.3512130081653595,0.733189046382904,0.16848602890968323,0.18281257152557373,1.0,0.733189046382904,0.22858914732933044,0.1826142966747284
oxygen-16,0.22204910218715668,0.32826411724090576,0.2619662582874298,0.1720196008682251,0.27982771396636963,0.24733132123947144,0.22801755368709564,0.9598668813705444,0.3121221959590912,0.18333350121974945,0.22801755368709564,0.21283313632011414,0.18815967440605164
than,0.29388150572776794,0.20426249504089355,0.2805827260017395,0.20215091109275818,0.3192550539970398,0.24930371344089508,0.3227543234825134,0.25305241346359253,0.2996300160884857,0.33036211133003235,0.3227543234825134,0.2240198254585266,0.24917294085025787
does,0.38564667105674744,0.1343306452035904,0.24320241808891296,0.19665312767028809,0.4391997456550598,0.3706101179122925,0.35928019881248474,0.2380215972661972,0.33242130279541016,0.3119818866252899,0.35928019881248474,0.18103665113449097,0.338003009557724
the,0.42745697498321533,0.21476294100284576,0.31440216302871704,0.20546740293502808,0.535392165184021,0.40889066457748413,1.0,0.20428593456745148,0.21174471080303192,0.733189046382904,1.0,0.258540540933609,0.22068053483963013
earth,0.25883176922798157,0.4782452881336212,0.17337121069431305,0.16799430549144745,0.2486501932144165,0.1681871861219406,0.2801888585090637,0.3065866231918335,0.19316041469573975,0.2329314798116684,0.2801888585090637,0.45118439197540283,0.17717236280441284
.,0.3567904531955719,0.19334369897842407,0.27544063329696655,0.24345596134662628,0.4645031690597534,0.323413223028183,0.5934505462646484,0.2554275095462799,0.2660638689994812,0.5352458953857422,0.5934505462646484,0.20861375331878662,0.4130953550338745
