,how,old,was,manning,at,the,beginning,of,the,2015,season,?
quarterback,0.10935026407241821,0.13743433356285095,0.24103644490242004,0.5449647903442383,0.19062480330467224,0.23757418990135193,0.15328088402748108,0.19996441900730133,0.23757418990135193,-0.07722106575965881,0.360336571931839,0.13221268355846405
peyton,0.22435155510902405,0.10176752507686615,0.30385082960128784,0.5102329254150391,0.15740567445755005,0.2709864377975464,0.1888284981250763,0.19771021604537964,0.2709864377975464,-0.043914761394262314,0.37801364064216614,0.17519715428352356
manning,0.2318497896194458,0.18892280757427216,0.2607507109642029,0.9999998807907104,0.2622990310192108,0.27058160305023193,0.2688729763031006,0.20024974644184113,0.27058160305023193,-0.010276862420141697,0.33529460430145264,0.15856626629829407
's,-0.026164190843701363,0.14042171835899353,0.008974763564765453,0.021839646622538567,-0.08481216430664062,-0.01540423184633255,-0.03033691644668579,-0.03817026689648628,-0.01540423184633255,0.023902352899312973,0.06624794006347656,-0.023395681753754616
shotgun,0.1162370890378952,0.11845552921295166,0.18019628524780273,0.24297918379306793,0.19569991528987885,0.13242065906524658,0.03777251020073891,0.13166861236095428,0.13242065906524658,-0.035617195069789886,0.12878382205963135,0.22133255004882812
passing,0.24499450623989105,0.15470406413078308,0.13813647627830505,0.3786384165287018,0.20559759438037872,0.3088957965373993,0.25364649295806885,0.24086934328079224,0.3088957965373993,0.00843111239373684,0.24395446479320526,0.10353918373584747
skills,0.3687170147895813,0.17825831472873688,0.1470251828432083,0.31806865334510803,0.17844600975513458,0.20564566552639008,0.2382262498140335,0.1968628317117691,0.20564566552639008,-0.14730477333068848,0.15254861116409302,0.1864275485277176
",",0.22659391164779663,0.26524028182029724,0.45456063747406006,0.30921146273612976,0.38314947485923767,0.4933079481124878,0.31347912549972534,0.4946078956127167,0.4933079481124878,0.06568983197212219,0.2232367992401123,0.31091248989105225
but,0.43101516366004944,0.21863391995429993,0.36023372411727905,0.1814679205417633,0.33498162031173706,0.4859698414802551,0.30180779099464417,0.39942997694015503,0.4859698414802551,-0.019786110147833824,0.2349797487258911,0.27921953797340393
struggled,0.22700917720794678,0.1986733376979828,0.30934348702430725,0.32621222734451294,0.21134766936302185,0.28537142276763916,0.2692567706108093,0.2758544981479645,0.28537142276763916,0.020336875692009926,0.3167175352573395,0.11264374107122421
with,0.3525622487068176,0.20720098912715912,0.27411898970603943,0.18539859354496002,0.29126521944999695,0.4223487675189972,0.2523934543132782,0.41827285289764404,0.4223487675189972,-0.05818283185362816,0.26700887084007263,0.2433311939239502
numerous,0.18753044307231903,0.1518380045890808,0.19624626636505127,0.1411495804786682,0.1812366098165512,0.3353725075721741,0.20910051465034485,0.3024154603481293,0.3353725075721741,0.005049271509051323,0.1241198182106018,0.0875130444765091
changes,0.3518966734409332,0.15304630994796753,0.17310309410095215,0.13276906311511993,0.22965902090072632,0.3427845537662506,0.2772049009799957,0.25827232003211975,0.3427845537662506,-0.05100260674953461,0.12810510396957397,0.21264225244522095
and,0.33647966384887695,0.29022282361984253,0.3740963041782379,0.2638654112815857,0.3571503460407257,0.5171257257461548,0.2640784680843353,0.5116966962814331,0.5171257257461548,0.015077123418450356,0.2369309365749359,0.20544172823429108
injuries,0.15644334256649017,0.17857827246189117,0.22380153834819794,0.21293193101882935,0.15613539516925812,0.20518366992473602,0.16566413640975952,0.23467452824115753,0.20518366992473602,-0.012967431917786598,0.2519371211528778,0.14870837330818176
to,0.44169697165489197,0.2412436157464981,0.3636345863342285,0.24857525527477264,0.36524343490600586,0.535392165184021,0.32582011818885803,0.41548454761505127,0.535392165184021,-0.0031493064016103745,0.22382742166519165,0.29463258385658264
the,0.33890387415885925,0.31849798560142517,0.48711544275283813,0.27058160305023193,0.457212895154953,1.0,0.49622642993927,0.733189046382904,1.0,0.1466771513223648,0.2507155239582062,0.22068053483963013
offensive,0.11074206978082657,0.12645137310028076,0.2074536383152008,0.3746066689491272,0.15963293612003326,0.2699996531009674,0.22768118977546692,0.20176489651203156,0.2699996531009674,0.016692671924829483,0.20096494257450104,0.20278584957122803
line,0.15736231207847595,0.10467492789030075,0.1765366792678833,0.16799555718898773,0.2551005482673645,0.29789501428604126,0.18995027244091034,0.23765452206134796,0.29789501428604126,0.05625174567103386,0.1613713502883911,0.16271452605724335
",",0.22659391164779663,0.26524028182029724,0.45456063747406006,0.30921146273612976,0.38314947485923767,0.4933079481124878,0.31347912549972534,0.4946078956127167,0.4933079481124878,0.06568983197212219,0.2232367992401123,0.31091248989105225
as,0.33782753348350525,0.24722114205360413,0.3677520453929901,0.27189740538597107,0.28092536330223083,0.48381632566452026,0.3335636258125305,0.3886612355709076,0.48381632566452026,0.04859122261404991,0.22911055386066437,0.27043893933296204
well,0.410734087228775,0.2309248447418213,0.3130364418029785,0.2037324160337448,0.26019635796546936,0.42630070447921753,0.3126940131187439,0.3343164324760437,0.42630070447921753,-0.05991091951727867,0.2359195351600647,0.24815571308135986
as,0.33782753348350525,0.24722114205360413,0.3677520453929901,0.27189740538597107,0.28092536330223083,0.48381632566452026,0.3335636258125305,0.3886612355709076,0.48381632566452026,0.04859122261404991,0.22911055386066437,0.27043893933296204
manning,0.2318497896194458,0.18892280757427216,0.2607507109642029,0.9999998807907104,0.2622990310192108,0.27058160305023193,0.2688729763031006,0.20024974644184113,0.27058160305023193,-0.010276862420141697,0.33529460430145264,0.15856626629829407
having,0.3231181800365448,0.17403291165828705,0.2792723774909973,0.21502387523651123,0.27838799357414246,0.3821379244327545,0.2309039682149887,0.38889452815055847,0.3821379244327545,-0.048095859587192535,0.20948754251003265,0.22418256103992462
his,0.24614305794239044,0.2539081573486328,0.4405253231525421,0.33460527658462524,0.27659502625465393,0.4394008219242096,0.23700326681137085,0.38364991545677185,0.4394008219242096,0.0642445981502533,0.20986881852149963,0.18075084686279297
worst,0.16188359260559082,0.09560433030128479,0.15066909790039062,0.17082956433296204,0.16639567911624908,0.21166902780532837,0.1946764588356018,0.16431279480457306,0.21166902780532837,-0.0934971421957016,0.21568424999713898,0.21551604568958282
statistical,0.27593111991882324,0.10116250813007355,0.1408015340566635,0.19371788203716278,0.1858731508255005,0.26417747139930725,0.19945397973060608,0.3284662663936615,0.26417747139930725,0.00584452785551548,0.1648615598678589,0.1697750836610794
season,0.13036081194877625,0.15347151458263397,0.24797968566417694,0.33529460430145264,0.18120098114013672,0.2507155239582062,0.2846515476703644,0.1598338931798935,0.2507155239582062,-0.03830436244606972,1.0,0.16793298721313477
since,0.2347431182861328,0.2935742735862732,0.4384658932685852,0.13168372213840485,0.3096075654029846,0.4054957628250122,0.3910749852657318,0.35513219237327576,0.4054957628250122,0.04247409105300903,0.25668418407440186,0.2876587212085724
his,0.24614305794239044,0.2539081573486328,0.4405253231525421,0.33460527658462524,0.27659502625465393,0.4394008219242096,0.23700326681137085,0.38364991545677185,0.4394008219242096,0.0642445981502533,0.20986881852149963,0.18075084686279297
rookie,0.11874968558549881,0.1465418040752411,0.2457139939069748,0.38728052377700806,0.20959500968456268,0.2438497394323349,0.23818372189998627,0.15998511016368866,0.2438497394323349,-0.03128734603524208,0.46761253476142883,0.14955708384513855
year,0.19631797075271606,0.3157127797603607,0.3209837079048157,0.2521476149559021,0.3146436810493469,0.3609684407711029,0.38203126192092896,0.2578314542770386,0.3609684407711029,0.10588137805461884,0.3561827838420868,0.18315006792545319
with,0.3525622487068176,0.20720098912715912,0.27411898970603943,0.18539859354496002,0.29126521944999695,0.4223487675189972,0.2523934543132782,0.41827285289764404,0.4223487675189972,-0.05818283185362816,0.26700887084007263,0.2433311939239502
the,0.33890387415885925,0.31849798560142517,0.48711544275283813,0.27058160305023193,0.457212895154953,1.0,0.49622642993927,0.733189046382904,1.0,0.1466771513223648,0.2507155239582062,0.22068053483963013
indianapolis,0.12304453551769257,0.18322519958019257,0.252520889043808,0.4084772765636444,0.24908447265625,0.25879812240600586,0.2411869764328003,0.20248150825500488,0.25879812240600586,0.012573005631566048,0.33245381712913513,0.10281907767057419
colts,0.1490238457918167,0.11269018054008484,0.2654520571231842,0.49054357409477234,0.21696992218494415,0.2615845501422882,0.2034209817647934,0.15765886008739471,0.2615845501422882,-0.06373267620801926,0.35568830370903015,0.1482221484184265
in,0.2601168751716614,0.2865324318408966,0.45514053106307983,0.22345924377441406,0.4374977946281433,0.6662389636039734,0.3787442147731781,0.5696388483047485,0.6662389636039734,0.0891268327832222,0.2184021919965744,0.20430970191955566
1998,0.03995569795370102,-0.06873023509979248,0.04920116811990738,-0.04177447780966759,-0.029233910143375397,-0.047468025237321854,0.09673214703798294,-0.06454750150442123,-0.047468025237321854,0.15614943206310272,-0.13445305824279785,0.11714459210634232
",",0.22659391164779663,0.26524028182029724,0.45456063747406006,0.30921146273612976,0.38314947485923767,0.4933079481124878,0.31347912549972534,0.4946078956127167,0.4933079481124878,0.06568983197212219,0.2232367992401123,0.31091248989105225
due,0.19407185912132263,0.11573848128318787,0.29011407494544983,0.026995275169610977,0.19990050792694092,0.22577603161334991,0.23797400295734406,0.2533245384693146,0.22577603161334991,-0.0008425026899203658,0.1704137921333313,0.10954997688531876
to,0.44169697165489197,0.2412436157464981,0.3636345863342285,0.24857525527477264,0.36524343490600586,0.535392165184021,0.32582011818885803,0.41548454761505127,0.535392165184021,-0.0031493064016103745,0.22382742166519165,0.29463258385658264
a,0.29312583804130554,0.2846200466156006,0.4508470594882965,0.2509649395942688,0.3095070421695709,0.5829201340675354,0.31769853830337524,0.5052502155303955,0.5829201340675354,-0.008371892385184765,0.1855505406856537,0.23916715383529663
plantar,0.13256770372390747,0.17171239852905273,0.26657116413116455,0.1979699432849884,0.23923340439796448,0.23765602707862854,0.1276848018169403,0.30038854479789734,0.23765602707862854,0.18467876315116882,0.18289150297641754,0.12419132888317108
fasciitis,0.20105774700641632,0.15511244535446167,0.21122834086418152,0.15173548460006714,0.1516873985528946,0.14955414831638336,0.16379928588867188,0.1541329026222229,0.14955414831638336,-0.04074975103139877,0.12830358743667603,0.23458775877952576
injury,0.16017422080039978,0.12029138207435608,0.21684524416923523,0.28924453258514404,0.15837065875530243,0.22097580134868622,0.13006934523582458,0.21304923295974731,0.22097580134868622,-0.03836541622877121,0.3006984293460846,0.1309780478477478
in,0.2601168751716614,0.2865324318408966,0.45514053106307983,0.22345924377441406,0.4374977946281433,0.6662389636039734,0.3787442147731781,0.5696388483047485,0.6662389636039734,0.0891268327832222,0.2184021919965744,0.20430970191955566
his,0.24614305794239044,0.2539081573486328,0.4405253231525421,0.33460527658462524,0.27659502625465393,0.4394008219242096,0.23700326681137085,0.38364991545677185,0.4394008219242096,0.0642445981502533,0.20986881852149963,0.18075084686279297
heel,0.17174385488033295,0.10298512876033783,0.18557390570640564,0.21662558615207672,0.12030556052923203,0.2303585559129715,0.1607411801815033,0.14273640513420105,0.2303585559129715,0.015111960470676422,0.19707657396793365,0.13895626366138458
that,0.557814359664917,0.2827931344509125,0.33670201897621155,0.17001231014728546,0.3183255195617676,0.5473989248275757,0.3866214156150818,0.41498205065727234,0.5473989248275757,-0.05786290019750595,0.21767571568489075,0.32716336846351624
he,0.2594625651836395,0.29039672017097473,0.5410010814666748,0.33812835812568665,0.3280475437641144,0.4571082592010498,0.28139528632164,0.38706058263778687,0.4571082592010498,0.0005476312362588942,0.20349597930908203,0.2089974731206894
had,0.2549138069152832,0.23504669964313507,0.5927209258079529,0.19614505767822266,0.3288320302963257,0.3875846862792969,0.2808615565299988,0.37755560874938965,0.3875846862792969,0.0605347566306591,0.1978970468044281,0.20728366076946259
suffered,0.10068628937005997,0.1750028282403946,0.3911045491695404,0.18022605776786804,0.23065312206745148,0.2558774948120117,0.21942320466041565,0.2524636387825012,0.2558774948120117,0.08852661401033401,0.21271176636219025,0.08963493257761002
since,0.2347431182861328,0.2935742735862732,0.4384658932685852,0.13168372213840485,0.3096075654029846,0.4054957628250122,0.3910749852657318,0.35513219237327576,0.4054957628250122,0.04247409105300903,0.25668418407440186,0.2876587212085724
the,0.33890387415885925,0.31849798560142517,0.48711544275283813,0.27058160305023193,0.457212895154953,1.0,0.49622642993927,0.733189046382904,1.0,0.1466771513223648,0.2507155239582062,0.22068053483963013
summer,0.1146422028541565,0.09309462457895279,0.22632931172847748,0.14167994260787964,0.31800585985183716,0.2685571610927582,0.2265586256980896,0.2329561412334442,0.2685571610927582,0.10762901604175568,0.36044254899024963,0.11625723540782928
",",0.22659391164779663,0.26524028182029724,0.45456063747406006,0.30921146273612976,0.38314947485923767,0.4933079481124878,0.31347912549972534,0.4946078956127167,0.4933079481124878,0.06568983197212219,0.2232367992401123,0.31091248989105225
and,0.33647966384887695,0.29022282361984253,0.3740963041782379,0.2638654112815857,0.3571503460407257,0.5171257257461548,0.2640784680843353,0.5116966962814331,0.5171257257461548,0.015077123418450356,0.2369309365749359,0.20544172823429108
the,0.33890387415885925,0.31849798560142517,0.48711544275283813,0.27058160305023193,0.457212895154953,1.0,0.49622642993927,0.733189046382904,1.0,0.1466771513223648,0.2507155239582062,0.22068053483963013
simple,0.40932103991508484,0.20797783136367798,0.14933012425899506,0.16234195232391357,0.21276067197322845,0.24738673865795135,0.2299717366695404,0.23205730319023132,0.24738673865795135,-0.11943268030881882,0.19736924767494202,0.4614735543727875
fact,0.35078367590904236,0.23413869738578796,0.24826835095882416,0.06402759253978729,0.20090416073799133,0.32878658175468445,0.21398526430130005,0.3007645010948181,0.32878658175468445,-0.047187209129333496,0.17834530770778656,0.2798655927181244
that,0.557814359664917,0.2827931344509125,0.33670201897621155,0.17001231014728546,0.3183255195617676,0.5473989248275757,0.3866214156150818,0.41498205065727234,0.5473989248275757,-0.05786290019750595,0.21767571568489075,0.32716336846351624
manning,0.2318497896194458,0.18892280757427216,0.2607507109642029,0.9999998807907104,0.2622990310192108,0.27058160305023193,0.2688729763031006,0.20024974644184113,0.27058160305023193,-0.010276862420141697,0.33529460430145264,0.15856626629829407
was,0.16678167879581451,0.2867572605609894,1.0000001192092896,0.2607507109642029,0.36707764863967896,0.48711544275283813,0.35191401839256287,0.4069072902202606,0.48711544275283813,0.14799827337265015,0.24797968566417694,0.18412111699581146
getting,0.3343828320503235,0.1427081823348999,0.2391812801361084,0.2668822705745697,0.2543362081050873,0.2930673360824585,0.22421467304229736,0.24251262843608856,0.2930673360824585,-0.12157689779996872,0.21153336763381958,0.28468504548072815
old,0.1789429783821106,1.0000001192092896,0.2867572605609894,0.18892280757427216,0.17987459897994995,0.31849798560142517,0.2678986191749573,0.30522194504737854,0.31849798560142517,0.030092759057879448,0.15347151458263397,0.20577076077461243
",",0.22659391164779663,0.26524028182029724,0.45456063747406006,0.30921146273612976,0.38314947485923767,0.4933079481124878,0.31347912549972534,0.4946078956127167,0.4933079481124878,0.06568983197212219,0.2232367992401123,0.31091248989105225
as,0.33782753348350525,0.24722114205360413,0.3677520453929901,0.27189740538597107,0.28092536330223083,0.48381632566452026,0.3335636258125305,0.3886612355709076,0.48381632566452026,0.04859122261404991,0.22911055386066437,0.27043893933296204
he,0.2594625651836395,0.29039672017097473,0.5410010814666748,0.33812835812568665,0.3280475437641144,0.4571082592010498,0.28139528632164,0.38706058263778687,0.4571082592010498,0.0005476312362588942,0.20349597930908203,0.2089974731206894
turned,0.2075119912624359,0.15447019040584564,0.3994938135147095,0.14148861169815063,0.22914201021194458,0.3414173722267151,0.27397021651268005,0.27018553018569946,0.3414173722267151,0.01912897825241089,0.17581911385059357,0.130948007106781
39,0.07569380104541779,0.051313381642103195,0.0029520741663873196,0.0860123261809349,0.1286257952451706,0.12403792142868042,0.011420698836445808,0.13766054809093475,0.12403792142868042,0.03233209624886513,0.13412198424339294,0.04514012485742569
in,0.2601168751716614,0.2865324318408966,0.45514053106307983,0.22345924377441406,0.4374977946281433,0.6662389636039734,0.3787442147731781,0.5696388483047485,0.6662389636039734,0.0891268327832222,0.2184021919965744,0.20430970191955566
the,0.33890387415885925,0.31849798560142517,0.48711544275283813,0.27058160305023193,0.457212895154953,1.0,0.49622642993927,0.733189046382904,1.0,0.1466771513223648,0.2507155239582062,0.22068053483963013
2015,-0.161673903465271,0.030092759057879448,0.14799827337265015,-0.010276862420141697,0.12469656765460968,0.1466771513223648,0.15299426019191742,0.21138253808021545,0.1466771513223648,1.0,-0.03830436244606972,-0.029954981058835983
off-season,0.19733288884162903,0.19284003973007202,0.3074408769607544,0.46932652592658997,0.23675590753555298,0.2915349304676056,0.2749313712120056,0.21329936385154724,0.2915349304676056,-0.03429057076573372,0.8545464873313904,0.25146612524986267
.,0.3287222981452942,0.32390445470809937,0.40146201848983765,0.2937074899673462,0.4549728035926819,0.5934505462646484,0.33853423595428467,0.5352458953857422,0.5934505462646484,0.06607602536678314,0.24674734473228455,0.4130953550338745
