,most,aspects,of,transport,safety,is,a,subject,dealt,with,by,whom,?
to,0.321603000164032,0.23851177096366882,0.41548454761505127,0.21968118846416473,0.254177987575531,0.42745086550712585,0.45503583550453186,0.3198980987071991,0.25993335247039795,0.4239959120750427,0.33534231781959534,0.3108522593975067,0.29463258385658264
",",0.3636029064655304,0.19650225341320038,0.4946078956127167,0.21959951519966125,0.22221899032592773,0.4691906273365021,0.427140474319458,0.25792038440704346,0.2322544902563095,0.4120737314224243,0.3680937886238098,0.25587570667266846,0.31091248989105225
and,0.4309377074241638,0.2787165641784668,0.5116966962814331,0.2537272870540619,0.27546536922454834,0.3859752118587494,0.3739250600337982,0.2574312388896942,0.24801099300384521,0.5477725267410278,0.4289871156215668,0.3148667514324188,0.20544172823429108
dealt,0.20570769906044006,0.30743804574012756,0.2109026461839676,0.15782733261585236,0.17300443351268768,0.1399565488100052,0.1830262690782547,0.3435382544994354,0.9999998807907104,0.3660266101360321,0.2817874550819397,0.30459219217300415,0.3251160979270935
with,0.336320698261261,0.2636911869049072,0.41827285289764404,0.1287173479795456,0.2208736687898636,0.3250955045223236,0.3783375024795532,0.2275499850511551,0.3660266101360321,0.9999999403953552,0.39731505513191223,0.3374587297439575,0.2433311939239502
at,0.22451047599315643,0.16270914673805237,0.42558613419532776,0.15085075795650482,0.22343945503234863,0.25906258821487427,0.3095070421695709,0.20078150928020477,0.1623031347990036,0.29126521944999695,0.2368064820766449,0.16644588112831116,0.21978627145290375
",",0.3636029064655304,0.19650225341320038,0.4946078956127167,0.21959951519966125,0.22221899032592773,0.4691906273365021,0.427140474319458,0.25792038440704346,0.2322544902563095,0.4120737314224243,0.3680937886238098,0.25587570667266846,0.31091248989105225
westminster,0.1886187195777893,0.06783386319875717,0.2946619689464569,0.22663763165473938,0.21672280132770538,0.18797682225704193,0.2110716700553894,0.13568708300590515,0.2117144763469696,0.21091656386852264,0.239516943693161,0.17407429218292236,0.1651161164045334
(,0.20654040575027466,0.14275944232940674,0.35032153129577637,0.13301454484462738,0.15099895000457764,0.35393038392066956,0.3206180930137634,0.19141706824302673,0.18583178520202637,0.29503780603408813,0.20696312189102173,0.1562120020389557,0.40561532974243164
and,0.4309377074241638,0.2787165641784668,0.5116966962814331,0.2537272870540619,0.27546536922454834,0.3859752118587494,0.3739250600337982,0.2574312388896942,0.24801099300384521,0.5477725267410278,0.4289871156215668,0.3148667514324188,0.20544172823429108
where,0.3678402900695801,0.18466269969940186,0.38066378235816956,0.21586693823337555,0.21526966989040375,0.3586711287498474,0.40997210144996643,0.24747195839881897,0.2665649652481079,0.4142743945121765,0.2641284465789795,0.3098810315132141,0.24793872237205505
ministerial,0.1603054702281952,0.2441643327474594,0.3270201086997986,0.2526041567325592,0.18338070809841156,0.1801333725452423,0.1972203552722931,0.2212880253791809,0.17493164539337158,0.17064131796360016,0.20075984299182892,0.15310028195381165,0.09284795820713043
functions,0.19445860385894775,0.4137221872806549,0.2328059822320938,0.2959211468696594,0.18414455652236938,0.1740858554840088,0.21638484299182892,0.24193669855594635,0.16616930067539215,0.2008940577507019,0.13341495394706726,0.08988098055124283,0.13745930790901184
usually,0.4146766662597656,0.24951550364494324,0.33931583166122437,0.1898994743824005,0.20419760048389435,0.4230746626853943,0.46690207719802856,0.22409197688102722,0.21476943790912628,0.3430865705013275,0.30666717886924744,0.1641020029783249,0.19435347616672516
lie,0.19419598579406738,0.10983552038669586,0.2677435576915741,0.11746577173471451,0.13623164594173431,0.2140594869852066,0.15853750705718994,0.16346609592437744,0.14031662046909332,0.11324514448642731,0.07884726673364639,0.12535734474658966,0.13703542947769165
with,0.336320698261261,0.2636911869049072,0.41827285289764404,0.1287173479795456,0.2208736687898636,0.3250955045223236,0.3783375024795532,0.2275499850511551,0.3660266101360321,0.9999999403953552,0.39731505513191223,0.3374587297439575,0.2433311939239502
uk,0.16839851438999176,0.1283891797065735,0.21513383090496063,0.23547126352787018,0.21142689883708954,0.17650434374809265,0.19665123522281647,0.12077095359563828,0.13050386309623718,0.170000359416008,0.1589900702238083,0.06763822585344315,0.20222434401512146
government,0.1977129876613617,0.16425631940364838,0.3475167155265808,0.2736777663230896,0.1885596513748169,0.20343491435050964,0.25158295035362244,0.2287435382604599,0.20467521250247955,0.2035938799381256,0.24235671758651733,0.1710723340511322,0.18851417303085327
ministers,0.1764853447675705,0.17672817409038544,0.31468528509140015,0.2851005494594574,0.16459809243679047,0.16078178584575653,0.17241229116916656,0.16649506986141205,0.1946837604045868,0.13540950417518616,0.2074352502822876,0.22868852317333221,0.15132683515548706
),0.23620007932186127,0.13147222995758057,0.3680361211299896,0.15622448921203613,0.16457918286323547,0.37732169032096863,0.3640355169773102,0.18451960384845734,0.20856106281280518,0.3069596290588379,0.2151763141155243,0.1573808193206787,0.42300865054130554
.,0.35404038429260254,0.20692044496536255,0.5352458953857422,0.2437383234500885,0.22499428689479828,0.4569662809371948,0.50484299659729,0.2536076307296753,0.18993447721004486,0.4446153938770294,0.3936232924461365,0.26115289330482483,0.4130953550338745
