,what,is,the,name,of,the,host,committee,'s,charitable,initiative,?
aid,0.1778782606124878,0.10512593388557434,0.21952909231185913,0.0864768847823143,0.20153990387916565,0.21952909231185913,0.08118811249732971,0.23424683511257172,0.07831104844808578,0.32522815465927124,0.20964683592319489,0.08358026295900345
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.17897967994213104,0.41827285289764404,0.4223487675189972,0.14191342890262604,0.14769598841667175,-0.04624466598033905,0.20244447886943817,0.168451189994812,0.2433311939239502
youth,0.1100270077586174,0.15418380498886108,0.26209625601768494,0.16091006994247437,0.2297523021697998,0.26209625601768494,0.2204485535621643,0.25507739186286926,0.1396530270576477,0.3090607523918152,0.26868316531181335,0.18005552887916565
development,0.19014155864715576,0.2293442040681839,0.3362044394016266,0.1231662780046463,0.28700894117355347,0.3362044394016266,0.18211784958839417,0.2904417812824249,0.004789014346897602,0.28876927495002747,0.3232930302619934,0.1211358830332756
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.26840344071388245,0.20982497930526733,-0.0016132977325469255,0.24746523797512054,0.18207481503486633,0.31091248989105225
community,0.29032719135284424,0.26023760437965393,0.2601400911808014,0.146366685628891,0.2367410808801651,0.2601400911808014,0.1802268624305725,0.3086933493614197,0.020855724811553955,0.328561007976532,0.3555445373058319,0.2380419820547104
investment,0.21795563399791718,0.22608432173728943,0.20950904488563538,0.19821876287460327,0.24637944996356964,0.20950904488563538,0.15037274360656738,0.2876858115196228,0.08797560632228851,0.4451064169406891,0.3264025151729584,0.17811161279678345
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.2797408998012543,0.22311176359653473,0.06895173341035843,0.25795939564704895,0.24450580775737762,0.20544172823429108
sustainable,0.21227498352527618,0.21023963391780853,0.23000730574131012,0.04787982627749443,0.24827149510383606,0.23000730574131012,0.18065230548381805,0.33739349246025085,0.046642180532217026,0.4002990126609802,0.4574495255947113,0.22072604298591614
environments,0.1853245049715042,0.2635069489479065,0.24010388553142548,0.09734097868204117,0.23282752931118011,0.24010388553142548,0.21525487303733826,0.191198468208313,0.04070541635155678,0.28699439764022827,0.23758333921432495,0.1847371757030487
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.20596550405025482,0.18011361360549927,-0.003708066651597619,0.22565039992332458,0.2576407790184021,0.4130953550338745
