,who,was,the,main,proponent,of,the,cellular,theory,of,immunity,?
more,0.31567877531051636,0.21525104343891144,0.39758381247520447,0.16663093864917755,0.15076401829719543,0.30478984117507935,0.39758381247520447,0.18892425298690796,0.23122718930244446,0.30478984117507935,0.20860041677951813,0.27894994616508484
precisely,0.11458372324705124,0.1704893261194229,0.3390568196773529,0.1135743036866188,0.2384452223777771,0.22923026978969574,0.3390568196773529,0.15745854377746582,0.268547385931015,0.22923026978969574,0.1121324747800827,0.2168809473514557
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2989408075809479,0.2272019386291504,0.4946078956127167,0.4933079481124878,0.15201711654663086,0.18095813691616058,0.4946078956127167,0.21605436503887177,0.31091248989105225
phagocytes,0.24265673756599426,0.13394348323345184,0.18778933584690094,0.14866705238819122,0.14303384721279144,0.17896294593811035,0.18778933584690094,0.6197748184204102,0.218685582280159,0.17896294593811035,0.42618635296821594,0.21603655815124512
–,0.2920783460140228,0.30754852294921875,0.2607575058937073,0.07471643388271332,0.1997995674610138,0.2799985408782959,0.2607575058937073,0.12196560949087143,0.11112674325704575,0.2799985408782959,0.13037200272083282,0.2714554965496063
that,0.45444270968437195,0.33670201897621155,0.5473989248275757,0.3140498101711273,0.26068201661109924,0.41498205065727234,0.5473989248275757,0.20079675316810608,0.36183905601501465,0.41498205065727234,0.2581852376461029,0.32716336846351624
were,0.3188014328479767,0.590133786201477,0.3906462490558624,0.16944953799247742,0.17068929970264435,0.34038281440734863,0.3906462490558624,0.05744476616382599,0.1573960781097412,0.34038281440734863,0.19465433061122894,0.17890112102031708
responsible,0.2545164227485657,0.2582622170448303,0.3305104374885559,0.23574496805667877,0.2796429991722107,0.37070101499557495,0.3305104374885559,0.2244858592748642,0.20886042714118958,0.37070101499557495,0.2234680950641632,0.11367333680391312
for,0.37110671401023865,0.3863949179649353,0.4739971458911896,0.27491986751556396,0.2098630666732788,0.4185989499092102,0.4739971458911896,0.1848229616880417,0.20500218868255615,0.4185989499092102,0.19869372248649597,0.264628142118454
immune,0.22230100631713867,0.15567095577716827,0.21364226937294006,0.16125424206256866,0.21630807220935822,0.16620753705501556,0.21364226937294006,0.4188671410083771,0.2637048661708832,0.16620753705501556,0.635888397693634,0.16080476343631744
responses,0.21169134974479675,0.1827067732810974,0.25337323546409607,0.13349026441574097,0.302960067987442,0.202371284365654,0.25337323546409607,0.32946228981018066,0.31820592284202576,0.202371284365654,0.38224419951438904,0.23588258028030396
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.31122034788131714,0.1914580911397934,0.5352458953857422,0.5934505462646484,0.2444593757390976,0.18047811090946198,0.5352458953857422,0.20537415146827698,0.4130953550338745
