,who,halted,the,advance,of,hulagu,khan,across,the,middle,east,?
sacked,0.21875178813934326,0.32232505083084106,0.23815631866455078,0.15824928879737854,0.21375003457069397,0.35837113857269287,0.23874610662460327,0.11240129172801971,0.23815631866455078,0.14842021465301514,0.14285051822662354,0.07766196876764297
baghdad,0.18418465554714203,0.19749979674816132,0.24554139375686646,0.19705767929553986,0.2278968244791031,0.5362353920936584,0.42589855194091797,0.19854208827018738,0.24554139375686646,0.21913646161556244,0.2702115476131439,0.10744515061378479
although,0.3003382384777069,0.2421639859676361,0.3265823423862457,0.21399164199829102,0.3024747669696808,0.2022491693496704,0.14819692075252533,0.20834310352802277,0.3265823423862457,0.12026046961545944,0.1777118444442749,0.15541206300258636
his,0.44966956973075867,0.27213969826698303,0.4394008219242096,0.23560470342636108,0.38364991545677185,0.34923699498176575,0.26570460200309753,0.22208181023597717,0.4394008219242096,0.1569664478302002,0.17724090814590454,0.18075084686279297
forces,0.2532956302165985,0.3490494191646576,0.3134811818599701,0.3297246992588043,0.3090144991874695,0.3482479155063629,0.14535881578922272,0.2384791374206543,0.3134811818599701,0.15156155824661255,0.23932476341724396,0.16984491050243378
were,0.3188014328479767,0.2797336280345917,0.3906462490558624,0.22305907309055328,0.34038281440734863,0.18081025779247284,0.12865866720676422,0.22917133569717407,0.3906462490558624,0.2178332656621933,0.22886523604393005,0.17890112102031708
halted,0.12211402505636215,1.0,0.29331764578819275,0.3702085018157959,0.21486762166023254,0.26854878664016724,0.1752285361289978,0.2587314248085022,0.29331764578819275,0.21849848330020905,0.243803471326828,0.202400803565979
by,0.39727845788002014,0.24945712089538574,0.4408751428127289,0.23797184228897095,0.3646814823150635,0.2299257218837738,0.13558374345302582,0.2428923100233078,0.4408751428127289,0.18733404576778412,0.2120126187801361,0.17966607213020325
the,0.3733934462070465,0.29331764578819275,1.0,0.2887929677963257,0.733189046382904,0.28237754106521606,0.21067845821380615,0.3816230297088623,1.0,0.3405749201774597,0.3383176326751709,0.22068053483963013
mamluks,0.3138108253479004,0.3474361002445221,0.3351776599884033,0.2719278931617737,0.28725576400756836,0.6033600568771362,0.4526996612548828,0.2311892807483673,0.3351776599884033,0.28274720907211304,0.300676167011261,0.22524459660053253
of,0.2827862501144409,0.21486762166023254,0.733189046382904,0.19167833030223846,1.0,0.254523903131485,0.17124508321285248,0.2936134934425354,0.733189046382904,0.2799445688724518,0.314786434173584,0.1826142966747284
egypt,0.17025555670261383,0.14280013740062714,0.2536296546459198,0.13704663515090942,0.25414037704467773,0.3297853469848633,0.278805136680603,0.21628400683403015,0.2536296546459198,0.2642604112625122,0.20634816586971283,0.17769601941108704
",",0.3365725874900818,0.224049374461174,0.4933079481124878,0.2881828844547272,0.4946078956127167,0.2679593563079834,0.19700400531291962,0.22515052556991577,0.4933079481124878,0.24847112596035004,0.319791704416275,0.31091248989105225
but,0.4487357437610626,0.2544448673725128,0.4859698414802551,0.23711909353733063,0.39942997694015503,0.25138598680496216,0.20454268157482147,0.2568860352039337,0.4859698414802551,0.17026513814926147,0.18611271679401398,0.27921953797340393
hulagu,0.2729198634624481,0.26854878664016724,0.28237754106521606,0.2661667764186859,0.254523903131485,1.0,0.5551163554191589,0.18281860649585724,0.28237754106521606,0.20716583728790283,0.19463106989860535,0.20386822521686554
's,0.05599616840481758,-0.08208218961954117,-0.01540423184633255,0.03715536743402481,-0.03817026689648628,0.023081915453076363,0.05307086929678917,0.010988947004079819,-0.01540423184633255,-0.017355401068925858,0.05105345696210861,-0.023395681753754616
descendant,0.3264788091182709,0.16706229746341705,0.27002206444740295,0.07442259788513184,0.29808375239372253,0.21556448936462402,0.19751887023448944,0.08216020464897156,0.27002206444740295,0.17599570751190186,0.21236127614974976,0.109697625041008
ghazan,0.18645735085010529,0.2364695817232132,0.23356518149375916,0.12733681499958038,0.19661031663417816,0.4956077039241791,0.6015598773956299,0.12270617485046387,0.23356518149375916,0.1864248663187027,0.30162468552589417,0.12254927307367325
khan,0.2616176903247833,0.1752285361289978,0.21067845821380615,0.1690959334373474,0.17124508321285248,0.5551163554191589,1.0,0.10598119348287582,0.21067845821380615,0.13592681288719177,0.16025978326797485,0.12862591445446014
would,0.3632977604866028,0.30911803245544434,0.4133751392364502,0.22668984532356262,0.3353942930698395,0.20400361716747284,0.1696607619524002,0.2857891619205475,0.4133751392364502,0.12523891031742096,0.16678321361541748,0.37178951501846313
return,0.14819499850273132,0.2560456097126007,0.2543797492980957,0.21600107848644257,0.20821265876293182,0.2551605701446533,0.1240835189819336,0.14061929285526276,0.2543797492980957,0.11274553090333939,0.12681344151496887,0.14655634760856628
to,0.42656609416007996,0.27262261509895325,0.535392165184021,0.27594003081321716,0.41548454761505127,0.2350599467754364,0.18221943080425262,0.36818596720695496,0.535392165184021,0.2015334814786911,0.24717837572097778,0.29463258385658264
beat,0.19657617807388306,0.16933512687683105,0.24951939284801483,0.2741594910621643,0.15358257293701172,0.17745696008205414,0.10619717091321945,0.14374475181102753,0.24951939284801483,0.08729367703199387,0.0961914211511612,0.19461682438850403
the,0.3733934462070465,0.29331764578819275,1.0,0.2887929677963257,0.733189046382904,0.28237754106521606,0.21067845821380615,0.3816230297088623,1.0,0.3405749201774597,0.3383176326751709,0.22068053483963013
egyptian,0.21174673736095428,0.15997880697250366,0.22032245993614197,0.1627911627292633,0.20001496374607086,0.3319849371910095,0.31041911244392395,0.16212891042232513,0.22032245993614197,0.20772665739059448,0.18737651407718658,0.14169205725193024
mamluks,0.3138108253479004,0.3474361002445221,0.3351776599884033,0.2719278931617737,0.28725576400756836,0.6033600568771362,0.4526996612548828,0.2311892807483673,0.3351776599884033,0.28274720907211304,0.300676167011261,0.22524459660053253
right,0.2704642713069916,0.19662517309188843,0.33901116251945496,0.23372524976730347,0.22473211586475372,0.14959555864334106,0.11718541383743286,0.20103701949119568,0.33901116251945496,0.30186113715171814,0.17804792523384094,0.27135515213012695
out,0.3129808306694031,0.20608176290988922,0.39404502511024475,0.23888851702213287,0.34176841378211975,0.14283333718776703,0.11201522499322891,0.39612263441085815,0.39404502511024475,0.1980866640806198,0.16085927188396454,0.22020699083805084
of,0.2827862501144409,0.21486762166023254,0.733189046382904,0.19167833030223846,1.0,0.254523903131485,0.17124508321285248,0.2936134934425354,0.733189046382904,0.2799445688724518,0.314786434173584,0.1826142966747284
levant,0.21820054948329926,0.2366248220205307,0.3292599320411682,0.2371172308921814,0.27092400193214417,0.27952322363853455,0.24914352595806122,0.28221869468688965,0.3292599320411682,0.27639782428741455,0.3679388165473938,0.1883341521024704
",",0.3365725874900818,0.224049374461174,0.4933079481124878,0.2881828844547272,0.4946078956127167,0.2679593563079834,0.19700400531291962,0.22515052556991577,0.4933079481124878,0.24847112596035004,0.319791704416275,0.31091248989105225
palestine,0.18227611482143402,0.2329457849264145,0.2786056101322174,0.1283039152622223,0.23739594221115112,0.3471682369709015,0.2602756917476654,0.20188550651073456,0.2786056101322174,0.2605002820491791,0.31384462118148804,0.19504891335964203
and,0.41279885172843933,0.19749918580055237,0.5171257257461548,0.21963612735271454,0.5116966962814331,0.2742826044559479,0.22885166108608246,0.3308866024017334,0.5171257257461548,0.2514324486255646,0.27633291482925415,0.20544172823429108
even,0.33644744753837585,0.21734319627285004,0.37996912002563477,0.22848673164844513,0.34735506772994995,0.21747399866580963,0.17017365992069244,0.26357564330101013,0.37996912002563477,0.15883991122245789,0.13924066722393036,0.30082517862319946
gaza,0.14900141954421997,0.2880539894104004,0.23494206368923187,0.20459936559200287,0.1449538618326187,0.33896100521087646,0.2650267481803894,0.175759419798851,0.23494206368923187,0.1924794316291809,0.3076549470424652,0.14649301767349243
.,0.3541337847709656,0.21370886266231537,0.5934505462646484,0.25103411078453064,0.5352458953857422,0.24388761818408966,0.19819748401641846,0.26410314440727234,0.5934505462646484,0.2989427447319031,0.28351864218711853,0.4130953550338745
