,what,app,did,viewers,use,to,watch,the,game,on,their,smartphones,?
sports,0.13245077431201935,0.12081462144851685,0.12759751081466675,0.16020385921001434,0.1918589025735855,0.1915440857410431,0.1781841516494751,0.20313861966133118,0.2906801104545593,0.16391423344612122,0.13870146870613098,0.22606195509433746,0.04557104781270027
apps,0.1478865146636963,0.6577057242393494,0.13346832990646362,0.2540043592453003,0.25509747862815857,0.175093874335289,0.30637508630752563,0.17520254850387573,0.32520419359207153,0.19375614821910858,0.16481415927410126,0.4978659749031067,0.21651507914066315
on,0.34226128458976746,0.2234780639410019,0.2670976221561432,0.25155362486839294,0.2776605486869812,0.41031414270401,0.26631927490234375,0.5107308030128479,0.22967135906219482,0.9999999403953552,0.3598666191101074,0.21007202565670013,0.2714994251728058
tablets,0.2014158070087433,0.27525562047958374,0.18633437156677246,0.17088070511817932,0.3059016168117523,0.1733522266149521,0.16340823471546173,0.21735721826553345,0.20142534375190735,0.17726244032382965,0.2034190148115158,0.4400639832019806,0.15633375942707062
",",0.3087472915649414,0.2026575654745102,0.3015086054801941,0.18595917522907257,0.3276674151420593,0.44245919585227966,0.19597528874874115,0.4933079481124878,0.2653886377811432,0.49057599902153015,0.3045167922973633,0.21262073516845703,0.31091248989105225
windows,0.18406382203102112,0.35516273975372314,0.17833152413368225,0.2419654279947281,0.27475687861442566,0.20641855895519257,0.20377370715141296,0.23561708629131317,0.30645549297332764,0.2120492309331894,0.2534811496734619,0.5037278532981873,0.17412035167217255
10,0.11840458959341049,-0.014475492760539055,0.1914099007844925,0.05985188111662865,0.060081496834754944,0.18753696978092194,0.0729939341545105,0.2880653440952301,0.01925787515938282,0.12170017510652542,0.2421654909849167,0.016654158011078835,0.022911956533789635
",",0.3087472915649414,0.2026575654745102,0.3015086054801941,0.18595917522907257,0.3276674151420593,0.44245919585227966,0.19597528874874115,0.4933079481124878,0.2653886377811432,0.49057599902153015,0.3045167922973633,0.21262073516845703,0.31091248989105225
xbox,0.21293765306472778,0.42081311345100403,0.1773591786623001,0.30689454078674316,0.237034410238266,0.19671812653541565,0.2666094899177551,0.20042617619037628,0.5824945569038391,0.24167141318321228,0.20324808359146118,0.48375195264816284,0.24734219908714294
one,0.376489520072937,0.23194114863872528,0.27659472823143005,0.24617405235767365,0.3501819968223572,0.4025384783744812,0.24240559339523315,0.5514441132545471,0.2554377615451813,0.3601475656032562,0.3991999328136444,0.28932973742485046,0.2673267424106598
and,0.31309178471565247,0.16792462766170502,0.34479495882987976,0.20451174676418304,0.34145063161849976,0.48971283435821533,0.28016096353530884,0.5171257257461548,0.25192898511886597,0.4077630043029785,0.45114588737487793,0.25871336460113525,0.20544172823429108
other,0.341873437166214,0.22634465992450714,0.31707024574279785,0.23971174657344818,0.389494389295578,0.4193183183670044,0.2869531512260437,0.44152235984802246,0.2202579826116562,0.3410046398639679,0.456295371055603,0.37908804416656494,0.24682199954986572
digital,0.1757969856262207,0.28904369473457336,0.10377924144268036,0.2740001678466797,0.20289145410060883,0.1787031590938568,0.25451627373695374,0.18361380696296692,0.24347911775112152,0.2216719537973404,0.19136942923069,0.4697096049785614,0.12982943654060364
media,0.18292108178138733,0.26395201683044434,0.1758316457271576,0.3100726902484894,0.21989794075489044,0.21723589301109314,0.2587220370769501,0.19221965968608856,0.24786706268787384,0.19591841101646423,0.12086445838212967,0.3465726971626282,0.1571006178855896
players,0.21080905199050903,0.1887049823999405,0.23541630804538727,0.27321574091911316,0.20586375892162323,0.26334822177886963,0.2335900515317917,0.2647981345653534,0.4889407455921173,0.2058166116476059,0.3374665677547455,0.23751673102378845,0.15925642848014832
(,0.2411840260028839,0.19713155925273895,0.18979617953300476,0.09349163621664047,0.2174896001815796,0.30882009863853455,0.14697280526161194,0.33289089798927307,0.19185201823711395,0.28656116127967834,0.15721023082733154,0.11431185901165009,0.40561532974243164
such,0.23989605903625488,0.1492110639810562,0.24497397243976593,0.15150927007198334,0.3957899212837219,0.2871878743171692,0.2662999927997589,0.3575236201286316,0.15407271683216095,0.3181164264678955,0.30566170811653137,0.3515213429927826,0.17851735651493073
as,0.31749409437179565,0.15527567267417908,0.3596470057964325,0.17778855562210083,0.3453201949596405,0.42092081904411316,0.2385801076889038,0.48381632566452026,0.18194591999053955,0.36047765612602234,0.29218852519989014,0.21758194267749786,0.27043893933296204
chromecast,0.2735980749130249,0.37132400274276733,0.22931206226348877,0.2987688481807709,0.2499416321516037,0.257791668176651,0.2423030585050583,0.2610761523246765,0.29836538434028625,0.2692326009273529,0.24628162384033203,0.43517908453941345,0.27047401666641235
and,0.31309178471565247,0.16792462766170502,0.34479495882987976,0.20451174676418304,0.34145063161849976,0.48971283435821533,0.28016096353530884,0.5171257257461548,0.25192898511886597,0.4077630043029785,0.45114588737487793,0.25871336460113525,0.20544172823429108
roku,0.1734328269958496,0.20117200911045074,0.11885769665241241,0.14255276322364807,0.12862703204154968,0.16914542019367218,0.06970640271902084,0.2534857392311096,0.2534613013267517,0.193638414144516,0.12192679196596146,0.19243107736110687,0.15246115624904633
),0.26259949803352356,0.2047530710697174,0.18584993481636047,0.12322468310594559,0.23662498593330383,0.31236231327056885,0.17728851735591888,0.3456730246543884,0.19853033125400543,0.29937487840652466,0.1549641638994217,0.1227354034781456,0.42300865054130554
.,0.3567904531955719,0.23099741339683533,0.35288307070732117,0.28379327058792114,0.3711656630039215,0.4645031690597534,0.24653306603431702,0.5934505462646484,0.2581658959388733,0.49257001280784607,0.34427863359451294,0.22512121498584747,0.4130953550338745
