,where,was,the,measurment,for,the,standard,gravity,on,earth,taken,?
of,0.38066378235816956,0.4069072902202606,0.733189046382904,0.3295992910861969,0.4185989499092102,0.733189046382904,0.2296806275844574,0.17525646090507507,0.3966929316520691,0.2329314798116684,0.2889742851257324,0.1826142966747284
the,0.5003893971443176,0.48711544275283813,1.0,0.3172871172428131,0.4739971458911896,1.0,0.29008856415748596,0.22609853744506836,0.5107308030128479,0.2801888585090637,0.3309854567050934,0.22068053483963013
earth,0.23126177489757538,0.18661361932754517,0.2801888585090637,0.29485586285591125,0.20491120219230652,0.2801888585090637,0.15706965327262878,0.4948450028896332,0.20645220577716827,1.0,0.22680047154426575,0.17717236280441284
is,0.3586711287498474,0.5810302495956421,0.5823672413825989,0.33940330147743225,0.43268078565597534,0.5823672413825989,0.23514990508556366,0.2301630824804306,0.3635730445384979,0.26888176798820496,0.19185791909694672,0.22961433231830597
usually,0.4019157886505127,0.213388592004776,0.36782920360565186,0.37978050112724304,0.34784460067749023,0.36782920360565186,0.2648390531539917,0.2195718139410019,0.25784361362457275,0.20119227468967438,0.2102917581796646,0.19435347616672516
designated,0.16191165149211884,0.20730479061603546,0.23178240656852722,0.2104160338640213,0.23363377153873444,0.23178240656852722,0.1702856719493866,0.1405441015958786,0.2070607841014862,0.10236552357673645,0.1890350729227066,0.1318070888519287
as,0.35409465432167053,0.3677520453929901,0.48381632566452026,0.3011687397956848,0.44774648547172546,0.48381632566452026,0.22084009647369385,0.1831320971250534,0.36047765612602234,0.22570030391216278,0.23555229604244232,0.27043893933296204
and,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.27884846925735474,0.5064792633056641,0.5171257257461548,0.24117660522460938,0.20030911266803741,0.4077630043029785,0.27524080872535706,0.2680969834327698,0.20544172823429108
has,0.32190436124801636,0.40313825011253357,0.4177538752555847,0.24309583008289337,0.450642853975296,0.4177538752555847,0.12612733244895935,0.16565106809139252,0.34604379534721375,0.16817981004714966,0.24078872799873352,0.15994466841220856
a,0.40997210144996643,0.4508470594882965,0.5829201340675354,0.33752092719078064,0.44038116931915283,0.5829201340675354,0.2876655161380768,0.18152470886707306,0.3848365545272827,0.21121151745319366,0.2520231008529663,0.23916715383529663
magnitude,0.16607797145843506,0.16702717542648315,0.215829536318779,0.36305662989616394,0.09346471726894379,0.215829536318779,0.2247316688299179,0.37527111172676086,0.22294598817825317,0.27825531363487244,0.0883684903383255,0.19328105449676514
of,0.38066378235816956,0.4069072902202606,0.733189046382904,0.3295992910861969,0.4185989499092102,0.733189046382904,0.2296806275844574,0.17525646090507507,0.3966929316520691,0.2329314798116684,0.2889742851257324,0.1826142966747284
about,0.3108544647693634,0.2577359974384308,0.37995871901512146,0.3492049276828766,0.3312419354915619,0.37995871901512146,0.16843917965888977,0.21064412593841553,0.322975218296051,0.252605140209198,0.22840870916843414,0.302409827709198
9.81,-0.03450555354356766,0.092537060379982,0.024105388671159744,-0.19356364011764526,-0.20202940702438354,0.024105388671159744,-0.21587611734867096,-0.16487295925617218,-0.12175867706537247,-0.026543885469436646,0.002079667989164591,-0.24248278141021729
meters,0.28077736496925354,0.17851151525974274,0.303559809923172,0.4076417088508606,0.1923324316740036,0.303559809923172,0.1553075909614563,0.2245570570230484,0.17529363930225372,0.2223053127527237,0.1676073968410492,0.13794536888599396
per,0.17782405018806458,0.12717042863368988,0.21691934764385223,0.2839921712875366,0.22882020473480225,0.21691934764385223,0.1619858741760254,0.17286798357963562,0.19372130930423737,0.15446436405181885,0.17034141719341278,0.22323818504810333
second,0.26257625222206116,0.3858029544353485,0.4620301127433777,0.21901565790176392,0.25438159704208374,0.4620301127433777,0.2129850834608078,0.19138863682746887,0.26659107208251953,0.2211509346961975,0.15772493183612823,0.17239587008953094
squared,0.25892874598503113,0.20292627811431885,0.3062373101711273,0.4098742604255676,0.20931121706962585,0.3062373101711273,0.2361856997013092,0.3252618610858917,0.20435971021652222,0.23778748512268066,0.1983305662870407,0.2614900767803192
(,0.1970011591911316,0.2980341613292694,0.33289089798927307,0.23847706615924835,0.3357032239437103,0.33289089798927307,0.2616095244884491,0.13549429178237915,0.28656116127967834,0.18478946387767792,0.1965651512145996,0.40561532974243164
this,0.4012809097766876,0.3638818562030792,0.6274310946464539,0.33182206749916077,0.5082864165306091,0.6274310946464539,0.3091355860233307,0.3038611114025116,0.4193967580795288,0.2956106662750244,0.3044009506702423,0.3155723512172699
measurement,0.24203751981258392,0.1753922402858734,0.2747146487236023,0.7676254510879517,0.26795950531959534,0.2747146487236023,0.4374563992023468,0.3589291572570801,0.19465982913970947,0.3089277148246765,0.2442280650138855,0.18654219806194305
is,0.3586711287498474,0.5810302495956421,0.5823672413825989,0.33940330147743225,0.43268078565597534,0.5823672413825989,0.23514990508556366,0.2301630824804306,0.3635730445384979,0.26888176798820496,0.19185791909694672,0.22961433231830597
taken,0.2766433358192444,0.27550867199897766,0.3309854567050934,0.23652997612953186,0.2691914737224579,0.3309854567050934,0.15983860194683075,0.12357128411531448,0.20865710079669952,0.22680047154426575,1.0,0.17662954330444336
from,0.3713873624801636,0.31171464920043945,0.40150508284568787,0.243364155292511,0.314039945602417,0.40150508284568787,0.11442086100578308,0.1397978812456131,0.36926645040512085,0.1997482180595398,0.33566176891326904,0.19969791173934937
sea,0.18630823493003845,0.18031850457191467,0.30363768339157104,0.25254783034324646,0.17241841554641724,0.30363768339157104,0.11366669088602066,0.23577392101287842,0.2444533258676529,0.28433525562286377,0.16197434067726135,0.15551945567131042
level,0.2663344740867615,0.12130098044872284,0.31442487239837646,0.29915857315063477,0.23426367342472076,0.31442487239837646,0.24442096054553986,0.1665681153535843,0.2125781625509262,0.11930692195892334,0.09187503159046173,0.20528386533260345
and,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.27884846925735474,0.5064792633056641,0.5171257257461548,0.24117660522460938,0.20030911266803741,0.4077630043029785,0.27524080872535706,0.2680969834327698,0.20544172823429108
may,0.23215454816818237,0.3388521671295166,0.2694292366504669,0.27022138237953186,0.29255861043930054,0.2694292366504669,0.15729862451553345,0.1752130538225174,0.3428080081939697,0.141640767455101,0.21862182021141052,0.2768254578113556
vary,0.20200751721858978,0.12834618985652924,0.26695486903190613,0.3613532483577728,0.1830647587776184,0.26695486903190613,0.295363187789917,0.1828247308731079,0.23457001149654388,0.18914178013801575,0.2716793417930603,0.15120448172092438
depending,0.35278084874153137,0.1660737544298172,0.3423977494239807,0.4232577681541443,0.35035470128059387,0.3423977494239807,0.32572662830352783,0.2312760353088379,0.3542865514755249,0.2849697470664978,0.27658119797706604,0.21704205870628357
on,0.37630224227905273,0.3909217119216919,0.5107308030128479,0.19775615632534027,0.36199691891670227,0.5107308030128479,0.22459714114665985,0.18129420280456543,0.9999999403953552,0.20645220577716827,0.20865710079669952,0.2714994251728058
location,0.3471813499927521,0.1839360147714615,0.351087361574173,0.15478315949440002,0.23991359770298004,0.351087361574173,0.1694449782371521,0.14561311900615692,0.23113425076007843,0.0864398330450058,0.12407880276441574,0.15759775042533875
),0.20711064338684082,0.3267642855644226,0.3456730246543884,0.24211250245571136,0.3639558255672455,0.3456730246543884,0.24327416718006134,0.12341998517513275,0.29937487840652466,0.18219341337680817,0.19591942429542542,0.42300865054130554
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.28422001004219055,0.4464869201183319,0.4933079481124878,0.2593318521976471,0.18731217086315155,0.49057599902153015,0.23186853528022766,0.28904372453689575,0.31091248989105225
and,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.27884846925735474,0.5064792633056641,0.5171257257461548,0.24117660522460938,0.20030911266803741,0.4077630043029785,0.27524080872535706,0.2680969834327698,0.20544172823429108
points,0.2802964150905609,0.13673242926597595,0.2560983896255493,0.17537713050842285,0.22348499298095703,0.2560983896255493,0.20354291796684265,0.2182665914297104,0.1853724867105484,0.1881612092256546,0.15402664244174957,0.11006313562393188
toward,0.3392593264579773,0.13196846842765808,0.3341628313064575,0.2510777711868286,0.22335384786128998,0.3341628313064575,0.11205952614545822,0.28139930963516235,0.27233201265335083,0.2666521370410919,0.1845034658908844,0.09989774227142334
the,0.5003893971443176,0.48711544275283813,1.0,0.3172871172428131,0.4739971458911896,1.0,0.29008856415748596,0.22609853744506836,0.5107308030128479,0.2801888585090637,0.3309854567050934,0.22068053483963013
center,0.2405661791563034,0.19517986476421356,0.29064592719078064,0.2209693342447281,0.1980270892381668,0.29064592719078064,0.1257680505514145,0.19196759164333344,0.23809784650802612,0.20143620669841766,0.13409237563610077,0.12538520991802216
of,0.38066378235816956,0.4069072902202606,0.733189046382904,0.3295992910861969,0.4185989499092102,0.733189046382904,0.2296806275844574,0.17525646090507507,0.3966929316520691,0.2329314798116684,0.2889742851257324,0.1826142966747284
the,0.5003893971443176,0.48711544275283813,1.0,0.3172871172428131,0.4739971458911896,1.0,0.29008856415748596,0.22609853744506836,0.5107308030128479,0.2801888585090637,0.3309854567050934,0.22068053483963013
earth,0.23126177489757538,0.18661361932754517,0.2801888585090637,0.29485586285591125,0.20491120219230652,0.2801888585090637,0.15706965327262878,0.4948450028896332,0.20645220577716827,1.0,0.22680047154426575,0.17717236280441284
.,0.41390106081962585,0.40146201848983765,0.5934505462646484,0.27753302454948425,0.4726039469242096,0.5934505462646484,0.2521037757396698,0.19336320459842682,0.49257001280784607,0.2542925775051117,0.3141690492630005,0.4130953550338745
