,which,gallery,was,redesigned,in,the,1990s,and,later,improved,in,2002,?
indian,0.17320461571216583,0.12652727961540222,0.23096419870853424,0.10971395671367645,0.17715758085250854,0.23407642543315887,0.009759591892361641,0.24078236520290375,0.14922915399074554,0.13510160148143768,0.17715758085250854,-0.13584958016872406,0.09909533709287643
",",0.3658004403114319,0.21593497693538666,0.45456063747406006,0.20020903646945953,0.5201468467712402,0.4933079481124878,0.026489561423659325,0.6633074283599854,0.35016918182373047,0.267753005027771,0.5201468467712402,-0.08979252725839615,0.31091248989105225
japanese,0.19711120426654816,0.0947992280125618,0.21891649067401886,0.1731339693069458,0.1623581349849701,0.21599429845809937,0.03937925770878792,0.2319587618112564,0.13390447199344635,0.17709161341190338,0.1623581349849701,-0.13974764943122864,0.12021756172180176
",",0.3658004403114319,0.21593497693538666,0.45456063747406006,0.20020903646945953,0.5201468467712402,0.4933079481124878,0.026489561423659325,0.6633074283599854,0.35016918182373047,0.267753005027771,0.5201468467712402,-0.08979252725839615,0.31091248989105225
chinese,0.21241894364356995,0.075161412358284,0.21259073913097382,0.05739361047744751,0.20821347832679749,0.2785343527793884,0.0986066609621048,0.25892454385757446,0.19339653849601746,0.1602727174758911,0.20821347832679749,-0.07930886745452881,0.20843194425106049
",",0.3658004403114319,0.21593497693538666,0.45456063747406006,0.20020903646945953,0.5201468467712402,0.4933079481124878,0.026489561423659325,0.6633074283599854,0.35016918182373047,0.267753005027771,0.5201468467712402,-0.08979252725839615,0.31091248989105225
iron,0.2625897526741028,0.07226842641830444,0.21926720440387726,0.1645788550376892,0.2270619124174118,0.27578672766685486,-0.06388040632009506,0.2576066851615906,0.1838567703962326,0.1020614504814148,0.2270619124174118,-0.06961636245250702,0.1309053897857666
work,0.30331435799598694,0.18793684244155884,0.24745555222034454,0.24152188003063202,0.2753349542617798,0.2704800069332123,0.08569014817476273,0.37551814317703247,0.23920415341854095,0.38966497778892517,0.2753349542617798,0.007151601370424032,0.2621155381202698
",",0.3658004403114319,0.21593497693538666,0.45456063747406006,0.20020903646945953,0.5201468467712402,0.4933079481124878,0.026489561423659325,0.6633074283599854,0.35016918182373047,0.267753005027771,0.5201468467712402,-0.08979252725839615,0.31091248989105225
the,0.6521818041801453,0.19251246750354767,0.48711544275283813,0.2598510682582855,0.6662389636039734,1.0,-0.09473290294408798,0.5171257257461548,0.4060266613960266,0.21394658088684082,0.6662389636039734,-0.07970229536294937,0.22068053483963013
main,0.37042954564094543,0.11481840908527374,0.21035033464431763,0.2251778095960617,0.28862449526786804,0.38631999492645264,-0.15179303288459778,0.29831406474113464,0.14979666471481323,0.20857177674770355,0.28862449526786804,-0.07490244507789612,0.1665669083595276
glass,0.26769232749938965,0.306863009929657,0.18738797307014465,0.21602334082126617,0.21226459741592407,0.20646950602531433,-0.08773438632488251,0.2681989371776581,0.17640727758407593,0.19949541985988617,0.21226459741592407,-0.08714767545461655,0.1252557635307312
galleries,0.28423401713371277,0.7802037596702576,0.14833402633666992,0.30107101798057556,0.2712664008140564,0.27603694796562195,-0.07480034232139587,0.3095110058784485,0.21087102591991425,0.18289165198802948,0.2712664008140564,-0.12275795638561249,0.1957392692565918
and,0.506277859210968,0.20957361161708832,0.3740963041782379,0.18124745786190033,0.4954058527946472,0.5171257257461548,-0.1066596508026123,1.0,0.4216292202472687,0.2351309210062027,0.4954058527946472,-0.025821788236498833,0.20544172823429108
the,0.6521818041801453,0.19251246750354767,0.48711544275283813,0.2598510682582855,0.6662389636039734,1.0,-0.09473290294408798,0.5171257257461548,0.4060266613960266,0.21394658088684082,0.6662389636039734,-0.07970229536294937,0.22068053483963013
main,0.37042954564094543,0.11481840908527374,0.21035033464431763,0.2251778095960617,0.28862449526786804,0.38631999492645264,-0.15179303288459778,0.29831406474113464,0.14979666471481323,0.20857177674770355,0.28862449526786804,-0.07490244507789612,0.1665669083595276
silverware,0.31805551052093506,0.234282448887825,0.21998168528079987,0.2316252738237381,0.23483732342720032,0.2710590958595276,-0.04863131791353226,0.32558968663215637,0.2544841170310974,0.2991960346698761,0.23483732342720032,-0.09716331213712692,0.1575559675693512
gallery,0.19994710385799408,1.0,0.1648058146238327,0.20432265102863312,0.21665531396865845,0.19251246750354767,-0.07340557873249054,0.20957361161708832,0.18439805507659912,0.06805167347192764,0.21665531396865845,-0.17503201961517334,0.18202216923236847
which,1.0,0.19994710385799408,0.2830964922904968,0.2921527624130249,0.4840516746044159,0.6521818041801453,-0.12769699096679688,0.506277859210968,0.39698365330696106,0.2704329490661621,0.4840516746044159,-0.03682348132133484,0.25814583897590637
was,0.2830964922904968,0.1648058146238327,1.0000001192092896,0.35486769676208496,0.45514053106307983,0.48711544275283813,0.023869428783655167,0.3740963041782379,0.5684447288513184,0.2274889498949051,0.45514053106307983,-0.07885236293077469,0.18412111699581146
further,0.33739811182022095,0.1008792296051979,0.16107149422168732,0.2580924332141876,0.233941450715065,0.32531118392944336,-0.034123413264751434,0.3426179587841034,0.28284358978271484,0.2922610342502594,0.233941450715065,-0.05282868072390556,0.20960763096809387
enhanced,0.32782697677612305,0.1332770138978958,0.09456757456064224,0.3394276201725006,0.143305703997612,0.20192280411720276,-0.08185894042253494,0.2361598163843155,0.17409998178482056,0.44834646582603455,0.143305703997612,0.04218398779630661,0.13735352456569672
in,0.4840516746044159,0.21665531396865845,0.45514053106307983,0.1676761955022812,1.0,0.6662389636039734,-0.1172933429479599,0.4954058527946472,0.40857815742492676,0.2403203547000885,1.0,-0.15852214395999908,0.20430970191955566
2002,-0.03682348132133484,-0.17503201961517334,-0.07885236293077469,-0.054577965289354324,-0.15852214395999908,-0.07970229536294937,0.0952180027961731,-0.025821788236498833,-0.04096830263733864,-0.09063208103179932,-0.15852214395999908,0.9999999403953552,0.045828185975551605
when,0.572554349899292,0.13951179385185242,0.37326499819755554,0.17922598123550415,0.4431333839893341,0.5091903209686279,-0.031555335968732834,0.4716290831565857,0.4627884030342102,0.22863540053367615,0.4431333839893341,-0.10007015615701675,0.22841128706932068
some,0.5407140851020813,0.25290462374687195,0.21528802812099457,0.19549888372421265,0.4010399878025055,0.4566698372364044,-0.03313620015978813,0.5337774157524109,0.35904672741889954,0.30928876996040344,0.4010399878025055,-0.01864573359489441,0.2562315762042999
of,0.5011631846427917,0.1971534639596939,0.4069072902202606,0.16462190449237823,0.5696388483047485,0.733189046382904,-0.1590232104063034,0.5116966962814331,0.3458743393421173,0.21225644648075104,0.5696388483047485,-0.05071645230054855,0.1826142966747284
the,0.6521818041801453,0.19251246750354767,0.48711544275283813,0.2598510682582855,0.6662389636039734,1.0,-0.09473290294408798,0.5171257257461548,0.4060266613960266,0.21394658088684082,0.6662389636039734,-0.07970229536294937,0.22068053483963013
victorian,0.25284335017204285,0.3184996545314789,0.27178600430488586,0.22915831208229065,0.21606117486953735,0.2753658890724182,-0.026582354679703712,0.30684709548950195,0.3165830373764038,0.1975833922624588,0.21606117486953735,-0.09650898724794388,0.07572567462921143
decoration,0.2687869668006897,0.3282979726791382,0.23056358098983765,0.24559296667575836,0.22524629533290863,0.3275705873966217,0.039731405675411224,0.2748916745185852,0.172919362783432,0.15244337916374207,0.22524629533290863,-0.05546967312693596,0.16409437358379364
was,0.2830964922904968,0.1648058146238327,1.0000001192092896,0.35486769676208496,0.45514053106307983,0.48711544275283813,0.023869428783655167,0.3740963041782379,0.5684447288513184,0.2274889498949051,0.45514053106307983,-0.07885236293077469,0.18412111699581146
recreated,0.2606601119041443,0.164119154214859,0.22172962129116058,0.3296148180961609,0.18794725835323334,0.1843920201063156,-0.001783096231520176,0.23661677539348602,0.1739531010389328,0.33037370443344116,0.18794725835323334,0.022785261273384094,0.25615641474723816
.,0.45942068099975586,0.21326512098312378,0.40146201848983765,0.2352994680404663,0.5591574311256409,0.5934505462646484,-0.016673436388373375,0.588965117931366,0.3488861322402954,0.2536298334598541,0.5591574311256409,-0.10442857444286346,0.4130953550338745
