,who,was,the,first,president,of,the,university,of,chicago,?
rockefeller,0.20213492214679718,0.18953031301498413,0.2275867909193039,0.18536803126335144,0.31633710861206055,0.25062477588653564,0.2275867909193039,0.32498377561569214,0.25062477588653564,0.3307574689388275,0.1453901082277298
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.26552814245224,0.4946078956127167,0.4933079481124878,0.3017033040523529,0.4946078956127167,0.2679542899131775,0.31091248989105225
the,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.24330610036849976,0.733189046382904,1.0,0.263973206281662,0.733189046382904,0.27360326051712036,0.22068053483963013
university,0.2115909904241562,0.290752112865448,0.263973206281662,0.2596641778945923,0.2515452206134796,0.30646374821662903,0.263973206281662,1.0,0.30646374821662903,0.29005804657936096,0.11887256056070328
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.3536086082458496,0.21610750257968903,1.0,0.733189046382904,0.30646374821662903,1.0,0.18391016125679016,0.1826142966747284
chicago,0.2047077715396881,0.2574843168258667,0.27360326051712036,0.24072907865047455,0.22458115220069885,0.18391016125679016,0.27360326051712036,0.29005804657936096,0.18391016125679016,1.0,0.16446958482265472
was,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.5022147297859192,0.2505730390548706,0.4069072902202606,0.48711544275283813,0.290752112865448,0.4069072902202606,0.2574843168258667,0.18412111699581146
incorporated,0.10158542543649673,0.23662322759628296,0.28890469670295715,0.22695006430149078,0.14158552885055542,0.2825961709022522,0.28890469670295715,0.20820875465869904,0.2825961709022522,0.20135851204395294,0.13423967361450195
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.18811661005020142,0.5696388483047485,0.6662389636039734,0.3201795518398285,0.5696388483047485,0.23921214044094086,0.20430970191955566
1890,0.08397246152162552,0.04199131578207016,-0.08158351480960846,-0.022314496338367462,0.025905529037117958,-0.06748127192258835,-0.08158351480960846,0.0057269916869699955,-0.06748127192258835,-0.06956356763839722,-0.0038504337426275015
;,0.007937713526189327,0.0754367932677269,0.09152708947658539,0.07760433852672577,-0.05959305167198181,0.054534342139959335,0.09152708947658539,-0.012021088972687721,0.054534342139959335,0.06549166142940521,0.10349778085947037
william,0.32068803906440735,0.28444796800613403,0.21537061035633087,0.26558709144592285,0.2477579563856125,0.20272590219974518,0.21537061035633087,0.21283619105815887,0.20272590219974518,0.14257648587226868,0.14462219178676605
rainey,0.2506968677043915,0.307547926902771,0.1976844072341919,0.17798787355422974,0.2477332204580307,0.2160302996635437,0.1976844072341919,0.304889440536499,0.2160302996635437,0.2627515494823456,0.27845558524131775
harper,0.17944562435150146,0.19965697824954987,0.18981124460697174,0.2543606162071228,0.15366175770759583,0.16742698848247528,0.18981124460697174,0.18601959943771362,0.16742698848247528,0.24960723519325256,0.1652441769838333
became,0.2624726891517639,0.6575068235397339,0.36325156688690186,0.37862223386764526,0.2389896661043167,0.3638904094696045,0.36325156688690186,0.25457096099853516,0.3638904094696045,0.15412721037864685,0.11374033987522125
the,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.24330610036849976,0.733189046382904,1.0,0.263973206281662,0.733189046382904,0.27360326051712036,0.22068053483963013
university,0.2115909904241562,0.290752112865448,0.263973206281662,0.2596641778945923,0.2515452206134796,0.30646374821662903,0.263973206281662,1.0,0.30646374821662903,0.29005804657936096,0.11887256056070328
's,0.05599616840481758,0.008974763564765453,-0.01540423184633255,-0.014458609744906425,-0.08566092699766159,-0.03817026689648628,-0.01540423184633255,-0.007441582623869181,-0.03817026689648628,-0.0033615175634622574,-0.023395681753754616
first,0.39065709710121155,0.5022147297859192,0.49448907375335693,1.0,0.2690713107585907,0.3536086082458496,0.49448907375335693,0.2596641778945923,0.3536086082458496,0.24072907865047455,0.18701928853988647
president,0.22565458714962006,0.2505730390548706,0.24330610036849976,0.2690713107585907,1.0000001192092896,0.21610750257968903,0.24330610036849976,0.2515452206134796,0.21610750257968903,0.22458115220069885,0.14148259162902832
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.18811661005020142,0.5696388483047485,0.6662389636039734,0.3201795518398285,0.5696388483047485,0.23921214044094086,0.20430970191955566
1891,0.28214749693870544,0.16745510697364807,0.20667614042758942,0.19663262367248535,0.37111765146255493,0.18140734732151031,0.20667614042758942,0.22507667541503906,0.18140734732151031,0.20165561139583588,0.17882704734802246
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.26552814245224,0.4946078956127167,0.4933079481124878,0.3017033040523529,0.4946078956127167,0.2679542899131775,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.23286236822605133,0.5116966962814331,0.5171257257461548,0.2665814459323883,0.5116966962814331,0.23260825872421265,0.20544172823429108
the,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.24330610036849976,0.733189046382904,1.0,0.263973206281662,0.733189046382904,0.27360326051712036,0.22068053483963013
first,0.39065709710121155,0.5022147297859192,0.49448907375335693,1.0,0.2690713107585907,0.3536086082458496,0.49448907375335693,0.2596641778945923,0.3536086082458496,0.24072907865047455,0.18701928853988647
classes,0.1798713654279709,0.15290966629981995,0.21469499170780182,0.206620454788208,0.09323043376207352,0.19099700450897217,0.21469499170780182,0.25311097502708435,0.19099700450897217,0.13722901046276093,0.14397528767585754
were,0.3188014328479767,0.590133786201477,0.3906462490558624,0.3285558819770813,0.11741934716701508,0.34038281440734863,0.3906462490558624,0.153096005320549,0.34038281440734863,0.12576541304588318,0.17890112102031708
held,0.21375896036624908,0.30231067538261414,0.32185450196266174,0.2648550271987915,0.21008138358592987,0.28960686922073364,0.32185450196266174,0.18579119443893433,0.28960686922073364,0.1780158281326294,0.14103956520557404
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.18811661005020142,0.5696388483047485,0.6662389636039734,0.3201795518398285,0.5696388483047485,0.23921214044094086,0.20430970191955566
1892,-0.028006989508867264,0.010261036455631256,0.1010928824543953,0.07865149527788162,-0.038046278059482574,0.06631195545196533,0.1010928824543953,0.043279893696308136,0.06631195545196533,0.13613258302211761,-0.03980826586484909
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.26255303621292114,0.5352458953857422,0.5934505462646484,0.290679007768631,0.5352458953857422,0.2771213948726654,0.4130953550338745
