,what,is,the,most,important,problem,in,the,united,states,and,elsewhere,?
rising,0.18883290886878967,0.17822740972042084,0.34945452213287354,0.22045139968395233,0.15476880967617035,0.17037829756736755,0.26222285628318787,0.34945452213287354,0.17552028596401215,0.1763533055782318,0.2786417007446289,0.14086005091667175,0.07955946773290634
inequality,0.30072227120399475,0.1953488290309906,0.23508106172084808,0.20298241078853607,0.32523176074028015,0.40940722823143005,0.19402410089969635,0.23508106172084808,0.2821160554885864,0.3115520179271698,0.2590520679950714,0.1743534356355667,0.23619021475315094
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.41416558623313904,0.3796374499797821,0.16969570517539978,1.0,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.4954058527946472,0.37918442487716675,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.47635307908058167,0.39348116517066956,0.24928659200668335,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.5171257257461548,0.33725225925445557,0.22068053483963013
united,0.20036718249320984,0.22408509254455566,0.34367692470550537,0.24793334305286407,0.19289147853851318,0.11214587092399597,0.3938477039337158,0.34367692470550537,1.0000001192092896,0.8952266573905945,0.28213179111480713,0.22543956339359283,0.17266890406608582
states,0.21526020765304565,0.21939043700695038,0.3463578522205353,0.286347895860672,0.20351454615592957,0.1380728930234909,0.3977442979812622,0.3463578522205353,0.8952266573905945,1.0,0.2974761426448822,0.24868962168693542,0.16272737085819244
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.4309377074241638,0.37549954652786255,0.24328261613845825,0.4954058527946472,0.5171257257461548,0.28213179111480713,0.2974761426448822,1.0,0.28654205799102783,0.20544172823429108
elsewhere,0.40968769788742065,0.26616141200065613,0.33725225925445557,0.3205406069755554,0.23002146184444427,0.2718934714794159,0.37918442487716675,0.33725225925445557,0.22543956339359283,0.24868962168693542,0.28654205799102783,0.9999999403953552,0.33915433287620544
is,0.28837618231773376,1.0,0.5823672413825989,0.41165053844451904,0.350485235452652,0.23238427937030792,0.5394441485404968,0.5823672413825989,0.22408509254455566,0.21939043700695038,0.3859752118587494,0.26616141200065613,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,1.0,0.47635307908058167,0.39348116517066956,0.24928659200668335,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.5171257257461548,0.33725225925445557,0.22068053483963013
most,0.3219912350177765,0.41165053844451904,0.47635307908058167,1.0,0.5079463124275208,0.2509269416332245,0.41416558623313904,0.47635307908058167,0.24793334305286407,0.286347895860672,0.4309377074241638,0.3205406069755554,0.2107497900724411
important,0.31164905428886414,0.350485235452652,0.39348116517066956,0.5079463124275208,1.0000001192092896,0.2612578570842743,0.3796374499797821,0.39348116517066956,0.19289147853851318,0.20351454615592957,0.37549954652786255,0.23002146184444427,0.17812499403953552
problem,0.42183366417884827,0.23238427937030792,0.24928659200668335,0.2509269416332245,0.2612578570842743,1.0,0.16969570517539978,0.24928659200668335,0.11214587092399597,0.1380728930234909,0.24328261613845825,0.2718934714794159,0.3762950301170349
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.35404038429260254,0.33938494324684143,0.22562150657176971,0.5591574311256409,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.588965117931366,0.3476380705833435,0.4130953550338745
