,how,many,naval,bases,are,located,in,jacksonville,?
bases,0.16321653127670288,0.2545723021030426,0.3537982702255249,0.9999999403953552,0.2886052131652832,0.22144903242588043,0.2516496777534485,0.16052861511707306,0.06755278259515762
and,0.33647966384887695,0.5296266674995422,0.24800513684749603,0.2679947316646576,0.48576638102531433,0.24183952808380127,0.4954058527946472,0.2603762745857239,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.25506526231765747,0.24180281162261963,0.40399202704429626,0.407527357339859,0.6662389636039734,0.2176690250635147,0.22068053483963013
port,0.08507416397333145,0.22084060311317444,0.35273244976997375,0.3014443516731262,0.14696268737316132,0.284981369972229,0.20519298315048218,0.2602963447570801,0.06519711017608643
of,0.2480744868516922,0.37253960967063904,0.28707146644592285,0.1987054944038391,0.39081433415412903,0.32520920038223267,0.5696388483047485,0.23084138333797455,0.1826142966747284
jacksonville,0.165566086769104,0.19504043459892273,0.20843853056430817,0.16052861511707306,0.180222749710083,0.18067680299282074,0.22147351503372192,1.0000001192092896,0.1359667330980301
",",0.22659391164779663,0.40610817074775696,0.21220709383487701,0.232777938246727,0.4062570035457611,0.2678719460964203,0.5201468467712402,0.2837527096271515,0.31091248989105225
florida,0.12716838717460632,0.16515006124973297,0.21543759107589722,0.17651110887527466,0.14455707371234894,0.2121332287788391,0.2330404818058014,0.568950355052948,0.13469882309436798
's,-0.026164190843701363,0.01698932610452175,-0.05749930441379547,0.009625433944165707,-0.008927806280553341,-0.031078986823558807,-0.037580832839012146,0.02280956320464611,-0.023395681753754616
third,0.14508451521396637,0.12636491656303406,0.1482776701450348,0.13129155337810516,0.15971572697162628,0.1695820540189743,0.3309578001499176,0.16585606336593628,0.15394791960716248
largest,0.08743762224912643,0.23644231259822845,0.1888982057571411,0.2015303671360016,0.23992078006267548,0.37509143352508545,0.3017216920852661,0.1861613392829895,0.12401245534420013
seaport,0.035316452383995056,0.20550741255283356,0.3375193774700165,0.3111637234687805,0.19200825691223145,0.4128670394420624,0.30017709732055664,0.2557193338871002,0.07965421676635742
.,0.3287222981452942,0.3974229395389557,0.2479097992181778,0.2574000060558319,0.3452940285205841,0.28226932883262634,0.5591574311256409,0.2843366861343384,0.4130953550338745
