,what,was,constructed,between,1978,and,1982,to,link,the,henry,cole,wing,to,the,rest,of,the,museum,?
new,0.2130378633737564,0.2748313844203949,0.24144673347473145,0.20217913389205933,0.012934975326061249,0.31402453780174255,0.042768124490976334,0.33159172534942627,0.2271842062473297,0.3845241069793701,0.1760309487581253,0.1912757158279419,0.1432235687971115,0.33159172534942627,0.3845241069793701,0.18659178912639618,0.343457967042923,0.3845241069793701,0.14840424060821533,0.14782847464084625
entrance,0.20933914184570312,0.24333937466144562,0.34208324551582336,0.2431175261735916,0.0368168018758297,0.24038183689117432,0.24584069848060608,0.24082104861736298,0.1517459750175476,0.31372344493865967,0.14745000004768372,0.08492087572813034,0.18730419874191284,0.24082104861736298,0.31372344493865967,0.1956179440021515,0.2534947693347931,0.31372344493865967,0.2587375044822693,0.07963564246892929
building,0.23529528081417084,0.237406387925148,0.5449345111846924,0.17692464590072632,0.06948180496692657,0.2593274712562561,0.09179244935512543,0.2658686637878418,0.1184949055314064,0.3159640431404114,0.19779238104820251,0.14961302280426025,0.177766352891922,0.2658686637878418,0.3159640431404114,0.15924569964408875,0.26200541853904724,0.3159640431404114,0.33589062094688416,0.13549931347370148
was,0.22111038863658905,1.0000001192092896,0.2546897530555725,0.24048170447349548,0.08774974942207336,0.3740963041782379,0.2388887107372284,0.3636345863342285,0.12314239889383316,0.48711544275283813,0.31945720314979553,0.22517915070056915,0.1759270429611206,0.3636345863342285,0.48711544275283813,0.22034120559692383,0.4069072902202606,0.48711544275283813,0.21266788244247437,0.18412111699581146
constructed,0.18810124695301056,0.2546897530555725,1.0000001192092896,0.21854501962661743,0.10228728502988815,0.22972804307937622,0.1555793732404709,0.24796472489833832,0.09988033026456833,0.29105475544929504,0.16487573087215424,0.1085873544216156,0.13097119331359863,0.24796472489833832,0.29105475544929504,0.1900060474872589,0.2552719712257385,0.29105475544929504,0.25752630829811096,0.12459525465965271
on,0.34226128458976746,0.3909217119216919,0.22771170735359192,0.3335416913032532,0.0048425812274217606,0.4077630043029785,0.09972510486841202,0.41031414270401,0.20809020102024078,0.5107308030128479,0.214147686958313,0.2517297565937042,0.199074849486351,0.41031414270401,0.5107308030128479,0.30716630816459656,0.3966929316520691,0.5107308030128479,0.1697414517402649,0.2714994251728058
the,0.42745697498321533,0.48711544275283813,0.29105475544929504,0.39067012071609497,0.1314823180437088,0.5171257257461548,0.09180720150470734,0.535392165184021,0.23401211202144623,1.0,0.2542637586593628,0.1850816011428833,0.28874075412750244,0.535392165184021,1.0,0.41330549120903015,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
site,0.21561308205127716,0.24460934102535248,0.2622746527194977,0.13470818102359772,0.13531215488910675,0.19108152389526367,0.08934643119573593,0.2310456782579422,0.25408998131752014,0.288954496383667,0.033158887177705765,0.1699153035879135,0.11946671456098557,0.2310456782579422,0.288954496383667,0.1298096776008606,0.24291633069515228,0.288954496383667,0.26758304238319397,0.2014765441417694
of,0.33290785551071167,0.4069072902202606,0.2552719712257385,0.3737983703613281,0.13908278942108154,0.5116966962814331,0.04649703577160835,0.41548454761505127,0.1763116717338562,0.733189046382904,0.2390729784965515,0.15229938924312592,0.19099068641662598,0.41548454761505127,0.733189046382904,0.33621829748153687,1.0,0.733189046382904,0.23314370214939117,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,0.29105475544929504,0.39067012071609497,0.1314823180437088,0.5171257257461548,0.09180720150470734,0.535392165184021,0.23401211202144623,1.0,0.2542637586593628,0.1850816011428833,0.28874075412750244,0.535392165184021,1.0,0.41330549120903015,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
former,0.13598288595676422,0.2544213533401489,0.12296527624130249,0.2002568542957306,-0.0016253540525212884,0.2516189515590668,0.15471385419368744,0.12857267260551453,0.05584082379937172,0.2251449078321457,0.1697331666946411,0.14292344450950623,0.1457480639219284,0.12857267260551453,0.2251449078321457,0.17208951711654663,0.30415382981300354,0.2251449078321457,0.1504972130060196,0.10570605844259262
boiler,0.23551298677921295,0.1288069188594818,0.20820580422878265,0.15206347405910492,-0.003752473508939147,0.20379866659641266,0.057597462087869644,0.18706591427326202,0.16689081490039825,0.2309672236442566,0.1177024096250534,0.11736363917589188,0.16249136626720428,0.18706591427326202,0.2309672236442566,0.19143852591514587,0.16447360813617706,0.2309672236442566,0.11740968376398087,0.20881007611751556
house,0.200801283121109,0.28759756684303284,0.15133167803287506,0.1417616307735443,0.031994182616472244,0.2552875876426697,0.20875652134418488,0.23688754439353943,0.1417006254196167,0.2847244441509247,0.2778720259666443,0.14774270355701447,0.19190850853919983,0.23688754439353943,0.2847244441509247,0.2551923394203186,0.285114049911499,0.2847244441509247,0.24902251362800598,0.13736455142498016
",",0.3087472915649414,0.45456063747406006,0.21606628596782684,0.27714940905570984,0.12287666648626328,0.6633074283599854,0.1221674457192421,0.44245919585227966,0.22098852694034576,0.4933079481124878,0.25662001967430115,0.30910587310791016,0.18741334974765778,0.44245919585227966,0.4933079481124878,0.3065745532512665,0.4946078956127167,0.4933079481124878,0.20741747319698334,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,0.29105475544929504,0.39067012071609497,0.1314823180437088,0.5171257257461548,0.09180720150470734,0.535392165184021,0.23401211202144623,1.0,0.2542637586593628,0.1850816011428833,0.28874075412750244,0.535392165184021,1.0,0.41330549120903015,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
intended,0.32450535893440247,0.2740823030471802,0.3097550570964813,0.20672528445720673,0.02020859532058239,0.21507462859153748,0.06509851664304733,0.48327770829200745,0.18347591161727905,0.29853108525276184,0.1833813339471817,0.17008228600025177,0.1553150862455368,0.48327770829200745,0.29853108525276184,0.17757569253444672,0.24364815652370453,0.29853108525276184,0.08836307376623154,0.21823447942733765
site,0.21561308205127716,0.24460934102535248,0.2622746527194977,0.13470818102359772,0.13531215488910675,0.19108152389526367,0.08934643119573593,0.2310456782579422,0.25408998131752014,0.288954496383667,0.033158887177705765,0.1699153035879135,0.11946671456098557,0.2310456782579422,0.288954496383667,0.1298096776008606,0.24291633069515228,0.288954496383667,0.26758304238319397,0.2014765441417694
of,0.33290785551071167,0.4069072902202606,0.2552719712257385,0.3737983703613281,0.13908278942108154,0.5116966962814331,0.04649703577160835,0.41548454761505127,0.1763116717338562,0.733189046382904,0.2390729784965515,0.15229938924312592,0.19099068641662598,0.41548454761505127,0.733189046382904,0.33621829748153687,1.0,0.733189046382904,0.23314370214939117,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,0.29105475544929504,0.39067012071609497,0.1314823180437088,0.5171257257461548,0.09180720150470734,0.535392165184021,0.23401211202144623,1.0,0.2542637586593628,0.1850816011428833,0.28874075412750244,0.535392165184021,1.0,0.41330549120903015,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
spiral,0.1333327740430832,0.1024889126420021,0.26960837841033936,0.11396583914756775,-0.02584431879222393,0.17436249554157257,0.065315842628479,0.16293199360370636,0.14643864333629608,0.19470536708831787,0.11758067458868027,0.08728864043951035,0.21941088140010834,0.16293199360370636,0.19470536708831787,0.13422715663909912,0.1951429694890976,0.19470536708831787,0.10927152633666992,0.11197062581777573
",",0.3087472915649414,0.45456063747406006,0.21606628596782684,0.27714940905570984,0.12287666648626328,0.6633074283599854,0.1221674457192421,0.44245919585227966,0.22098852694034576,0.4933079481124878,0.25662001967430115,0.30910587310791016,0.18741334974765778,0.44245919585227966,0.4933079481124878,0.3065745532512665,0.4946078956127167,0.4933079481124878,0.20741747319698334,0.31091248989105225
between,0.2462156116962433,0.24048170447349548,0.21854501962661743,0.9999999403953552,0.04757729917764664,0.40645647048950195,0.07413773983716965,0.3639189600944519,0.18535888195037842,0.39067012071609497,0.1847066432237625,0.09147322922945023,0.15395475924015045,0.3639189600944519,0.39067012071609497,0.22641295194625854,0.3737983703613281,0.39067012071609497,0.13704949617385864,0.12887074053287506
1978,-0.04368842765688896,0.08774974942207336,0.10228728502988815,0.04757729917764664,1.0,0.12093459814786911,0.011082294397056103,0.08089005202054977,0.06974384933710098,0.1314823180437088,0.043353766202926636,-0.05462658777832985,0.07496856898069382,0.08089005202054977,0.1314823180437088,-0.021900152787566185,0.13908278942108154,0.1314823180437088,0.08436280488967896,0.06364871561527252
and,0.31309178471565247,0.3740963041782379,0.22972804307937622,0.40645647048950195,0.12093459814786911,1.0,0.07722701132297516,0.48971283435821533,0.21611225605010986,0.5171257257461548,0.2218981832265854,0.23855477571487427,0.2740335762500763,0.48971283435821533,0.5171257257461548,0.34185317158699036,0.5116966962814331,0.5171257257461548,0.21554097533226013,0.20544172823429108
1982,0.007213894743472338,0.2388887107372284,0.1555793732404709,0.07413773983716965,0.011082294397056103,0.07722701132297516,1.0000001192092896,0.05242690071463585,-0.07016002386808395,0.09180720150470734,0.1954626739025116,0.08204970508813858,0.11521194875240326,0.05242690071463585,0.09180720150470734,0.12092960625886917,0.04649703577160835,0.09180720150470734,0.17733906209468842,-0.028324265033006668
.,0.3567904531955719,0.40146201848983765,0.20673608779907227,0.30295518040657043,0.1281416267156601,0.588965117931366,-0.009549167938530445,0.4645031690597534,0.24995651841163635,0.5934505462646484,0.3065545856952667,0.24902014434337616,0.1937725841999054,0.4645031690597534,0.5934505462646484,0.36049437522888184,0.5352458953857422,0.5934505462646484,0.19497929513454437,0.4130953550338745
