,what,is,formed,when,a,phagosome,fuses,with,a,lysosome,?
following,0.2506418824195862,0.21705439686775208,0.17804601788520813,0.3263498842716217,0.27489006519317627,0.21119548380374908,0.06651980429887772,0.30096235871315,0.27489006519317627,0.23061655461788177,0.1555173695087433
a,0.3320399522781372,0.658733606338501,0.21948496997356415,0.44397395849227905,1.0,0.3026392459869385,0.2652824819087982,0.3783375024795532,1.0,0.3039220869541168,0.23916715383529663
respiratory,0.11584015935659409,0.19798392057418823,0.13213764131069183,0.20845934748649597,0.19971992075443268,0.38422077894210815,0.20827265083789825,0.1085512787103653,0.19971992075443268,0.37599027156829834,0.10154426842927933
burst,0.21199607849121094,0.21543054282665253,0.16696761548519135,0.2917267680168152,0.2922717332839966,0.2224840670824051,0.3253611624240875,0.2134547233581543,0.2922717332839966,0.31399548053741455,0.18851694464683533
that,0.6297725439071655,0.3995479643344879,0.2487153261899948,0.5860282182693481,0.47537946701049805,0.35113129019737244,0.21172486245632172,0.4154358208179474,0.47537946701049805,0.31746986508369446,0.32716336846351624
releases,0.1929820477962494,0.21961836516857147,0.19461563229560852,0.3042655289173126,0.25183573365211487,0.31360533833503723,0.3171282708644867,0.2502237856388092,0.25183573365211487,0.32072320580482483,0.12452229112386703
free,0.22754132747650146,0.2297741025686264,0.14413699507713318,0.25120967626571655,0.23877057433128357,0.13471123576164246,0.12703751027584076,0.232481449842453,0.23877057433128357,0.13494658470153809,0.1278279572725296
radicals,0.20517797768115997,0.12504814565181732,0.23778299987316132,0.18998321890830994,0.1628749817609787,0.2766815721988678,0.20439422130584717,0.23445090651512146,0.1628749817609787,0.23962636291980743,0.1512710005044937
into,0.2180619090795517,0.2619607150554657,0.2905314266681671,0.389646977186203,0.3461161255836487,0.24502955377101898,0.27718019485473633,0.2912435233592987,0.3461161255836487,0.32341325283050537,0.15662476420402527
the,0.42745697498321533,0.5823672413825989,0.28813210129737854,0.5091903209686279,0.5829201340675354,0.27784448862075806,0.21369671821594238,0.4223487675189972,0.5829201340675354,0.257377564907074,0.22068053483963013
phagolysosome,0.2506149709224701,0.2676660418510437,0.202668696641922,0.31817805767059326,0.31663861870765686,0.9042865633964539,0.46938201785087585,0.25030237436294556,0.31663861870765686,0.9088308811187744,0.2349095195531845
.,0.3567904531955719,0.4569662809371948,0.2737641930580139,0.475719153881073,0.50484299659729,0.2581593096256256,0.20964379608631134,0.4446153938770294,0.50484299659729,0.2287158966064453,0.4130953550338745
,what,is,formed,when,a,phagosome,fuses,with,a,lysosome,?
once,0.38428619503974915,0.3481405973434448,0.1667683869600296,0.6055812835693359,0.4225178360939026,0.2641282081604004,0.25034552812576294,0.38511526584625244,0.4225178360939026,0.25730860233306885,0.17750471830368042
a,0.3320399522781372,0.658733606338501,0.21948496997356415,0.44397395849227905,1.0,0.3026392459869385,0.2652824819087982,0.3783375024795532,1.0,0.3039220869541168,0.23916715383529663
pathogen,0.2550991475582123,0.1968173384666443,0.10832935571670532,0.22033041715621948,0.22937901318073273,0.6352987289428711,0.31648367643356323,0.1530282199382782,0.22937901318073273,0.6100875735282898,0.1893778294324875
has,0.20338068902492523,0.5668748617172241,0.13854970037937164,0.34538573026657104,0.4670248031616211,0.24135972559452057,0.2651386559009552,0.44092974066734314,0.4670248031616211,0.18364810943603516,0.15994466841220856
been,0.2567804455757141,0.39566612243652344,0.14791525900363922,0.3339833617210388,0.3315402865409851,0.26528626680374146,0.168206125497818,0.2804456949234009,0.3315402865409851,0.19803650677204132,0.24354910850524902
engulfed,0.2526431679725647,0.2011195719242096,0.2805922031402588,0.30502673983573914,0.23796455562114716,0.4644487798213959,0.39793962240219116,0.2794054448604584,0.23796455562114716,0.4497794508934021,0.1501116305589676
by,0.2455483376979828,0.3899846076965332,0.2924628257751465,0.4376842677593231,0.32094135880470276,0.2333115190267563,0.17408230900764465,0.39731505513191223,0.32094135880470276,0.16053690016269684,0.17966607213020325
a,0.3320399522781372,0.658733606338501,0.21948496997356415,0.44397395849227905,1.0,0.3026392459869385,0.2652824819087982,0.3783375024795532,1.0,0.3039220869541168,0.23916715383529663
phagocyte,0.2344105839729309,0.24100781977176666,0.1733812838792801,0.278452068567276,0.25194284319877625,0.7554908990859985,0.38781049847602844,0.22215192019939423,0.25194284319877625,0.6534053087234497,0.22538402676582336
",",0.3087472915649414,0.4691906273365021,0.2636634409427643,0.36674630641937256,0.427140474319458,0.26427996158599854,0.1953127384185791,0.4120737314224243,0.427140474319458,0.21257714927196503,0.31091248989105225
it,0.45803478360176086,0.6328473687171936,0.27487313747406006,0.4775012135505676,0.5452592968940735,0.26591062545776367,0.24855126440525055,0.3369046747684479,0.5452592968940735,0.2670414447784424,0.25732165575027466
becomes,0.15717560052871704,0.3528205454349518,0.19476363062858582,0.35722270607948303,0.21742002665996552,0.16329865157604218,0.2233811616897583,0.16598401963710785,0.21742002665996552,0.18023890256881714,0.1751440465450287
trapped,0.18398331105709076,0.1533673256635666,0.2666532099246979,0.3460756540298462,0.24920257925987244,0.23881782591342926,0.35951918363571167,0.23187607526779175,0.24920257925987244,0.23366110026836395,0.06985846906900406
in,0.30808621644973755,0.5394441485404968,0.27325257658958435,0.4431333839893341,0.539380669593811,0.2167549431324005,0.12611211836338043,0.4080928862094879,0.539380669593811,0.1981784999370575,0.20430970191955566
an,0.2821882665157318,0.4654068350791931,0.20318694412708282,0.33026179671287537,0.44552403688430786,0.186686173081398,0.22507932782173157,0.2730048894882202,0.44552403688430786,0.20557989180088043,0.19793890416622162
intracellular,0.22688700258731842,0.23824672400951385,0.12969352304935455,0.28255200386047363,0.2571257948875427,0.61408531665802,0.346874862909317,0.241310253739357,0.2571257948875427,0.6224113702774048,0.18181154131889343
vesicle,0.19578322768211365,0.2243977189064026,0.1549750119447708,0.24962320923805237,0.23773923516273499,0.5766709446907043,0.45341306924819946,0.1893123984336853,0.23773923516273499,0.6650751829147339,0.1686500906944275
called,0.3235960602760315,0.430266410112381,0.3517168462276459,0.39188069105148315,0.4868806302547455,0.3186304569244385,0.2826835811138153,0.3139074146747589,0.4868806302547455,0.299587219953537,0.18963319063186646
a,0.3320399522781372,0.658733606338501,0.21948496997356415,0.44397395849227905,1.0,0.3026392459869385,0.2652824819087982,0.3783375024795532,1.0,0.3039220869541168,0.23916715383529663
phagosome,0.25986677408218384,0.250946044921875,0.14486730098724365,0.2961186468601227,0.3026392459869385,1.0000001192092896,0.38255685567855835,0.2468235045671463,0.3026392459869385,0.8349511623382568,0.23669423162937164
",",0.3087472915649414,0.4691906273365021,0.2636634409427643,0.36674630641937256,0.427140474319458,0.26427996158599854,0.1953127384185791,0.4120737314224243,0.427140474319458,0.21257714927196503,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.3024848401546478,0.572554349899292,0.56894451379776,0.4170666038990021,0.35541772842407227,0.46403205394744873,0.56894451379776,0.426353394985199,0.25814583897590637
subsequently,0.10897690057754517,0.12358549237251282,0.14221088588237762,0.28473159670829773,0.1586967557668686,0.17494265735149384,0.11176279932260513,0.192214697599411,0.1586967557668686,0.11305501312017441,0.005594457965344191
fuses,0.13606341183185577,0.27962446212768555,0.2609431743621826,0.29670029878616333,0.2652824819087982,0.38255685567855835,1.0,0.26584064960479736,0.2652824819087982,0.4568735957145691,0.14599955081939697
with,0.2464839518070221,0.3250955045223236,0.2785397171974182,0.5075214505195618,0.3783375024795532,0.2468235045671463,0.26584064960479736,0.9999999403953552,0.3783375024795532,0.2167942076921463,0.2433311939239502
another,0.4190070629119873,0.41278526186943054,0.2152155190706253,0.48569372296333313,0.6191956996917725,0.3283981680870056,0.2980988621711731,0.359900563955307,0.6191956996917725,0.3117229640483856,0.295511931180954
vesicle,0.19578322768211365,0.2243977189064026,0.1549750119447708,0.24962320923805237,0.23773923516273499,0.5766709446907043,0.45341306924819946,0.1893123984336853,0.23773923516273499,0.6650751829147339,0.1686500906944275
called,0.3235960602760315,0.430266410112381,0.3517168462276459,0.39188069105148315,0.4868806302547455,0.3186304569244385,0.2826835811138153,0.3139074146747589,0.4868806302547455,0.299587219953537,0.18963319063186646
a,0.3320399522781372,0.658733606338501,0.21948496997356415,0.44397395849227905,1.0,0.3026392459869385,0.2652824819087982,0.3783375024795532,1.0,0.3039220869541168,0.23916715383529663
lysosome,0.23524171113967896,0.2310110628604889,0.173932284116745,0.29720252752304077,0.3039220869541168,0.8349511623382568,0.4568735957145691,0.2167942076921463,0.3039220869541168,1.0,0.2092587649822235
to,0.455847829580307,0.42745086550712585,0.15433534979820251,0.5423505902290344,0.45503583550453186,0.25715649127960205,0.21249055862426758,0.4239959120750427,0.45503583550453186,0.22592315077781677,0.29463258385658264
form,0.15868011116981506,0.3218395411968231,0.45461541414260864,0.31953904032707214,0.3088195323944092,0.2540667653083801,0.3387126922607422,0.29348593950271606,0.3088195323944092,0.3100736439228058,0.1463010311126709
a,0.3320399522781372,0.658733606338501,0.21948496997356415,0.44397395849227905,1.0,0.3026392459869385,0.2652824819087982,0.3783375024795532,1.0,0.3039220869541168,0.23916715383529663
phagolysosome,0.2506149709224701,0.2676660418510437,0.202668696641922,0.31817805767059326,0.31663861870765686,0.9042865633964539,0.46938201785087585,0.25030237436294556,0.31663861870765686,0.9088308811187744,0.2349095195531845
.,0.3567904531955719,0.4569662809371948,0.2737641930580139,0.475719153881073,0.50484299659729,0.2581593096256256,0.20964379608631134,0.4446153938770294,0.50484299659729,0.2287158966064453,0.4130953550338745
