,who,was,the,first,huguenot,to,arrive,at,the,cape,of,good,hope,?
maria,0.20343798398971558,0.2511068880558014,0.15531538426876068,0.1931440830230713,0.2724834084510803,0.18360072374343872,0.12801378965377808,0.1492883563041687,0.15531538426876068,0.21751724183559418,0.2167290449142456,0.1591467261314392,0.17918258905410767,0.16458186507225037
de,0.18189555406570435,0.20575080811977386,0.23491892218589783,0.21795547008514404,0.3515174984931946,0.15903331339359283,0.1407417505979538,0.1680622547864914,0.23491892218589783,0.2222726196050644,0.26292696595191956,0.1546584814786911,0.12375518679618835,0.11064168810844421
la,0.08889032155275345,0.1975202113389969,0.23999373614788055,0.23068054020404816,0.2882387936115265,0.15626297891139984,0.14334037899971008,0.1624366194009781,0.23999373614788055,0.15961338579654694,0.2191537618637085,0.15614351630210876,0.1682574599981308,0.16701938211917877
queillerie,0.2422437220811844,0.27143925428390503,0.27647313475608826,0.2518678307533264,0.4199090003967285,0.23760324716567993,0.20001277327537537,0.23770645260810852,0.27647313475608826,0.20937378704547882,0.27132219076156616,0.24180500209331512,0.21433059871196747,0.21846884489059448
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.24752236902713776,0.44245919585227966,0.2322230190038681,0.38314947485923767,0.4933079481124878,0.2262612283229828,0.4946078956127167,0.3217065632343292,0.3157316744327545,0.31091248989105225
wife,0.3764849305152893,0.3110053539276123,0.18555577099323273,0.27100875973701477,0.2931946814060211,0.20460014045238495,0.19546137750148773,0.19324912130832672,0.18555577099323273,0.08186207711696625,0.2074100226163864,0.1750040352344513,0.15653149783611298,0.19987250864505768
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.3536086082458496,0.29061198234558105,0.41548454761505127,0.223322331905365,0.42558613419532776,0.733189046382904,0.23413194715976715,1.0,0.2696770131587982,0.2194291651248932,0.1826142966747284
commander,0.24657247960567474,0.23336075246334076,0.24218903481960297,0.25710737705230713,0.24577689170837402,0.18283602595329285,0.21355819702148438,0.1936427354812622,0.24218903481960297,0.12113367766141891,0.2152482569217682,0.1990906149148941,0.20934179425239563,0.2315494865179062
jan,0.12847648561000824,0.1969110071659088,0.12573367357254028,0.13280220329761505,0.21277998387813568,0.15032310783863068,0.07210762053728104,0.16218309104442596,0.12573367357254028,0.11205483973026276,0.11183030158281326,0.1295836865901947,0.09965242445468903,0.14395545423030853
van,0.19967937469482422,0.20371906459331512,0.13541297614574432,0.23058944940567017,0.2773754894733429,0.198682501912117,0.11493024975061417,0.14023354649543762,0.13541297614574432,0.16175751388072968,0.16833904385566711,0.13102929294109344,0.1010051816701889,0.15528257191181183
riebeeck,0.3094981610774994,0.3527653217315674,0.298941433429718,0.3304017186164856,0.4647906720638275,0.2166481763124466,0.28220134973526,0.2297108769416809,0.298941433429718,0.402031272649765,0.2885807156562805,0.2013154774904251,0.2565046548843384,0.19457410275936127
(,0.2443375140428543,0.2980341613292694,0.33289089798927307,0.2450505793094635,0.18252547085285187,0.30882009863853455,0.13154640793800354,0.23315078020095825,0.33289089798927307,0.18600055575370789,0.35032153129577637,0.2306004762649536,0.23294243216514587,0.40561532974243164
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.2762077748775482,0.48971283435821533,0.2162054181098938,0.3571503460407257,0.5171257257461548,0.21099837124347687,0.5116966962814331,0.3426591157913208,0.29339489340782166,0.20544172823429108
daughter,0.36132487654685974,0.2568452060222626,0.16813424229621887,0.2326546311378479,0.282922625541687,0.1864093840122223,0.18706125020980835,0.18973369896411896,0.16813424229621887,0.13198833167552948,0.23132967948913574,0.18168239295482635,0.17226924002170563,0.10566599667072296
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.3536086082458496,0.29061198234558105,0.41548454761505127,0.223322331905365,0.42558613419532776,0.733189046382904,0.23413194715976715,1.0,0.2696770131587982,0.2194291651248932,0.1826142966747284
a,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.4287874400615692,0.22502337396144867,0.45503583550453186,0.2242422252893448,0.3095070421695709,0.5829201340675354,0.2673148214817047,0.5052502155303955,0.3146486282348633,0.2188071757555008,0.23916715383529663
walloon,0.19478222727775574,0.1930706650018692,0.28331369161605835,0.17674793303012848,0.41487035155296326,0.18067848682403564,0.0864257887005806,0.12533915042877197,0.28331369161605835,0.29286491870880127,0.27491921186447144,0.11910363286733627,0.2027415931224823,0.15741382539272308
church,0.19418756663799286,0.24960921704769135,0.23846197128295898,0.11462637037038803,0.3685069978237152,0.24439501762390137,0.1326475292444229,0.1633070856332779,0.23846197128295898,0.12696298956871033,0.3079429268836975,0.1563102751970291,0.19207735359668732,0.18081501126289368
minister,0.18775032460689545,0.26634681224823,0.19297581911087036,0.20848903059959412,0.2619774639606476,0.17637476325035095,0.12961947917938232,0.12735222280025482,0.19297581911087036,0.15331771969795227,0.23343199491500854,0.1553056836128235,0.1368982493877411,0.10825661569833755
),0.2457384318113327,0.3267642855644226,0.3456730246543884,0.27228695154190063,0.18730930984020233,0.31236231327056885,0.11664221435785294,0.23338089883327484,0.3456730246543884,0.18922248482704163,0.3680361211299896,0.2438051402568817,0.24826905131340027,0.42300865054130554
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.24752236902713776,0.44245919585227966,0.2322230190038681,0.38314947485923767,0.4933079481124878,0.2262612283229828,0.4946078956127167,0.3217065632343292,0.3157316744327545,0.31091248989105225
who,0.9999998807907104,0.3318818509578705,0.3733934462070465,0.39065709710121155,0.32233482599258423,0.42656609416007996,0.2825736105442047,0.22096660733222961,0.3733934462070465,0.16369371116161346,0.2827862501144409,0.3108983039855957,0.2513620853424072,0.26220351457595825
arrived,0.29454702138900757,0.363562673330307,0.279670387506485,0.34352418780326843,0.29379802942276,0.3039925694465637,0.7774887084960938,0.32217898964881897,0.279670387506485,0.26529234647750854,0.2384427934885025,0.16261957585811615,0.1788899004459381,0.1681029200553894
on,0.2340552806854248,0.3909217119216919,0.5107308030128479,0.3120559751987457,0.1345445066690445,0.41031414270401,0.20132426917552948,0.4806317389011383,0.5107308030128479,0.22667036950588226,0.3966929316520691,0.2569187879562378,0.2709949314594269,0.2714994251728058
6,0.06694239377975464,0.021614471450448036,0.041227471083402634,0.02436024509370327,0.08474960923194885,0.14752747118473053,0.025817524641752243,0.04754280671477318,0.041227471083402634,0.07130604237318039,0.055943556129932404,0.01747204177081585,0.08974898606538773,0.045001473277807236
april,0.2566681504249573,0.42695382237434387,0.23232673108577728,0.2994123697280884,0.1779017597436905,0.20614087581634521,0.15137115120887756,0.3072861135005951,0.23232673108577728,0.1484615057706833,0.18706536293029785,0.18334361910820007,0.2066238522529602,0.25704094767570496
1652,-0.02033771574497223,-0.08039974421262741,0.05949649214744568,-0.06048835441470146,-0.06819503009319305,0.036349065601825714,0.04014825448393822,0.08122740685939789,0.05949649214744568,-0.0017663342878222466,0.049304138869047165,0.006661919876933098,0.04121554642915726,-0.028443992137908936
to,0.42656609416007996,0.3636345863342285,0.535392165184021,0.3792489171028137,0.24496324360370636,1.0,0.3606240749359131,0.36524343490600586,0.535392165184021,0.1834135204553604,0.41548454761505127,0.30719634890556335,0.28287798166275024,0.29463258385658264
establish,0.22847558557987213,0.1769464761018753,0.31343501806259155,0.20935675501823425,0.2819488048553467,0.32019129395484924,0.3390657305717468,0.18247999250888824,0.31343501806259155,0.12160486727952957,0.210533007979393,0.24836325645446777,0.20801666378974915,0.21678102016448975
a,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.4287874400615692,0.22502337396144867,0.45503583550453186,0.2242422252893448,0.3095070421695709,0.5829201340675354,0.2673148214817047,0.5052502155303955,0.3146486282348633,0.2188071757555008,0.23916715383529663
settlement,0.14946594834327698,0.2632548213005066,0.2599570155143738,0.2673013508319855,0.2632204294204712,0.2762512266635895,0.3357850909233093,0.1622496247291565,0.2599570155143738,0.22829569876194,0.25982165336608887,0.10793894529342651,0.1174095869064331,0.12535437941551208
at,0.22096660733222961,0.36707764863967896,0.457212895154953,0.3138778805732727,0.23064149916172028,0.36524343490600586,0.266644686460495,1.0,0.457212895154953,0.24326983094215393,0.42558613419532776,0.2845047116279602,0.2580207288265228,0.21978627145290375
what,0.40942975878715515,0.22111038863658905,0.42745697498321533,0.28086137771606445,0.1912020891904831,0.455847829580307,0.27792268991470337,0.2838611304759979,0.42745697498321533,0.17391739785671234,0.33290785551071167,0.3916934132575989,0.32692182064056396,0.5051238536834717
is,0.24293622374534607,0.5810302495956421,0.5823672413825989,0.30889374017715454,0.12706810235977173,0.42745086550712585,0.1479402631521225,0.25906258821487427,0.5823672413825989,0.2026473432779312,0.4854315221309662,0.24055646359920502,0.21322616934776306,0.22961433231830597
today,0.28769350051879883,0.3137040436267853,0.35740926861763,0.287946879863739,0.21656161546707153,0.3122048079967499,0.13469813764095306,0.20083099603652954,0.35740926861763,0.12911199033260345,0.3291318118572235,0.24614697694778442,0.19744402170181274,0.17338968813419342
cape,0.16369371116161346,0.18533015251159668,0.2352786809206009,0.21616853773593903,0.23918122053146362,0.1834135204553604,0.18961232900619507,0.24326983094215393,0.2352786809206009,1.0,0.23413194715976715,0.22112393379211426,0.3455519378185272,0.10433043539524078
town,0.17440535128116608,0.26823142170906067,0.2974243760108948,0.19075606763362885,0.2066217064857483,0.18535545468330383,0.19914385676383972,0.217336967587471,0.2974243760108948,0.24345295131206512,0.26585668325424194,0.14200308918952942,0.16375981271266937,0.09902279824018478
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.2060975730419159,0.4645031690597534,0.21006475389003754,0.4549728035926819,0.5934505462646484,0.22850903868675232,0.5352458953857422,0.29664117097854614,0.2732508182525635,0.4130953550338745
