,in,what,districts,are,the,registration,numbers,for,cars,all,of,the,same,type,?
entitlements,0.2595234513282776,0.3311556875705719,0.2906922996044159,0.27445292472839355,0.2681930363178253,0.3766274154186249,0.280450701713562,0.31015828251838684,0.19464482367038727,0.3323378562927246,0.29507017135620117,0.2681930363178253,0.23869433999061584,0.2064368575811386,0.2625215947628021
of,0.5696388483047485,0.33290785551071167,0.2693168818950653,0.39081433415412903,0.733189046382904,0.23914486169815063,0.228018656373024,0.4185989499092102,0.19064989686012268,0.42798417806625366,1.0,0.733189046382904,0.3808329105377197,0.18112817406654358,0.1826142966747284
powiat,0.3459167182445526,0.16523225605487823,0.44030869007110596,0.24104255437850952,0.3321551978588104,0.3079962730407715,0.22358684241771698,0.14786037802696228,0.2001933753490448,0.22374992072582245,0.34890562295913696,0.3321551978588104,0.18899847567081451,0.12564943730831146,0.19101689755916595
",",0.5201468467712402,0.3087472915649414,0.252678245306015,0.4062570035457611,0.4933079481124878,0.22639964520931244,0.26479464769363403,0.4464869201183319,0.23312760889530182,0.425624817609787,0.4946078956127167,0.4933079481124878,0.3207721710205078,0.1804078221321106,0.31091248989105225
so,0.31275880336761475,0.539469838142395,0.20383115112781525,0.420413613319397,0.4296516180038452,0.20570562779903412,0.37691518664360046,0.41512128710746765,0.2732952833175659,0.49749627709388733,0.3184450566768646,0.4296516180038452,0.38325706124305725,0.18630102276802063,0.43163934350013733
the,0.6662389636039734,0.42745697498321533,0.233962744474411,0.40399202704429626,1.0,0.2935751974582672,0.293011337518692,0.4739971458911896,0.22665506601333618,0.4860881567001343,0.733189046382904,1.0,0.4583131968975067,0.21819381415843964,0.22068053483963013
registration,0.2465285360813141,0.23976002633571625,0.20725074410438538,0.20620733499526978,0.2935751974582672,0.9999998807907104,0.25960707664489746,0.31512561440467834,0.24445891380310059,0.31347736716270447,0.23914486169815063,0.2935751974582672,0.31160229444503784,0.2428480088710785,0.22754761576652527
numbers,0.23087690770626068,0.24586999416351318,0.20339517295360565,0.37760815024375916,0.293011337518692,0.25960707664489746,1.0,0.2885598838329315,0.2515658736228943,0.35674673318862915,0.228018656373024,0.293011337518692,0.2888096570968628,0.1971423625946045,0.19297972321510315
in,1.0,0.30808621644973755,0.26488247513771057,0.3841303884983063,0.6662389636039734,0.2465285360813141,0.23087690770626068,0.4322226941585541,0.2354678511619568,0.3335905969142914,0.5696388483047485,0.6662389636039734,0.3692481815814972,0.20604541897773743,0.20430970191955566
kraków,0.269519180059433,0.15572486817836761,0.19308389723300934,0.07054777443408966,0.19051972031593323,0.14668786525726318,0.1756615936756134,0.1366969496011734,0.08642677962779999,0.16069044172763824,0.20613795518875122,0.19051972031593323,0.09863977879285812,0.13151250779628754,0.17615953087806702
are,0.3841303884983063,0.29724663496017456,0.26054954528808594,1.0,0.40399202704429626,0.20620733499526978,0.37760815024375916,0.3895993232727051,0.23795558512210846,0.5343062281608582,0.39081433415412903,0.40399202704429626,0.3446533679962158,0.24155041575431824,0.24591213464736938
of,0.5696388483047485,0.33290785551071167,0.2693168818950653,0.39081433415412903,0.733189046382904,0.23914486169815063,0.228018656373024,0.4185989499092102,0.19064989686012268,0.42798417806625366,1.0,0.733189046382904,0.3808329105377197,0.18112817406654358,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.233962744474411,0.40399202704429626,1.0,0.2935751974582672,0.293011337518692,0.4739971458911896,0.22665506601333618,0.4860881567001343,0.733189046382904,1.0,0.4583131968975067,0.21819381415843964,0.22068053483963013
same,0.3692481815814972,0.3764382302761078,0.123306505382061,0.3446533679962158,0.4583131968975067,0.31160229444503784,0.2888096570968628,0.31941699981689453,0.22656013071537018,0.4259514808654785,0.3808329105377197,0.4583131968975067,1.0,0.23870258033275604,0.22649677097797394
type,0.20604541897773743,0.2722663879394531,0.08947861194610596,0.24155041575431824,0.21819381415843964,0.2428480088710785,0.1971423625946045,0.20848464965820312,0.14263783395290375,0.21204189956188202,0.18112817406654358,0.21819381415843964,0.23870258033275604,1.0000001192092896,0.17536182701587677
for,0.4322226941585541,0.3017193675041199,0.12341930717229843,0.3895993232727051,0.4739971458911896,0.31512561440467834,0.2885598838329315,0.9999999403953552,0.2283150851726532,0.41144001483917236,0.4185989499092102,0.4739971458911896,0.31941699981689453,0.20848464965820312,0.264628142118454
all,0.3335905969142914,0.41981086134910583,0.1688939481973648,0.5343062281608582,0.4860881567001343,0.31347736716270447,0.35674673318862915,0.41144001483917236,0.21213750541210175,1.0000001192092896,0.42798417806625366,0.4860881567001343,0.4259514808654785,0.21204189956188202,0.29575422406196594
districts,0.26488247513771057,0.16162313520908356,1.0000001192092896,0.26054954528808594,0.233962744474411,0.20725074410438538,0.20339517295360565,0.12341930717229843,0.2211819887161255,0.1688939481973648,0.2693168818950653,0.233962744474411,0.123306505382061,0.08947861194610596,0.10677915066480637
.,0.5591574311256409,0.3567904531955719,0.20579329133033752,0.3452940285205841,0.5934505462646484,0.24190650880336761,0.2591777741909027,0.4726039469242096,0.27835485339164734,0.43406882882118225,0.5352458953857422,0.5934505462646484,0.3682591915130615,0.23195341229438782,0.4130953550338745
