,who,led,the,broncos,with,105,receptions,?
six,0.19475196301937103,0.16080644726753235,0.3614266812801361,0.22572742402553558,0.261430561542511,0.029236597940325737,0.12470342963933945,0.15298804640769958
touchdowns,0.18127667903900146,0.25404688715934753,0.20508192479610443,0.5303385257720947,0.2383706271648407,0.08784276247024536,0.5493815541267395,0.1509619653224945
",",0.3365725874900818,0.22548827528953552,0.4933079481124878,0.2558487057685852,0.4120737314224243,0.14643129706382751,0.27982690930366516,0.31091248989105225
while,0.4068111777305603,0.2681278884410858,0.39804592728614807,0.23601266741752625,0.4426766335964203,0.04901878908276558,0.19255828857421875,0.21076419949531555
emmanuel,0.2501235902309418,0.2129543423652649,0.19346554577350616,0.2112852931022644,0.21646538376808167,0.09709563851356506,0.20184147357940674,0.15527042746543884
sanders,0.2963277995586395,0.1798715740442276,0.2733713686466217,0.29475167393684387,0.1912076622247696,0.0966527983546257,0.2126561552286148,0.20881439745426178
caught,0.26796260476112366,0.28027909994125366,0.2087310254573822,0.20620059967041016,0.2018279731273651,0.12839263677597046,0.2364336997270584,0.20266211032867432
76,-0.21431320905685425,-0.12298986315727234,-0.4725710153579712,-0.07976803928613663,-0.3046833574771881,0.166322723031044,-0.0368649885058403,-0.08607837557792664
passes,0.08672328293323517,0.17326529324054718,0.3752402365207672,0.22322407364845276,0.20560717582702637,-0.046551987528800964,0.34944069385528564,0.09716983139514923
for,0.37110671401023865,0.2628403306007385,0.4739971458911896,0.2739109396934509,0.39140474796295166,0.10084040462970734,0.25616052746772766,0.264628142118454
"1,135",-0.009902951307594776,-0.09737879037857056,-0.060228969901800156,-0.13002946972846985,-0.03018149361014366,-0.0976848378777504,0.006770985666662455,0.02593619003891945
yards,0.13584628701210022,0.2245277762413025,0.16070343554019928,0.4475782513618469,0.14512313902378082,0.03800547868013382,0.5398510098457336,0.12453813850879669
and,0.41279885172843933,0.2780643701553345,0.5171257257461548,0.20959050953388214,0.5477725267410278,0.1044745147228241,0.24803747236728668,0.20544172823429108
six,0.19475196301937103,0.16080644726753235,0.3614266812801361,0.22572742402553558,0.261430561542511,0.029236597940325737,0.12470342963933945,0.15298804640769958
scores,0.2209789752960205,0.16310477256774902,0.2456876039505005,0.2536323070526123,0.23709829151630402,0.10697375982999802,0.31638407707214355,0.17722187936306
",",0.3365725874900818,0.22548827528953552,0.4933079481124878,0.2558487057685852,0.4120737314224243,0.14643129706382751,0.27982690930366516,0.31091248989105225
while,0.4068111777305603,0.2681278884410858,0.39804592728614807,0.23601266741752625,0.4426766335964203,0.04901878908276558,0.19255828857421875,0.21076419949531555
adding,0.13080903887748718,0.11924587190151215,0.30152344703674316,0.11909616738557816,0.3772427439689636,0.08296935260295868,0.22039499878883362,0.2800346910953522
another,0.4379323124885559,0.26545414328575134,0.5019711852073669,0.1800803542137146,0.359900563955307,0.09545949846506119,0.15272222459316254,0.295511931180954
106,0.035781558603048325,0.08814313262701035,-0.03340312838554382,-0.06717406213283539,0.0018385675502941012,0.017271969467401505,0.04017259553074837,0.10198672860860825
yards,0.13584628701210022,0.2245277762413025,0.16070343554019928,0.4475782513618469,0.14512313902378082,0.03800547868013382,0.5398510098457336,0.12453813850879669
returning,0.26930058002471924,0.27123481035232544,0.3807036876678467,0.27521443367004395,0.3089049458503723,0.10879816114902496,0.1782209724187851,0.14488300681114197
punts,0.20536455512046814,0.16815628111362457,0.21641352772712708,0.42064034938812256,0.22097563743591309,0.03170831501483917,0.3961676061153412,0.19397130608558655
.,0.3541337847709656,0.19335708022117615,0.5934505462646484,0.2612393796443939,0.4446153938770294,0.133247971534729,0.2116437554359436,0.4130953550338745
