,what,did,alec,shelbrooke,propose,payments,of,benefits,to,be,made,on,?
style,0.2488866001367569,0.20048470795154572,0.1585686206817627,0.2085142284631729,0.12757931649684906,0.13598771393299103,0.23203764855861664,0.08506398648023605,0.2404285967350006,0.22264838218688965,0.17099177837371826,0.1947430968284607,0.19862167537212372
of,0.33290785551071167,0.2513895630836487,0.14770014584064484,0.260927677154541,0.2539187967777252,0.2094639390707016,1.0,0.1838720440864563,0.41548454761505127,0.33904364705085754,0.33167365193367004,0.3966929316520691,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.18049699068069458,0.2947694659233093,0.2302119880914688,0.24524469673633575,0.733189046382904,0.20434671640396118,0.535392165184021,0.4248143136501312,0.3885267674922943,0.5107308030128479,0.22068053483963013
supplemental,0.18860550224781036,0.11523709446191788,0.13232338428497314,0.22093060612678528,0.19925250113010406,0.25195562839508057,0.26677078008651733,0.3210730254650116,0.2627679109573364,0.29886394739151,0.17353184521198273,0.2615683674812317,0.19003437459468842
nutrition,0.2355063408613205,0.109126016497612,0.09529557824134827,0.15339206159114838,0.17839030921459198,0.21254055202007294,0.2688787281513214,0.41520607471466064,0.22346466779708862,0.2449461817741394,0.1331457793712616,0.17620907723903656,0.2395012080669403
assistance,0.21387380361557007,0.1816578060388565,0.1496584266424179,0.18106065690517426,0.2715299427509308,0.28200092911720276,0.17943856120109558,0.358835905790329,0.30718302726745605,0.22287790477275848,0.17978665232658386,0.17466092109680176,0.14602699875831604
program,0.25047802925109863,0.18915289640426636,0.16167715191841125,0.2677707374095917,0.20927384495735168,0.2239094376564026,0.17376001179218292,0.2646506726741791,0.23681028187274933,0.23601801693439484,0.17190462350845337,0.23327119648456573,0.1440187245607376
",",0.3087472915649414,0.3015086054801941,0.21271130442619324,0.4035413861274719,0.25586456060409546,0.18548235297203064,0.4946078956127167,0.19544656574726105,0.44245919585227966,0.39254459738731384,0.32507219910621643,0.49057599902153015,0.31091248989105225
that,0.6297725439071655,0.47518548369407654,0.13737230002880096,0.2448047250509262,0.3755408823490143,0.32555273175239563,0.41498205065727234,0.3614796996116638,0.5436353087425232,0.6036020517349243,0.3437977731227875,0.42569106817245483,0.32716336846351624
could,0.4188697934150696,0.6308382749557495,0.12048505991697311,0.2602657675743103,0.3725033104419708,0.2955992519855499,0.29043012857437134,0.3437507450580597,0.5461788773536682,0.4791525900363922,0.2846693694591522,0.2953716814517975,0.3411986827850342
be,0.3929833769798279,0.22657383978366852,0.1124798133969307,0.22851349413394928,0.341749370098114,0.28484052419662476,0.33904364705085754,0.3397628366947174,0.4972836375236511,1.0,0.42541688680648804,0.37900757789611816,0.3324260413646698
used,0.27546408772468567,0.30443844199180603,0.1261083036661148,0.14670094847679138,0.19308526813983917,0.21047097444534302,0.3075267970561981,0.26918575167655945,0.40058770775794983,0.3731876611709595,0.3574022352695465,0.24785758554935455,0.22430120408535004
to,0.455847829580307,0.4452643394470215,0.13180144131183624,0.29668310284614563,0.418399453163147,0.23819133639335632,0.41548454761505127,0.29057374596595764,1.0,0.4972836375236511,0.3377571105957031,0.41031414270401,0.29463258385658264
buy,0.27250197529792786,0.28670400381088257,0.23132334649562836,0.2829069197177887,0.21655584871768951,0.4748794138431549,0.13856850564479828,0.34954139590263367,0.3550134301185608,0.2786949574947357,0.2652086913585663,0.19992578029632568,0.19142918288707733
only,0.41415658593177795,0.4039593040943146,0.12625224888324738,0.2191339135169983,0.28524988889694214,0.261478453874588,0.49632513523101807,0.2888135612010956,0.5096819996833801,0.46042704582214355,0.3315940201282501,0.38586410880088806,0.2767370045185089
``,0.008517155423760414,-0.029888948425650597,0.017638130113482475,-0.049919914454221725,0.1032051295042038,0.03558586910367012,0.06780257821083069,0.04943598434329033,0.06720756739377975,0.07670000940561295,-0.0342245027422905,-0.03274054825305939,0.0685480609536171
essentials,0.28086480498313904,0.19741109013557434,0.19509120285511017,0.1564890742301941,0.17661923170089722,0.28945857286453247,0.2731555104255676,0.2766542136669159,0.22352944314479828,0.24690192937850952,0.2506491541862488,0.18710695207118988,0.20196913182735443
'',0.08143015950918198,0.01978493109345436,-0.008109874092042446,0.0019775175023823977,0.06205742061138153,0.03852861374616623,0.13035868108272552,-0.0028061349876224995,-0.009905828163027763,0.08835477381944656,0.014119047671556473,0.04238596186041832,0.018684765323996544
.,0.3567904531955719,0.35288307070732117,0.19740693271160126,0.37724047899246216,0.2183939814567566,0.20601952075958252,0.5352458953857422,0.21302923560142517,0.4645031690597534,0.4383580684661865,0.4032190144062042,0.49257001280784607,0.4130953550338745
