,what,were,the,``,great,forces,'',mentioned,in,the,article,'s,title,?
science,0.2612018585205078,0.11729401350021362,0.24037593603134155,0.008533534593880177,0.14661909639835358,0.18751129508018494,0.07709507644176483,0.11326339095830917,0.269875705242157,0.24037593603134155,0.22676078975200653,0.03909866884350777,0.10897539556026459,0.17974960803985596
and,0.31309178471565247,0.42175528407096863,0.5171257257461548,0.036644238978624344,0.2591964602470398,0.26456665992736816,0.021612688899040222,0.25729507207870483,0.4954058527946472,0.5171257257461548,0.23647621273994446,0.06895173341035843,0.20763245224952698,0.20544172823429108
discovery,0.16559629142284393,0.20246993005275726,0.29877567291259766,-0.043646037578582764,0.1800244152545929,0.13943013548851013,-0.006625792942941189,0.13824425637722015,0.23947767913341522,0.29877567291259766,0.178068608045578,-0.09045044332742691,0.0914902538061142,0.11594310402870178
are,0.29724663496017456,0.6489362716674805,0.40399202704429626,0.12624181807041168,0.13090994954109192,0.22039441764354706,0.0263817198574543,0.24783772230148315,0.3841303884983063,0.40399202704429626,0.23467081785202026,-0.008927806280553341,0.0927414670586586,0.24591213464736938
the,0.42745697498321533,0.3906462490558624,1.0,0.029072100296616554,0.2822027802467346,0.3134811818599701,0.041273195296525955,0.3624042272567749,0.6662389636039734,1.0,0.3329811692237854,-0.01540423184633255,0.27465343475341797,0.22068053483963013
great,0.2562883198261261,0.20885784924030304,0.2822027802467346,0.04700023680925369,1.0,0.15653832256793976,0.021797459572553635,0.16285790503025055,0.23348836600780487,0.2822027802467346,0.19244353473186493,-0.014279589988291264,0.10030953586101532,0.13135133683681488
forces,0.2112482488155365,0.23023411631584167,0.3134811818599701,0.10580282658338547,0.15653832256793976,1.0,-0.10743251442909241,0.1199871152639389,0.2565164566040039,0.3134811818599701,0.15233801305294037,0.011176351457834244,0.17217682301998138,0.16984491050243378
which,0.5261979103088379,0.2807837128639221,0.6521818041801453,0.05178012326359749,0.2356490194797516,0.2267666757106781,-0.03332270681858063,0.27391618490219116,0.4840516746044159,0.6521818041801453,0.3171063959598541,0.03856118768453598,0.22373083233833313,0.25814583897590637
will,0.3510494530200958,0.19863811135292053,0.3635469079017639,0.07008423656225204,0.14943137764930725,0.21255230903625488,-0.00181001634337008,0.1869315207004547,0.2580665349960327,0.3635469079017639,0.37351781129837036,0.00371179124340415,0.18796855211257935,0.35046905279159546
lead,0.19642074406147003,0.12308089435100555,0.21995973587036133,-0.03717687353491783,0.12554021179676056,0.11989368498325348,0.0494619756937027,0.1496291607618332,0.2055644989013672,0.21995973587036133,0.25445443391799927,-0.057115159928798676,0.10672260820865631,0.14552436769008636
to,0.455847829580307,0.31913647055625916,0.535392165184021,0.06720756739377975,0.1880372017621994,0.2581802308559418,-0.009905828163027763,0.28352561593055725,0.45010748505592346,0.535392165184021,0.361922025680542,0.03782717138528824,0.24913249909877777,0.29463258385658264
the,0.42745697498321533,0.3906462490558624,1.0,0.029072100296616554,0.2822027802467346,0.3134811818599701,0.041273195296525955,0.3624042272567749,0.6662389636039734,1.0,0.3329811692237854,-0.01540423184633255,0.27465343475341797,0.22068053483963013
consummation,0.30988505482673645,0.17882774770259857,0.2827487289905548,0.1568109691143036,0.1592167615890503,0.24902597069740295,-0.02795959636569023,0.24554826319217682,0.24137292802333832,0.2827487289905548,0.2929267883300781,-0.050812672823667526,0.15292011201381683,0.2843547463417053
of,0.33290785551071167,0.34038281440734863,0.733189046382904,0.06780257821083069,0.3168134391307831,0.3090144991874695,0.13035868108272552,0.2778978943824768,0.5696388483047485,0.733189046382904,0.25720444321632385,-0.03817026689648628,0.18969319760799408,0.1826142966747284
the,0.42745697498321533,0.3906462490558624,1.0,0.029072100296616554,0.2822027802467346,0.3134811818599701,0.041273195296525955,0.3624042272567749,0.6662389636039734,1.0,0.3329811692237854,-0.01540423184633255,0.27465343475341797,0.22068053483963013
war,0.22516006231307983,0.3151806890964508,0.366199791431427,0.02770489826798439,0.2144670933485031,0.4495985805988312,-0.04993505775928497,0.20723143219947815,0.29904094338417053,0.366199791431427,0.1842338740825653,0.06856801360845566,0.11244255304336548,0.15510529279708862
'',0.08143015950918198,0.007215402089059353,0.041273195296525955,-0.09173435717821121,0.021797459572553635,-0.10743251442909241,1.0,0.03159865364432335,0.07432962208986282,0.041273195296525955,0.08483149111270905,-0.04859459400177002,0.05258110910654068,0.018684765323996544
(,0.2411840260028839,0.14743882417678833,0.33289089798927307,0.15585018694400787,0.20725277066230774,0.19082732498645782,-0.022970275953412056,0.1880137175321579,0.3087427020072937,0.33289089798927307,0.25957366824150085,0.0012731997994706035,0.24515381455421448,0.40561532974243164
20,-0.036424171179533005,0.01462146732956171,-0.06418957561254501,0.027383113279938698,-0.016359442844986916,-0.02904561720788479,0.004938184283673763,0.08624884486198425,-0.022708838805556297,-0.06418957561254501,0.034039631485939026,-0.016651324927806854,0.006759054493159056,0.11360422521829605
december,0.19304980337619781,0.16382531821727753,0.23266014456748962,0.025339793413877487,0.16013188660144806,0.21435947716236115,-0.11344960331916809,0.16964328289031982,0.25854936242103577,0.23266014456748962,0.2589621841907501,-0.06368480622768402,0.20250099897384644,0.2480352818965912
1914,0.111264169216156,0.062341246753931046,0.04474614933133125,0.15372510254383087,-0.03082886151969433,0.09823555499315262,-0.01000098418444395,0.09419912844896317,0.10786473751068115,0.04474614933133125,0.14696446061134338,-0.005902550183236599,0.009869345463812351,0.14893388748168945
),0.26259949803352356,0.1566188633441925,0.3456730246543884,0.1698397845029831,0.21160492300987244,0.20263166725635529,-0.028269650414586067,0.19841192662715912,0.3326910734176636,0.3456730246543884,0.26026514172554016,0.021107977256178856,0.2601674497127533,0.42300865054130554
.,0.3567904531955719,0.3378238379955292,0.5934505462646484,0.05720457062125206,0.2178412526845932,0.21802116930484772,-0.07181349396705627,0.2792564034461975,0.5591574311256409,0.5934505462646484,0.30669885873794556,-0.003708066651597619,0.26782113313674927,0.4130953550338745
