,why,did,the,oil,ministers,agree,to,a,cut,in,oil,production,?
continue,0.27529269456863403,0.3829919993877411,0.28966447710990906,0.07398347556591034,0.18037351965904236,0.29597151279449463,0.4441169500350952,0.21998350322246552,0.20913085341453552,0.249076247215271,0.07398347556591034,0.1907075047492981,0.23903685808181763
to,0.4100138247013092,0.4452643394470215,0.535392165184021,0.1619214415550232,0.2761210799217224,0.2974206805229187,1.0,0.45503583550453186,0.27572008967399597,0.45010748505592346,0.1619214415550232,0.2144220918416977,0.29463258385658264
cut,0.22268815338611603,0.20971950888633728,0.29221418499946594,0.20037208497524261,0.16215787827968597,0.1872594803571701,0.27572008967399597,0.2642877995967865,0.9999998807907104,0.1650969684123993,0.20037208497524261,0.2823193371295929,0.1403924524784088
production,0.17283546924591064,0.1752309501171112,0.2657334506511688,0.27879518270492554,0.13277609646320343,0.09241098165512085,0.2144220918416977,0.19671310484409332,0.2823193371295929,0.22079120576381683,0.27879518270492554,1.0,0.19318072497844696
in,0.23227278888225555,0.2593238651752472,0.6662389636039734,0.21800900995731354,0.21894918382167816,0.15189619362354279,0.45010748505592346,0.539380669593811,0.1650969684123993,1.0,0.21800900995731354,0.22079120576381683,0.20430970191955566
five,0.19245602190494537,0.1999429613351822,0.41977158188819885,0.10497947037220001,0.24922333657741547,0.15996961295604706,0.29041585326194763,0.2874281108379364,0.1347969025373459,0.3634254038333893,0.10497947037220001,0.11240770667791367,0.18342848122119904
percent,0.2053167074918747,0.19101352989673615,0.277066707611084,0.265217661857605,0.24654662609100342,0.20116445422172546,0.2143162339925766,0.2187717854976654,0.15365464985370636,0.24886950850486755,0.265217661857605,0.2169535905122757,0.14671556651592255
monthly,0.17628729343414307,0.12010274082422256,0.21759526431560516,0.07657047361135483,0.14435835182666779,0.16272877156734467,0.19449399411678314,0.23299729824066162,0.07685376703739166,0.18886660039424896,0.07657047361135483,0.12037795037031174,0.19385789334774017
increments,0.2005442976951599,0.21712689101696014,0.28052353858947754,0.16321884095668793,0.25319817662239075,0.267427921295166,0.3034886419773102,0.2523110806941986,0.21214544773101807,0.18990491330623627,0.16321884095668793,0.22537080943584442,0.2764379680156708
until,0.28491005301475525,0.33905428647994995,0.37191009521484375,0.19026526808738708,0.24111250042915344,0.16076113283634186,0.354556679725647,0.2314814180135727,0.17151646316051483,0.38338494300842285,0.19026526808738708,0.185545414686203,0.20304496586322784
their,0.2619993984699249,0.38078752160072327,0.516537070274353,0.1690470576286316,0.25309765338897705,0.20486661791801453,0.44619059562683105,0.29698723554611206,0.23677502572536469,0.34976133704185486,0.1690470576286316,0.2105313539505005,0.1898253709077835
economic,0.19009041786193848,0.14787930250167847,0.282455176115036,0.25803661346435547,0.2717266380786896,0.20402409136295319,0.26856908202171326,0.2234611213207245,0.11350757628679276,0.22027181088924408,0.25803661346435547,0.31104111671447754,0.1206481084227562
and,0.27806392312049866,0.34479495882987976,0.5171257257461548,0.19239190220832825,0.2690688669681549,0.24357949197292328,0.48971283435821533,0.3739250600337982,0.2832682728767395,0.4954058527946472,0.19239190220832825,0.25569969415664673,0.20544172823429108
political,0.2156774252653122,0.21022029221057892,0.20477235317230225,0.21780306100845337,0.3064481019973755,0.24757525324821472,0.2065112292766571,0.21418654918670654,0.06150705739855766,0.22136160731315613,0.21780306100845337,0.11253070086240768,0.17130474746227264
objectives,0.2322702407836914,0.2408744841814041,0.21808713674545288,0.07535064965486526,0.22376424074172974,0.3516117334365845,0.31702935695648193,0.19375158846378326,0.12270641326904297,0.20282575488090515,0.07535064965486526,0.215900719165802,0.24325615167617798
were,0.2287064492702484,0.4162326455116272,0.3906462490558624,0.146466463804245,0.23559054732322693,0.20779813826084137,0.31913647055625916,0.17203083634376526,0.24844026565551758,0.3815755248069763,0.146466463804245,0.16264601051807404,0.17890112102031708
met,0.17875884473323822,0.3307664096355438,0.2303115278482437,0.061079055070877075,0.20453451573848724,0.2868953347206116,0.22639073431491852,0.15796485543251038,0.13249583542346954,0.23768870532512665,0.061079055070877075,0.0968952551484108,0.13848096132278442
.,0.32909876108169556,0.35288307070732117,0.5934505462646484,0.22117017209529877,0.19565008580684662,0.21474891901016235,0.4645031690597534,0.50484299659729,0.2298540472984314,0.5591574311256409,0.22117017209529877,0.22297915816307068,0.4130953550338745
,why,did,the,oil,ministers,agree,to,a,cut,in,oil,production,?
in,0.23227278888225555,0.2593238651752472,0.6662389636039734,0.21800900995731354,0.21894918382167816,0.15189619362354279,0.45010748505592346,0.539380669593811,0.1650969684123993,1.0,0.21800900995731354,0.22079120576381683,0.20430970191955566
response,0.28092360496520996,0.23455248773097992,0.28909924626350403,0.0970371812582016,0.206433966755867,0.2714650332927704,0.277526319026947,0.25924429297447205,0.19034191966056824,0.20744606852531433,0.0970371812582016,0.2093132585287094,0.2007838636636734
to,0.4100138247013092,0.4452643394470215,0.535392165184021,0.1619214415550232,0.2761210799217224,0.2974206805229187,1.0,0.45503583550453186,0.27572008967399597,0.45010748505592346,0.1619214415550232,0.2144220918416977,0.29463258385658264
american,0.19654372334480286,0.21486236155033112,0.24562937021255493,0.1590273678302765,0.1151706874370575,0.15000948309898376,0.16338081657886505,0.22026167809963226,0.11847488582134247,0.22871561348438263,0.1590273678302765,0.1274692565202713,0.18877598643302917
aid,0.1459229588508606,0.1701076328754425,0.21952909231185913,0.1583620011806488,0.2283528745174408,0.17517271637916565,0.2690417766571045,0.2427884340286255,0.16042578220367432,0.1754455417394638,0.1583620011806488,0.17951874434947968,0.08358026295900345
to,0.4100138247013092,0.4452643394470215,0.535392165184021,0.1619214415550232,0.2761210799217224,0.2974206805229187,1.0,0.45503583550453186,0.27572008967399597,0.45010748505592346,0.1619214415550232,0.2144220918416977,0.29463258385658264
israel,0.22977615892887115,0.16748307645320892,0.21617624163627625,0.14114989340305328,0.27684956789016724,0.14558997750282288,0.182975634932518,0.17491912841796875,0.12111858278512955,0.2300325185060501,0.14114989340305328,0.11750726401805878,0.15015864372253418
",",0.2827242314815521,0.3015086054801941,0.4933079481124878,0.20043784379959106,0.2294151484966278,0.26245203614234924,0.44245919585227966,0.427140474319458,0.23439376056194305,0.5201468467712402,0.20043784379959106,0.24176549911499023,0.31091248989105225
on,0.2698206305503845,0.2670976221561432,0.5107308030128479,0.12803566455841064,0.17722073197364807,0.23403891921043396,0.41031414270401,0.3848365545272827,0.22312447428703308,0.46853652596473694,0.12803566455841064,0.19293728470802307,0.2714994251728058
october,0.2107020765542984,0.2746104896068573,0.2621108889579773,0.12903504073619843,0.2347351461648941,0.21294242143630981,0.23106063902378082,0.2402924746274948,0.16841214895248413,0.27560389041900635,0.12903504073619843,0.10140978544950485,0.29706719517707825
16,0.04482521489262581,0.015878839418292046,0.0058518932200968266,0.08918651938438416,0.09949459135532379,-0.058260876685380936,0.055442724376916885,0.09943632781505585,0.06885764002799988,0.03388594090938568,0.08918651938438416,0.024268975481390953,0.08446579426527023
",",0.2827242314815521,0.3015086054801941,0.4933079481124878,0.20043784379959106,0.2294151484966278,0.26245203614234924,0.44245919585227966,0.427140474319458,0.23439376056194305,0.5201468467712402,0.20043784379959106,0.24176549911499023,0.31091248989105225
1973,-0.19607025384902954,-0.23175965249538422,-0.22297891974449158,-0.11623536795377731,-0.11834118515253067,-0.13927145302295685,-0.2857922613620758,-0.13350971043109894,-0.16797064244747162,-0.18588787317276,-0.11623536795377731,-0.12665165960788727,-0.07644321769475937
",",0.2827242314815521,0.3015086054801941,0.4933079481124878,0.20043784379959106,0.2294151484966278,0.26245203614234924,0.44245919585227966,0.427140474319458,0.23439376056194305,0.5201468467712402,0.20043784379959106,0.24176549911499023,0.31091248989105225
opec,0.2295399159193039,0.16579832136631012,0.3102748692035675,0.3863743841648102,0.23768019676208496,0.2022683024406433,0.25495490431785583,0.22445102035999298,0.16367483139038086,0.24516436457633972,0.3863743841648102,0.36782559752464294,0.14867433905601501
raised,0.11667034775018692,0.199112206697464,0.2089216411113739,0.1728043109178543,0.13087977468967438,0.13828223943710327,0.18795548379421234,0.2132149040699005,0.15101425349712372,0.27927297353744507,0.1728043109178543,0.06874420493841171,0.1332261711359024
the,0.30742117762565613,0.34736719727516174,1.0,0.21849922835826874,0.2563166916370392,0.23006735742092133,0.535392165184021,0.5829201340675354,0.29221418499946594,0.6662389636039734,0.21849922835826874,0.2657334506511688,0.22068053483963013
posted,0.32066354155540466,0.30364125967025757,0.23956431448459625,0.13499586284160614,0.15872204303741455,0.30980804562568665,0.23453709483146667,0.1790059357881546,0.3684829771518707,0.2092447280883789,0.13499586284160614,0.11326981335878372,0.32166787981987
price,0.10916681587696075,0.20305229723453522,0.22636492550373077,0.3166557550430298,0.2058863490819931,0.15511316061019897,0.2590087652206421,0.18269109725952148,0.23421438038349152,0.2097182273864746,0.3166557550430298,0.37348005175590515,0.14631175994873047
of,0.28464117646217346,0.2513895630836487,0.733189046382904,0.22900764644145966,0.31468528509140015,0.22545385360717773,0.41548454761505127,0.5052502155303955,0.26061776280403137,0.5696388483047485,0.22900764644145966,0.1928233802318573,0.1826142966747284
oil,0.20345439016819,0.10956666618585587,0.21849922835826874,1.0,0.14376448094844818,0.06887157261371613,0.1619214415550232,0.18393073976039886,0.20037208497524261,0.21800900995731354,1.0,0.27879518270492554,0.14867261052131653
by,0.19170543551445007,0.18574509024620056,0.4408751428127289,0.20634248852729797,0.2074352502822876,0.17940272390842438,0.33534231781959534,0.32094135880470276,0.23997744917869568,0.370934396982193,0.20634248852729797,0.24570661783218384,0.17966607213020325
70,-0.06920923292636871,-0.12820127606391907,-0.05826566368341446,0.008664420805871487,-0.08055867999792099,-0.09544265270233154,-0.03760145604610443,-0.030258936807513237,-0.11709466576576233,-0.002208593999966979,0.008664420805871487,-0.0862019807100296,-0.18177002668380737
%,0.19196875393390656,0.1450016051530838,0.21490740776062012,0.15217198431491852,0.1404438465833664,0.14858278632164001,0.18513022363185883,0.17798779904842377,0.16336514055728912,0.19465309381484985,0.15217198431491852,0.16832000017166138,0.21441808342933655
",",0.2827242314815521,0.3015086054801941,0.4933079481124878,0.20043784379959106,0.2294151484966278,0.26245203614234924,0.44245919585227966,0.427140474319458,0.23439376056194305,0.5201468467712402,0.20043784379959106,0.24176549911499023,0.31091248989105225
to,0.4100138247013092,0.4452643394470215,0.535392165184021,0.1619214415550232,0.2761210799217224,0.2974206805229187,1.0,0.45503583550453186,0.27572008967399597,0.45010748505592346,0.1619214415550232,0.2144220918416977,0.29463258385658264
$,0.1711443066596985,0.23203131556510925,0.23367542028427124,0.21180790662765503,0.16469299793243408,0.16806307435035706,0.22282108664512634,0.22939236462116241,0.1486268937587738,0.21616753935813904,0.21180790662765503,0.19807370007038116,0.2786129117012024
5.11,0.012838485650718212,0.06185347959399223,0.2219618856906891,0.11519623547792435,0.17849257588386536,-0.03563275560736656,0.08816349506378174,0.059858668595552444,0.05643928796052933,0.2018558830022812,0.11519623547792435,0.11559700965881348,-0.16115137934684753
a,0.2667238116264343,0.2552328109741211,0.5829201340675354,0.18393073976039886,0.17241229116916656,0.2085130214691162,0.45503583550453186,1.0,0.2642877995967865,0.539380669593811,0.18393073976039886,0.19671310484409332,0.23916715383529663
barrel,0.19106031954288483,0.20079731941223145,0.24735139310359955,0.28189224004745483,0.14886519312858582,0.16773222386837006,0.2075759470462799,0.2728917598724365,0.3403226137161255,0.14640556275844574,0.28189224004745483,0.26767629384994507,0.175601065158844
.,0.32909876108169556,0.35288307070732117,0.5934505462646484,0.22117017209529877,0.19565008580684662,0.21474891901016235,0.4645031690597534,0.50484299659729,0.2298540472984314,0.5591574311256409,0.22117017209529877,0.22297915816307068,0.4130953550338745
