,who,reportedly,wanted,tesla,'s,company,?
work,0.3146236836910248,0.18702001869678497,0.2728532552719116,0.2545209228992462,-0.03332063928246498,0.20499949157238007,0.2621155381202698
...,0.05807987228035927,0.013184906914830208,0.017846576869487762,0.12339819222688675,-0.0956207886338234,0.032910995185375214,-0.07163430005311966
'',0.024401003494858742,-0.06453708559274673,0.0032693222165107727,0.048713020980358124,-0.04859459400177002,0.04412749409675598,0.018684765323996544
there,0.2844357192516327,0.13627634942531586,0.28697875142097473,0.16046448051929474,-0.04860968142747879,0.1256130188703537,0.29405656456947327
have,0.39246654510498047,0.26102107763290405,0.30459171533584595,0.12181562930345535,-0.02807004563510418,0.15616212785243988,0.32991164922714233
been,0.3295723795890808,0.3782133460044861,0.2581719160079956,0.049614984542131424,-0.10734795778989792,0.1287740170955658,0.24354910850524902
numerous,0.24434210360050201,0.20301777124404907,0.13787031173706055,0.07919003069400787,-0.008055475540459156,0.14244641363620758,0.0875130444765091
accounts,0.350053608417511,0.2863650619983673,0.21338431537151337,0.1607649028301239,0.03807443007826805,0.18006408214569092,0.32252734899520874
of,0.2827862501144409,0.16609424352645874,0.28092440962791443,0.18837453424930573,-0.03817026689648628,0.20467796921730042,0.1826142966747284
women,0.3193221390247345,0.13327841460704803,0.21401964128017426,0.09748174995183945,0.012937425635755062,0.12273411452770233,0.1616753786802292
vying,0.33322325348854065,0.3373885750770569,0.30623751878738403,0.23020732402801514,0.02997920662164688,0.20952902734279633,0.27908748388290405
for,0.37110671401023865,0.2111932635307312,0.2874828279018402,0.13983871042728424,-0.07241261005401611,0.25874319672584534,0.264628142118454
tesla,0.1520961970090866,0.11424250900745392,0.09922599792480469,0.9999999403953552,0.06449045985937119,0.23045730590820312,0.10250775516033173
's,0.05599616840481758,-0.04693154618144035,0.08869169652462006,0.06449045985937119,0.9999999403953552,0.003266559913754463,-0.023395681753754616
affection,0.23729562759399414,0.1748237907886505,0.23885561525821686,0.11166307330131531,-0.04838776960968971,0.13495242595672607,0.23509566485881805
",",0.3365725874900818,0.22147077322006226,0.2753742039203644,0.20599327981472015,-0.0016132977325469255,0.2697763442993164,0.31091248989105225
even,0.33644744753837585,0.26833462715148926,0.31678643822669983,0.16614298522472382,0.0353488028049469,0.16790013015270233,0.30082517862319946
some,0.3978389501571655,0.2272634208202362,0.34601029753685,0.17697323858737946,0.056411296129226685,0.16175852715969086,0.2562315762042999
madly,0.36233001947402954,0.3203250467777252,0.24830597639083862,0.0787939578294754,0.10084452480077744,0.17486733198165894,0.2543240189552307
in,0.2792111933231354,0.18225398659706116,0.2556442320346832,0.17097744345664978,-0.037580832839012146,0.22141718864440918,0.20430970191955566
love,0.23465675115585327,0.1797257661819458,0.23009298741817474,0.1405874341726303,0.007968809455633163,0.1452186554670334,0.24261747300624847
with,0.3282766342163086,0.299943208694458,0.22451245784759521,0.16424812376499176,-0.04624466598033905,0.24132338166236877,0.2433311939239502
him,0.5491244792938232,0.3965480923652649,0.39679911732673645,0.14682093262672424,0.004161491058766842,0.18373318016529083,0.23943768441677094
.,0.3541337847709656,0.2043023556470871,0.30680814385414124,0.17949827015399933,-0.003708066651597619,0.266353577375412,0.4130953550338745
