,what,type,of,wages,do,people,unable,to,afford,an,education,receive,?
not,0.5449194312095642,0.2697264850139618,0.3307090103626251,0.2435939610004425,0.6619802713394165,0.28395727276802063,0.44146591424942017,0.5149973034858704,0.4092201292514801,0.3722182512283325,0.22298960387706757,0.31483399868011475,0.41942933201789856
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.24337364733219147,0.38876664638519287,0.37275731563568115,0.47413626313209534,1.0,0.36459875106811523,0.3138085603713989,0.2626708149909973,0.3372296690940857,0.29463258385658264
pursue,0.21410717070102692,0.10572675615549088,0.17194563150405884,0.18663498759269714,0.2400127351284027,0.11010289192199707,0.24019870162010193,0.38036081194877625,0.28041815757751465,0.1933431327342987,0.30682143568992615,0.21463945508003235,0.1284760683774948
optional,0.18392537534236908,0.25855353474617004,0.21073809266090393,0.14273951947689056,0.18821562826633453,0.14800383150577545,0.2373027503490448,0.1964407116174698,0.10313837230205536,0.17765873670578003,0.1656329333782196,0.211324542760849,0.2415110170841217
education,0.19940856099128723,0.07525362819433212,0.3015166223049164,0.3931823968887329,0.18523280322551727,0.21798217296600342,0.16456829011440277,0.2626708149909973,0.23300747573375702,0.1506793051958084,1.0,0.22655272483825684,0.18067774176597595
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2121202051639557,0.3283645510673523,0.36644625663757324,0.20128878951072693,0.44245919585227966,0.2340298891067505,0.3581022024154663,0.2718683183193207,0.26574233174324036,0.31091248989105225
generally,0.40614598989486694,0.30597037076950073,0.3127037584781647,0.2441072165966034,0.33159759640693665,0.23223119974136353,0.20405994355678558,0.3871513605117798,0.3092169761657715,0.26753097772598267,0.18290089070796967,0.24813267588615417,0.23411904275417328
receive,0.20392422378063202,0.14684870839118958,0.25992685556411743,0.3026539385318756,0.3382364809513092,0.18670649826526642,0.25344425439834595,0.3372296690940857,0.3825474679470062,0.16254110634326935,0.22655272483825684,0.9999998807907104,0.1652119904756546
much,0.45316147804260254,0.24851489067077637,0.2671096920967102,0.29731184244155884,0.312346875667572,0.29446882009506226,0.25032103061676025,0.40610215067863464,0.3909820020198822,0.2866077721118927,0.21445085108280182,0.22293981909751892,0.23442231118679047
lower,0.20079238712787628,0.23376202583312988,0.31757521629333496,0.23713955283164978,0.12720887362957,0.16504937410354614,0.17217408120632172,0.233318492770195,0.22779184579849243,0.0962325856089592,0.21266406774520874,0.15474215149879456,0.08471795171499252
wages,0.20351257920265198,0.11656995862722397,0.17478904128074646,1.0,0.18496131896972656,0.2767269015312195,0.239951491355896,0.24337364733219147,0.38763517141342163,0.15565986931324005,0.3931823968887329,0.3026539385318756,0.19884631037712097
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.22644665837287903,0.3613996207714081,0.33118996024131775,0.25733235478401184,0.4645031690597534,0.23936495184898376,0.3581749200820923,0.27047446370124817,0.24563279747962952,0.4130953550338745
