,what,act,set,out,the,parliament,'s,powers,as,a,devolved,legislature,?
electorate,0.2379383146762848,0.27738672494888306,0.1739581674337387,0.1241062581539154,0.23709100484848022,0.582563579082489,0.02041555382311344,0.2552609443664551,0.19131401181221008,0.19261659681797028,0.4158109724521637,0.5327572226524353,0.1467054933309555
voted,0.26488763093948364,0.18923047184944153,0.2282259613275528,0.18516692519187927,0.3015371859073639,0.3447795808315277,0.060291141271591187,0.18950937688350677,0.20212256908416748,0.24479347467422485,0.3259279429912567,0.33225885033607483,0.22732289135456085
for,0.3017193675041199,0.22890116274356842,0.30194196105003357,0.3312093913555145,0.4739971458911896,0.23382046818733215,-0.07241261005401611,0.14618374407291412,0.44774648547172546,0.44038116931915283,0.25791940093040466,0.18789076805114746,0.264628142118454
devolution,0.2737932801246643,0.2544117867946625,0.13538742065429688,0.2055809199810028,0.3272518813610077,0.4072609841823578,0.00851664412766695,0.2616046071052551,0.25345245003700256,0.2797031104564667,0.5707212090492249,0.3918279707431793,0.21433620154857635
",",0.3087472915649414,0.1787904053926468,0.24912182986736298,0.3161109685897827,0.4933079481124878,0.25442883372306824,-0.0016132977325469255,0.24735067784786224,0.48816442489624023,0.427140474319458,0.28898313641548157,0.22554227709770203,0.31091248989105225
the,0.42745697498321533,0.28682878613471985,0.2927955985069275,0.39404502511024475,1.0,0.26521381735801697,-0.01540423184633255,0.25233519077301025,0.48381632566452026,0.5829201340675354,0.39628729224205017,0.2745116055011749,0.22068053483963013
current,0.18294453620910645,0.13270512223243713,0.14475618302822113,0.15572558343410492,0.3314409554004669,0.22191596031188965,0.004145179875195026,0.17020855844020844,0.33648446202278137,0.1987239569425583,0.24951963126659393,0.18777287006378174,0.12074550241231918
parliament,0.21650300920009613,0.33536985516548157,0.1772245168685913,0.11517739295959473,0.26521381735801697,1.0,0.012842429801821709,0.3280940353870392,0.1639251410961151,0.22951169312000275,0.4902958273887634,0.632239818572998,0.1586504578590393
was,0.22111038863658905,0.1887621134519577,0.22985222935676575,0.28168347477912903,0.48711544275283813,0.24742799997329712,0.008974763564765453,0.1728597730398178,0.3677520453929901,0.4508470594882965,0.27442649006843567,0.22001565992832184,0.18412111699581146
convened,0.1498289853334427,0.22764989733695984,0.17790667712688446,0.12397449463605881,0.2804921269416809,0.36209943890571594,-0.12412723153829575,0.20444416999816895,0.27063149213790894,0.2057645469903946,0.3864806592464447,0.3854987621307373,0.12000016868114471
by,0.2455483376979828,0.19227443635463715,0.21600963175296783,0.29497629404067993,0.4408751428127289,0.1523929238319397,-0.010884488001465797,0.24013322591781616,0.3815547823905945,0.32094135880470276,0.19845300912857056,0.15428633987903595,0.17966607213020325
the,0.42745697498321533,0.28682878613471985,0.2927955985069275,0.39404502511024475,1.0,0.26521381735801697,-0.01540423184633255,0.25233519077301025,0.48381632566452026,0.5829201340675354,0.39628729224205017,0.2745116055011749,0.22068053483963013
scotland,0.16722074151039124,0.2434776872396469,0.14786630868911743,0.16535444557666779,0.23846951127052307,0.33239492774009705,0.03316264972090721,0.12594924867153168,0.19265124201774597,0.2106660157442093,0.38908591866493225,0.20284174382686615,0.09160218387842178
act,0.2622668445110321,1.0,0.20888905227184296,0.2152857929468155,0.28682878613471985,0.33536985516548157,-0.009995819069445133,0.24709026515483856,0.2497578263282776,0.2060188204050064,0.297052264213562,0.3696323037147522,0.1482519507408142
1998,0.10774625837802887,0.016155632212758064,-0.035495053976774216,-0.0374196395277977,-0.047468025237321854,0.2069738209247589,-0.03841366618871689,0.053817782551050186,0.014476585201919079,-0.06511568278074265,0.09687228500843048,0.1366184502840042,0.11714459210634232
",",0.3087472915649414,0.1787904053926468,0.24912182986736298,0.3161109685897827,0.4933079481124878,0.25442883372306824,-0.0016132977325469255,0.24735067784786224,0.48816442489624023,0.427140474319458,0.28898313641548157,0.22554227709770203,0.31091248989105225
which,0.5261979103088379,0.3216746747493744,0.3371303975582123,0.37864550948143005,0.6521818041801453,0.20252443850040436,0.03856118768453598,0.21036413311958313,0.41006597876548767,0.56894451379776,0.3757217228412628,0.26002246141433716,0.25814583897590637
sets,0.23050075769424438,0.15312184393405914,0.6680660247802734,0.2095496654510498,0.2320500761270523,0.07161371409893036,0.013605039566755295,0.16878537833690643,0.15836158394813538,0.16088198125362396,0.18805965781211853,0.13137149810791016,0.07869148254394531
out,0.3633197546005249,0.2152857929468155,0.16735710203647614,1.0,0.39404502511024475,0.11517739295959473,0.0021837172098457813,0.1867228001356125,0.3124499022960663,0.34264278411865234,0.23816967010498047,0.2251337170600891,0.22020699083805084
its,0.30393704771995544,0.21298791468143463,0.21010567247867584,0.2466478794813156,0.559237003326416,0.23021577298641205,0.03202139586210251,0.21924933791160583,0.31874480843544006,0.4424409866333008,0.32741862535476685,0.23924849927425385,0.15103481709957123
powers,0.24108682572841644,0.24709026515483856,0.1477479785680771,0.1867228001356125,0.25233519077301025,0.3280940353870392,0.03173699602484703,1.0,0.28767555952072144,0.17258815467357635,0.3685457706451416,0.3109012842178345,0.17269276082515717
as,0.31749409437179565,0.2497578263282776,0.1714126169681549,0.3124499022960663,0.48381632566452026,0.1639251410961151,-0.05775856226682663,0.28767555952072144,1.0,0.39550232887268066,0.2298821210861206,0.2015049308538437,0.27043893933296204
a,0.3320399522781372,0.2060188204050064,0.2540091574192047,0.34264278411865234,0.5829201340675354,0.22951169312000275,0.04866964742541313,0.17258815467357635,0.39550232887268066,1.0,0.325216144323349,0.21936477720737457,0.23916715383529663
devolved,0.2835811972618103,0.297052264213562,0.22984369099140167,0.23816967010498047,0.39628729224205017,0.4902958273887634,0.06517758220434189,0.3685457706451416,0.2298821210861206,0.325216144323349,0.9999999403953552,0.4794491231441498,0.1570919156074524
legislature,0.23629915714263916,0.3696323037147522,0.22032706439495087,0.2251337170600891,0.2745116055011749,0.632239818572998,-0.028726831078529358,0.3109012842178345,0.2015049308538437,0.21936477720737457,0.4794491231441498,1.0,0.17475001513957977
.,0.3567904531955719,0.2025400698184967,0.2928885817527771,0.34234723448753357,0.5934505462646484,0.23747818171977997,-0.003708066651597619,0.21749663352966309,0.515582263469696,0.50484299659729,0.31542083621025085,0.2466430515050888,0.4130953550338745
