,harrogate,market,is,in,the,local,what,?
",",0.2635239362716675,0.2499394416809082,0.4691906273365021,0.5201468467712402,0.4933079481124878,0.20673875510692596,0.3087472915649414,0.31091248989105225
in,0.18553614616394043,0.27003997564315796,0.5394441485404968,1.0,0.6662389636039734,0.2223825752735138,0.30808621644973755,0.20430970191955566
this,0.1828032284975052,0.15831081569194794,0.480927973985672,0.45205554366111755,0.6274310946464539,0.2281547635793686,0.5489566326141357,0.3155723512172699
instance,0.18703140318393707,0.1817743331193924,0.33154773712158203,0.23631897568702698,0.3539782464504242,0.19585569202899933,0.3862040638923645,0.30205854773521423
this,0.1828032284975052,0.15831081569194794,0.480927973985672,0.45205554366111755,0.6274310946464539,0.2281547635793686,0.5489566326141357,0.3155723512172699
was,0.2519579231739044,0.2252027839422226,0.5810302495956421,0.45514053106307983,0.48711544275283813,0.11715790629386902,0.22111038863658905,0.18412111699581146
coupled,0.12935300171375275,0.19052638113498688,0.15134887397289276,0.19284312427043915,0.19603942334651947,0.14838096499443054,0.20149748027324677,0.22709330916404724
with,0.13808168470859528,0.14471584558486938,0.3250955045223236,0.4080928862094879,0.4223487675189972,0.16601361334323883,0.2464839518070221,0.2433311939239502
a,0.2612338364124298,0.2680419683456421,0.658733606338501,0.539380669593811,0.5829201340675354,0.2435571700334549,0.3320399522781372,0.23916715383529663
similar,0.11758030951023102,0.15363438427448273,0.28929588198661804,0.28091391921043396,0.2963123023509979,0.16193200647830963,0.30608364939689636,0.23309361934661865
rise,0.16661719977855682,0.18306975066661835,0.1640702784061432,0.1934409737586975,0.3404741883277893,0.03548646718263626,0.23887591063976288,0.10799103230237961
in,0.18553614616394043,0.27003997564315796,0.5394441485404968,1.0,0.6662389636039734,0.2223825752735138,0.30808621644973755,0.20430970191955566
flats,0.21513551473617554,0.17804677784442902,0.17926952242851257,0.18896114826202393,0.2048041820526123,0.13841813802719116,0.15326234698295593,0.0691165030002594
and,0.2729209065437317,0.23057621717453003,0.3859752118587494,0.4954058527946472,0.5171257257461548,0.2468787580728531,0.31309178471565247,0.20544172823429108
waterside,0.42729637026786804,0.24222908914089203,0.2729121446609497,0.31724536418914795,0.3206460773944855,0.17095015943050385,0.16172142326831818,0.10944898426532745
apartments,0.2457461804151535,0.15206420421600342,0.0982925146818161,0.2593035101890564,0.22404253482818604,0.12398824095726013,0.13978047668933868,0.10140594840049744
to,0.23854225873947144,0.23798635601997375,0.42745086550712585,0.45010748505592346,0.535392165184021,0.2207600325345993,0.455847829580307,0.29463258385658264
25.6,0.3159469664096832,0.22368718683719635,0.11329459398984909,0.30691322684288025,0.10499457269906998,0.16315369307994843,0.043311651796102524,0.05618119612336159
%,0.06442050635814667,0.14935611188411713,0.18672586977481842,0.19465309381484985,0.21490740776062012,0.18490466475486755,0.20738190412521362,0.21441808342933655
",",0.2635239362716675,0.2499394416809082,0.4691906273365021,0.5201468467712402,0.4933079481124878,0.20673875510692596,0.3087472915649414,0.31091248989105225
and,0.2729209065437317,0.23057621717453003,0.3859752118587494,0.4954058527946472,0.5171257257461548,0.2468787580728531,0.31309178471565247,0.20544172823429108
the,0.19138553738594055,0.2041238248348236,0.5823672413825989,0.6662389636039734,1.0,0.2130540907382965,0.42745697498321533,0.22068053483963013
proportion,0.09510383754968643,0.22654809057712555,0.267301470041275,0.2268213927745819,0.2945463955402374,0.18006129562854767,0.21334725618362427,0.16980072855949402
of,0.17222554981708527,0.1694333702325821,0.4854315221309662,0.5696388483047485,0.733189046382904,0.20668989419937134,0.33290785551071167,0.1826142966747284
converted,0.10064356029033661,0.1370236724615097,0.19808925688266754,0.22429603338241577,0.2538719177246094,0.1432298868894577,0.1663769781589508,0.12743066251277924
or,0.1870047152042389,0.22086545825004578,0.41870999336242676,0.3586423695087433,0.4174870550632477,0.24451059103012085,0.33867141604423523,0.32389625906944275
shared,0.08376835286617279,0.12482026219367981,0.15255604684352875,0.24815475940704346,0.21652492880821228,0.152430459856987,0.18776313960552216,0.18310070037841797
houses,0.2719837427139282,0.23212313652038574,0.1995694637298584,0.2622964382171631,0.2692612111568451,0.1800597757101059,0.1434021294116974,0.10120081901550293
in,0.18553614616394043,0.27003997564315796,0.5394441485404968,1.0,0.6662389636039734,0.2223825752735138,0.30808621644973755,0.20430970191955566
2011,-0.04429204389452934,0.023747490718960762,0.07836040109395981,0.08290185779333115,0.07811610400676727,0.07185862213373184,0.04286744073033333,0.005212190095335245
renders,0.12157829850912094,0.14917266368865967,0.1706986278295517,0.16746695339679718,0.2716754972934723,0.19500309228897095,0.12966082990169525,0.12628787755966187
this,0.1828032284975052,0.15831081569194794,0.480927973985672,0.45205554366111755,0.6274310946464539,0.2281547635793686,0.5489566326141357,0.3155723512172699
dwelling,0.24717263877391815,0.21188762784004211,0.23325200378894806,0.22181351482868195,0.28435325622558594,0.16273236274719238,0.2450004369020462,0.22199395298957825
type,0.08479167520999908,0.13423770666122437,0.3053323030471802,0.20604541897773743,0.21819381415843964,0.17805400490760803,0.2722663879394531,0.17536182701587677
within,0.18218699097633362,0.19836145639419556,0.30135563015937805,0.40576374530792236,0.39827480912208557,0.2303558737039566,0.2498195916414261,0.1870293766260147
the,0.19138553738594055,0.2041238248348236,0.5823672413825989,0.6662389636039734,1.0,0.2130540907382965,0.42745697498321533,0.22068053483963013
highest,0.13788461685180664,0.17338421940803528,0.27460670471191406,0.3400614559650421,0.36945265531539917,0.14795581996440887,0.19637788832187653,0.11527936160564423
of,0.17222554981708527,0.1694333702325821,0.4854315221309662,0.5696388483047485,0.733189046382904,0.20668989419937134,0.33290785551071167,0.1826142966747284
the,0.19138553738594055,0.2041238248348236,0.5823672413825989,0.6662389636039734,1.0,0.2130540907382965,0.42745697498321533,0.22068053483963013
five,0.11041348427534103,0.14798957109451294,0.22980348765850067,0.3634254038333893,0.41977158188819885,0.121357761323452,0.18688078224658966,0.18342848122119904
colour-coded,0.17330588400363922,0.15675023198127747,0.23811154067516327,0.19381605088710785,0.29795557260513306,0.20199133455753326,0.27267691493034363,0.2657078206539154
brackets,0.13922342658042908,0.20330622792243958,0.1917291134595871,0.22041325271129608,0.2854970097541809,0.22749342024326324,0.2432994693517685,0.20899316668510437
at,0.19891409575939178,0.23849736154079437,0.25906258821487427,0.4374977946281433,0.457212895154953,0.1697770059108734,0.2838611304759979,0.21978627145290375
5.9,-0.05875953659415245,-0.07300508767366409,-0.06479553133249283,-0.004353472497314215,0.010727518238127232,-0.04978775978088379,-0.03574233874678612,-0.050876665860414505
%,0.06442050635814667,0.14935611188411713,0.18672586977481842,0.19465309381484985,0.21490740776062012,0.18490466475486755,0.20738190412521362,0.21441808342933655
",",0.2635239362716675,0.2499394416809082,0.4691906273365021,0.5201468467712402,0.4933079481124878,0.20673875510692596,0.3087472915649414,0.31091248989105225
and,0.2729209065437317,0.23057621717453003,0.3859752118587494,0.4954058527946472,0.5171257257461548,0.2468787580728531,0.31309178471565247,0.20544172823429108
on,0.18068024516105652,0.24459631741046906,0.3635730445384979,0.46853652596473694,0.5107308030128479,0.1699344664812088,0.34226128458976746,0.2714994251728058
a,0.2612338364124298,0.2680419683456421,0.658733606338501,0.539380669593811,0.5829201340675354,0.2435571700334549,0.3320399522781372,0.23916715383529663
par,0.164734348654747,0.14517861604690552,0.16582579910755157,0.1283838003873825,0.16616463661193848,0.19872722029685974,0.11508969962596893,0.18598014116287231
with,0.13808168470859528,0.14471584558486938,0.3250955045223236,0.4080928862094879,0.4223487675189972,0.16601361334323883,0.2464839518070221,0.2433311939239502
oxford,0.3565540313720703,0.16771987080574036,0.15880683064460754,0.24480320513248444,0.24588388204574585,0.18682275712490082,0.17534328997135162,0.14411403238773346
and,0.2729209065437317,0.23057621717453003,0.3859752118587494,0.4954058527946472,0.5171257257461548,0.2468787580728531,0.31309178471565247,0.20544172823429108
reading,0.3410341143608093,0.15351413190364838,0.2149139791727066,0.23746685683727264,0.2655330300331116,0.14392085373401642,0.3198648989200592,0.2818225026130676
",",0.2635239362716675,0.2499394416809082,0.4691906273365021,0.5201468467712402,0.4933079481124878,0.20673875510692596,0.3087472915649414,0.31091248989105225
greater,0.24806757271289825,0.1968294084072113,0.21338969469070435,0.26627716422080994,0.2814446687698364,0.21470794081687927,0.1946859508752823,0.09723397344350815
than,0.1396271139383316,0.1700230985879898,0.2839990258216858,0.3270052373409271,0.3227543234825134,0.13557827472686768,0.29388150572776794,0.24917294085025787
manchester,0.42504772543907166,0.19600893557071686,0.199817955493927,0.23722787201404572,0.2647765576839447,0.17042113840579987,0.13493712246418,0.1106586754322052
and,0.2729209065437317,0.23057621717453003,0.3859752118587494,0.4954058527946472,0.5171257257461548,0.2468787580728531,0.31309178471565247,0.20544172823429108
liverpool,0.40531623363494873,0.17213597893714905,0.12442734837532043,0.21965892612934113,0.214613139629364,0.20293304324150085,0.18151158094406128,0.11240486055612564
and,0.2729209065437317,0.23057621717453003,0.3859752118587494,0.4954058527946472,0.5171257257461548,0.2468787580728531,0.31309178471565247,0.20544172823429108
below,0.14945027232170105,0.12874235212802887,0.24241961538791656,0.29600706696510315,0.2930138111114502,0.15228421986103058,0.23541416227817535,0.17692236602306366
a,0.2612338364124298,0.2680419683456421,0.658733606338501,0.539380669593811,0.5829201340675354,0.2435571700334549,0.3320399522781372,0.23916715383529663
handful,0.08232247829437256,0.05930148810148239,0.2209896743297577,0.16840678453445435,0.2290862649679184,0.19341282546520233,0.2922556698322296,0.21969880163669586
of,0.17222554981708527,0.1694333702325821,0.4854315221309662,0.5696388483047485,0.733189046382904,0.20668989419937134,0.33290785551071167,0.1826142966747284
historic,0.2278488576412201,0.2703554332256317,0.19778819382190704,0.3082408010959625,0.2829611599445343,0.26383906602859497,0.18988226354122162,0.09992891550064087
densely,0.2493671029806137,0.20039953291416168,0.3503496050834656,0.3320384919643402,0.33806583285331726,0.20116637647151947,0.19661039113998413,0.06828517466783524
occupied,0.12968753278255463,0.1647181361913681,0.17384637892246246,0.30793076753616333,0.3288927674293518,0.12197009474039078,0.2295091450214386,0.11679025739431381
",",0.2635239362716675,0.2499394416809082,0.4691906273365021,0.5201468467712402,0.4933079481124878,0.20673875510692596,0.3087472915649414,0.31091248989105225
arguably,0.1585000455379486,0.22638219594955444,0.3046913146972656,0.268486887216568,0.3503933250904083,0.10366223007440567,0.3008277118206024,0.213229700922966
overinflated,0.19533242285251617,0.2738056778907776,0.23913128674030304,0.3204985558986664,0.3665742874145508,0.19793875515460968,0.22614282369613647,0.15386471152305603
markets,0.21176835894584656,0.7553026676177979,0.21294242143630981,0.2811138927936554,0.23818166553974152,0.21626485884189606,0.12341798096895218,0.11209505051374435
in,0.18553614616394043,0.27003997564315796,0.5394441485404968,1.0,0.6662389636039734,0.2223825752735138,0.30808621644973755,0.20430970191955566
the,0.19138553738594055,0.2041238248348236,0.5823672413825989,0.6662389636039734,1.0,0.2130540907382965,0.42745697498321533,0.22068053483963013
local,0.2169790267944336,0.18417038023471832,0.13173899054527283,0.2223825752735138,0.2130540907382965,1.0,0.18981902301311493,0.15022775530815125
authorities,0.31244876980781555,0.23859041929244995,0.17750932276248932,0.2868952453136444,0.2784515917301178,0.2754886746406555,0.23251837491989136,0.17285770177841187
:,-0.19853626191616058,0.0032356292940676212,-0.07222653180360794,0.020521078258752823,-0.03403344005346298,-0.1023949533700943,-0.12022944539785385,-0.07156077772378922
harrogate,0.9999999403953552,0.305378794670105,0.22963382303714752,0.18553614616394043,0.19138553738594055,0.2169790267944336,0.2441006451845169,0.1562594622373581
",",0.2635239362716675,0.2499394416809082,0.4691906273365021,0.5201468467712402,0.4933079481124878,0.20673875510692596,0.3087472915649414,0.31091248989105225
cheltenham,0.5795567631721497,0.25564873218536377,0.14674296975135803,0.23282000422477722,0.18594567477703094,0.16929636895656586,0.13727574050426483,0.09060408920049667
",",0.2635239362716675,0.2499394416809082,0.4691906273365021,0.5201468467712402,0.4933079481124878,0.20673875510692596,0.3087472915649414,0.31091248989105225
bath,0.31320104002952576,0.19057096540927887,0.20806662738323212,0.2252107709646225,0.1741502583026886,0.10944168269634247,0.1070404127240181,0.12758642435073853
",",0.2635239362716675,0.2499394416809082,0.4691906273365021,0.5201468467712402,0.4933079481124878,0.20673875510692596,0.3087472915649414,0.31091248989105225
inner,0.2036852389574051,0.11581624299287796,0.21686768531799316,0.22538623213768005,0.2790820598602295,0.1601114124059677,0.226011261343956,0.10395674407482147
london,0.4306162893772125,0.23276382684707642,0.15162920951843262,0.2785358726978302,0.27034124732017517,0.1656551957130432,0.15188734233379364,0.11278104782104492
",",0.2635239362716675,0.2499394416809082,0.4691906273365021,0.5201468467712402,0.4933079481124878,0.20673875510692596,0.3087472915649414,0.31091248989105225
hastings,0.3906109035015106,0.23539787530899048,0.2278415411710739,0.30078795552253723,0.29055723547935486,0.16942396759986877,0.19458791613578796,0.12590168416500092
",",0.2635239362716675,0.2499394416809082,0.4691906273365021,0.5201468467712402,0.4933079481124878,0.20673875510692596,0.3087472915649414,0.31091248989105225
brighton,0.4807506799697876,0.2373066395521164,0.2081446796655655,0.3261612057685852,0.28520357608795166,0.16418083012104034,0.16455525159835815,0.13032378256320953
and,0.2729209065437317,0.23057621717453003,0.3859752118587494,0.4954058527946472,0.5171257257461548,0.2468787580728531,0.31309178471565247,0.20544172823429108
tunbridge,0.4981235861778259,0.29505589604377747,0.23018093407154083,0.3236851692199707,0.30094125866889954,0.17542560398578644,0.17571981251239777,0.15352597832679749
wells,0.27447810769081116,0.218546524643898,0.14180442690849304,0.19266776740550995,0.18364261090755463,0.09208660572767258,0.07079237699508667,0.12499259412288666
.,0.19291725754737854,0.19660170376300812,0.4569662809371948,0.5591574311256409,0.5934505462646484,0.26217252016067505,0.3567904531955719,0.4130953550338745
