,who,got,a,touchdown,making,the,score,10-7,?
for,0.37110671401023865,0.293374627828598,0.44038116931915283,0.26143357157707214,0.4092673361301422,0.4739971458911896,0.19645971059799194,-0.10289883613586426,0.264628142118454
25,0.139450341463089,0.21336454153060913,0.12003126740455627,0.13702422380447388,0.15811575949192047,0.1671934723854065,0.12288040667772293,0.15928997099399567,0.09614268690347672
yards,0.13584628701210022,0.1256139725446701,0.19167225062847137,0.6753588914871216,0.16940386593341827,0.16070343554019928,0.2295611947774887,0.05333596095442772,0.12453813850879669
",",0.3365725874900818,0.26594072580337524,0.427140474319458,0.2072077840566635,0.3254455029964447,0.4933079481124878,0.16025088727474213,-0.14099830389022827,0.31091248989105225
while,0.4068111777305603,0.29602164030075073,0.3733035624027252,0.1975603848695755,0.3932000398635864,0.39804592728614807,0.10791178792715073,-0.12273508310317993,0.21076419949531555
jonathan,0.23593327403068542,0.130674347281456,0.1801629215478897,0.15562714636325836,0.08189874142408371,0.15282690525054932,0.19570118188858032,-0.13854630291461945,0.15653139352798462
stewart,0.27337461709976196,0.14155268669128418,0.1547141820192337,0.18383407592773438,0.15591685473918915,0.2287025898694992,0.18609677255153656,-0.16219235956668854,0.11473192274570465
finished,0.18257364630699158,0.3031201958656311,0.2583567202091217,0.2667911946773529,0.2778923809528351,0.2754973769187927,0.19696824252605438,-0.07126101106405258,0.14789283275604248
the,0.3733934462070465,0.25685515999794006,0.5829201340675354,0.1805710643529892,0.35185980796813965,1.0,0.2042495757341385,0.015258632600307465,0.22068053483963013
drive,0.14977459609508514,0.11293143033981323,0.24929353594779968,0.23347437381744385,0.17193597555160522,0.2083187699317932,0.24250289797782898,0.018450984731316566,0.11447915434837341
with,0.3282766342163086,0.2582400441169739,0.3783375024795532,0.20674201846122742,0.37677428126335144,0.4223487675189972,0.1785384863615036,-0.0749797523021698,0.2433311939239502
a,0.36608949303627014,0.2347145676612854,1.0,0.22309942543506622,0.3237393796443939,0.5829201340675354,0.19997252523899078,-0.05293431505560875,0.23916715383529663
1-yard,0.27700075507164,0.13707296550273895,0.2793872654438019,0.3804176151752472,0.1890924721956253,0.2968893349170685,0.23600172996520996,-0.0033347117714583874,0.1193876713514328
touchdown,0.13768897950649261,0.18850402534008026,0.22309942543506622,0.9999999403953552,0.17807747423648834,0.1805710643529892,0.3739069998264313,-0.0685591772198677,0.12741123139858246
run,0.2372417002916336,0.21515358984470367,0.2607046067714691,0.2337142378091812,0.18174110352993011,0.27883726358413696,0.21920634806156158,0.06791965663433075,0.17904110252857208
",",0.3365725874900818,0.26594072580337524,0.427140474319458,0.2072077840566635,0.3254455029964447,0.4933079481124878,0.16025088727474213,-0.14099830389022827,0.31091248989105225
cutting,0.15921923518180847,0.1276818811893463,0.23154695332050323,0.20357181131839752,0.41495662927627563,0.2671166658401489,0.13379888236522675,-0.05117661505937576,0.07885761559009552
the,0.3733934462070465,0.25685515999794006,0.5829201340675354,0.1805710643529892,0.35185980796813965,1.0,0.2042495757341385,0.015258632600307465,0.22068053483963013
score,0.1809227615594864,0.17394909262657166,0.19997252523899078,0.3739069998264313,0.14462652802467346,0.2042495757341385,1.0,-0.11930247396230698,0.199510395526886
to,0.42656609416007996,0.22959870100021362,0.45503583550453186,0.20744045078754425,0.3740498423576355,0.535392165184021,0.18782086670398712,-0.06103477627038956,0.29463258385658264
10–7,-0.007315861992537975,-0.007275779731571674,0.18077020347118378,0.09626159071922302,0.13345101475715637,0.13784216344356537,0.04668186604976654,0.08541052043437958,0.29080602526664734
with,0.3282766342163086,0.2582400441169739,0.3783375024795532,0.20674201846122742,0.37677428126335144,0.4223487675189972,0.1785384863615036,-0.0749797523021698,0.2433311939239502
11:28,0.07075454294681549,-0.010730762034654617,0.07053816318511963,-0.038503970950841904,0.059947121888399124,0.04880658909678459,-0.04836249351501465,-0.03960946202278137,-0.040974948555231094
left,0.24052289128303528,0.20172128081321716,0.19688890874385834,0.1656091958284378,0.13811463117599487,0.33113980293273926,0.12552513182163239,-0.002405559178441763,0.13251960277557373
in,0.2792111933231354,0.2664507329463959,0.539380669593811,0.14772959053516388,0.280230849981308,0.6662389636039734,0.13240541517734528,-0.004566018003970385,0.20430970191955566
the,0.3733934462070465,0.25685515999794006,0.5829201340675354,0.1805710643529892,0.35185980796813965,1.0,0.2042495757341385,0.015258632600307465,0.22068053483963013
second,0.21920166909694672,0.2207609862089157,0.3655064105987549,0.21903090178966522,0.21647219359874725,0.4620301127433777,0.16269953548908234,-0.06192343309521675,0.17239587008953094
quarter,0.1549677699804306,0.16297587752342224,0.26766106486320496,0.34771355986595154,0.27757060527801514,0.3659466803073883,0.2676204442977905,0.06381670385599136,0.1356993168592453
.,0.3541337847709656,0.28717702627182007,0.50484299659729,0.17317867279052734,0.3708619773387909,0.5934505462646484,0.17928162217140198,-0.07468833029270172,0.4130953550338745
