,how,many,uk,viewers,watched,the,doctor,who,film,?
less,0.3495950996875763,0.3831726610660553,0.15315373241901398,0.22488828003406525,0.19001449644565582,0.29185041785240173,0.16233612596988678,0.24590972065925598,0.10501158982515335,0.22418740391731262
so,0.6081400513648987,0.4506167769432068,0.21154780685901642,0.24913252890110016,0.33651742339134216,0.4296516180038452,0.18671663105487823,0.39952170848846436,0.1525288224220276,0.43163934350013733
in,0.2601168751716614,0.41474202275276184,0.2261405885219574,0.15653292834758759,0.2272925227880478,0.6662389636039734,0.25567495822906494,0.2792111933231354,0.22183799743652344,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.2143084555864334,0.24207380414009094,0.3087751269340515,1.0,0.2820442318916321,0.3733934462070465,0.2824619710445404,0.22068053483963013
united,0.19034643471240997,0.2670816481113434,0.40107643604278564,0.20314666628837585,0.27143770456314087,0.34367692470550537,0.12003806978464127,0.21193812787532806,0.14082004129886627,0.17266890406608582
states,0.20841296017169952,0.29976361989974976,0.28612804412841797,0.21216271817684174,0.24056439101696014,0.3463578522205353,0.10620613396167755,0.21313154697418213,0.13797974586486816,0.16272737085819244
and,0.33647966384887695,0.5296266674995422,0.2701246440410614,0.20451174676418304,0.23537082970142365,0.5171257257461548,0.21673844754695892,0.41279885172843933,0.23832054436206818,0.20544172823429108
did,0.375736802816391,0.375588983297348,0.128135547041893,0.22879217565059662,0.29731127619743347,0.34736719727516174,0.18673314154148102,0.34038686752319336,0.17830699682235718,0.3023456633090973
not,0.4869767427444458,0.4369727373123169,0.1669863909482956,0.24014727771282196,0.23261331021785736,0.4310511648654938,0.18341001868247986,0.369414746761322,0.14993630349636078,0.41942933201789856
lead,0.18518535792827606,0.2319030612707138,0.1632433980703354,0.13280238211154938,0.10659877210855484,0.21995973587036133,0.10747703164815903,0.19455209374427795,0.16217851638793945,0.14552436769008636
to,0.44169697165489197,0.40243685245513916,0.18409153819084167,0.2661592364311218,0.24717102944850922,0.535392165184021,0.22950075566768646,0.42656609416007996,0.20211438834667206,0.29463258385658264
a,0.29312583804130554,0.2872205972671509,0.19665123522281647,0.17308323085308075,0.24734602868556976,0.5829201340675354,0.22883038222789764,0.36608949303627014,0.19172197580337524,0.23916715383529663
series,0.17967022955417633,0.2703429162502289,0.17710000276565552,0.3164702355861664,0.2755419909954071,0.31376904249191284,0.2712797522544861,0.21484537422657013,0.2540489733219147,0.1709602326154709
.,0.3287222981452942,0.3974229395389557,0.24075214564800262,0.28379327058792114,0.3238433003425598,0.5934505462646484,0.22361043095588684,0.3541337847709656,0.22823183238506317,0.4130953550338745
