,many,construction,companies,are,now,placing,more,emphasis,on,what,?
design,0.23782502114772797,0.44344785809516907,0.2171134054660797,0.144777312874794,0.13979065418243408,0.18409039080142975,0.2512255907058716,0.2341717779636383,0.21461689472198486,0.23893405497074127,0.16351860761642456
or,0.36905089020729065,0.20974527299404144,0.25491949915885925,0.5374364256858826,0.20749922096729279,0.3227456212043762,0.41612157225608826,0.2548029124736786,0.2897229492664337,0.33867141604423523,0.32389625906944275
construction,0.19303908944129944,1.0,0.25014862418174744,0.18089833855628967,0.23772363364696503,0.20431071519851685,0.22829830646514893,0.24679167568683624,0.23722872138023376,0.20329850912094116,0.13494056463241577
services,0.28198590874671936,0.25532811880111694,0.3630056381225586,0.26135778427124023,0.18890537321567535,0.10058039426803589,0.23775702714920044,0.21647052466869354,0.22515536844730377,0.16048473119735718,0.1328447163105011
alone,0.25460565090179443,0.16862823069095612,0.21107126772403717,0.265561044216156,0.2748769521713257,0.23709559440612793,0.3231867253780365,0.2830526828765869,0.3542509973049164,0.3431425094604492,0.25589054822921753
and,0.5296266674995422,0.22762417793273926,0.2527635991573334,0.48576638102531433,0.35309651494026184,0.30559343099594116,0.39880692958831787,0.2842515707015991,0.4077630043029785,0.31309178471565247,0.20544172823429108
are,0.5655534863471985,0.18089833855628967,0.24720293283462524,1.0,0.3292219042778015,0.2545259892940521,0.4066504240036011,0.24338316917419434,0.268924742937088,0.29724663496017456,0.24591213464736938
placing,0.22437140345573425,0.20431071519851685,0.16630172729492188,0.2545259892940521,0.2009039968252182,1.0000001192092896,0.2549689710140228,0.2861623466014862,0.2879928946495056,0.264282763004303,0.1590770035982132
more,0.48608261346817017,0.22829830646514893,0.19523975253105164,0.4066504240036011,0.26616397500038147,0.2549689710140228,1.0,0.3081212043762207,0.37351730465888977,0.3484537899494171,0.27894994616508484
emphasis,0.2665420472621918,0.24679167568683624,0.18644589185714722,0.24338316917419434,0.2051255702972412,0.2861623466014862,0.3081212043762207,1.0,0.23377813398838043,0.2812975347042084,0.2750280499458313
on,0.32520127296447754,0.23722872138023376,0.23421919345855713,0.268924742937088,0.2978019714355469,0.2879928946495056,0.37351730465888977,0.23377813398838043,0.9999999403953552,0.34226128458976746,0.2714994251728058
establishing,0.19755566120147705,0.29485467076301575,0.25817182660102844,0.14556282758712769,0.2982069253921509,0.2755201756954193,0.19291484355926514,0.2758414149284363,0.1764906495809555,0.1974942833185196,0.1457604318857193
relationships,0.3113771080970764,0.20076683163642883,0.18912383913993835,0.2517375648021698,0.12372323870658875,0.18986782431602478,0.25578272342681885,0.304679811000824,0.15158213675022125,0.2712070345878601,0.14081478118896484
with,0.35744401812553406,0.18128478527069092,0.21648374199867249,0.38996943831443787,0.2213166505098343,0.34834274649620056,0.3535402715206146,0.24915209412574768,0.40749499201774597,0.2464839518070221,0.2433311939239502
other,0.6324484348297119,0.23197735846042633,0.33634573221206665,0.5932393670082092,0.2513696551322937,0.2935127019882202,0.49628373980522156,0.22289632260799408,0.3410046398639679,0.341873437166214,0.24682199954986572
necessary,0.28069594502449036,0.22282734513282776,0.16465707123279572,0.3163343071937561,0.269715815782547,0.3922126293182373,0.39909595251083374,0.34236598014831543,0.21217460930347443,0.3794087767601013,0.3430270850658417
participants,0.21074363589286804,0.1560562700033188,0.22678183019161224,0.2412826120853424,0.11497142910957336,0.26635298132896423,0.2437136024236679,0.24861228466033936,0.2845999598503113,0.24111682176589966,0.1654060184955597
through,0.28384116291999817,0.16488829255104065,0.20379409193992615,0.2637137472629547,0.2023191601037979,0.251333087682724,0.2341902107000351,0.19521425664424896,0.32785001397132874,0.23167094588279724,0.16913433372974396
the,0.4335206151008606,0.2671978175640106,0.26917189359664917,0.40399202704429626,0.38266420364379883,0.4173245429992676,0.39758381247520447,0.19833582639694214,0.5107308030128479,0.42745697498321533,0.22068053483963013
design-build,0.2772589921951294,0.5432085990905762,0.28905677795410156,0.18777912855148315,0.21191589534282684,0.16923871636390686,0.25523728132247925,0.22944539785385132,0.22140447795391083,0.23590974509716034,0.1602276861667633
process,0.24700593948364258,0.28506913781166077,0.23483732342720032,0.23280955851078033,0.24522976577281952,0.2760102450847626,0.288388192653656,0.23532098531723022,0.19009415805339813,0.3466717302799225,0.2460896074771881
.,0.3974229395389557,0.23682771623134613,0.20400826632976532,0.3452940285205841,0.36271902918815613,0.23090000450611115,0.4070230722427368,0.14837388694286346,0.49257001280784607,0.3567904531955719,0.4130953550338745
