,what,did,mongolian,president,tsakhiagian,elbegdorj,note,was,significantly,punished,by,genghis,khan,'s,laws,?
time,0.36319252848625183,0.3567926585674286,0.15249985456466675,0.1640392541885376,0.22190628945827484,0.2438826709985733,0.22613289952278137,0.3641340136528015,0.26165956258773804,0.21775229275226593,0.26502725481987,0.2322276532649994,0.15561453998088837,0.01301188487559557,0.24859541654586792,0.27391523122787476
in,0.30808621644973755,0.2593238651752472,0.1663515418767929,0.18811661005020142,0.17542634904384613,0.3487512767314911,0.16176056861877441,0.45514053106307983,0.26986899971961975,0.16726848483085632,0.370934396982193,0.224680557847023,0.1527150720357895,-0.037580832839012146,0.2591988444328308,0.20430970191955566
mongolia,0.18044717609882355,0.15721069276332855,0.875663697719574,0.18171662092208862,0.40836745500564575,0.35528016090393066,0.14814817905426025,0.12289638072252274,0.19957631826400757,0.053556058555841446,0.1329309493303299,0.4294305145740509,0.37883228063583374,-0.018711648881435394,0.08124013245105743,0.12165829539299011
had,0.23849567770957947,0.540525496006012,0.16512134671211243,0.20116457343101501,0.1973566859960556,0.20451019704341888,0.19324593245983124,0.5927209258079529,0.32452133297920227,0.2918749153614044,0.37294110655784607,0.2616504430770874,0.1740240752696991,-0.004401352722197771,0.1894965022802353,0.20728366076946259
points,0.2184005230665207,0.2069225311279297,0.11499219387769699,0.08602581173181534,0.2115165740251541,0.19635741412639618,0.25357672572135925,0.13673242926597595,0.1993752419948578,0.16793732345104218,0.19753165543079376,0.13807646930217743,0.06423337757587433,0.07513526827096939,0.18196724355220795,0.11006313562393188
to,0.455847829580307,0.4452643394470215,0.152916818857193,0.21247753500938416,0.18250204622745514,0.2541792690753937,0.21612274646759033,0.3636345863342285,0.33877497911453247,0.24920512735843658,0.33534231781959534,0.2294713407754898,0.18221943080425262,0.03782717138528824,0.2910608649253845,0.29463258385658264
punish,0.34964239597320557,0.299143522977829,0.11766260117292404,0.15302394330501556,0.26635098457336426,0.1937119960784912,0.15182740986347198,0.15436358749866486,0.0913805440068245,0.8685951828956604,0.17643019556999207,0.2665506899356842,0.14272436499595642,0.1751440316438675,0.39647647738456726,0.23481756448745728
illegal,0.21956031024456024,0.31023070216178894,0.13866163790225983,0.18152809143066406,0.13478320837020874,0.195678249001503,0.15791983902454376,0.17695626616477966,0.10861103981733322,0.37218719720840454,0.2568390667438507,0.1111348420381546,0.11600307375192642,0.09703937917947769,0.4058903753757477,0.1562941074371338
matters,0.4115754961967468,0.2848130166530609,0.15180319547653198,0.22814364731311798,0.23680725693702698,0.2516361474990845,0.28201207518577576,0.23513266444206238,0.2666989862918854,0.30817821621894836,0.21173028647899628,0.20192432403564453,0.18790946900844574,0.09175316989421844,0.4065518081188202,0.3182642459869385
related,0.258600115776062,0.20720073580741882,0.1672835648059845,0.13858048617839813,0.18137630820274353,0.16817334294319153,0.15166151523590088,0.10734758526086807,0.27090704441070557,0.127877339720726,0.2179320901632309,0.10724768042564392,0.03199870511889458,-0.03424493595957756,0.18364836275577545,0.17689068615436554
to,0.455847829580307,0.4452643394470215,0.152916818857193,0.21247753500938416,0.18250204622745514,0.2541792690753937,0.21612274646759033,0.3636345863342285,0.33877497911453247,0.24920512735843658,0.33534231781959534,0.2294713407754898,0.18221943080425262,0.03782717138528824,0.2910608649253845,0.29463258385658264
corruption,0.20003895461559296,0.23592957854270935,0.18373067677021027,0.35593482851982117,0.20307107269763947,0.2564602196216583,0.18903864920139313,0.2639063596725464,0.24974967539310455,0.32368749380111694,0.23889042437076569,0.22317326068878174,0.1552240401506424,0.024489765986800194,0.2690489888191223,0.16485145688056946
and,0.31309178471565247,0.34479495882987976,0.22904802858829498,0.23286236822605133,0.25764989852905273,0.32341787219047546,0.2024715691804886,0.3740963041782379,0.3424808979034424,0.25697576999664307,0.4289871156215668,0.26551535725593567,0.22885166108608246,0.06895173341035843,0.290377676486969,0.20544172823429108
bribery,0.21101735532283783,0.3089756369590759,0.16778865456581116,0.33672234416007996,0.2001820057630539,0.2550698220729828,0.10642101615667343,0.246739000082016,0.17389413714408875,0.44438982009887695,0.1557924747467041,0.22472864389419556,0.1594223976135254,0.0007089380524121225,0.3460754156112671,0.18543142080307007
very,0.37053924798965454,0.3388260006904602,0.12999321520328522,0.114345021545887,0.24487783014774323,0.20285865664482117,0.17158690094947815,0.3183368146419525,0.3311585783958435,0.23427461087703705,0.2570326030254364,0.21187056601047516,0.1459416300058365,0.024833835661411285,0.18691053986549377,0.20864155888557434
heavily,0.22760839760303497,0.23438814282417297,0.2122313380241394,0.030284011736512184,0.1628924161195755,0.15176327526569366,0.15048548579216003,0.26897817850112915,0.3551402688026428,0.14749494194984436,0.3533124029636383,0.16545039415359497,0.09150194376707077,0.043111126869916916,0.08634598553180695,0.1724066138267517
",",0.3087472915649414,0.3015086054801941,0.22636307775974274,0.26552814245224,0.2813025116920471,0.40535300970077515,0.22413386404514313,0.45456063747406006,0.2567187249660492,0.22116303443908691,0.3680937886238098,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.26751992106437683,0.31091248989105225
'',0.08143015950918198,0.01978493109345436,0.03795024752616882,-0.008907985873520374,0.06730849295854568,-0.024267401546239853,0.06692017614841461,0.04456103965640068,0.04153258726000786,-0.03381124138832092,-0.010275691747665405,0.1005975604057312,0.06717371195554733,-0.04859459400177002,0.05879716947674751,0.018684765323996544
mongolian,0.15557456016540527,0.14811597764492035,0.9999999403953552,0.11936879903078079,0.5158557295799255,0.3100277781486511,0.1704103946685791,0.11424200981855392,0.20311413705348969,0.050867583602666855,0.15527263283729553,0.463535338640213,0.4463278353214264,-0.009959477931261063,0.07201680541038513,0.13122369349002838
president,0.1870913952589035,0.1801012009382248,0.11936879903078079,1.0000001192092896,0.20611357688903809,0.32219836115837097,0.1577771008014679,0.2505730390548706,0.09361642599105835,0.17926962673664093,0.18304786086082458,0.21110491454601288,0.21197029948234558,-0.08566092699766159,0.2307814061641693,0.14148259162902832
tsakhiagiin,0.2788662612438202,0.23293077945709229,0.43770647048950195,0.3094704747200012,0.8196370005607605,0.5051963329315186,0.1938301920890808,0.28885963559150696,0.2443142533302307,0.22495517134666443,0.2551994323730469,0.5079835057258606,0.42742839455604553,-0.0003955953579861671,0.2000802606344223,0.28378960490226746
elbegdorj,0.2571358382701874,0.22699767351150513,0.3100277781486511,0.32219836115837097,0.4654648005962372,0.9999998807907104,0.22563469409942627,0.2815515100955963,0.16806533932685852,0.19653838872909546,0.20852428674697876,0.42436280846595764,0.2771810293197632,-0.009605546481907368,0.22896529734134674,0.30948761105537415
noted,0.16981294751167297,0.2848167419433594,0.14739373326301575,0.08889995515346527,0.18611691892147064,0.19406341016292572,0.42820972204208374,0.3068269193172455,0.36439675092697144,0.25726571679115295,0.2969557046890259,0.15884330868721008,0.10258236527442932,-0.024553362280130386,0.1246749758720398,0.13014346361160278
.,0.3567904531955719,0.35288307070732117,0.18073968589305878,0.26255303621292114,0.27301040291786194,0.3940991163253784,0.2888091206550598,0.40146201848983765,0.2705872356891632,0.2221173793077469,0.3936232924461365,0.25373268127441406,0.19819748401641846,-0.003708066651597619,0.2222834676504135,0.4130953550338745
