,what,makes,day,length,constant,on,earth,?
day,0.2990210950374603,0.2022654265165329,1.0,0.16985498368740082,0.1497408151626587,0.3332281708717346,0.15831735730171204,0.2141837179660797
and,0.31309178471565247,0.34688496589660645,0.26673999428749084,0.19754090905189514,0.26555773615837097,0.4077630043029785,0.27524080872535706,0.20544172823429108
the,0.42745697498321533,0.3029823303222656,0.3062323033809662,0.26581600308418274,0.2037150114774704,0.5107308030128479,0.2801888585090637,0.22068053483963013
length,0.20598092675209045,0.15330755710601807,0.16985498368740082,1.0,0.2570900619029999,0.2846580147743225,0.12514247000217438,0.16668567061424255
of,0.33290785551071167,0.2927091419696808,0.2934032380580902,0.22847424447536469,0.25393494963645935,0.3966929316520691,0.2329314798116684,0.1826142966747284
a,0.3320399522781372,0.3509295880794525,0.18630309402942657,0.2569684684276581,0.26609575748443604,0.3848365545272827,0.21121151745319366,0.23916715383529663
year,0.15184831619262695,0.14796051383018494,0.4089258313179016,0.15561190247535706,0.15793922543525696,0.27628999948501587,0.20511923730373383,0.18315006792545319
.,0.3567904531955719,0.265095978975296,0.24232520163059235,0.2983158230781555,0.24043156206607819,0.49257001280784607,0.2542925775051117,0.4130953550338745
,what,makes,day,length,constant,on,earth,?
the,0.42745697498321533,0.3029823303222656,0.3062323033809662,0.26581600308418274,0.2037150114774704,0.5107308030128479,0.2801888585090637,0.22068053483963013
concept,0.28724339604377747,0.1751822978258133,0.15312691032886505,0.18860384821891785,0.2549290359020233,0.19591249525547028,0.24487890303134918,0.17160645127296448
of,0.33290785551071167,0.2927091419696808,0.2934032380580902,0.22847424447536469,0.25393494963645935,0.3966929316520691,0.2329314798116684,0.1826142966747284
inertia,0.2659069001674652,0.21884728968143463,0.09070674329996109,0.34555134177207947,0.49287816882133484,0.12194357812404633,0.40575382113456726,0.20492924749851227
can,0.34502777457237244,0.4379176199436188,0.11817701905965805,0.22775670886039734,0.2332909256219864,0.2772369682788849,0.2781451344490051,0.3226337134838104
be,0.3929833769798279,0.2906492352485657,0.19850479066371918,0.26603373885154724,0.21310889720916748,0.37900757789611816,0.2473841905593872,0.3324260413646698
further,0.30867868661880493,0.14244216680526733,0.15560202300548553,0.17810143530368805,0.14917270839214325,0.2951144874095917,0.1233065277338028,0.20960763096809387
generalized,0.23858124017715454,0.24726466834545135,0.054717108607292175,0.29430416226387024,0.3109186291694641,0.1564076840877533,0.12778329849243164,0.17924650013446808
to,0.455847829580307,0.35811367630958557,0.21753256022930145,0.19374629855155945,0.26379308104515076,0.41031414270401,0.2486501932144165,0.29463258385658264
explain,0.46946078538894653,0.2854650616645813,0.0961357057094574,0.12314445525407791,0.2459479719400406,0.21967485547065735,0.29523566365242004,0.365981787443161
the,0.42745697498321533,0.3029823303222656,0.3062323033809662,0.26581600308418274,0.2037150114774704,0.5107308030128479,0.2801888585090637,0.22068053483963013
tendency,0.27676689624786377,0.19976063072681427,0.12518398463726044,0.21010617911815643,0.31546908617019653,0.17010211944580078,0.1406378298997879,0.15298421680927277
of,0.33290785551071167,0.2927091419696808,0.2934032380580902,0.22847424447536469,0.25393494963645935,0.3966929316520691,0.2329314798116684,0.1826142966747284
objects,0.24020016193389893,0.24890346825122833,0.14942368865013123,0.15978997945785522,0.2708791196346283,0.18997140228748322,0.4236848056316376,0.15479016304016113
to,0.455847829580307,0.35811367630958557,0.21753256022930145,0.19374629855155945,0.26379308104515076,0.41031414270401,0.2486501932144165,0.29463258385658264
continue,0.34721019864082336,0.21398912370204926,0.2509171664714813,0.18984545767307281,0.17822836339473724,0.30913835763931274,0.16388137638568878,0.23903685808181763
in,0.30808621644973755,0.22258508205413818,0.2671984136104584,0.1989525854587555,0.15271376073360443,0.46853652596473694,0.18566735088825226,0.20430970191955566
many,0.36131182312965393,0.2597222924232483,0.1936323195695877,0.1644585132598877,0.18735554814338684,0.32520127296447754,0.22623728215694427,0.2124512493610382
different,0.39262300729751587,0.26155057549476624,0.171787828207016,0.23106278479099274,0.18953995406627655,0.3056946098804474,0.24918127059936523,0.24476227164268494
forms,0.16334041953086853,0.2660399079322815,0.10821908712387085,0.18917644023895264,0.1306183785200119,0.18131625652313232,0.16980557143688202,0.1196754202246666
of,0.33290785551071167,0.2927091419696808,0.2934032380580902,0.22847424447536469,0.25393494963645935,0.3966929316520691,0.2329314798116684,0.1826142966747284
constant,0.22559526562690735,0.1806417554616928,0.1497408151626587,0.2570900619029999,1.0,0.12010978907346725,0.23102408647537231,0.14516431093215942
motion,0.260096937417984,0.2013864815235138,0.12812355160713196,0.23311692476272583,0.2816808521747589,0.1802297979593277,0.31005018949508667,0.20143945515155792
",",0.3087472915649414,0.2926395535469055,0.30821847915649414,0.2117512971162796,0.21295993030071259,0.49057599902153015,0.23186853528022766,0.31091248989105225
even,0.40872135758399963,0.3684016466140747,0.24950404465198517,0.1842266172170639,0.26738911867141724,0.297456830739975,0.27324673533439636,0.30082517862319946
those,0.44466671347618103,0.2743385136127472,0.2401692420244217,0.2005240023136139,0.18864616751670837,0.3098534643650055,0.2484724223613739,0.3328189253807068
that,0.6297725439071655,0.3599291145801544,0.28239622712135315,0.27895936369895935,0.2775205373764038,0.42569106817245483,0.33014219999313354,0.32716336846351624
are,0.29724663496017456,0.36780422925949097,0.19530735909938812,0.22141627967357635,0.1531907021999359,0.268924742937088,0.22218742966651917,0.24591213464736938
not,0.5449194312095642,0.3172699511051178,0.23674418032169342,0.26372841000556946,0.24966473877429962,0.3516409695148468,0.22185540199279785,0.41942933201789856
strictly,0.2703031599521637,0.14689324796199799,0.12909944355487823,0.14143812656402588,0.20329169929027557,0.24364563822746277,0.18269036710262299,0.20292048156261444
constant,0.22559526562690735,0.1806417554616928,0.1497408151626587,0.2570900619029999,1.0,0.12010978907346725,0.23102408647537231,0.14516431093215942
velocity,0.21937116980552673,0.16571877896785736,0.08642435073852539,0.3567540943622589,0.45832493901252747,0.18354582786560059,0.3041439950466156,0.20807628333568573
.,0.3567904531955719,0.265095978975296,0.24232520163059235,0.2983158230781555,0.24043156206607819,0.49257001280784607,0.2542925775051117,0.4130953550338745
