,where,did,tesla,go,to,feed,the,pigeons,daily,?
brought,0.3112603724002838,0.3238873779773712,0.09128429740667343,0.30072101950645447,0.35361579060554504,0.1759788990020752,0.32700833678245544,0.19067013263702393,0.13644801080226898,0.2339296191930771
injured,0.2482425719499588,0.24892206490039825,0.12049445509910583,0.15236133337020874,0.1990538239479065,0.1791151911020279,0.22383859753608704,0.21435575187206268,0.1160600483417511,0.12394905835390091
ones,0.26163700222969055,0.24853041768074036,0.14923955500125885,0.28251779079437256,0.29667285084724426,0.21953485906124115,0.333568274974823,0.2959192991256714,0.22047488391399384,0.28155767917633057
into,0.335035502910614,0.14888085424900055,0.13143925368785858,0.25681307911872864,0.38810545206069946,0.2597697377204895,0.39493247866630554,0.16990281641483307,0.08178398013114929,0.15662476420402527
his,0.29880598187446594,0.3546801507472992,0.1580733060836792,0.2329278290271759,0.3715193271636963,0.12326541543006897,0.4394008219242096,0.19481702148914337,0.16813142597675323,0.18075084686279297
hotel,0.21935716271400452,0.17199647426605225,0.11258964985609055,0.23504632711410522,0.17259414494037628,-0.003212889190763235,0.22439035773277283,0.11252126842737198,0.2257329374551773,0.05846213921904564
room,0.33512604236602783,0.2343335598707199,0.19949762523174286,0.26945164799690247,0.2809727191925049,0.11876221001148224,0.2031363844871521,0.23388387262821198,0.1683923304080963,0.1769251674413681
to,0.47735077142715454,0.4452643394470215,0.17548894882202148,0.384844571352005,1.0,0.2905908226966858,0.535392165184021,0.23256446421146393,0.21294255554676056,0.29463258385658264
nurse,0.22720591723918915,0.17903421819210052,0.12644915282726288,0.16177093982696533,0.20659032464027405,0.1800098568201065,0.1639094203710556,0.17300467193126678,0.15811434388160706,0.17633062601089478
back,0.373447060585022,0.2601068317890167,0.09240715950727463,0.374642014503479,0.4675939381122589,0.1940496563911438,0.3612101674079895,0.18606014549732208,0.1425614356994629,0.2397768795490265
to,0.47735077142715454,0.4452643394470215,0.17548894882202148,0.384844571352005,1.0,0.2905908226966858,0.535392165184021,0.23256446421146393,0.21294255554676056,0.29463258385658264
health,0.16377852857112885,0.21597589552402496,0.10625302791595459,0.1995222568511963,0.29985085129737854,0.11016684770584106,0.2340974360704422,0.15515592694282532,0.2111223340034485,0.16094304621219635
.,0.41390106081962585,0.35288307070732117,0.17949827015399933,0.3313661813735962,0.4645031690597534,0.2533789277076721,0.5934505462646484,0.19623640179634094,0.22556376457214355,0.4130953550338745
