,which,denomination,has,more,of,an,individualistic,streak,?
(,0.2589828372001648,0.22657720744609833,0.2498389035463333,0.20831379294395447,0.35032153129577637,0.286407470703125,0.10696106404066086,0.18055547773838043,0.40561532974243164
eastern,0.26815342903137207,0.35295113921165466,0.18154920637607574,0.16634006798267365,0.33281487226486206,0.13974453508853912,0.14460046589374542,0.1452440321445465,0.20060817897319794
),0.2758678197860718,0.24959254264831543,0.26944878697395325,0.23179085552692413,0.3680361211299896,0.2873353958129883,0.10309690237045288,0.1899823099374771,0.42300865054130554
orthodox,0.1955978125333786,0.4975513815879822,0.1543228030204773,0.17624343931674957,0.24173015356063843,0.13299785554409027,0.2636336088180542,0.09842374920845032,0.20826838910579681
catholic,0.1894230842590332,0.4504188299179077,0.18771253526210785,0.192637637257576,0.3452084958553314,0.16177888214588165,0.2434217929840088,0.0684349536895752,0.16609853506088257
",",0.3658004403114319,0.24402782320976257,0.3734780251979828,0.3696524500846863,0.4946078956127167,0.3581022024154663,0.1820320338010788,0.28341272473335266,0.31091248989105225
and,0.506277859210968,0.18625058233737946,0.43716782331466675,0.39880692958831787,0.5116966962814331,0.2838519215583801,0.2532389163970947,0.2686038017272949,0.20544172823429108
protestant/non-denominational,0.29746976494789124,0.8489229083061218,0.26199862360954285,0.28680941462516785,0.3725569546222687,0.17439702153205872,0.38554003834724426,0.13922759890556335,0.28688934445381165
",",0.3658004403114319,0.24402782320976257,0.3734780251979828,0.3696524500846863,0.4946078956127167,0.3581022024154663,0.1820320338010788,0.28341272473335266,0.31091248989105225
with,0.46403205394744873,0.16310179233551025,0.44092974066734314,0.3535402715206146,0.41827285289764404,0.2730048894882202,0.27481338381767273,0.30026349425315857,0.2433311939239502
a,0.56894451379776,0.262037992477417,0.4670248031616211,0.3452818691730499,0.5052502155303955,0.44552403688430786,0.3097738027572632,0.2871863842010498,0.23916715383529663
stronger,0.33658504486083984,0.11373449116945267,0.2295530140399933,0.4462660253047943,0.19056105613708496,0.20150460302829742,0.2636375427246094,0.22330011427402496,0.12132075428962708
tradition,0.276109516620636,0.3091656267642975,0.22239939868450165,0.14092236757278442,0.2663337290287018,0.1610492765903473,0.28996381163597107,0.13127192854881287,0.15717756748199463
of,0.5011631846427917,0.2670862376689911,0.3909035325050354,0.30478984117507935,1.0,0.32280945777893066,0.2535453736782074,0.14004483819007874,0.1826142966747284
spiritual,0.2224554568529129,0.32299646735191345,0.17448930442333221,0.20136919617652893,0.3108343183994293,0.20283392071723938,0.46628889441490173,0.08002039045095444,0.1801415979862213
formation,0.37379011511802673,0.2603732943534851,0.15559428930282593,0.2394760251045227,0.2957320809364319,0.182439386844635,0.21355365216732025,0.1908147782087326,0.09831923991441727
in,0.4840516746044159,0.19585151970386505,0.4173259735107422,0.32563260197639465,0.5696388483047485,0.2605783939361572,0.18501019477844238,0.21013347804546356,0.20430970191955566
the,0.6521818041801453,0.26250898838043213,0.4177538752555847,0.39758381247520447,0.733189046382904,0.4207492768764496,0.2585994601249695,0.27491968870162964,0.22068053483963013
more,0.4639437198638916,0.23245194554328918,0.3442428410053253,1.0,0.30478984117507935,0.316240519285202,0.3664212226867676,0.20784814655780792,0.27894994616508484
historic,0.2493365854024887,0.12699642777442932,0.2333807349205017,0.17644952237606049,0.2833002209663391,0.1585840880870819,0.22959411144256592,0.1949668526649475,0.09992891550064087
and,0.506277859210968,0.18625058233737946,0.43716782331466675,0.39880692958831787,0.5116966962814331,0.2838519215583801,0.2532389163970947,0.2686038017272949,0.20544172823429108
authoritarian/hierarchical,0.33806055784225464,0.41768670082092285,0.21436044573783875,0.29183194041252136,0.34689053893089294,0.22736512124538422,0.5757539868354797,0.09502007067203522,0.33182182908058167
christian,0.13629037141799927,0.44893181324005127,0.16839708387851715,0.1325426548719406,0.23494116961956024,0.09135082364082336,0.2993538975715637,0.09683284163475037,0.1508396863937378
traditions,0.2874511182308197,0.3330509662628174,0.2322240173816681,0.19549250602722168,0.2921203374862671,0.14235416054725647,0.32444944977760315,0.11490930616855621,0.18007412552833557
with,0.46403205394744873,0.16310179233551025,0.44092974066734314,0.3535402715206146,0.41827285289764404,0.2730048894882202,0.27481338381767273,0.30026349425315857,0.2433311939239502
a,0.56894451379776,0.262037992477417,0.4670248031616211,0.3452818691730499,0.5052502155303955,0.44552403688430786,0.3097738027572632,0.2871863842010498,0.23916715383529663
long,0.34186381101608276,0.10424459725618362,0.2952231168746948,0.261990487575531,0.2567519545555115,0.22368325293064117,0.24280902743339539,0.3660769760608673,0.19699987769126892
tradition,0.276109516620636,0.3091656267642975,0.22239939868450165,0.14092236757278442,0.2663337290287018,0.1610492765903473,0.28996381163597107,0.13127192854881287,0.15717756748199463
of,0.5011631846427917,0.2670862376689911,0.3909035325050354,0.30478984117507935,1.0,0.32280945777893066,0.2535453736782074,0.14004483819007874,0.1826142966747284
``,0.05178012326359749,0.2414069026708603,0.06254398077726364,0.08673381805419922,0.06780257821083069,0.03770720958709717,0.0643296018242836,-0.007658490911126137,0.0685480609536171
discernment,0.30382707715034485,0.2978006601333618,0.22328117489814758,0.24602364003658295,0.34949520230293274,0.2116134762763977,0.37847617268562317,0.2280566394329071,0.2531682550907135
of,0.5011631846427917,0.2670862376689911,0.3909035325050354,0.30478984117507935,1.0,0.32280945777893066,0.2535453736782074,0.14004483819007874,0.1826142966747284
spirits,0.2623499631881714,0.22664466500282288,0.12691037356853485,0.22252275049686432,0.22770559787750244,0.18433445692062378,0.3129473924636841,0.12214307487010956,0.21771028637886047
'',-0.03332270681858063,0.021691277623176575,0.004576915875077248,0.006126302294433117,0.13035868108272552,0.09471100568771362,0.03160648047924042,-0.07955221831798553,0.018684765323996544
",",0.3658004403114319,0.24402782320976257,0.3734780251979828,0.3696524500846863,0.4946078956127167,0.3581022024154663,0.1820320338010788,0.28341272473335266,0.31091248989105225
of,0.5011631846427917,0.2670862376689911,0.3909035325050354,0.30478984117507935,1.0,0.32280945777893066,0.2535453736782074,0.14004483819007874,0.1826142966747284
vocations,0.25340718030929565,0.35937878489494324,0.206869974732399,0.25742611289024353,0.2839480936527252,0.1316564679145813,0.3148162066936493,0.13763666152954102,0.22251662611961365
",",0.3658004403114319,0.24402782320976257,0.3734780251979828,0.3696524500846863,0.4946078956127167,0.3581022024154663,0.1820320338010788,0.28341272473335266,0.31091248989105225
and,0.506277859210968,0.18625058233737946,0.43716782331466675,0.39880692958831787,0.5116966962814331,0.2838519215583801,0.2532389163970947,0.2686038017272949,0.20544172823429108
other,0.50507652759552,0.22501064836978912,0.3162766396999359,0.49628373980522156,0.38583824038505554,0.1556563824415207,0.3874351382255554,0.19091041386127472,0.24682199954986572
aspects,0.3449475169181824,0.2025267779827118,0.26550716161727905,0.2906127870082855,0.2615640461444855,0.22176705300807953,0.49582400918006897,0.11907149851322174,0.15924711525440216
of,0.5011631846427917,0.2670862376689911,0.3909035325050354,0.30478984117507935,1.0,0.32280945777893066,0.2535453736782074,0.14004483819007874,0.1826142966747284
spiritual,0.2224554568529129,0.32299646735191345,0.17448930442333221,0.20136919617652893,0.3108343183994293,0.20283392071723938,0.46628889441490173,0.08002039045095444,0.1801415979862213
life,0.26412370800971985,0.1468012034893036,0.1895075887441635,0.2655809819698334,0.2788603901863098,0.22073830664157867,0.30375024676322937,0.125453919172287,0.21677987277507782
",",0.3658004403114319,0.24402782320976257,0.3734780251979828,0.3696524500846863,0.4946078956127167,0.3581022024154663,0.1820320338010788,0.28341272473335266,0.31091248989105225
especially,0.4690455496311188,0.15811240673065186,0.2626020014286041,0.45314404368400574,0.37220633029937744,0.20757271349430084,0.3201598823070526,0.1539674997329712,0.19751401245594025
the,0.6521818041801453,0.26250898838043213,0.4177538752555847,0.39758381247520447,0.733189046382904,0.4207492768764496,0.2585994601249695,0.27491968870162964,0.22068053483963013
roman,0.2057887464761734,0.35364699363708496,0.14757274091243744,0.1401018500328064,0.31028008460998535,0.16005748510360718,0.1757759302854538,0.08693062514066696,0.1663191318511963
and,0.506277859210968,0.18625058233737946,0.43716782331466675,0.39880692958831787,0.5116966962814331,0.2838519215583801,0.2532389163970947,0.2686038017272949,0.20544172823429108
orthodox,0.1955978125333786,0.4975513815879822,0.1543228030204773,0.17624343931674957,0.24173015356063843,0.13299785554409027,0.2636336088180542,0.09842374920845032,0.20826838910579681
catholic,0.1894230842590332,0.4504188299179077,0.18771253526210785,0.192637637257576,0.3452084958553314,0.16177888214588165,0.2434217929840088,0.0684349536895752,0.16609853506088257
churches,0.2452508509159088,0.5642691850662231,0.22107070684432983,0.21994681656360626,0.29080384969711304,0.09751348942518234,0.26480475068092346,0.09016288816928864,0.19824735820293427
.,0.45942068099975586,0.2725091278553009,0.4105546176433563,0.4070230722427368,0.5352458953857422,0.3581749200820923,0.22708967328071594,0.26468324661254883,0.4130953550338745
,which,denomination,has,more,of,an,individualistic,streak,?
in,0.4840516746044159,0.19585151970386505,0.4173259735107422,0.32563260197639465,0.5696388483047485,0.2605783939361572,0.18501019477844238,0.21013347804546356,0.20430970191955566
keeping,0.2899414896965027,0.17051632702350616,0.20784486830234528,0.29319480061531067,0.21222269535064697,0.18575988709926605,0.3307749629020691,0.1659126877784729,0.2775583565235138
with,0.46403205394744873,0.16310179233551025,0.44092974066734314,0.3535402715206146,0.41827285289764404,0.2730048894882202,0.27481338381767273,0.30026349425315857,0.2433311939239502
the,0.6521818041801453,0.26250898838043213,0.4177538752555847,0.39758381247520447,0.733189046382904,0.4207492768764496,0.2585994601249695,0.27491968870162964,0.22068053483963013
individualistic,0.387559711933136,0.2857123613357544,0.21857425570487976,0.3664212226867676,0.2535453736782074,0.2657954692840576,1.0000001192092896,0.1695575714111328,0.21976882219314575
nature,0.315411239862442,0.1760295331478119,0.24043454229831696,0.26145219802856445,0.22892364859580994,0.13428503274917603,0.4342546761035919,0.1905129849910736,0.17397694289684296
of,0.5011631846427917,0.2670862376689911,0.3909035325050354,0.30478984117507935,1.0,0.32280945777893066,0.2535453736782074,0.14004483819007874,0.1826142966747284
most,0.4637843072414398,0.2083510011434555,0.3426419198513031,0.5395737886428833,0.4178851246833801,0.2748267352581024,0.25503048300743103,0.2276618927717209,0.2107497900724411
protestant,0.1859518438577652,0.5461003184318542,0.18089579045772552,0.20674629509449005,0.31440475583076477,0.13203413784503937,0.3087861239910126,0.053615670651197433,0.14798137545585632
denominations,0.2812642455101013,0.9603499174118042,0.2239116132259369,0.2722146809101105,0.27064603567123413,0.12511295080184937,0.3173624575138092,0.12124284356832504,0.2765534520149231
",",0.3658004403114319,0.24402782320976257,0.3734780251979828,0.3696524500846863,0.4946078956127167,0.3581022024154663,0.1820320338010788,0.28341272473335266,0.31091248989105225
the,0.6521818041801453,0.26250898838043213,0.4177538752555847,0.39758381247520447,0.733189046382904,0.4207492768764496,0.2585994601249695,0.27491968870162964,0.22068053483963013
emphasis,0.28731125593185425,0.20629596710205078,0.18785840272903442,0.3081212043762207,0.25674107670783997,0.14771437644958496,0.4020826816558838,0.0946325957775116,0.2750280499458313
on,0.4245251417160034,0.15491412580013275,0.34604379534721375,0.37351730465888977,0.3966929316520691,0.3192969560623169,0.16492076218128204,0.27660292387008667,0.2714994251728058
being,0.4268448054790497,0.2200150489807129,0.41100069880485535,0.36479651927948,0.34885138273239136,0.2743402123451233,0.334419310092926,0.2735786736011505,0.26743772625923157
guided,0.23918411135673523,0.10561294853687286,0.14009498059749603,0.21443326771259308,0.2888166308403015,0.17280621826648712,0.2532823383808136,0.15344616770744324,0.11538667976856232
in,0.4840516746044159,0.19585151970386505,0.4173259735107422,0.32563260197639465,0.5696388483047485,0.2605783939361572,0.18501019477844238,0.21013347804546356,0.20430970191955566
spiritual,0.2224554568529129,0.32299646735191345,0.17448930442333221,0.20136919617652893,0.3108343183994293,0.20283392071723938,0.46628889441490173,0.08002039045095444,0.1801415979862213
development,0.3198052942752838,0.17849278450012207,0.26726067066192627,0.2517501711845398,0.28700894117355347,0.199787899851799,0.298326313495636,0.14004619419574738,0.1211358830332756
is,0.4457404911518097,0.22500525414943695,0.5668748617172241,0.2946030795574188,0.4854315221309662,0.4654068350791931,0.18852268159389496,0.19750437140464783,0.22961433231830597
small,0.42979657649993896,0.1547650694847107,0.28404343128204346,0.286228209733963,0.353353351354599,0.22656132280826569,0.25733116269111633,0.16689541935920715,0.13914890587329865
",",0.3658004403114319,0.24402782320976257,0.3734780251979828,0.3696524500846863,0.4946078956127167,0.3581022024154663,0.1820320338010788,0.28341272473335266,0.31091248989105225
with,0.46403205394744873,0.16310179233551025,0.44092974066734314,0.3535402715206146,0.41827285289764404,0.2730048894882202,0.27481338381767273,0.30026349425315857,0.2433311939239502
a,0.56894451379776,0.262037992477417,0.4670248031616211,0.3452818691730499,0.5052502155303955,0.44552403688430786,0.3097738027572632,0.2871863842010498,0.23916715383529663
heavy,0.2966303825378418,0.15551787614822388,0.19209274649620056,0.23964187502861023,0.24240271747112274,0.1667022407054901,0.13617803156375885,0.22709529101848602,0.16717074811458588
emphasis,0.28731125593185425,0.20629596710205078,0.18785840272903442,0.3081212043762207,0.25674107670783997,0.14771437644958496,0.4020826816558838,0.0946325957775116,0.2750280499458313
placed,0.31395262479782104,0.1800876408815384,0.21683181822299957,0.23504865169525146,0.2962164878845215,0.17949163913726807,0.18230609595775604,0.2076006978750229,0.18964257836341858
on,0.4245251417160034,0.15491412580013275,0.34604379534721375,0.37351730465888977,0.3966929316520691,0.3192969560623169,0.16492076218128204,0.27660292387008667,0.2714994251728058
heavy,0.2966303825378418,0.15551787614822388,0.19209274649620056,0.23964187502861023,0.24240271747112274,0.1667022407054901,0.13617803156375885,0.22709529101848602,0.16717074811458588
reading,0.2681724727153778,0.19664834439754486,0.22147008776664734,0.31659895181655884,0.18713706731796265,0.18036676943302155,0.1774582862854004,0.1688513159751892,0.2818225026130676
and,0.506277859210968,0.18625058233737946,0.43716782331466675,0.39880692958831787,0.5116966962814331,0.2838519215583801,0.2532389163970947,0.2686038017272949,0.20544172823429108
personal,0.23637352883815765,0.18452665209770203,0.1604534387588501,0.219025120139122,0.26268208026885986,0.1726144701242447,0.4085176885128021,0.10808459669351578,0.206199511885643
",",0.3658004403114319,0.24402782320976257,0.3734780251979828,0.3696524500846863,0.4946078956127167,0.3581022024154663,0.1820320338010788,0.28341272473335266,0.31091248989105225
spirit-enlightened,0.33143600821495056,0.25842463970184326,0.2136690318584442,0.3415317237377167,0.28964388370513916,0.233500137925148,0.4696115553379059,0.15789389610290527,0.22883258759975433
interpretation,0.328858345746994,0.316396564245224,0.1979069709777832,0.2520100772380829,0.25918829441070557,0.26945626735687256,0.455034464597702,0.11794392019510269,0.2162649929523468
of,0.5011631846427917,0.2670862376689911,0.3909035325050354,0.30478984117507935,1.0,0.32280945777893066,0.2535453736782074,0.14004483819007874,0.1826142966747284
the,0.6521818041801453,0.26250898838043213,0.4177538752555847,0.39758381247520447,0.733189046382904,0.4207492768764496,0.2585994601249695,0.27491968870162964,0.22068053483963013
holy,0.26059845089912415,0.31635141372680664,0.12140345573425293,0.10807088762521744,0.32529065012931824,0.15334735810756683,0.15696759521961212,0.10700186342000961,0.18148104846477509
bible,0.2548932433128357,0.37269827723503113,0.18947666883468628,0.20655135810375214,0.25664499402046204,0.14779238402843475,0.28149834275245667,0.0828678086400032,0.22667601704597473
.,0.45942068099975586,0.2725091278553009,0.4105546176433563,0.4070230722427368,0.5352458953857422,0.3581749200820923,0.22708967328071594,0.26468324661254883,0.4130953550338745
