,what,did,the,particle,do,to,tesla,?
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2206975817680359,0.3283645510673523,0.44245919585227966,0.20599327981472015,0.31091248989105225
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.20448297262191772,0.23402775824069977,0.45010748505592346,0.17097744345664978,0.20430970191955566
which,0.5261979103088379,0.2750149369239807,0.6521818041801453,0.34917640686035156,0.31153854727745056,0.5345056653022766,0.2203940600156784,0.25814583897590637
he,0.3114890456199646,0.3292143940925598,0.4571082592010498,0.21523025631904602,0.19599148631095886,0.385390967130661,0.12373391538858414,0.2089974731206894
recalled,0.26177313923835754,0.3526061773300171,0.3245868384838104,0.10211639106273651,0.12730002403259277,0.29187825322151184,0.15195220708847046,0.1700260043144226
an,0.2821882665157318,0.22598257660865784,0.4207492768764496,0.24379578232765198,0.25865980982780457,0.3138085603713989,0.13714656233787537,0.19793890416622162
event,0.26981404423713684,0.17957442998886108,0.2960145175457001,0.25302577018737793,0.16608476638793945,0.2585321366786957,0.19044435024261475,0.16076280176639557
that,0.6297725439071655,0.47518548369407654,0.5473989248275757,0.3413988947868347,0.44533252716064453,0.5436353087425232,0.22102725505828857,0.32716336846351624
would,0.45766422152519226,0.6268245577812195,0.4133751392364502,0.27133646607398987,0.4102592170238495,0.5965728163719177,0.14290116727352142,0.37178951501846313
occasionally,0.24931581318378448,0.25732186436653137,0.2797514796257019,0.14531353116035461,0.27040165662765503,0.32062360644340515,0.06431978195905685,0.13541953265666962
take,0.3275112509727478,0.2583002746105194,0.31620436906814575,0.14484301209449768,0.40664049983024597,0.4075521230697632,0.11447508633136749,0.21897350251674652
place,0.2689766585826874,0.24020224809646606,0.4179787337779999,0.15530550479888916,0.2542041838169098,0.3346366882324219,0.10752473026514053,0.2455766350030899
while,0.35511791706085205,0.3330625295639038,0.39804592728614807,0.21142709255218506,0.3032379448413849,0.43899232149124146,0.15711884200572968,0.21076419949531555
experimenting,0.3300393223762512,0.2851540446281433,0.22658103704452515,0.4238124489784241,0.25387731194496155,0.2961786091327667,0.31389424204826355,0.20757123827934265
with,0.2464839518070221,0.25472134351730347,0.4223487675189972,0.2129172533750534,0.23744353652000427,0.4239959120750427,0.16424812376499176,0.2433311939239502
his,0.26976513862609863,0.3546801507472992,0.4394008219242096,0.15650218725204468,0.15088757872581482,0.3715193271636963,0.1580733060836792,0.18075084686279297
single-electrode,0.25713372230529785,0.1592593640089035,0.2613867521286011,0.5749735236167908,0.24739618599414825,0.2814159393310547,0.3878171741962433,0.2120702713727951
vacuum,0.1845402866601944,0.13815660774707794,0.17016367614269257,0.43762919306755066,0.15781699120998383,0.23672117292881012,0.3939276337623596,0.10335687547922134
tubes,0.19118662178516388,0.14567458629608154,0.19047345221042633,0.3405134677886963,0.19686946272850037,0.23826979100704193,0.2336166948080063,0.1610335409641266
;,0.10986888408660889,0.10727239400148392,0.09152708947658539,0.06465310603380203,0.06261929124593735,0.0979827418923378,-0.03835732489824295,0.10349778085947037
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.2823246121406555,0.26237669587135315,0.45503583550453186,0.2211925983428955,0.23916715383529663
minute,0.21365883946418762,0.20494002103805542,0.1967015564441681,0.16507716476917267,0.1646527200937271,0.2600477933883667,0.24244755506515503,0.12793943285942078
particle,0.31278425455093384,0.15412317216396332,0.2507205605506897,1.0,0.18491218984127045,0.24255536496639252,0.34292855858802795,0.22597293555736542
would,0.45766422152519226,0.6268245577812195,0.4133751392364502,0.27133646607398987,0.4102592170238495,0.5965728163719177,0.14290116727352142,0.37178951501846313
break,0.2858539819717407,0.26556721329689026,0.28229501843452454,0.24758902192115784,0.3037858009338379,0.32659798860549927,0.07342249155044556,0.19753244519233704
off,0.2350364625453949,0.17696987092494965,0.2773582935333252,0.13260799646377563,0.2069602608680725,0.3533020317554474,0.06122659519314766,0.12937544286251068
the,0.42745697498321533,0.34736719727516174,1.0,0.2507205605506897,0.30239659547805786,0.535392165184021,0.1324402391910553,0.22068053483963013
cathode,0.2202293574810028,0.11713635921478271,0.22136104106903076,0.51414954662323,0.15804974734783173,0.30190885066986084,0.39901694655418396,0.13886967301368713
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2206975817680359,0.3283645510673523,0.44245919585227966,0.20599327981472015,0.31091248989105225
pass,0.24105259776115417,0.1339150071144104,0.25961899757385254,0.17701826989650726,0.20652662217617035,0.28446894884109497,0.18259622156620026,0.09478675574064255
out,0.3633197546005249,0.28413498401641846,0.39404502511024475,0.26285597681999207,0.30558764934539795,0.42386990785598755,0.2017683982849121,0.22020699083805084
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.2452378273010254,0.26150479912757874,0.41548454761505127,0.18837453424930573,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,1.0,0.2507205605506897,0.30239659547805786,0.535392165184021,0.1324402391910553,0.22068053483963013
tube,0.19240084290504456,0.1256694346666336,0.222691148519516,0.2836110293865204,0.15370993316173553,0.25624245405197144,0.2242102175951004,0.13631722331047058
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2206975817680359,0.3283645510673523,0.44245919585227966,0.20599327981472015,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.19256258010864258,0.276123583316803,0.48971283435821533,0.19560420513153076,0.20544172823429108
physically,0.30163097381591797,0.2421232908964157,0.24411144852638245,0.38661035895347595,0.2495887577533722,0.3394286632537842,0.1369609534740448,0.10199815034866333
strike,0.24317631125450134,0.1902741938829422,0.2324564903974533,0.17559845745563507,0.19447636604309082,0.26054802536964417,0.13948728144168854,0.20633886754512787
him,0.34912991523742676,0.4290095865726471,0.39213326573371887,0.16933944821357727,0.268117219209671,0.4702378511428833,0.14682093262672424,0.23943768441677094
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.23767323791980743,0.3613996207714081,0.4645031690597534,0.17949827015399933,0.4130953550338745
